single,run_M,reserve_M,reserve_mode,topup_thr_M,topup_amt,labor_1988,labor_total,starts_with_labor,saved_1988,fails,ruin_total,terminal_median_M,min_total_floor_M
sc2.2,15,25,bond50gold50,12.000,6M,14,213,25,0,1975;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1998;1999;2000;2001;2002;2003;2004;2005,25,150.200,0.000
sc2.2,15,25,bond50gold50,12.000,8M,14,127,16,0,1980;1983;1984;1985;1986;1987;1988;1989;1990;1998;1999;2000;2001;2002;2004;2005,16,182.400,0.000
sc2.2,15,25,bond50gold50,12.000,ALL,12,12,1,0,1988,1,5206.900,0.000
sc2.2,15,25,bond50gold50,14.000,3M,15,352,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc2.2,15,25,bond50gold50,14.000,4M,15,312,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,31,0.000,0.000
sc2.2,15,25,bond50gold50,14.000,5M,15,213,24,0,1975;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1993;1994;1998;1999;2000;2001;2002;2003;2004;2005,24,39.600,0.000
sc2.2,15,25,bond50gold50,14.000,6M,14,142,18,0,1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;1994;1996;2000;2001;2002;2003;2004;2005,18,150.900,0.000
sc2.2,15,25,bond50gold50,14.000,8M,14,91,12,0,1983;1984;1986;1987;1988;1989;1990;1999;2000;2001;2004;2005,12,166.100,0.000
sc2.2,15,25,bond50gold50,14.000,ALL,12,19,2,0,1988;1989,2,6628.000,0.000
sc2.2,15,25,bond50sofr50,6.000,3M,14,380,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,14.200,0.000
sc2.2,15,25,bond50sofr50,6.000,4M,14,377,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,14.300,0.000
sc2.2,15,25,bond50sofr50,6.000,5M,14,377,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,15.300,0.000
sc2.2,15,25,bond50sofr50,6.000,6M,14,372,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,16.000,0.000
sc2.2,15,25,bond50sofr50,6.000,8M,13,340,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,29.900,0.000
sc2.2,15,25,bond50sofr50,6.000,ALL,0,55,5,1,1975;1986;1987;2002;2005,5,2726.900,0.000
sc2.2,15,25,bond50sofr50,8.000,3M,14,376,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,14.200,0.000
sc2.2,15,25,bond50sofr50,8.000,4M,14,372,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,14.300,0.000
sc2.2,15,25,bond50sofr50,8.000,5M,14,357,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,15.300,0.000
sc2.2,15,25,bond50sofr50,8.000,6M,14,343,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,16.000,0.000
sc2.2,15,25,bond50sofr50,8.000,8M,13,287,28,0,1975;1976;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,28,90.000,0.000
sc2.2,15,25,bond50sofr50,8.000,ALL,0,39,3,1,1986;1997;2002,3,4916.400,0.000
sc2.2,15,25,bond50sofr50,10.000,3M,14,372,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,21.100,0.000
sc2.2,15,25,bond50sofr50,10.000,4M,14,359,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,24.500,0.000
sc2.2,15,25,bond50sofr50,10.000,5M,14,334,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,24.100,0.000
sc2.2,15,25,bond50sofr50,10.000,6M,14,283,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,26.800,0.000
sc2.2,15,25,bond50sofr50,10.000,8M,13,179,22,0,1976;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,22,129.100,0.000
sc2.2,15,25,bond50sofr50,10.000,ALL,0,14,1,1,1986,1,5454.000,0.000
sc2.2,15,25,bond50sofr50,12.000,3M,14,362,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,21.100,0.000
sc2.2,15,25,bond50sofr50,12.000,4M,14,333,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,26.600,0.000
sc2.2,15,25,bond50sofr50,12.000,5M,14,290,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,61.400,0.000
sc2.2,15,25,bond50sofr50,12.000,6M,14,223,25,0,1975;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1998;1999;2000;2001;2002;2003;2004;2005,25,131.500,0.000
sc2.2,15,25,bond50sofr50,12.000,8M,13,113,15,0,1980;1984;1985;1986;1987;1988;1989;1998;1999;2000;2001;2002;2003;2004;2005,15,200.000,0.000
sc2.2,15,25,bond50sofr50,12.000,ALL,0,0,0,1,,0,5819.300,15.890
sc2.2,15,25,bond50sofr50,14.000,3M,14,355,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,21.100,0.000
sc2.2,15,25,bond50sofr50,14.000,4M,14,313,30,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,30,26.600,0.000
sc2.2,15,25,bond50sofr50,14.000,5M,14,211,25,0,1975;1976;1977;1978;1979;1981;1983;1984;1985;1986;1987;1988;1989;1990;1993;1994;1997;1998;1999;2000;2001;2002;2003;2004;2005,25,66.200,0.000
sc2.2,15,25,bond50sofr50,14.000,6M,14,145,17,0,1975;1977;1983;1984;1986;1987;1988;1989;1990;1996;1998;2000;2001;2002;2003;2004;2005,17,136.400,0.000
sc2.2,15,25,bond50sofr50,14.000,8M,13,80,11,0,1984;1986;1987;1988;1999;2000;2001;2002;2003;2004;2005,11,187.300,0.000
sc2.2,15,25,bond50sofr50,14.000,ALL,0,0,0,1,,0,7023.200,15.890
sc2.2,18,22,bond,6.000,3M,14,323,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,6.000,4M,14,321,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,6.000,5M,14,318,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,6.000,6M,14,317,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,6.000,8M,13,288,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,6.000,ALL,14,59,5,0,1977;1986;1988;1999;2005,5,2363.100,0.000
sc2.2,18,22,bond,8.000,3M,14,320,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,8.000,4M,14,314,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,8.000,5M,14,306,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,8.000,6M,14,290,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,8.000,8M,13,252,26,0,1975;1976;1977;1978;1979;1980;1981;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,26,277.900,0.000
sc2.2,18,22,bond,8.000,ALL,14,19,2,0,1988;2005,2,2717.600,0.000
sc2.2,18,22,bond,10.000,3M,14,312,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,10.000,4M,14,301,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,10.000,5M,14,275,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,10.000,6M,13,229,25,0,1975;1976;1977;1978;1979;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,25,578.600,0.000
sc2.2,18,22,bond,10.000,8M,12,186,22,0,1975;1976;1977;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1996;1997;1999;2000;2001;2002;2003;2004;2005,22,1104.600,0.000
sc2.2,18,22,bond,10.000,ALL,9,30,4,0,1987;1988;2003;2005,4,5181.800,0.000
sc2.2,18,22,bond,12.000,3M,14,296,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5370.700,0.000
sc2.2,18,22,bond,12.000,4M,14,261,27,0,1975;1976;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,2824.300,0.000
sc2.2,18,22,bond,12.000,5M,14,220,26,0,1975;1976;1977;1978;1979;1980;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,26,917.900,0.000
sc2.2,18,22,bond,12.000,6M,13,157,21,0,1975;1976;1977;1979;1983;1984;1986;1987;1988;1989;1990;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,21,178.600,0.000
sc2.2,18,22,bond,12.000,8M,12,106,12,0,1977;1986;1987;1988;1990;1999;2000;2001;2002;2003;2004;2005,12,765.700,0.000
sc2.2,18,22,bond,12.000,ALL,9,21,2,0,1987;1988,2,5181.800,0.000
sc2.2,18,22,bond,14.000,3M,14,268,27,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,2849.200,0.000
sc2.2,18,22,bond,14.000,4M,14,206,25,0,1975;1976;1977;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2003;2004;2005,25,493.300,0.000
sc2.2,18,22,bond,14.000,5M,14,140,15,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;2000;2001;2002;2003;2004;2005,15,90.300,0.000
sc2.2,18,22,bond,14.000,6M,13,99,13,0,1975;1977;1986;1987;1988;1990;1993;1999;2000;2001;2002;2004;2005,13,198.400,0.000
sc2.2,18,22,bond,14.000,8M,12,41,6,0,1986;1987;1988;1999;2004;2005,6,826.800,0.000
sc2.2,18,22,bond,14.000,ALL,9,9,1,0,1988,1,6427.900,0.000
sc2.2,18,22,sofr,6.000,3M,15,342,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,6.000,4M,15,340,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,6.000,5M,15,338,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,6.000,6M,15,336,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,6.000,8M,14,311,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,6.000,ALL,15,84,9,0,1977;1984;1986;1988;1990;1996;1999;2003;2005,9,2398.100,0.000
sc2.2,18,22,sofr,8.000,3M,15,340,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,8.000,4M,15,334,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,8.000,5M,15,327,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,8.000,6M,15,311,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,8.000,8M,14,280,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,8.000,ALL,15,29,4,0,1988;1996;2003;2005,4,2635.100,0.000
sc2.2,18,22,sofr,10.000,3M,14,334,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,10.000,4M,14,319,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,10.000,5M,14,300,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,10.000,6M,14,250,26,0,1975;1976;1977;1978;1979;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,26,865.300,0.000
sc2.2,18,22,sofr,10.000,8M,13,212,22,0,1975;1976;1977;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1996;1997;1999;2000;2001;2002;2003;2004;2005,22,1107.200,0.000
sc2.2,18,22,sofr,10.000,ALL,10,44,6,0,1975;1987;1988;1996;2003;2005,6,4645.300,0.000
sc2.2,18,22,sofr,12.000,3M,14,324,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,12.000,4M,14,287,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5294.900,0.000
sc2.2,18,22,sofr,12.000,5M,14,246,27,0,1975;1976;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,3081.800,0.000
sc2.2,18,22,sofr,12.000,6M,13,181,22,0,1975;1976;1977;1979;1983;1984;1986;1987;1988;1989;1990;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,22,253.200,0.000
sc2.2,18,22,sofr,12.000,8M,13,133,16,0,1977;1983;1986;1987;1988;1989;1990;1996;1997;1999;2000;2001;2002;2003;2004;2005,16,3354.800,0.000
sc2.2,18,22,sofr,12.000,ALL,10,22,2,0,1987;1988,2,4645.300,0.000
sc2.2,18,22,sofr,14.000,3M,14,294,27,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,2799.600,0.000
sc2.2,18,22,sofr,14.000,4M,14,238,27,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,2991.500,0.000
sc2.2,18,22,sofr,14.000,5M,14,159,20,0,1975;1977;1979;1983;1984;1985;1986;1987;1988;1989;1990;1994;1997;1999;2000;2001;2002;2003;2004;2005,20,253.200,0.000
sc2.2,18,22,sofr,14.000,6M,13,134,17,0,1975;1983;1984;1986;1987;1988;1989;1990;1992;1993;1999;2000;2001;2002;2003;2004;2005,17,302.800,0.000
sc2.2,18,22,sofr,14.000,8M,13,60,7,0,1986;1987;1988;1990;1999;2004;2005,7,1105.800,0.000
sc2.2,18,22,sofr,14.000,ALL,10,10,1,0,1988,1,5648.600,0.000
sc2.2,18,22,bond75gold25,6.000,3M,15,323,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,6.000,4M,15,320,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,6.000,5M,15,320,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,6.000,6M,15,318,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,6.000,8M,14,288,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,6.000,ALL,15,60,6,0,1977;1986;1988;1990;1996;1999,6,2227.800,0.000
sc2.2,18,22,bond75gold25,8.000,3M,15,319,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,8.000,4M,15,315,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,8.000,5M,15,310,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,8.000,6M,15,290,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,8.000,8M,14,258,27,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,2802.700,0.000
sc2.2,18,22,bond75gold25,8.000,ALL,15,22,2,0,1988;1996,2,2835.000,0.000
sc2.2,18,22,bond75gold25,10.000,3M,14,314,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,10.000,4M,15,305,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,10.000,5M,14,283,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,10.000,6M,14,227,25,0,1975;1976;1977;1978;1979;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,25,584.100,0.000
sc2.2,18,22,bond75gold25,10.000,8M,13,197,22,0,1975;1976;1977;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1996;1997;1999;2000;2001;2002;2003;2004;2005,22,1114.500,0.000
sc2.2,18,22,bond75gold25,10.000,ALL,11,40,4,0,1975;1987;1988;1996,4,4941.600,0.000
sc2.2,18,22,bond75gold25,12.000,3M,14,301,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,12.000,4M,15,273,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5319.400,0.000
sc2.2,18,22,bond75gold25,12.000,5M,14,219,26,0,1975;1976;1977;1978;1979;1980;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,26,874.400,0.000
sc2.2,18,22,bond75gold25,12.000,6M,13,154,21,0,1975;1976;1977;1979;1983;1984;1986;1987;1988;1989;1990;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,21,169.900,0.000
sc2.2,18,22,bond75gold25,12.000,8M,13,108,13,0,1977;1983;1986;1987;1988;1989;1990;1999;2000;2001;2002;2004;2005,13,853.700,0.000
sc2.2,18,22,bond75gold25,12.000,ALL,11,23,2,0,1987;1988,2,5041.300,0.000
sc2.2,18,22,bond75gold25,14.000,3M,14,273,27,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,2819.600,0.000
sc2.2,18,22,bond75gold25,14.000,4M,15,217,25,0,1975;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2003;2004;2005,25,494.300,0.000
sc2.2,18,22,bond75gold25,14.000,5M,14,138,17,0,1975;1977;1979;1983;1984;1986;1987;1988;1989;1990;1994;2000;2001;2002;2003;2004;2005,17,173.300,0.000
sc2.2,18,22,bond75gold25,14.000,6M,13,105,15,0,1975;1983;1984;1986;1987;1988;1989;1990;1993;1999;2000;2001;2002;2004;2005,15,261.900,0.000
sc2.2,18,22,bond75gold25,14.000,8M,13,53,6,0,1986;1987;1988;1990;2004;2005,6,980.500,0.000
sc2.2,18,22,bond75gold25,14.000,ALL,11,11,1,0,1988,1,5932.000,0.000
sc2.2,18,22,bond50gold50,6.000,3M,15,326,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5285.800,0.000
sc2.2,18,22,bond50gold50,6.000,4M,15,326,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,5285.800,0.000
