single,run_M,reserve_M,reserve_mode,topup_thr_M,topup_amt,labor_1988,labor_total,starts_with_labor,saved_1988,fails,ruin_total,terminal_median_M,min_total_floor_M
sc2.0,18,22,bond,14.000,ALL,11,17,2,0,1986;1988,2,3709.600,0.000
sc2.0,18,22,sofr,6.000,3M,15,363,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,6.000,4M,15,361,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,6.000,5M,15,361,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,6.000,6M,15,357,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,6.000,8M,14,335,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,6.000,ALL,15,101,10,0,1977;1983;1984;1986;1988;1989;1990;1996;2003;2005,10,1398.400,0.000
sc2.0,18,22,sofr,8.000,3M,15,361,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,8.000,4M,15,356,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,8.000,5M,15,353,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,8.000,6M,15,341,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,8.000,8M,14,311,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,8.000,ALL,15,86,8,0,1975;1977;1983;1986;1987;1988;1996;2005,8,1751.200,0.000
sc2.0,18,22,sofr,10.000,3M,14,354,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,10.000,4M,14,345,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,10.000,5M,14,326,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,10.000,6M,14,303,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,10.000,8M,13,233,24,0,1975;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1992;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,24,820.200,0.000
sc2.0,18,22,sofr,10.000,ALL,11,49,5,0,1975;1986;1987;1988;2005,5,1892.900,0.000
sc2.0,18,22,sofr,12.000,3M,14,342,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,12.000,4M,14,311,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,12.000,5M,14,273,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,12.000,6M,13,212,27,0,1975;1976;1977;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,27,913.300,0.000
sc2.0,18,22,sofr,12.000,8M,13,157,18,0,1975;1983;1984;1985;1986;1987;1988;1989;1990;1997;1998;1999;2000;2001;2002;2003;2004;2005,18,820.200,0.000
sc2.0,18,22,sofr,12.000,ALL,11,20,2,0,1986;1988,2,3319.900,0.000
sc2.0,18,22,sofr,14.000,3M,14,325,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,14.000,4M,14,281,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,14.000,5M,14,225,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1847.500,0.000
sc2.0,18,22,sofr,14.000,6M,13,150,20,0,1976;1977;1979;1984;1985;1986;1987;1988;1989;1990;1991;1997;1998;1999;2000;2001;2002;2003;2004;2005,20,40.200,0.000
sc2.0,18,22,sofr,14.000,8M,13,93,12,0,1984;1986;1987;1988;1989;1990;1998;1999;2000;2003;2004;2005,12,411.800,0.000
sc2.0,18,22,sofr,14.000,ALL,11,20,2,0,1986;1988,2,4022.500,0.000
sc2.0,18,22,bond75gold25,6.000,3M,15,346,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,6.000,4M,15,343,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,6.000,5M,15,342,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,6.000,6M,15,339,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,6.000,8M,14,316,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,6.000,ALL,15,75,8,0,1977;1981;1983;1986;1988;1990;1996;2005,8,1101.200,0.000
sc2.0,18,22,bond75gold25,8.000,3M,15,345,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,8.000,4M,15,341,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,8.000,5M,15,335,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,8.000,6M,15,321,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,8.000,8M,14,289,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,8.000,ALL,15,82,8,0,1975;1977;1981;1983;1986;1987;1988;1996,8,2179.100,0.000
sc2.0,18,22,bond75gold25,10.000,3M,14,340,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,10.000,4M,14,331,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,10.000,5M,14,307,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,10.000,6M,14,284,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,10.000,8M,13,205,24,0,1975;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1992;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,24,838.000,0.000
sc2.0,18,22,bond75gold25,10.000,ALL,12,39,4,0,1975;1986;1987;1988,4,2129.400,0.000
sc2.0,18,22,bond75gold25,12.000,3M,14,325,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,12.000,4M,14,295,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,1686.600,0.000
sc2.0,18,22,bond75gold25,12.000,5M,14,247,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,1686.600,0.000
sc2.0,18,22,bond75gold25,12.000,6M,13,190,24,0,1975;1977;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,24,48.000,0.000
sc2.0,18,22,bond75gold25,12.000,8M,13,129,16,0,1975;1983;1984;1986;1987;1988;1989;1990;1997;1999;2000;2001;2002;2003;2004;2005,16,422.400,0.000
sc2.0,18,22,bond75gold25,12.000,ALL,12,16,2,0,1986;1988,2,3054.800,0.000
sc2.0,18,22,bond75gold25,14.000,3M,14,308,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1879.300,0.000
sc2.0,18,22,bond75gold25,14.000,4M,14,260,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,1686.600,0.000
sc2.0,18,22,bond75gold25,14.000,5M,14,185,27,0,1975;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,851.100,0.000
sc2.0,18,22,bond75gold25,14.000,6M,13,123,17,0,1979;1980;1984;1986;1987;1988;1989;1990;1991;1997;1999;2000;2001;2002;2003;2004;2005,17,20.700,0.000
sc2.0,18,22,bond75gold25,14.000,8M,13,76,9,0,1986;1987;1988;1989;1990;1999;2003;2004;2005,9,335.100,0.000
sc2.0,18,22,bond75gold25,14.000,ALL,12,16,2,0,1986;1988,2,4066.700,0.000
sc2.0,18,22,bond50gold50,6.000,3M,15,345,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,6.000,4M,15,344,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,6.000,5M,15,343,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,6.000,6M,15,336,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,6.000,8M,15,316,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,6.000,ALL,15,88,8,0,1981;1983;1984;1986;1988;1989;1990;1996,8,1005.300,0.000
sc2.0,18,22,bond50gold50,8.000,3M,15,342,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,8.000,4M,15,339,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,8.000,5M,15,336,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,8.000,6M,15,323,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,8.000,8M,15,283,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,8.000,ALL,15,80,7,0,1975;1981;1983;1986;1987;1988;1996,7,2256.100,0.000
sc2.0,18,22,bond50gold50,10.000,3M,15,337,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,10.000,4M,15,330,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,10.000,5M,15,309,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,10.000,6M,15,283,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,1653.000,0.000
sc2.0,18,22,bond50gold50,10.000,8M,14,209,23,0,1975;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,23,456.500,0.000
sc2.0,18,22,bond50gold50,10.000,ALL,13,42,4,0,1975;1986;1987;1988,4,2442.600,0.000
sc2.0,18,22,bond50gold50,12.000,3M,15,326,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,12.000,4M,15,298,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,1653.000,0.000
sc2.0,18,22,bond50gold50,12.000,5M,15,253,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,1653.000,0.000
sc2.0,18,22,bond50gold50,12.000,6M,14,194,24,0,1975;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,24,41.300,0.000
sc2.0,18,22,bond50gold50,12.000,8M,14,131,16,0,1983;1984;1985;1986;1987;1988;1989;1990;1997;1999;2000;2001;2002;2003;2004;2005,16,431.100,0.000
sc2.0,18,22,bond50gold50,12.000,ALL,13,17,2,0,1986;1988,2,2702.200,0.000
sc2.0,18,22,bond50gold50,14.000,3M,15,305,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1861.300,0.000
sc2.0,18,22,bond50gold50,14.000,4M,15,264,28,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,28,1653.000,0.000
sc2.0,18,22,bond50gold50,14.000,5M,15,202,27,0,1975;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,27,837.300,0.000
sc2.0,18,22,bond50gold50,14.000,6M,14,128,18,0,1979;1980;1984;1985;1986;1987;1988;1989;1990;1991;1997;1999;2000;2001;2002;2003;2004;2005,18,22.900,0.000
sc2.0,18,22,bond50gold50,14.000,8M,14,85,10,0,1984;1986;1987;1988;1989;1990;1999;2003;2004;2005,10,369.700,0.000
sc2.0,18,22,bond50gold50,14.000,ALL,13,17,2,0,1986;1988,2,3393.200,0.000
sc2.0,18,22,bond50sofr50,6.000,3M,14,354,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,6.000,4M,14,354,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,6.000,5M,14,353,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,6.000,6M,14,346,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,6.000,8M,14,325,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,6.000,ALL,14,78,8,0,1977;1983;1986;1988;1990;1996;2003;2005,8,1250.800,0.000
sc2.0,18,22,bond50sofr50,8.000,3M,14,352,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,8.000,4M,14,350,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,8.000,5M,14,346,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,8.000,6M,14,331,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,8.000,8M,14,300,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,8.000,ALL,14,84,8,0,1975;1977;1983;1986;1987;1988;1996;2005,8,1976.900,0.000
sc2.0,18,22,bond50sofr50,10.000,3M,14,344,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,10.000,4M,14,337,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,10.000,5M,14,319,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,10.000,6M,14,292,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,10.000,8M,13,218,25,0,1975;1976;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1992;1993;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,25,1261.900,0.000
sc2.0,18,22,bond50sofr50,10.000,ALL,11,45,5,0,1975;1986;1987;1988;2005,5,2013.600,0.000
sc2.0,18,22,bond50sofr50,12.000,3M,14,329,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,12.000,4M,14,303,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,12.000,5M,14,262,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,12.000,6M,13,203,27,0,1975;1976;1977;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,27,940.400,0.000
sc2.0,18,22,bond50sofr50,12.000,8M,13,140,17,0,1975;1983;1984;1986;1987;1988;1989;1990;1997;1998;1999;2000;2001;2002;2003;2004;2005,17,624.100,0.000
sc2.0,18,22,bond50sofr50,12.000,ALL,11,19,2,0,1986;1988,2,3370.700,0.000
sc2.0,18,22,bond50sofr50,14.000,3M,14,313,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,14.000,4M,14,269,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,14.000,5M,14,204,29,0,1975;1976;1977;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,29,1872.600,0.000
sc2.0,18,22,bond50sofr50,14.000,6M,13,136,20,0,1976;1977;1979;1984;1985;1986;1987;1988;1989;1990;1991;1997;1998;1999;2000;2001;2002;2003;2004;2005,20,43.700,0.000
sc2.0,18,22,bond50sofr50,14.000,8M,13,76,9,0,1986;1987;1988;1989;1990;1999;2003;2004;2005,9,331.400,0.000
sc2.0,18,22,bond50sofr50,14.000,ALL,11,19,2,0,1986;1988,2,4393.600,0.000
sc2.0,20,20,bond,6.000,3M,14,292,25,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2004;2005,25,401.700,0.000
sc2.0,20,20,bond,6.000,4M,14,291,25,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2004;2005,25,401.700,0.000
sc2.0,20,20,bond,6.000,5M,14,287,25,0,1975;1976;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2004;2005,25,401.700,0.000
