family,label,labor,starts_fail,saved_1988,fails,termMed_M,termMin_M,floor_M,topups,ruin
3_thrtime,sc2.6_bond0_thr18,7,1,0,1988,13924.8,702.9,0.0,22,1
3_thrtime,sc2.6_bond0_thr20,7,1,0,1988,14240.4,702.9,0.0,23,1
3_thrtime,sc2.6_bond12_thr10,23,3,0,1986;1988;2005,4386.2,33.2,0.0,22,3
3_thrtime,sc2.6_bond12_thr14,9,1,0,1988,5035.6,137.7,0.0,22,1
3_thrtime,sc2.6_bond12_thr18,9,1,0,1988,8513.2,394.6,0.0,23,1
3_thrtime,sc2.6_bond12_thr20,9,1,0,1988,8886.2,394.6,0.0,24,1
3_thrtime,sc2.6_bond18_thr10,25,3,0,1986;1988;2005,3280.7,106.6,0.0,23,3
3_thrtime,sc2.6_bond18_thr14,9,1,0,1988,3295.9,170.7,0.0,23,1
3_thrtime,sc2.6_bond18_thr18,9,1,0,1988,6828.5,188.3,0.0,25,1
3_thrtime,sc2.6_bond18_thr20,9,1,0,1988,6828.5,188.3,0.0,27,1
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond0_bridge1y_run18,66,6,0,1977;1986;1988;1990;2000;2004,11077.7,478.8,0.0,31,6
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond12_bridge1y_run18,81,8,0,1977;1986;1987;1988;1990;2000;2004;2005,5882.0,11.3,0.0,31,8
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond0_bridge1y_run18,62,5,0,1986;1988;1990;2000;2004,12788.4,141.6,0.0,31,5
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond12_bridge1y_run18,78,8,0,1977;1986;1987;1988;1990;2000;2004;2005,9547.7,165.6,0.0,31,8
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond0_bridge1y_run20,72,7,0,1986;1987;1988;1989;1990;2000;2004,4702.1,393.9,0.0,29,7
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond12_bridge1y_run20,78,7,0,1986;1987;1988;1989;1990;2000;2004,2122.4,41.6,0.0,29,7
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond0_bridge1y_run20,61,6,0,1986;1987;1988;1989;2000;2004,6334.8,395.9,0.0,29,6
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond12_bridge1y_run20,74,7,0,1986;1987;1988;1989;1990;2000;2004,3084.1,101.9,0.0,29,7
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond0_bridge2y_run18,187,16,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1992;1993;2000;2001;2002;2004;2005,3084.6,212.3,0.0,31,16
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond12_bridge2y_run18,215,19,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1999;2000;2001;2002;2004;2005,1294.0,545.0,0.0,31,19
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond0_bridge2y_run18,179,15,0,1975;1977;1984;1986;1987;1988;1989;1990;1992;1993;2000;2001;2002;2004;2005,4126.0,30.1,0.0,31,15
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond12_bridge2y_run18,208,18,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;2000;2001;2002;2004;2005,3106.4,18.3,0.0,31,18
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond0_bridge2y_run20,212,19,0,1975;1977;1979;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1999;2000;2001;2002;2004;2005,1947.2,146.6,0.0,29,19
4_fglide_bridge,glide_sc1.6_to_sc2.4_bond12_bridge2y_run20,241,23,0,1975;1977;1979;1980;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1998;1999;2000;2001;2002;2003;2004;2005,787.0,7.2,0.0,29,23
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond0_bridge2y_run20,209,18,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1991;1992;1993;1999;2000;2001;2002;2004;2005,2416.7,10.2,0.0,29,18
4_fglide_bridge,glide_sc1.6_to_sc2.6_bond12_bridge2y_run20,237,22,0,1975;1977;1979;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1998;1999;2000;2001;2002;2003;2004;2005,1674.2,446.7,0.0,29,22
