CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.182204,0.188482,0.182787,-0.627798,0.827421,-0.346614,0.106761,0.048752,-0.011757,25.201914,realistic
