date,ret_sc20,nav_sc20,tpy_sc20,ret_N4,nav_N4,tpy_N4,ret_X4,nav_X4,tpy_X4
1987-11-11,0.0032021420,378.2464019967,35.2291000000,0.0032021420,345.0423747085,35.2291000000,0.0032021420,387.5901111922,35.2291000000
1987-11-12,0.0021530662,379.0607915318,35.2291000000,0.0021530662,345.7852737754,35.2291000000,0.0021530662,388.4246183514,35.2291000000
1987-11-13,0.0015447990,379.6463642560,35.2291000000,0.0015447990,346.3194425137,35.2291000000,0.0015447990,389.0246563058,35.2291000000
1987-11-16,-0.0028438047,378.5667241279,35.2291000000,-0.0028438047,345.3345776435,35.2291000000,-0.0028438047,387.9183461463,35.2291000000
1987-11-17,0.0022726930,379.4270900599,35.2291000000,0.0022726930,346.1194171099,35.2291000000,0.0022726930,388.7999654440,35.2291000000
1987-11-18,0.0008790724,379.7606339300,35.2291000000,0.0008790724,346.4236811250,35.2291000000,0.0008790724,389.1417487498,35.2291000000
1987-11-19,0.0020097716,380.5238660523,35.2291000000,0.0020097716,347.1199135876,35.2291000000,0.0020097716,389.9238347699,35.2291000000
1987-11-20,0.0006333397,380.7648669373,35.2291000000,0.0006333397,347.3397584222,35.2291000000,0.0006333397,390.1707890286,35.2291000000
1987-11-23,0.0024798544,381.7091083593,35.2291000000,0.0024798544,348.2011104425,35.2291000000,0.0024798544,391.1383557677,35.2291000000
1987-11-24,0.0104147921,385.6845293573,35.2291000000,0.0104147921,351.8275526092,35.2291000000,0.0104147921,395.2119804169,35.2291000000
1987-11-25,0.0021921600,386.5300115372,35.2291000000,0.0021921600,352.5988148806,35.2291000000,0.0021921600,396.0783482934,35.2291000000
1987-11-27,-0.0009924329,386.1464064544,35.2291000000,-0.0009924329,352.2488842322,35.2291000000,-0.0009924329,395.6852671276,35.2291000000
1987-11-30,0.0185852009,393.3230149980,35.2291000000,0.0185852009,358.7955005150,35.2291000000,0.0185852009,403.0391573132,35.2291000000
1987-12-01,-0.0076842278,390.3006313624,35.2291000000,-0.0076842278,356.0384341652,35.2291000000,-0.0076842278,399.9421126270,35.2291000000
1987-12-02,0.0035890413,391.7014364376,35.2291000000,0.0035890413,357.3162708005,35.2291000000,0.0035890413,401.3775213764,35.2291000000
1987-12-03,-0.0010842800,391.2767224183,35.2291000000,-0.0010842800,356.9288399273,35.2291000000,-0.0010842800,400.9423157721,35.2291000000
1987-12-04,-0.0032811356,389.9928904481,35.2291000000,-0.0032811356,355.7577080160,35.2291000000,-0.0032811356,399.6267696798,35.2291000000
1987-12-07,-0.0050510097,388.0230325691,35.2291000000,-0.0050510097,353.9607723761,35.2291000000,-0.0050510097,397.6082509831,35.2291000000
1987-12-08,0.0023648844,388.9406621759,35.2291000000,0.0023648844,354.7978486759,35.2291000000,0.0023648844,398.5485485231,35.2291000000
1987-12-09,0.0025684471,389.9396356761,35.2291000000,0.0025684471,355.7091281673,35.2291000000,0.0025684471,399.5721993708,35.2291000000
1987-12-10,-0.0007419634,389.6503147512,35.2291000000,-0.0007419634,355.4452050250,35.2291000000,-0.0007419634,399.2757314366,35.2291000000
1987-12-11,0.0111923513,394.0114179627,35.2291000000,0.0111923513,359.4234726317,35.2291000000,0.0111923513,403.7445656931,35.2291000000
1987-12-14,0.0081160960,397.2092524645,35.2291000000,0.0081160960,362.3405880480,35.2291000000,0.0081160960,407.0213953564,35.2291000000
1987-12-15,-0.0090940286,393.5970201794,35.2291000000,-0.0090940286,359.0454523928,35.2291000000,-0.0090940286,403.3199311637,35.2291000000
1987-12-16,-0.0067766478,390.9297517807,35.2291000000,-0.0067766478,356.6123278016,35.2291000000,-0.0067766478,400.5867740213,35.2291000000
1987-12-17,0.0008462141,391.2605620614,35.2291000000,0.0008462141,356.9140981931,35.2291000000,0.0008462141,400.9257562107,35.2291000000
1987-12-18,-0.0031780584,390.0171131472,35.2291000000,-0.0031780584,355.7798043468,35.2291000000,-0.0031780584,399.6515907450,35.2291000000
1987-12-21,-0.0035620653,388.6278467212,35.2291000000,-0.0035620653,354.5124934505,35.2291000000,-0.0035620653,398.2280056807,35.2291000000
1987-12-22,0.0007392654,388.9151458475,35.2291000000,0.0007392654,354.7745722760,35.2291000000,0.0007392654,398.5224018725,35.2291000000
1987-12-23,0.0018290048,389.6264735076,35.2291000000,0.0018290048,355.4234566639,35.2291000000,0.0018290048,399.2513012498,35.2291000000
1987-12-24,0.0006288084,389.8714739033,35.2291000000,0.0006288084,355.6469499156,35.2291000000,0.0006288084,399.5023538178,35.2291000000
1987-12-28,0.0001082251,389.9136677986,35.2291000000,0.0001082251,355.6854398570,35.2291000000,0.0001082251,399.5455900165,35.2291000000
1987-12-29,0.0061686222,392.3188978963,35.2291000000,0.0061686222,357.8795289488,35.2291000000,0.0061686222,402.0102358032,35.2291000000
1987-12-30,-0.0026265063,391.2884698361,35.2291000000,-0.0026265063,356.9395561084,35.2291000000,-0.0026265063,400.9543533828,35.2291000000
1987-12-31,-0.0003072336,391.1682528620,35.2291000000,-0.0003072336,356.8298922754,35.2291000000,-0.0003072336,400.8311667243,35.2291000000
1988-01-04,-0.0023806850,390.2370044560,35.2291000000,-0.0023806850,355.9803926906,35.2291000000,-0.0023806850,399.8769139638,35.2291000000
1988-01-05,-0.0068752219,387.5540384534,35.2291000000,-0.0068752219,353.5329484958,35.2291000000,-0.0068752219,397.1276714442,35.2291000000
1988-01-06,0.0045957968,389.3351580731,35.2291000000,0.0045957968,355.1577140983,35.2291000000,0.0045957968,398.9527895361,35.2291000000
1988-01-07,0.0025397372,390.3239670448,35.2291000000,0.0025397372,356.0597213452,35.2291000000,0.0025397372,399.9660247639,35.2291000000
1988-01-08,-0.0044622387,388.5822483220,35.2291000000,-0.0044622387,354.4708978666,35.2291000000,-0.0044622387,398.1812808776,35.2291000000
1988-01-11,0.0061289001,390.9638300959,35.2291000000,0.0061289001,356.6434145819,35.2291000000,0.0061289001,400.6216941630,35.2291000000
1988-01-12,-0.0032021704,389.7118972929,35.2291000000,-0.0032021704,355.5013815974,35.2291000000,-0.0032021704,399.3388352336,35.2291000000
1988-01-13,-0.0005550495,389.4955878940,35.2291000000,-0.0005550495,355.3040607287,35.2291000000,-0.0005550495,399.1171824075,35.2291000000
1988-01-14,-0.0003999082,389.3398254268,35.2291000000,-0.0003999082,355.1619717324,35.2291000000,-0.0003999082,398.9575721860,35.2291000000
1988-01-15,0.0041286060,390.9472561650,35.2291000000,0.0041286060,356.6282955789,35.2291000000,0.0041286060,400.6047108112,35.2291000000
1988-01-18,-0.0090241645,387.4192838228,35.2291000000,-0.0090241645,353.4100231818,35.2291000000,-0.0090241645,396.9895880098,35.2291000000
1988-01-19,0.0010776520,387.8367869813,35.2291000000,0.0010776520,353.7908761932,35.2291000000,0.0010776520,397.4174046256,35.2291000000
1988-01-20,0.0011800037,388.2944358201,35.2291000000,0.0011800037,354.2083507317,35.2291000000,0.0011800037,397.8863586285,35.2291000000
1988-01-21,-0.0012264806,387.8182002345,35.2291000000,-0.0012264806,353.7739210676,35.2291000000,-0.0012264806,397.3983587358,35.2291000000
1988-01-22,0.0015555702,388.4214786854,35.2291000000,0.0015555702,354.3242412510,35.2291000000,0.0015555702,398.0165397962,35.2291000000
1988-01-25,-0.0013328483,387.9037717732,35.2291000000,-0.0013328483,353.8519807842,35.2291000000,-0.0013328483,397.4860441230,35.2291000000
1988-01-26,-0.0044722896,386.1689537877,35.2291000000,-0.0044722896,352.2694522677,35.2291000000,-0.0044722896,395.7083714410,35.2291000000
1988-01-27,-0.0016970370,385.5136107888,35.2291000000,-0.0016970370,351.6716379768,35.2291000000,-0.0016970370,395.0368396975,35.2291000000
1988-01-28,-0.0020724725,384.7146444222,35.2291000000,-0.0020724725,350.9428081691,35.2291000000,-0.0020724725,394.2181367006,35.2291000000
1988-01-29,-0.0014863640,384.1428184401,35.2291000000,-0.0014863640,350.4211794272,35.2291000000,-0.0014863640,393.6321850701,35.2291000000
1988-02-01,-0.0096688146,380.4286127648,35.2291000000,-0.0096688146,347.0330220261,35.2291000000,-0.0096688146,389.8262284685,35.2291000000
1988-02-02,0.0005978635,380.6560571482,35.2291000000,0.0005978635,347.2405004046,35.2291000000,0.0005978635,390.0592913434,35.2291000000
1988-02-03,-0.0074575135,377.8173094615,35.2291000000,-0.0074575135,344.6509496836,35.2291000000,-0.0074575135,387.1504189107,35.2291000000
1988-02-04,-0.0089860435,374.4222266995,35.2291000000,-0.0089860435,341.5539012719,35.2291000000,-0.0089860435,383.6714684216,35.2291000000
1988-02-05,0.0065428718,376.8720233099,35.2291000000,0.0065428718,343.7886446444,35.2291000000,0.0065428718,386.1817816344,35.2291000000
1988-02-08,-0.0009372486,376.5188005275,35.2291000000,-0.0009372486,343.4664292128,35.2291000000,-0.0009372486,385.8198332939,35.2291000000
1988-02-09,-0.0034250030,375.2292224910,35.2291000000,-0.0034250030,342.2900556486,35.2291000000,-0.0034250030,384.4983991919,35.2291000000
1988-02-10,0.0044174513,376.8867792959,35.2291000000,0.0044174513,343.8021052891,35.2291000000,0.0044174513,386.1969021332,35.2291000000
1988-02-11,-0.0032316622,375.6688085229,35.2291000000,-0.0032316622,342.6910530077,35.2291000000,-0.0032316622,384.9488441877,35.2291000000
1988-02-12,0.0002247376,375.7532354367,35.2291000000,0.0002247376,342.7680685793,35.2291000000,0.0002247376,385.0353566747,35.2291000000
1988-02-16,0.0038461033,377.1984211980,35.2291000000,0.0038461033,344.0863899812,35.2291000000,0.0038461033,386.5162424331,35.2291000000
1988-02-17,0.0002705231,377.3004620962,35.2291000000,0.0002705231,344.1794733090,35.2291000000,0.0002705231,386.6208040175,35.2291000000
1988-02-18,0.0018634228,378.0035323977,35.2291000000,0.0018634228,344.8208252034,35.2291000000,0.0018634228,387.3412420572,35.2291000000
1988-02-19,-0.0024862685,377.0637141066,35.2291000000,-0.0024862685,343.9635080332,35.2291000000,-0.0024862685,386.3782077122,35.2291000000
1988-02-22,0.0016785014,377.6966160612,35.2291000000,0.0016785014,344.5408512471,35.2291000000,0.0016785014,387.0267440570,35.2291000000
1988-02-23,-0.0009493956,377.3380325518,35.2291000000,-0.0009493956,344.2137456753,35.2291000000,-0.0009493956,386.6593025650,35.2291000000
1988-02-24,-0.0054287078,375.2895746384,35.2291000000,-0.0054287078,342.3451098358,35.2291000000,-0.0054287078,384.5602422006,35.2291000000
1988-02-25,-0.0037055889,373.8989057673,35.2291000000,-0.0037055889,341.0765196069,35.2291000000,-0.0037055889,383.1352200469,35.2291000000
1988-02-26,-0.0011151048,373.4819693126,35.2291000000,-0.0011151048,340.6961835517,35.2291000000,-0.0011151048,382.7079841341,35.2291000000
1988-02-29,-0.0084005524,370.3445144514,35.2291000000,-0.0084005524,337.8341474023,35.2291000000,-0.0084005524,379.4930256517,35.2291000000
1988-03-01,0.0054105589,372.3482852417,35.2291000000,0.0054105589,339.6620189385,35.2291000000,0.0054105589,381.5462950002,35.2291000000
1988-03-02,0.0025071756,373.2818277762,35.2291000000,0.0025071756,340.5136112637,35.2291000000,0.0025071756,382.5028985604,35.2291000000
1988-03-03,-0.0022448109,372.4438806739,35.2291000000,-0.0022448109,339.7492226099,35.2291000000,-0.0022448109,381.6442518982,35.2291000000
1988-03-04,0.0017152852,373.0827281446,35.2291000000,0.0017152852,340.3319894180,35.2291000000,0.0017152852,382.2988806294,35.2291000000
1988-03-07,0.0053195462,375.0673589611,35.2291000000,0.0053195462,342.1424011661,35.2291000000,0.0053195462,384.3325371950,35.2291000000
1988-03-08,-0.0001655018,375.0052846332,35.2291000000,-0.0001655018,342.0857759783,35.2291000000,-0.0001655018,384.2689294633,35.2291000000
1988-03-09,0.0005213272,375.2007851044,35.2291000000,0.0005213272,342.2641146129,35.2291000000,0.0005213272,384.4692593250,35.2291000000
1988-03-10,0.0012611514,375.6739701037,35.2291000000,0.0012611514,342.6957614837,35.2291000000,0.0012611514,384.9541332735,35.2291000000
1988-03-11,0.0068649088,378.2529376453,35.2291000000,0.0068649088,345.0483366310,35.2291000000,0.0068649088,387.5968082890,35.2291000000
1988-03-14,-0.0020050366,377.4945266523,35.2291000000,-0.0020050366,344.3565020790,35.2291000000,-0.0020050366,386.8196624931,35.2291000000
1988-03-15,0.0004644049,377.6698369434,35.2291000000,0.0004644049,344.5164229106,35.2291000000,0.0004644049,386.9993034225,35.2291000000
1988-03-16,0.0048754825,379.5111596105,35.2291000000,0.0048754825,346.1961066890,35.2291000000,0.0048754825,388.8861117399,35.2291000000
1988-03-17,-0.0016025115,378.9029886236,35.2291000000,-0.0016025115,345.6413234566,35.2291000000,-0.0016025115,388.2629172846,35.2291000000
1988-03-18,-0.0023303308,378.0200193065,35.2291000000,-0.0023303308,344.8358648234,35.2291000000,-0.0023303308,387.3581362372,35.2291000000
1988-03-21,0.0037103496,379.4226057399,35.2291000000,0.0037103496,346.1153264419,35.2291000000,0.0037103496,388.7953703491,35.2291000000
1988-03-22,0.0029131973,380.5279386434,35.2291000000,0.0029131973,347.1236286699,35.2291000000,0.0029131973,389.9280079650,35.2291000000
1988-03-23,0.0006945776,380.7922448397,35.2291000000,0.0006945776,347.3647329795,35.2291000000,0.0006945776,390.1988432392,35.2291000000
1988-03-24,0.0037910388,382.2358430185,35.2291000000,0.0037910388,348.6816061635,35.2291000000,0.0037910388,391.6781021976,35.2291000000
1988-03-25,-0.0021062757,381.4307489555,35.2291000000,-0.0021062757,347.9471865738,35.2291000000,-0.0021062757,390.8531201337,35.2291000000
1988-03-28,0.0016255998,382.0508026995,35.2291000000,0.0016255998,348.5128094460,35.2291000000,0.0016255998,391.4884908823,35.2291000000
1988-03-29,0.0016203131,382.6698446069,35.2291000000,0.0016203131,349.0775093047,35.2291000000,0.0016203131,392.1228247992,35.2291000000
1988-03-30,-0.0005111989,382.4742242035,35.2291000000,-0.0005111989,348.8990612662,35.2291000000,-0.0005111989,391.9223720427,35.2291000000
1988-03-31,0.0037993060,383.9273608223,35.2291000000,0.0037993060,350.2246355667,35.2291000000,0.0037993060,393.4114050664,35.2291000000
1988-04-04,0.0001324029,383.9781938993,35.2291000000,0.0001324029,350.2710063067,35.2291000000,0.0001324029,393.4634938578,35.2291000000
1988-04-05,-0.0016831697,383.3318934333,35.2291000000,-0.0016831697,349.6814407580,35.2291000000,-0.0016831697,392.8012280223,35.2291000000
1988-04-06,-0.0046132283,381.5634959122,35.2291000000,-0.0046132283,348.0682804559,35.2291000000,-0.0046132283,390.9891462993,35.2291000000
1988-04-07,-0.0040734971,380.0091981278,35.2291000000,-0.0040734971,346.6504253337,35.2291000000,-0.0040734971,389.3964531556,35.2291000000
1988-04-08,0.0023329598,380.8957443090,35.2291000000,0.0023329598,347.4591468391,35.2291000000,0.0023329598,390.3048994254,35.2291000000
1988-04-11,0.0015779967,381.4967965519,35.2291000000,0.0015779967,348.0074362401,35.2291000000,0.0015779967,390.9207992843,35.2291000000
1988-04-12,0.0001804465,381.5656363279,35.2291000000,0.0001804465,348.0702329771,35.2291000000,0.0001804465,390.9913395891,35.2291000000
1988-04-13,-0.0014427144,381.0151460806,35.2291000000,-0.0014427144,347.5680670314,35.2291000000,-0.0014427144,390.4272507437,35.2291000000
1988-04-14,-0.0012960181,380.5213435611,35.2291000000,-0.0012960181,347.1176125311,35.2291000000,-0.0012960181,389.9212499663,35.2291000000
1988-04-15,0.0066544053,383.0534868149,35.2291000000,0.0066544053,349.4274738194,35.2291000000,0.0066544053,392.5159440074,35.2291000000
1988-04-18,0.0036006787,384.4327393455,35.2291000000,0.0036006787,350.6856498812,35.2291000000,0.0036006787,393.9292678060,35.2291000000
1988-04-19,-0.0008010735,384.1247804562,35.2291000000,-0.0008010735,350.4047248918,35.2291000000,-0.0008010735,393.6137014992,35.2291000000
1988-04-20,0.0014819911,384.6940499734,35.2291000000,0.0014819911,350.9240215858,35.2291000000,0.0014819911,394.1970335132,35.2291000000
1988-04-21,-0.0032601798,383.4398781997,35.2291000000,-0.0032601798,349.7799461768,35.2291000000,-0.0032601798,392.9118803045,35.2291000000
1988-04-22,-0.0005900967,383.2136115987,35.2291000000,-0.0005900967,349.5735421901,35.2291000000,-0.0005900967,392.6800243064,35.2291000000
1988-04-25,-0.0027808148,382.1479655152,35.2291000000,-0.0027808148,348.6014429095,35.2291000000,-0.0027808148,391.5880538824,35.2291000000
1988-04-26,-0.0011576981,381.7055535468,35.2291000000,-0.0011576981,348.1978676861,35.2291000000,-0.0011576981,391.1347131417,35.2291000000
1988-04-27,0.0008773765,382.0404530165,35.2291000000,0.0008773765,348.5033683008,35.2291000000,0.0008773765,391.4778855341,35.2291000000
1988-04-28,0.0026468066,383.0516402208,35.2291000000,0.0026468066,349.4257893269,35.2291000000,0.0026468066,392.5140517974,35.2291000000
1988-04-29,-0.0018067194,382.3595733803,35.2291000000,-0.0018067194,348.7944749645,35.2291000000,-0.0018067194,391.8048890340,35.2291000000
1988-05-02,0.0001497682,382.4168386927,35.2291000000,0.0001497682,348.8467132919,35.2291000000,0.0001497682,391.8635689546,35.2291000000
1988-05-03,-0.0043098194,380.7686911679,35.2291000000,-0.0043098194,347.3432469461,35.2291000000,-0.0043098194,390.1747077280,35.2291000000
1988-05-04,-0.0017958037,380.0849053281,35.2291000000,-0.0017958037,346.7194866440,35.2291000000,-0.0017958037,389.4740305285,35.2291000000
1988-05-05,0.0031074243,381.2659903952,35.2291000000,0.0031074243,347.7968911987,35.2291000000,0.0031074243,390.6842915914,35.2291000000
1988-05-06,0.0006690302,381.5210688526,35.2291000000,0.0006690302,348.0295778184,35.2291000000,0.0006690302,390.9456711766,35.2291000000
1988-05-09,-0.0018757995,380.8054118079,35.2291000000,-0.0018757995,347.3767440970,35.2291000000,-0.0018757995,390.2123354671,35.2291000000
1988-05-10,0.0031870390,382.0190535175,35.2291000000,0.0031870390,348.4838473380,35.2291000000,0.0031870390,391.4559574096,35.2291000000
1988-05-11,0.0020858708,382.8158959229,35.2291000000,0.0020858708,349.2107396346,35.2291000000,0.0020858708,392.2724839777,35.2291000000
1988-05-12,-0.0004546506,382.6418484587,35.2291000000,-0.0004546506,349.0519707737,35.2291000000,-0.0004546506,392.0941370703,35.2291000000
1988-05-13,0.0022177691,383.4904597241,35.2291000000,0.0022177691,349.8260874466,35.2291000000,0.0022177691,392.9637113294,35.2291000000
1988-05-16,0.0021643389,384.3204630447,35.2291000000,0.0021643389,350.5832296566,35.2291000000,0.0021643389,393.8142179769,35.2291000000
1988-05-17,-0.0000629683,384.2962630241,35.2291000000,-0.0000629683,350.5611540136,35.2291000000,-0.0000629683,393.7894201504,35.2291000000
1988-05-18,-0.0002360840,384.2055368145,35.2291000000,-0.0002360840,350.4783921243,35.2291000000,-0.0002360840,393.6964527580,35.2291000000
1988-05-19,0.0035613581,385.5738303223,35.2291000000,0.0035613581,351.7265711915,35.2291000000,0.0035613581,395.0985468163,35.2291000000
1988-05-20,0.0000192413,385.5812492791,35.2291000000,0.0000192413,351.7333388817,35.2291000000,0.0000192413,395.1061490414,35.2291000000
1988-05-23,0.0033638326,386.8782800733,35.2291000000,0.0033638326,352.9165109699,35.2291000000,0.0033638326,396.4352200044,35.2291000000
1988-05-24,-0.0012538867,386.3931785615,35.2291000000,-0.0012538867,352.4739936671,35.2291000000,-0.0012538867,395.9381351731,35.2291000000
1988-05-25,-0.0000633995,386.3686814192,35.2291000000,-0.0000633995,352.4516469849,35.2291000000,-0.0000633995,395.9130328852,35.2291000000
1988-05-26,-0.0043849091,384.6744898533,35.2291000000,-0.0043849091,350.9061785336,35.2291000000,-0.0043849091,394.1769902053,35.2291000000
1988-05-27,-0.0002757326,384.5684225455,35.2291000000,-0.0002757326,350.8094222510,35.2291000000,-0.0002757326,394.0683027480,35.2291000000
1988-05-31,0.0014418528,385.1229136025,35.2291000000,0.0014418528,351.3152377989,35.2291000000,0.0014418528,394.6364912339,35.2291000000
1988-06-01,0.0027230338,386.1716163110,35.2291000000,0.0027230338,352.2718810637,35.2291000000,0.0027230338,395.7110997358,35.2291000000
1988-06-02,-0.0018882900,385.4424123080,35.2291000000,-0.0018882900,351.6066895919,35.2291000000,-0.0018882900,394.9638824216,35.2291000000
1988-06-03,0.0093162972,389.0333083727,35.2291000000,0.0093162972,354.8823620079,35.2291000000,0.0093162972,398.6434833316,35.2291000000
1988-06-06,-0.0005068168,388.8361397571,35.2291000000,-0.0005068168,354.7025016657,35.2291000000,-0.0005068168,398.4414441180,35.2291000000
1988-06-07,-0.0004647809,388.6554161279,35.2291000000,-0.0004647809,354.5376427011,35.2291000000,-0.0004647809,398.2562561262,35.2291000000
1988-06-08,-0.0039322650,387.1271200316,35.2291000000,-0.0039322650,353.1435067316,35.2291000000,-0.0039322650,396.6902069827,35.2291000000
1988-06-09,-0.0031748033,385.8980675849,35.2291000000,-0.0031748033,352.0223455716,35.2291000000,-0.0031748033,395.4307936163,35.2291000000
1988-06-10,0.0020793183,386.7004724835,35.2291000000,0.0020793183,352.7543120629,35.2291000000,0.0020793183,396.2530200862,35.2291000000
1988-06-13,-0.0059038493,384.4174511856,35.2291000000,-0.0059038493,350.6717037790,35.2291000000,-0.0059038493,393.9136019872,35.2291000000
1988-06-14,0.0004223532,384.5798111298,35.2291000000,0.0004223532,350.8198110985,35.2291000000,0.0004223532,394.0799726612,35.2291000000
1988-06-15,-0.0003215565,384.4561469730,35.2291000000,-0.0003215565,350.7070026908,35.2291000000,-0.0003215565,393.9532536653,35.2291000000
1988-06-16,0.0023284113,385.3513190165,35.2291000000,0.0023284113,351.5235928448,35.2291000000,0.0023284113,394.8705388794,35.2291000000
1988-06-17,-0.0026943637,384.3130423982,35.2291000000,-0.0026943637,350.5764604250,35.2291000000,-0.0026943637,393.8066140203,35.2291000000
1988-06-20,0.0042332392,385.9399314295,35.2291000000,0.0042332392,352.0605344355,35.2291000000,0.0042332392,395.4736916111,35.2291000000
1988-06-21,-0.0020387041,385.1531141124,35.2291000000,-0.0020387041,351.3427871836,35.2291000000,-0.0020387041,394.6674377781,35.2291000000
1988-06-22,-0.0017516431,384.4784633010,35.2291000000,-0.0017516431,350.7273599996,35.2291000000,-0.0017516431,393.9761212669,35.2291000000
1988-06-23,-0.0020594373,383.6866539985,35.2291000000,-0.0020594373,350.0050589793,35.2291000000,-0.0020594373,393.1647521329,35.2291000000
1988-06-24,-0.0004861751,383.5001151114,35.2291000000,-0.0004861751,349.8348952442,35.2291000000,-0.0004861751,392.9736052308,35.2291000000
1988-06-27,-0.0050488305,381.5638880427,35.2291000000,-0.0050488305,348.0686381636,35.2291000000,-0.0050488305,390.9895481165,35.2291000000
1988-06-28,0.0020773068,382.3565133135,35.2291000000,0.0020773068,348.7916835230,35.2291000000,0.0020773068,391.8017533753,35.2291000000
1988-06-29,-0.0092105012,378.8348182010,35.2291000000,-0.0092105012,345.5791373145,35.2291000000,-0.0092105012,388.1930628682,35.2291000000
1988-06-30,0.0022147172,379.6738302029,35.2291000000,0.0022147172,346.3444973867,35.2291000000,0.0022147172,389.0528007359,35.2291000000
1988-07-01,-0.0002139984,379.5925806209,35.2291000000,-0.0002139984,346.2703802277,35.2291000000,-0.0002139984,388.9695440694,35.2291000000
1988-07-05,0.0010562019,379.9935070204,35.2291000000,0.0010562019,346.6361116563,35.2291000000,0.0010562019,389.3803744354,35.2291000000
1988-07-06,0.0008508335,380.3168182224,35.2291000000,0.0008508335,346.9310412692,35.2291000000,0.0008508335,389.7116722986,35.2291000000
1988-07-07,0.0012045159,380.7749158790,35.2291000000,0.0012045159,347.3489252264,35.2291000000,0.0012045159,390.1810862064,35.2291000000
1988-07-08,-0.0001087003,380.7335255329,35.2291000000,-0.0001087003,347.3111682954,35.2291000000,-0.0001087003,390.1386734068,35.2291000000
1988-07-11,0.0009172121,381.0827389269,35.2291000000,0.0009172121,347.6297262992,35.2291000000,0.0009172121,390.4965133161,35.2291000000
1988-07-12,-0.0051881131,379.1056385945,35.2291000000,-0.0051881131,345.8261839783,35.2291000000,-0.0051881131,388.4705732579,35.2291000000
1988-07-13,0.0019223846,379.8344254412,35.2291000000,0.0019223846,346.4909949135,35.2291000000,0.0019223846,389.2173631110,35.2291000000
1988-07-14,0.0031153445,381.0177405450,35.2291000000,0.0031153445,347.5704337429,35.2291000000,0.0031153445,390.4299092984,35.2291000000
1988-07-15,-0.0008426063,380.6966925834,35.2291000000,-0.0008426063,347.2775686940,35.2291000000,-0.0008426063,390.1009305838,35.2291000000
1988-07-18,-0.0003282020,380.5717471543,35.2291000000,-0.0003282020,347.1635914893,35.2291000000,-0.0003282020,389.9728986647,35.2291000000
1988-07-19,-0.0002759171,380.4667409177,35.2291000000,-0.0002759171,347.0678031327,35.2291000000,-0.0002759171,389.8652984900,35.2291000000
1988-07-20,0.0082273693,383.5969812931,35.2291000000,0.0082273693,349.9232581135,35.2291000000,0.0082273693,393.0728642692,35.2291000000
1988-07-21,-0.0017023280,382.9439734294,35.2291000000,-0.0017023280,349.3275739700,35.2291000000,-0.0017023280,392.4037253451,35.2291000000
1988-07-22,0.0001421172,382.9983963621,35.2291000000,0.0001421172,349.3772194334,35.2291000000,0.0001421172,392.4594926714,35.2291000000
1988-07-25,-0.0008720454,382.6644043575,35.2291000000,-0.0008720454,349.0725466228,35.2291000000,-0.0008720454,392.1172501608,35.2291000000
1988-07-26,-0.0121353755,378.0206281314,35.2291000000,-0.0121353755,344.8364202031,35.2291000000,-0.0121353755,387.3587601017,35.2291000000
1988-07-27,0.0017734239,378.6910189563,35.2291000000,0.0017734239,345.4479613599,35.2291000000,0.0017734239,388.0457113933,35.2291000000
1988-07-28,-0.0029309249,377.5811040084,35.2291000000,-0.0029309249,344.4354793182,35.2291000000,-0.0029309249,386.9083785441,35.2291000000
1988-07-29,0.0043006379,379.2049436197,35.2291000000,0.0043006379,345.9167715992,35.2291000000,0.0043006379,388.5723313858,35.2291000000
1988-08-01,0.0037670406,380.6334240392,35.2291000000,0.0037670406,347.2198541231,35.2291000000,0.0037670406,390.0360991354,35.2291000000
1988-08-02,-0.0032324602,379.4030416576,35.2291000000,-0.0032324602,346.0974797754,35.2291000000,-0.0032324602,388.7753229811,35.2291000000
1988-08-03,-0.0014548160,378.8510800509,35.2291000000,-0.0014548160,345.5939716322,35.2291000000,-0.0014548160,388.2097264298,35.2291000000
1988-08-04,0.0022594691,379.7070823657,35.2291000000,0.0022594691,346.3748305377,35.2291000000,0.0022594691,389.0868743170,35.2291000000
1988-08-05,-0.0017448705,379.0445426633,35.2291000000,-0.0017448705,345.7704512996,35.2291000000,-0.0017448705,388.4079680920,35.2291000000
1988-08-08,-0.0009439392,378.6867476794,35.2291000000,-0.0007411953,345.5141678594,35.2291000000,-0.0007757155,388.1066740270,35.2291000000
1988-08-09,-0.0707197619,351.9061110534,35.2291000000,-0.0673312462,322.2502683411,35.2291000000,-0.0687257912,361.4337357862,35.2291000000
1988-08-10,-0.1133234215,312.0269065131,35.2291000000,-0.1055005418,288.2526904291,35.2291000000,-0.1073326022,322.6401123837,35.2291000000
1988-08-11,0.0093833812,314.9547739067,35.2291000000,0.0097723302,291.0695909020,35.2291000000,0.0101927254,325.9286944451,35.2291000000
1988-08-12,-0.0040106020,313.6916156752,35.2291000000,-0.0039764828,289.9121576743,35.2291000000,-0.0040503859,324.6085574584,35.2291000000
1988-08-15,-0.0729285235,290.8145492967,35.2291000000,-0.0661725347,270.7279353718,35.2291000000,-0.0673031662,302.7613737601,35.2291000000
1988-08-16,0.0296676671,299.4423385320,35.2291000000,0.0278309371,278.2625475060,35.2291000000,0.0283273270,311.3377941965,35.2291000000
1988-08-17,0.0052698294,301.0203485572,35.2291000000,0.0033222441,279.1870036183,35.2291000000,0.0032613427,312.3531734515,35.2291000000
