lever,label,run_M,reserve_M,reserve_mode,init_bucket_years,draw_order,topup_thr_M,topup_amt,labor_years_total,starts_with_labor,saved_1988,fails,topup_events_total,ruin_total,terminal_median_M,min_total_floor_M
B,glide5_sc1.6_to_X4_run20,20.000,20.000,cash,0,run_first,20.000,ALL,50,5,0,1985;1987;1988;1989;2000,30,5,2563.200,0.000
B,glide5_sc1.6_to_X4_run25,25.000,15.000,cash,0,run_first,20.000,ALL,46,5,0,1986;1987;1988;2000;2004,24,5,1590.700,0.000
B,glide5_sc1.6_to_X4_run30,30.000,10.000,cash,0,run_first,20.000,ALL,42,5,0,1984;1988;2000;2004;2005,13,5,1658.600,0.000
C,mix_sc2.230_N470_run20,20.000,20.000,cash,0,run_first,20.000,ALL,28,3,0,1988;1989;2000,27,3,3810.700,0.000
C,mix_sc2.230_N470_run25,25.000,15.000,cash,0,run_first,20.000,ALL,22,2,0,1988;2000,19,2,2503.400,0.000
C,mix_sc2.230_N470_run30,30.000,10.000,cash,0,run_first,20.000,ALL,30,5,0,1987;1988;2000;2004;2005,13,5,3514.300,0.000
C,mix_sc2.250_N450_run20,20.000,20.000,cash,0,run_first,20.000,ALL,25,3,0,1988;1989;2000,26,3,4810.400,0.000
C,mix_sc2.250_N450_run25,25.000,15.000,cash,0,run_first,20.000,ALL,22,2,0,1988;2000,19,2,2927.500,0.000
C,mix_sc2.250_N450_run30,30.000,10.000,cash,0,run_first,20.000,ALL,26,3,0,1988;2000;2004,13,3,3978.200,0.000
C,mix_sc2.270_N430_run20,20.000,20.000,cash,0,run_first,20.000,ALL,20,3,0,1988;1989;2000,26,3,6059.100,0.000
C,mix_sc2.270_N430_run25,25.000,15.000,cash,0,run_first,20.000,ALL,22,2,0,1988;2000,18,2,3625.000,0.000
C,mix_sc2.270_N430_run30,30.000,10.000,cash,0,run_first,20.000,ALL,24,2,0,1988;2000,12,2,4477.700,0.000
C,mix_sc2.230_X470_run20,20.000,20.000,cash,0,run_first,20.000,ALL,27,3,0,1988;1989;2000,26,3,4098.600,0.000
C,mix_sc2.230_X470_run25,25.000,15.000,cash,0,run_first,20.000,ALL,22,2,0,1988;2000,19,2,2690.700,0.000
C,mix_sc2.230_X470_run30,30.000,10.000,cash,0,run_first,20.000,ALL,26,3,0,1988;2000;2004,13,3,3730.400,0.000
C,mix_sc2.250_X450_run20,20.000,20.000,cash,0,run_first,20.000,ALL,25,3,0,1988;1989;2000,26,3,4978.000,0.000
C,mix_sc2.250_X450_run25,25.000,15.000,cash,0,run_first,20.000,ALL,22,2,0,1988;2000,19,2,3091.000,0.000
C,mix_sc2.250_X450_run30,30.000,10.000,cash,0,run_first,20.000,ALL,25,2,0,1988;2000,13,2,4233.500,0.000
C,mix_sc2.270_X430_run20,20.000,20.000,cash,0,run_first,20.000,ALL,21,3,0,1988;1989;2000,26,3,6190.000,0.000
C,mix_sc2.270_X430_run25,25.000,15.000,cash,0,run_first,20.000,ALL,21,2,0,1988;2000,18,2,3775.400,0.000
C,mix_sc2.270_X430_run30,30.000,10.000,cash,0,run_first,20.000,ALL,25,2,0,1988;2000,12,2,4725.800,0.000
C,mix_sc1.630_sc2.270_run20,20.000,20.000,cash,0,run_first,20.000,ALL,23,3,0,1988;1989;2000,28,3,5250.000,0.000
C,mix_sc1.630_sc2.270_run25,25.000,15.000,cash,0,run_first,20.000,ALL,23,2,0,1988;2000,18,2,3049.700,0.000
C,mix_sc1.630_sc2.270_run30,30.000,10.000,cash,0,run_first,20.000,ALL,33,4,0,1988;2000;2004;2005,12,4,3690.100,0.000
C,mix_sc1.650_sc2.250_run20,20.000,20.000,cash,0,run_first,20.000,ALL,30,3,0,1988;1989;2000,28,3,3614.700,0.000
C,mix_sc1.650_sc2.250_run25,25.000,15.000,cash,0,run_first,20.000,ALL,40,5,0,1986;1988;2000;2002;2004,20,5,2511.200,0.000
C,mix_sc1.650_sc2.250_run30,30.000,10.000,cash,0,run_first,20.000,ALL,38,5,0,1987;1988;2000;2004;2005,13,5,2927.800,0.000
C,mix_sc1.670_sc2.230_run20,20.000,20.000,cash,0,run_first,20.000,ALL,44,5,0,1987;1988;1989;2000;2004,29,5,2666.200,0.000
C,mix_sc1.670_sc2.230_run25,25.000,15.000,cash,0,run_first,20.000,ALL,35,4,0,1986;1988;2000;2004,22,4,1597.600,0.000
C,mix_sc1.670_sc2.230_run30,30.000,10.000,cash,0,run_first,20.000,ALL,38,4,0,1988;2000;2004;2005,13,4,2033.200,0.000
C,mix_N430_X470_run20,20.000,20.000,cash,0,run_first,20.000,ALL,37,4,0,1987;1988;1989;2000,27,4,2754.500,0.000
C,mix_N430_X470_run25,25.000,15.000,cash,0,run_first,20.000,ALL,33,3,0,1986;1988;2000,19,3,2307.400,0.000
C,mix_N430_X470_run30,30.000,10.000,cash,0,run_first,20.000,ALL,30,4,0,1988;2000;2004;2005,13,4,3203.300,0.000
C,mix_N450_X450_run20,20.000,20.000,cash,0,run_first,20.000,ALL,38,4,0,1987;1988;1989;2000,27,4,2684.200,0.000
C,mix_N450_X450_run25,25.000,15.000,cash,0,run_first,20.000,ALL,33,3,0,1986;1988;2000,19,3,2257.200,0.000
C,mix_N450_X450_run30,30.000,10.000,cash,0,run_first,20.000,ALL,30,4,0,1988;2000;2004;2005,13,4,3062.400,0.000
C,mix_N470_X430_run20,20.000,20.000,cash,0,run_first,20.000,ALL,39,4,0,1987;1988;1989;2000,27,4,2615.000,0.000
C,mix_N470_X430_run25,25.000,15.000,cash,0,run_first,20.000,ALL,33,3,0,1986;1988;2000,20,3,2207.800,0.000
C,mix_N470_X430_run30,30.000,10.000,cash,0,run_first,20.000,ALL,32,4,0,1988;2000;2004;2005,13,4,2924.100,0.000
C,mix_sc2.230_sc1.670_run20,20.000,20.000,cash,0,run_first,20.000,ALL,44,5,0,1987;1988;1989;2000;2004,29,5,2666.200,0.000
C,mix_sc2.230_sc1.670_run25,25.000,15.000,cash,0,run_first,20.000,ALL,35,4,0,1986;1988;2000;2004,22,4,1597.600,0.000
C,mix_sc2.230_sc1.670_run30,30.000,10.000,cash,0,run_first,20.000,ALL,38,4,0,1988;2000;2004;2005,13,4,2033.200,0.000
C,mix_sc2.250_sc1.650_run20,20.000,20.000,cash,0,run_first,20.000,ALL,30,3,0,1988;1989;2000,28,3,3614.700,0.000
C,mix_sc2.250_sc1.650_run25,25.000,15.000,cash,0,run_first,20.000,ALL,40,5,0,1986;1988;2000;2002;2004,20,5,2511.200,0.000
C,mix_sc2.250_sc1.650_run30,30.000,10.000,cash,0,run_first,20.000,ALL,38,5,0,1987;1988;2000;2004;2005,13,5,2927.800,0.000
C,mix_sc2.270_sc1.630_run20,20.000,20.000,cash,0,run_first,20.000,ALL,23,3,0,1988;1989;2000,28,3,5250.000,0.000
C,mix_sc2.270_sc1.630_run25,25.000,15.000,cash,0,run_first,20.000,ALL,23,2,0,1988;2000,18,2,3049.700,0.000
C,mix_sc2.270_sc1.630_run30,30.000,10.000,cash,0,run_first,20.000,ALL,33,4,0,1988;2000;2004;2005,12,4,3690.100,0.000
D,sc2.0_bucket2y_run20,20.000,5.600,cash,2,run_first,20.000,ALL,25,3,0,1988;2000;2004,11,3,5192.700,0.000
D,sc2.0_bucket2y_run25,25.000,0.600,cash,2,run_first,20.000,ALL,33,3,0,1988;2000;2004,5,3,7291.500,0.000
D,sc2.2_bucket2y_run20,20.000,5.600,cash,2,run_first,20.000,ALL,23,2,0,1988;2000,11,2,8966.800,0.000
D,sc2.2_bucket2y_run25,25.000,0.600,cash,2,run_first,20.000,ALL,32,3,0,1988;2000;2004,5,3,11330.100,0.000
D,N4_bucket2y_run20,20.000,5.600,cash,2,run_first,20.000,ALL,45,4,0,1987;1988;1989;2000,13,4,3269.500,0.000
D,N4_bucket2y_run25,25.000,0.600,cash,2,run_first,20.000,ALL,31,3,0,1988;2000;2004,5,3,4787.000,0.000
D,X4_bucket2y_run20,20.000,5.600,cash,2,run_first,20.000,ALL,45,4,0,1987;1988;1989;2000,13,4,3597.600,0.000
D,X4_bucket2y_run25,25.000,0.600,cash,2,run_first,20.000,ALL,30,3,0,1988;2000;2004,5,3,5261.100,0.000
E,sc2.0_reservefirst_rescash_run20,20.000,20.000,cash,0,reserve_first_on_down,20.000,ALL,42,5,0,1987;1988;1989;2000;2004,25,5,5195.700,0.000
E,sc2.0_reservefirst_rescash_run25,25.000,15.000,cash,0,reserve_first_on_down,20.000,ALL,42,4,0,1986;1988;2000;2004,12,4,3801.900,0.000
E,sc2.0_reservefirst_rescash_run30,30.000,10.000,cash,0,reserve_first_on_down,20.000,ALL,43,4,0,1988;1990;2000;2004,2,4,4682.800,0.000
E,sc2.0_reservefirst_resbond_run20,20.000,20.000,bond,0,reserve_first_on_down,20.000,ALL,22,2,0,1987;1988,25,2,4787.200,0.000
E,sc2.0_reservefirst_resbond_run25,25.000,15.000,bond,0,reserve_first_on_down,20.000,ALL,29,3,0,1988;2000;2004,12,3,3851.800,0.000
E,sc2.0_reservefirst_resbond_run30,30.000,10.000,bond,0,reserve_first_on_down,20.000,ALL,40,4,0,1988;1990;2000;2004,2,4,4730.100,0.000
E,sc2.2_reservefirst_rescash_run20,20.000,20.000,cash,0,reserve_first_on_down,20.000,ALL,33,3,0,1987;1988;2000,22,3,5674.500,0.000
E,sc2.2_reservefirst_rescash_run25,25.000,15.000,cash,0,reserve_first_on_down,20.000,ALL,32,3,0,1988;2000;2004,11,3,6620.300,0.000
E,sc2.2_reservefirst_rescash_run30,30.000,10.000,cash,0,reserve_first_on_down,20.000,ALL,44,4,0,1988;1990;2000;2004,2,4,6659.800,0.000
E,sc2.2_reservefirst_resbond_run20,20.000,20.000,bond,0,reserve_first_on_down,20.000,ALL,13,1,0,1988,22,1,5968.500,0.000
E,sc2.2_reservefirst_resbond_run25,25.000,15.000,bond,0,reserve_first_on_down,20.000,ALL,28,3,0,1988;2000;2004,11,3,6621.000,0.000
E,sc2.2_reservefirst_resbond_run30,30.000,10.000,bond,0,reserve_first_on_down,20.000,ALL,32,3,0,1988;2000;2004,2,3,6596.600,0.000
E,N4_reservefirst_rescash_run20,20.000,20.000,cash,0,reserve_first_on_down,20.000,ALL,56,5,0,1985;1987;1988;1989;2000,25,5,3154.100,0.000
E,N4_reservefirst_rescash_run25,25.000,15.000,cash,0,reserve_first_on_down,20.000,ALL,51,5,0,1986;1987;1988;2000;2004,12,5,2302.200,0.000
E,N4_reservefirst_rescash_run30,30.000,10.000,cash,0,reserve_first_on_down,20.000,ALL,53,5,0,1988;1990;2000;2004;2005,5,5,3720.300,0.000
E,N4_reservefirst_resbond_run20,20.000,20.000,bond,0,reserve_first_on_down,20.000,ALL,25,2,0,1987;1988,25,2,2665.600,0.000
E,N4_reservefirst_resbond_run25,25.000,15.000,bond,0,reserve_first_on_down,20.000,ALL,33,3,0,1987;1988;2000,12,3,2329.000,0.000
E,N4_reservefirst_resbond_run30,30.000,10.000,bond,0,reserve_first_on_down,20.000,ALL,47,4,0,1988;1990;2000;2004,5,4,3773.300,0.000
E,X4_reservefirst_rescash_run20,20.000,20.000,cash,0,reserve_first_on_down,20.000,ALL,55,5,0,1985;1987;1988;1989;2000,24,5,3188.500,0.000
E,X4_reservefirst_rescash_run25,25.000,15.000,cash,0,reserve_first_on_down,20.000,ALL,50,5,0,1986;1987;1988;2000;2004,12,5,2565.200,0.000
E,X4_reservefirst_rescash_run30,30.000,10.000,cash,0,reserve_first_on_down,20.000,ALL,53,5,0,1988;1990;2000;2004;2005,5,5,4109.600,0.000
E,X4_reservefirst_resbond_run20,20.000,20.000,bond,0,reserve_first_on_down,20.000,ALL,25,2,0,1987;1988,24,2,2963.600,0.000
E,X4_reservefirst_resbond_run25,25.000,15.000,bond,0,reserve_first_on_down,20.000,ALL,41,4,0,1986;1987;1988;2000,12,4,2653.300,0.000
E,X4_reservefirst_resbond_run30,30.000,10.000,bond,0,reserve_first_on_down,20.000,ALL,47,4,0,1988;1990;2000;2004,5,4,4175.100,0.000
F,sc2.4_run20_thr15,20.000,20.000,cash,0,run_first,15.000,ALL,12,1,0,1988,22,1,6814.800,0.000
F,sc2.4_run20_thr20,20.000,20.000,cash,0,run_first,20.000,ALL,12,1,0,1988,23,1,9258.300,0.000
F,sc2.4_run20_thr25,20.000,20.000,cash,0,run_first,25.000,ALL,36,3,0,1988;2000;2004,31,3,18767.000,0.000
F,sc2.4_run25_thr15,25.000,15.000,cash,0,run_first,15.000,ALL,19,2,0,1988;2000,15,2,7971.600,0.000
F,sc2.4_run25_thr20,25.000,15.000,cash,0,run_first,20.000,ALL,19,2,0,1988;2000,17,2,8454.500,0.000
F,sc2.4_run25_thr25,25.000,15.000,cash,0,run_first,25.000,ALL,19,2,0,1988;2000,21,2,10537.100,0.000
F,sc2.4_run30_thr15,30.000,10.000,cash,0,run_first,15.000,ALL,34,3,0,1988;1990;2000,8,3,7882.800,0.000
F,sc2.4_run30_thr20,30.000,10.000,cash,0,run_first,20.000,ALL,28,3,0,1988;2000;2004,9,3,9014.700,0.000
F,sc2.4_run30_thr25,30.000,10.000,cash,0,run_first,25.000,ALL,28,3,0,1988;2000;2004,16,3,14422.400,0.000
F,sc2.6_run20_thr15,20.000,20.000,cash,0,run_first,15.000,ALL,12,1,0,1988,20,1,12112.000,0.000
F,sc2.6_run20_thr20,20.000,20.000,cash,0,run_first,20.000,ALL,12,1,0,1988,23,1,12927.800,0.000
F,sc2.6_run20_thr25,20.000,20.000,cash,0,run_first,25.000,ALL,38,3,0,1988;2000;2004,31,3,27686.100,0.000
F,sc2.6_run25_thr15,25.000,15.000,cash,0,run_first,15.000,ALL,17,2,0,1988;2000,14,2,8595.600,0.000
F,sc2.6_run25_thr20,25.000,15.000,cash,0,run_first,20.000,ALL,17,2,0,1988;2000,17,2,14894.700,0.000
F,sc2.6_run25_thr25,25.000,15.000,cash,0,run_first,25.000,ALL,17,2,0,1988;2000,19,2,14894.700,0.000
F,sc2.6_run30_thr15,30.000,10.000,cash,0,run_first,15.000,ALL,25,2,0,1988;2000,7,2,10981.300,0.000
F,sc2.6_run30_thr20,30.000,10.000,cash,0,run_first,20.000,ALL,29,3,0,1988;2000;2004,8,3,15957.800,0.000
F,sc2.6_run30_thr25,30.000,10.000,cash,0,run_first,25.000,ALL,29,3,0,1988;2000;2004,15,3,23303.700,0.000
