strat,runfrac,floor_real_M,top_wr,top_wr_late,g,labor_total,shortfall_years_total,worst_real_spend_M,median_total_real_M,median_terminal_nom_M,ruin,reserve_mix
sc2.6,0.45,6.0,0.2,,0.01,16,95,0.0,142.8,4553.8,2,bond100
sc2.6,0.45,6.0,0.2,0.24,0.01,16,95,0.0,142.8,4553.8,2,bond100
sc2.6,0.45,6.0,0.2,0.28,0.01,16,94,0.0,142.8,4553.8,2,bond100
sc2.6,0.45,6.37,0.16,,0.01,11,190,0.0,140.7,4016.1,2,bond100
sc2.6,0.45,6.37,0.16,0.24,0.01,11,188,0.0,140.7,4016.1,2,bond100
sc2.6,0.45,6.37,0.16,0.28,0.01,11,186,0.0,140.7,4016.1,2,bond100
sc2.6,0.45,6.37,0.18,,0.01,21,115,0.0,142.3,4211.4,3,bond100
sc2.6,0.45,6.37,0.18,0.24,0.01,21,113,0.0,142.3,4211.4,3,bond100
sc2.6,0.45,6.37,0.18,0.28,0.01,21,113,0.0,142.3,4211.4,3,bond100
sc2.6,0.45,6.37,0.2,,0.01,21,103,0.0,143.2,4553.8,3,bond100
sc2.6,0.45,6.37,0.2,0.24,0.01,21,101,0.0,143.2,4553.8,3,bond100
sc2.6,0.45,6.37,0.2,0.28,0.01,21,98,0.0,143.2,4553.8,3,bond100
sc2.6,0.45,6.6,0.16,,0.01,9,195,0.0,141.6,3211.6,2,bond100
sc2.6,0.45,6.6,0.16,0.24,0.01,9,188,0.0,141.6,3211.6,2,bond100
sc2.6,0.45,6.6,0.16,0.28,0.01,9,187,0.0,141.6,3211.6,2,bond100
sc2.6,0.45,6.6,0.18,,0.01,24,123,0.0,142.8,4041.3,3,bond100
sc2.6,0.45,6.6,0.18,0.24,0.01,24,122,0.0,142.8,4041.3,3,bond100
sc2.6,0.45,6.6,0.18,0.28,0.01,24,120,0.0,142.8,4041.3,3,bond100
sc2.6,0.45,6.6,0.2,,0.01,25,110,0.0,143.4,4553.8,4,bond100
sc2.6,0.45,6.6,0.2,0.24,0.01,25,110,0.0,143.4,4553.8,4,bond100
sc2.6,0.45,6.6,0.2,0.28,0.01,25,109,0.0,143.4,4553.8,4,bond100
sc2.6,0.5,5.0,0.16,,0.01,0,149,5.0,137.4,6375.0,0,bond100
sc2.6,0.5,5.0,0.16,0.24,0.01,0,144,5.0,137.4,6375.0,0,bond100
sc2.6,0.5,5.0,0.16,0.28,0.01,0,142,5.0,137.4,6375.0,0,bond100
sc2.6,0.5,5.0,0.18,,0.01,7,105,0.0,139.6,3447.2,1,bond100
sc2.6,0.5,5.0,0.18,0.24,0.01,7,101,0.0,139.6,3447.2,1,bond100
sc2.6,0.5,5.0,0.18,0.28,0.01,7,100,0.0,139.6,3447.2,1,bond100
sc2.6,0.5,5.0,0.2,,0.01,6,87,0.0,141.8,3933.0,1,bond100
sc2.6,0.5,5.0,0.2,0.24,0.01,6,84,0.0,141.8,3933.0,1,bond100
sc2.6,0.5,5.0,0.2,0.28,0.01,6,83,0.0,141.8,3933.0,1,bond100
sc2.6,0.5,5.5,0.16,,0.01,8,152,0.0,138.9,6097.1,1,bond100
sc2.6,0.5,5.5,0.16,0.24,0.01,8,148,0.0,138.9,6097.1,1,bond100
sc2.6,0.5,5.5,0.16,0.28,0.01,8,148,0.0,138.9,6097.1,1,bond100
sc2.6,0.5,5.5,0.18,,0.01,0,106,5.5,140.6,3247.3,0,bond100
sc2.6,0.5,5.5,0.18,0.24,0.01,0,99,5.5,140.6,3247.3,0,bond100
sc2.6,0.5,5.5,0.18,0.28,0.01,0,98,5.5,140.6,3247.3,0,bond100
sc2.6,0.5,5.5,0.2,,0.01,0,82,5.5,142.3,3707.2,0,bond100
sc2.6,0.5,5.5,0.2,0.24,0.01,0,79,5.5,142.3,3707.2,0,bond100
sc2.6,0.5,5.5,0.2,0.28,0.01,0,78,5.5,142.3,3707.2,0,bond100
sc2.6,0.5,6.0,0.16,,0.01,0,170,6.0,139.8,4239.6,0,bond100
sc2.6,0.5,6.0,0.16,0.24,0.01,0,155,6.0,140.4,4239.6,0,bond100
sc2.6,0.5,6.0,0.16,0.28,0.01,0,154,6.0,140.4,4239.6,0,bond100
sc2.6,0.5,6.0,0.18,,0.01,1,115,4.24,141.6,3139.8,1,bond100
sc2.6,0.5,6.0,0.18,0.24,0.01,1,110,4.24,141.6,3139.8,1,bond100
sc2.6,0.5,6.0,0.18,0.28,0.01,1,107,4.24,141.6,3139.8,1,bond100
sc2.6,0.5,6.0,0.2,,0.01,1,101,4.24,142.8,3524.3,1,bond100
sc2.6,0.5,6.0,0.2,0.24,0.01,1,95,4.24,142.8,3524.3,1,bond100
sc2.6,0.5,6.0,0.2,0.28,0.01,1,93,4.24,142.8,3524.3,1,bond100
sc2.6,0.5,6.37,0.16,,0.01,4,182,0.0,141.1,3620.0,1,bond100
sc2.6,0.5,6.37,0.16,0.24,0.01,4,173,0.0,141.1,3620.0,1,bond100
sc2.6,0.5,6.37,0.16,0.28,0.01,4,170,0.0,141.1,3620.0,1,bond100
sc2.6,0.5,6.37,0.18,,0.01,7,134,0.0,141.9,2752.1,2,bond100
sc2.6,0.5,6.37,0.18,0.24,0.01,7,126,0.0,142.3,2752.1,2,bond100
sc2.6,0.5,6.37,0.18,0.28,0.01,7,123,0.0,142.3,2752.1,2,bond100
sc2.6,0.5,6.37,0.2,,0.01,8,113,0.0,143.2,3336.5,2,bond100
sc2.6,0.5,6.37,0.2,0.24,0.01,8,111,0.0,143.2,3336.5,2,bond100
sc2.6,0.5,6.37,0.2,0.28,0.01,8,109,0.0,143.2,3336.5,2,bond100
sc2.6,0.5,6.6,0.16,,0.01,8,204,0.0,141.6,3019.1,2,bond100
sc2.6,0.5,6.6,0.16,0.24,0.01,8,197,0.0,141.9,3019.1,2,bond100
sc2.6,0.5,6.6,0.16,0.28,0.01,8,195,0.0,141.9,3019.1,2,bond100
sc2.6,0.5,6.6,0.18,,0.01,11,143,0.0,142.8,3121.1,2,bond100
sc2.6,0.5,6.6,0.18,0.24,0.01,11,135,0.0,142.8,3121.1,2,bond100
sc2.6,0.5,6.6,0.18,0.28,0.01,11,133,0.0,142.8,3121.1,2,bond100
sc2.6,0.5,6.6,0.2,,0.01,17,119,0.0,143.4,3229.1,4,bond100
sc2.6,0.5,6.6,0.2,0.24,0.01,17,116,0.0,143.4,3229.1,4,bond100
sc2.6,0.5,6.6,0.2,0.28,0.01,17,112,0.0,143.4,3229.1,4,bond100
sc2.6,0.6,5.0,0.16,,0.01,0,141,5.0,137.4,4184.0,0,bond100
sc2.6,0.6,5.0,0.16,0.24,0.01,0,138,5.0,137.4,4184.0,0,bond100
sc2.6,0.6,5.0,0.16,0.28,0.01,0,138,5.0,137.4,4184.0,0,bond100
sc2.6,0.6,5.0,0.18,,0.01,0,99,5.0,139.6,4516.0,0,bond100
sc2.6,0.6,5.0,0.18,0.24,0.01,0,96,5.0,139.6,4516.0,0,bond100
sc2.6,0.6,5.0,0.18,0.28,0.01,0,94,5.0,139.6,4516.0,0,bond100
sc2.6,0.6,5.0,0.2,,0.01,0,86,5.0,140.7,4516.0,0,bond100
sc2.6,0.6,5.0,0.2,0.24,0.01,0,84,5.0,140.7,4516.0,0,bond100
sc2.6,0.6,5.0,0.2,0.28,0.01,0,84,5.0,140.7,4516.0,0,bond100
sc2.6,0.6,5.5,0.16,,0.01,0,161,5.5,137.2,3650.0,0,bond100
sc2.6,0.6,5.5,0.16,0.24,0.01,0,155,5.5,137.2,3650.0,0,bond100
sc2.6,0.6,5.5,0.16,0.28,0.01,0,154,5.5,137.2,3650.0,0,bond100
sc2.6,0.6,5.5,0.18,,0.01,0,114,5.5,140.6,4747.0,0,bond100
sc2.6,0.6,5.5,0.18,0.24,0.01,0,109,5.5,140.6,4747.0,0,bond100
sc2.6,0.6,5.5,0.18,0.28,0.01,0,108,5.5,140.6,4747.0,0,bond100
sc2.6,0.6,5.5,0.2,,0.01,8,103,0.0,140.6,4516.0,1,bond100
sc2.6,0.6,5.5,0.2,0.24,0.01,8,101,0.0,140.6,4516.0,1,bond100
sc2.6,0.6,5.5,0.2,0.28,0.01,8,100,0.0,140.6,4516.0,1,bond100
sc2.6,0.6,6.0,0.16,,0.01,1,199,4.94,138.6,3961.9,1,bond100
sc2.6,0.6,6.0,0.16,0.24,0.01,1,196,4.94,138.6,3961.9,1,bond100
sc2.6,0.6,6.0,0.16,0.28,0.01,1,194,4.94,138.6,3961.9,1,bond100
sc2.6,0.6,6.0,0.18,,0.01,12,124,0.0,141.6,3697.7,3,bond100
sc2.6,0.6,6.0,0.18,0.24,0.01,12,122,0.0,141.6,3697.7,3,bond100
sc2.6,0.6,6.0,0.18,0.28,0.01,12,122,0.0,141.6,3697.7,3,bond100
sc2.6,0.6,6.0,0.2,,0.01,16,110,0.0,141.6,3697.7,3,bond100
sc2.6,0.6,6.0,0.2,0.24,0.01,16,108,0.0,141.6,3697.7,3,bond100
sc2.6,0.6,6.0,0.2,0.28,0.01,16,107,0.0,141.6,3697.7,3,bond100
sc2.6,0.6,6.37,0.16,,0.01,16,210,0.0,140.3,3524.8,3,bond100
sc2.6,0.6,6.37,0.16,0.24,0.01,16,202,0.0,140.3,3524.8,3,bond100
sc2.6,0.6,6.37,0.16,0.28,0.01,16,202,0.0,140.3,3524.8,3,bond100
sc2.6,0.6,6.37,0.18,,0.01,17,136,0.0,142.3,4747.0,3,bond100
sc2.6,0.6,6.37,0.18,0.24,0.01,17,131,0.0,142.3,4747.0,3,bond100
sc2.6,0.6,6.37,0.18,0.28,0.01,17,131,0.0,142.3,4747.0,3,bond100
sc2.6,0.6,6.37,0.2,,0.01,22,124,0.0,142.3,4747.0,4,bond100
sc2.6,0.6,6.37,0.2,0.24,0.01,22,121,0.0,142.3,4747.0,4,bond100
sc2.6,0.6,6.37,0.2,0.28,0.01,22,121,0.0,142.3,4747.0,4,bond100
sc2.6,0.6,6.6,0.16,,0.01,22,212,0.0,141.6,3965.8,4,bond100
sc2.6,0.6,6.6,0.16,0.24,0.01,22,207,0.0,141.6,3965.8,4,bond100
sc2.6,0.6,6.6,0.16,0.28,0.01,22,206,0.0,141.6,3965.8,4,bond100
sc2.6,0.6,6.6,0.18,,0.01,33,151,0.0,142.8,4747.0,6,bond100
sc2.6,0.6,6.6,0.18,0.24,0.01,33,148,0.0,142.8,4747.0,6,bond100
sc2.6,0.6,6.6,0.18,0.28,0.01,33,146,0.0,142.8,4747.0,6,bond100
sc2.6,0.6,6.6,0.2,,0.01,38,136,0.0,142.8,4747.0,6,bond100
sc2.6,0.6,6.6,0.2,0.24,0.01,38,136,0.0,142.8,4747.0,6,bond100
sc2.6,0.6,6.6,0.2,0.28,0.01,38,135,0.0,142.8,4747.0,6,bond100
sc2.6,0.45,5.0,0.16,,0.01,0,146,5.0,137.4,4885.3,0,b80g20
sc2.6,0.45,5.0,0.16,0.24,0.01,0,141,5.0,137.4,4885.3,0,b80g20
sc2.6,0.45,5.0,0.16,0.28,0.01,0,141,5.0,137.4,4885.3,0,b80g20
sc2.6,0.45,5.0,0.18,,0.01,14,100,0.0,139.6,5093.1,2,b80g20
sc2.6,0.45,5.0,0.18,0.24,0.01,14,98,0.0,139.6,5093.1,2,b80g20
sc2.6,0.45,5.0,0.18,0.28,0.01,14,98,0.0,139.6,5093.1,2,b80g20
sc2.6,0.45,5.0,0.2,,0.01,14,86,0.0,141.8,5271.2,2,b80g20
sc2.6,0.45,5.0,0.2,0.24,0.01,14,84,0.0,141.8,5271.2,2,b80g20
sc2.6,0.45,5.0,0.2,0.28,0.01,14,84,0.0,141.8,5271.2,2,b80g20
sc2.6,0.45,5.5,0.16,,0.01,0,162,5.5,138.9,3807.0,0,b80g20
sc2.6,0.45,5.5,0.16,0.24,0.01,0,155,5.5,138.9,3807.0,0,b80g20
sc2.6,0.45,5.5,0.16,0.28,0.01,0,153,5.5,138.9,3807.0,0,b80g20
sc2.6,0.45,5.5,0.18,,0.01,16,105,0.0,140.6,4865.3,2,b80g20
sc2.6,0.45,5.5,0.18,0.24,0.01,16,102,0.0,140.6,4865.3,2,b80g20
sc2.6,0.45,5.5,0.18,0.28,0.01,16,102,0.0,140.6,4865.3,2,b80g20
sc2.6,0.45,5.5,0.2,,0.01,16,89,0.0,142.3,4727.9,2,b80g20
sc2.6,0.45,5.5,0.2,0.24,0.01,16,88,0.0,142.3,4727.9,2,b80g20
sc2.6,0.45,5.5,0.2,0.28,0.01,16,87,0.0,142.3,4727.9,2,b80g20
sc2.6,0.45,6.0,0.16,,0.01,8,182,0.0,140.4,4028.8,2,b80g20
sc2.6,0.45,6.0,0.16,0.24,0.01,8,177,0.0,140.4,4028.8,2,b80g20
sc2.6,0.45,6.0,0.16,0.28,0.01,8,176,0.0,140.4,4028.8,2,b80g20
sc2.6,0.45,6.0,0.18,,0.01,19,113,0.0,141.6,4146.6,3,b80g20
sc2.6,0.45,6.0,0.18,0.24,0.01,19,111,0.0,141.6,4146.6,3,b80g20
sc2.6,0.45,6.0,0.18,0.28,0.01,19,110,0.0,141.6,4146.6,3,b80g20
sc2.6,0.45,6.0,0.2,,0.01,19,96,0.0,142.8,4403.7,3,b80g20
sc2.6,0.45,6.0,0.2,0.24,0.01,19,93,0.0,142.8,4403.7,3,b80g20
sc2.6,0.45,6.0,0.2,0.28,0.01,19,93,0.0,142.8,4403.7,3,b80g20
sc2.6,0.45,6.37,0.16,,0.01,15,188,0.0,141.1,3771.5,3,b80g20
sc2.6,0.45,6.37,0.16,0.24,0.01,15,184,0.0,141.1,3771.5,3,b80g20
sc2.6,0.45,6.37,0.16,0.28,0.01,15,183,0.0,141.1,3771.5,3,b80g20
sc2.6,0.45,6.37,0.18,,0.01,23,122,0.0,142.3,3991.1,3,b80g20
sc2.6,0.45,6.37,0.18,0.24,0.01,23,119,0.0,142.3,3991.1,3,b80g20
sc2.6,0.45,6.37,0.18,0.28,0.01,23,116,0.0,142.3,3991.1,3,b80g20
sc2.6,0.45,6.37,0.2,,0.01,23,103,0.0,143.2,4403.7,3,b80g20
sc2.6,0.45,6.37,0.2,0.24,0.01,23,102,0.0,143.2,4403.7,3,b80g20
sc2.6,0.45,6.37,0.2,0.28,0.01,23,102,0.0,143.2,4403.7,3,b80g20
sc2.6,0.45,6.6,0.16,,0.01,11,197,0.0,141.6,3284.8,2,b80g20
sc2.6,0.45,6.6,0.16,0.24,0.01,11,186,0.0,141.6,3284.8,2,b80g20
sc2.6,0.45,6.6,0.16,0.28,0.01,11,182,0.0,141.6,3284.8,2,b80g20
sc2.6,0.45,6.6,0.18,,0.01,24,128,0.0,142.8,3919.0,3,b80g20
sc2.6,0.45,6.6,0.18,0.24,0.01,24,126,0.0,142.8,3919.0,3,b80g20
sc2.6,0.45,6.6,0.18,0.28,0.01,24,126,0.0,142.8,3919.0,3,b80g20
sc2.6,0.45,6.6,0.2,,0.01,27,110,0.0,143.4,4403.7,4,b80g20
sc2.6,0.45,6.6,0.2,0.24,0.01,27,105,0.0,143.4,4403.7,4,b80g20
sc2.6,0.45,6.6,0.2,0.28,0.01,27,104,0.0,143.4,4403.7,4,b80g20
sc2.6,0.5,5.0,0.16,,0.01,6,155,0.0,137.4,6361.8,1,b80g20
sc2.6,0.5,5.0,0.16,0.24,0.01,6,152,0.0,137.4,6361.8,1,b80g20
sc2.6,0.5,5.0,0.16,0.28,0.01,6,152,0.0,137.4,6361.8,1,b80g20
sc2.6,0.5,5.0,0.18,,0.01,0,97,5.0,139.6,3474.3,0,b80g20
sc2.6,0.5,5.0,0.18,0.24,0.01,0,91,5.0,139.6,3474.3,0,b80g20
sc2.6,0.5,5.0,0.18,0.28,0.01,0,90,5.0,139.6,3474.3,0,b80g20
sc2.6,0.5,5.0,0.2,,0.01,0,78,5.0,141.8,3883.3,0,b80g20
sc2.6,0.5,5.0,0.2,0.24,0.01,0,75,5.0,141.8,3883.3,0,b80g20
sc2.6,0.5,5.0,0.2,0.28,0.01,0,73,5.0,141.8,3883.3,0,b80g20
sc2.6,0.5,5.5,0.16,,0.01,8,158,0.0,138.9,6083.1,1,b80g20
sc2.6,0.5,5.5,0.16,0.24,0.01,8,154,0.0,138.9,6083.1,1,b80g20
sc2.6,0.5,5.5,0.16,0.28,0.01,8,154,0.0,138.9,6083.1,1,b80g20
sc2.6,0.5,5.5,0.18,,0.01,0,103,5.5,140.6,3261.9,0,b80g20
sc2.6,0.5,5.5,0.18,0.24,0.01,0,97,5.5,140.6,3261.9,0,b80g20
sc2.6,0.5,5.5,0.18,0.28,0.01,0,94,5.5,140.6,3261.9,0,b80g20
sc2.6,0.5,5.5,0.2,,0.01,0,84,5.5,142.3,3717.9,0,b80g20
sc2.6,0.5,5.5,0.2,0.24,0.01,0,81,5.5,142.3,3717.9,0,b80g20
sc2.6,0.5,5.5,0.2,0.28,0.01,0,77,5.5,142.3,3717.9,0,b80g20
sc2.6,0.5,6.0,0.16,,0.01,2,164,0.0,139.8,4080.1,1,b80g20
sc2.6,0.5,6.0,0.16,0.24,0.01,2,158,0.0,140.4,4080.1,1,b80g20
sc2.6,0.5,6.0,0.16,0.28,0.01,2,157,0.0,140.4,4080.1,1,b80g20
sc2.6,0.5,6.0,0.18,,0.01,12,120,0.0,141.6,3128.8,2,b80g20
sc2.6,0.5,6.0,0.18,0.24,0.01,12,118,0.0,141.6,3128.8,2,b80g20
sc2.6,0.5,6.0,0.18,0.28,0.01,12,116,0.0,141.6,3128.8,2,b80g20
sc2.6,0.5,6.0,0.2,,0.01,6,99,0.0,142.8,3369.8,2,b80g20
sc2.6,0.5,6.0,0.2,0.24,0.01,6,93,0.0,142.8,3369.8,2,b80g20
sc2.6,0.5,6.0,0.2,0.28,0.01,6,90,0.0,142.8,3369.8,2,b80g20
sc2.6,0.5,6.37,0.16,,0.01,6,185,0.0,141.5,3470.4,1,b80g20
sc2.6,0.5,6.37,0.16,0.24,0.01,6,179,0.0,141.5,3470.4,1,b80g20
sc2.6,0.5,6.37,0.16,0.28,0.01,6,177,0.0,141.5,3470.4,1,b80g20
sc2.6,0.5,6.37,0.18,,0.01,18,143,0.0,141.5,2739.1,3,b80g20
sc2.6,0.5,6.37,0.18,0.24,0.01,18,137,0.0,142.3,2739.1,3,b80g20
sc2.6,0.5,6.37,0.18,0.28,0.01,18,132,0.0,142.3,2739.1,3,b80g20
sc2.6,0.5,6.37,0.2,,0.01,13,109,0.0,143.2,3360.6,3,b80g20
sc2.6,0.5,6.37,0.2,0.24,0.01,13,106,0.0,143.2,3360.6,3,b80g20
sc2.6,0.5,6.37,0.2,0.28,0.01,13,104,0.0,143.2,3360.6,3,b80g20
sc2.6,0.5,6.6,0.16,,0.01,18,206,0.0,141.6,3050.7,3,b80g20
sc2.6,0.5,6.6,0.16,0.24,0.01,18,201,0.0,141.9,3050.7,3,b80g20
sc2.6,0.5,6.6,0.16,0.28,0.01,18,199,0.0,141.9,3050.7,3,b80g20
sc2.6,0.5,6.6,0.18,,0.01,14,137,0.0,142.8,3128.8,3,b80g20
sc2.6,0.5,6.6,0.18,0.24,0.01,14,131,0.0,142.8,3128.8,3,b80g20
sc2.6,0.5,6.6,0.18,0.28,0.01,14,128,0.0,142.8,3128.8,3,b80g20
sc2.6,0.5,6.6,0.2,,0.01,18,117,0.0,143.1,3253.2,4,b80g20
sc2.6,0.5,6.6,0.2,0.24,0.01,18,112,0.0,143.1,3253.2,4,b80g20
sc2.6,0.5,6.6,0.2,0.28,0.01,18,110,0.0,143.4,3253.2,4,b80g20
sc2.6,0.6,5.0,0.16,,0.01,0,146,5.0,136.3,4192.6,0,b80g20
sc2.6,0.6,5.0,0.16,0.24,0.01,0,141,5.0,136.3,4192.6,0,b80g20
sc2.6,0.6,5.0,0.16,0.28,0.01,0,141,5.0,136.3,4192.6,0,b80g20
sc2.6,0.6,5.0,0.18,,0.01,0,101,5.0,139.6,4520.4,0,b80g20
sc2.6,0.6,5.0,0.18,0.24,0.01,0,96,5.0,139.6,4520.4,0,b80g20
sc2.6,0.6,5.0,0.18,0.28,0.01,0,95,5.0,139.6,4520.4,0,b80g20
sc2.6,0.6,5.0,0.2,,0.01,0,76,5.0,141.8,4395.3,0,b80g20
sc2.6,0.6,5.0,0.2,0.24,0.01,0,75,5.0,141.8,4395.3,0,b80g20
sc2.6,0.6,5.0,0.2,0.28,0.01,0,75,5.0,141.8,4395.3,0,b80g20
sc2.6,0.6,5.5,0.16,,0.01,0,163,5.5,137.2,3644.3,0,b80g20
sc2.6,0.6,5.5,0.16,0.24,0.01,0,153,5.5,137.2,3644.3,0,b80g20
sc2.6,0.6,5.5,0.16,0.28,0.01,0,152,5.5,137.2,3644.3,0,b80g20
sc2.6,0.6,5.5,0.18,,0.01,6,123,0.0,140.6,4520.4,1,b80g20
sc2.6,0.6,5.5,0.18,0.24,0.01,6,120,0.0,140.6,4520.4,1,b80g20
sc2.6,0.6,5.5,0.18,0.28,0.01,7,118,0.0,140.6,4520.4,1,b80g20
sc2.6,0.6,5.5,0.2,,0.01,3,90,0.0,140.6,4520.4,1,b80g20
sc2.6,0.6,5.5,0.2,0.24,0.01,3,88,0.0,141.4,4520.4,1,b80g20
sc2.6,0.6,5.5,0.2,0.28,0.01,3,88,0.0,141.4,4520.4,1,b80g20
sc2.6,0.6,6.0,0.16,,0.01,9,200,0.0,138.6,3394.5,2,b80g20
sc2.6,0.6,6.0,0.16,0.24,0.01,9,195,0.0,138.6,3394.5,2,b80g20
sc2.6,0.6,6.0,0.16,0.28,0.01,9,194,0.0,138.6,3394.5,2,b80g20
sc2.6,0.6,6.0,0.18,,0.01,19,135,0.0,141.6,3600.3,3,b80g20
sc2.6,0.6,6.0,0.18,0.24,0.01,19,127,0.0,141.6,3600.3,3,b80g20
sc2.6,0.6,6.0,0.18,0.28,0.01,19,125,0.0,141.6,3600.3,3,b80g20
sc2.6,0.6,6.0,0.2,,0.01,11,103,0.0,142.2,4520.4,2,b80g20
sc2.6,0.6,6.0,0.2,0.24,0.01,11,100,0.0,142.2,4520.4,2,b80g20
sc2.6,0.6,6.0,0.2,0.28,0.01,11,100,0.0,142.2,4520.4,2,b80g20
sc2.6,0.6,6.37,0.16,,0.01,16,213,0.0,140.7,3017.3,4,b80g20
sc2.6,0.6,6.37,0.16,0.24,0.01,16,203,0.0,140.7,3017.3,4,b80g20
sc2.6,0.6,6.37,0.16,0.28,0.01,16,202,0.0,140.7,3017.3,4,b80g20
sc2.6,0.6,6.37,0.18,,0.01,18,139,0.0,142.3,4751.0,4,b80g20
sc2.6,0.6,6.37,0.18,0.24,0.01,18,132,0.0,142.3,4751.0,4,b80g20
sc2.6,0.6,6.37,0.18,0.28,0.01,18,131,0.0,142.3,4751.0,4,b80g20
sc2.6,0.6,6.37,0.2,,0.01,21,110,0.0,142.8,4751.0,4,b80g20
sc2.6,0.6,6.37,0.2,0.24,0.01,21,107,0.0,142.8,4751.0,4,b80g20
sc2.6,0.6,6.37,0.2,0.28,0.01,21,107,0.0,142.8,4751.0,4,b80g20
sc2.6,0.6,6.6,0.16,,0.01,28,225,0.0,141.3,3623.6,5,b80g20
sc2.6,0.6,6.6,0.16,0.24,0.01,28,219,0.0,141.6,3623.6,5,b80g20
sc2.6,0.6,6.6,0.16,0.28,0.01,28,218,0.0,141.6,3623.6,5,b80g20
sc2.6,0.6,6.6,0.18,,0.01,42,151,0.0,142.8,4751.0,6,b80g20
sc2.6,0.6,6.6,0.18,0.24,0.01,42,149,0.0,142.8,4751.0,6,b80g20
sc2.6,0.6,6.6,0.18,0.28,0.01,42,149,0.0,142.8,4751.0,6,b80g20
sc2.6,0.6,6.6,0.2,,0.01,36,120,0.0,143.1,4751.0,5,b80g20
sc2.6,0.6,6.6,0.2,0.24,0.01,36,118,0.0,143.1,4751.0,5,b80g20
sc2.6,0.6,6.6,0.2,0.28,0.01,36,118,0.0,143.1,4751.0,5,b80g20
sc2.6,0.45,5.0,0.16,,0.01,0,148,5.0,137.4,4906.6,0,b60g40
sc2.6,0.45,5.0,0.16,0.24,0.01,0,143,5.0,137.4,4906.6,0,b60g40
sc2.6,0.45,5.0,0.16,0.28,0.01,0,143,5.0,137.4,4906.6,0,b60g40
sc2.6,0.45,5.0,0.18,,0.01,14,105,0.0,139.6,5086.2,2,b60g40
sc2.6,0.45,5.0,0.18,0.24,0.01,14,104,0.0,139.6,5086.2,2,b60g40
sc2.6,0.45,5.0,0.18,0.28,0.01,14,103,0.0,139.6,5086.2,2,b60g40
sc2.6,0.45,5.0,0.2,,0.01,14,91,0.0,141.8,4925.8,2,b60g40
sc2.6,0.45,5.0,0.2,0.24,0.01,14,89,0.0,141.8,4925.8,2,b60g40
sc2.6,0.45,5.0,0.2,0.28,0.01,14,88,0.0,141.8,4925.8,2,b60g40
sc2.6,0.45,5.5,0.16,,0.01,0,161,5.5,138.9,3828.2,0,b60g40
sc2.6,0.45,5.5,0.16,0.24,0.01,0,154,5.5,138.9,3828.2,0,b60g40
sc2.6,0.45,5.5,0.16,0.28,0.01,0,152,5.5,138.9,3828.2,0,b60g40
sc2.6,0.45,5.5,0.18,,0.01,16,112,0.0,140.6,4858.3,2,b60g40
sc2.6,0.45,5.5,0.18,0.24,0.01,16,111,0.0,140.6,4858.3,2,b60g40
sc2.6,0.45,5.5,0.18,0.28,0.01,16,109,0.0,140.6,4858.3,2,b60g40
sc2.6,0.45,5.5,0.2,,0.01,16,97,0.0,142.3,4327.2,2,b60g40
sc2.6,0.45,5.5,0.2,0.24,0.01,16,95,0.0,142.3,4327.2,2,b60g40
sc2.6,0.45,5.5,0.2,0.28,0.01,16,94,0.0,142.3,4327.2,2,b60g40
sc2.6,0.45,6.0,0.16,,0.01,5,171,0.0,140.4,3805.6,1,b60g40
sc2.6,0.45,6.0,0.16,0.24,0.01,5,167,0.0,140.4,3805.6,1,b60g40
sc2.6,0.45,6.0,0.16,0.28,0.01,5,165,0.0,140.4,3805.6,1,b60g40
sc2.6,0.45,6.0,0.18,,0.01,21,116,0.0,141.6,4238.5,3,b60g40
sc2.6,0.45,6.0,0.18,0.24,0.01,21,115,0.0,141.6,4238.5,3,b60g40
sc2.6,0.45,6.0,0.18,0.28,0.01,21,114,0.0,141.6,4238.5,3,b60g40
sc2.6,0.45,6.0,0.2,,0.01,21,100,0.0,142.8,4255.6,3,b60g40
sc2.6,0.45,6.0,0.2,0.24,0.01,21,99,0.0,142.8,4255.6,3,b60g40
sc2.6,0.45,6.0,0.2,0.28,0.01,21,98,0.0,142.8,4255.6,3,b60g40
sc2.6,0.45,6.37,0.16,,0.01,11,185,0.0,140.7,3793.0,2,b60g40
sc2.6,0.45,6.37,0.16,0.24,0.01,11,174,0.0,141.1,3793.0,2,b60g40
sc2.6,0.45,6.37,0.16,0.28,0.01,11,173,0.0,141.1,3793.0,2,b60g40
sc2.6,0.45,6.37,0.18,,0.01,23,128,0.0,142.3,4122.4,3,b60g40
sc2.6,0.45,6.37,0.18,0.24,0.01,23,127,0.0,142.3,4122.4,3,b60g40
sc2.6,0.45,6.37,0.18,0.28,0.01,23,126,0.0,142.3,4122.4,3,b60g40
sc2.6,0.45,6.37,0.2,,0.01,23,109,0.0,143.2,4251.6,3,b60g40
sc2.6,0.45,6.37,0.2,0.24,0.01,23,108,0.0,143.2,4251.6,3,b60g40
sc2.6,0.45,6.37,0.2,0.28,0.01,23,106,0.0,143.2,4251.6,3,b60g40
sc2.6,0.45,6.6,0.16,,0.01,21,194,0.0,141.6,3329.5,3,b60g40
sc2.6,0.45,6.6,0.16,0.24,0.01,21,193,0.0,141.6,3329.5,3,b60g40
sc2.6,0.45,6.6,0.16,0.28,0.01,21,189,0.0,141.6,3329.5,3,b60g40
sc2.6,0.45,6.6,0.18,,0.01,28,134,0.0,142.8,4050.2,4,b60g40
