strat,runfrac,floor_real_M,top_wr,top_wr_late,g,labor_total,shortfall_years_total,worst_real_spend_M,median_total_real_M,median_terminal_nom_M,ruin,reserve_mix
sc2.6,0.45,5.5,0.16,0.24,0.0,0,145,5.5,138.9,4743.0,0,b60g40
sc2.6,0.45,5.5,0.16,0.28,0.0,0,145,5.5,138.9,4743.0,0,b60g40
sc2.6,0.45,5.5,0.18,,0.0,15,101,0.0,140.6,5171.5,2,b60g40
sc2.6,0.45,5.5,0.18,0.24,0.0,15,100,0.0,140.6,5171.5,2,b60g40
sc2.6,0.45,5.5,0.18,0.28,0.0,15,100,0.0,140.6,5171.5,2,b60g40
sc2.6,0.45,5.5,0.2,,0.0,15,81,0.0,142.3,4771.4,2,b60g40
sc2.6,0.45,5.5,0.2,0.24,0.0,15,81,0.0,142.3,4771.4,2,b60g40
sc2.6,0.45,5.5,0.2,0.28,0.0,15,80,0.0,142.3,4771.4,2,b60g40
sc2.6,0.45,6.0,0.16,,0.0,7,174,0.0,140.4,3739.1,2,b60g40
sc2.6,0.45,6.0,0.16,0.24,0.0,7,173,0.0,140.4,3739.1,2,b60g40
sc2.6,0.45,6.0,0.16,0.28,0.0,7,173,0.0,140.4,3739.1,2,b60g40
sc2.6,0.45,6.0,0.18,,0.0,18,108,0.0,141.6,4927.9,3,b60g40
sc2.6,0.45,6.0,0.18,0.24,0.0,18,107,0.0,141.6,4927.9,3,b60g40
sc2.6,0.45,6.0,0.18,0.28,0.0,18,106,0.0,141.6,4927.9,3,b60g40
sc2.6,0.45,6.0,0.2,,0.0,18,89,0.0,142.8,4388.3,3,b60g40
sc2.6,0.45,6.0,0.2,0.24,0.0,18,88,0.0,142.8,4388.3,3,b60g40
sc2.6,0.45,6.0,0.2,0.28,0.0,18,87,0.0,142.8,4388.3,3,b60g40
sc2.6,0.45,6.37,0.16,,0.0,7,165,0.0,141.5,4186.2,2,b60g40
sc2.6,0.45,6.37,0.16,0.24,0.0,7,163,0.0,141.5,4186.2,2,b60g40
sc2.6,0.45,6.37,0.16,0.28,0.0,7,163,0.0,141.5,4186.2,2,b60g40
sc2.6,0.45,6.37,0.18,,0.0,23,110,0.0,142.3,4761.6,3,b60g40
sc2.6,0.45,6.37,0.18,0.24,0.0,23,109,0.0,142.3,4761.6,3,b60g40
sc2.6,0.45,6.37,0.18,0.28,0.0,23,108,0.0,142.3,4761.6,3,b60g40
sc2.6,0.45,6.37,0.2,,0.0,23,92,0.0,143.2,4388.3,3,b60g40
sc2.6,0.45,6.37,0.2,0.24,0.0,23,90,0.0,143.2,4388.3,3,b60g40
sc2.6,0.45,6.37,0.2,0.28,0.0,23,89,0.0,143.2,4388.3,3,b60g40
sc2.6,0.45,6.6,0.16,,0.0,19,178,0.0,142.2,3867.7,3,b60g40
sc2.6,0.45,6.6,0.16,0.24,0.0,19,175,0.0,142.2,3867.7,3,b60g40
sc2.6,0.45,6.6,0.16,0.28,0.0,19,175,0.0,142.2,3867.7,3,b60g40
sc2.6,0.45,6.6,0.18,,0.0,23,118,0.0,142.8,4658.1,3,b60g40
sc2.6,0.45,6.6,0.18,0.24,0.0,23,115,0.0,142.8,4658.1,3,b60g40
sc2.6,0.45,6.6,0.18,0.28,0.0,23,114,0.0,142.8,4658.1,3,b60g40
sc2.6,0.45,6.6,0.2,,0.0,23,101,0.0,143.4,4388.3,3,b60g40
sc2.6,0.45,6.6,0.2,0.24,0.0,23,96,0.0,143.4,4388.3,3,b60g40
sc2.6,0.45,6.6,0.2,0.28,0.0,23,94,0.0,143.4,4388.3,3,b60g40
sc2.6,0.5,5.0,0.16,,0.0,0,139,5.0,137.4,6818.1,0,b60g40
sc2.6,0.5,5.0,0.16,0.24,0.0,0,136,5.0,137.4,6818.1,0,b60g40
sc2.6,0.5,5.0,0.16,0.28,0.0,0,136,5.0,137.4,6818.1,0,b60g40
sc2.6,0.5,5.0,0.18,,0.0,0,84,5.0,140.7,4081.6,0,b60g40
sc2.6,0.5,5.0,0.18,0.24,0.0,0,79,5.0,141.8,4081.6,0,b60g40
sc2.6,0.5,5.0,0.18,0.28,0.0,0,79,5.0,141.8,4081.6,0,b60g40
sc2.6,0.5,5.0,0.2,,0.0,0,68,5.0,141.8,4294.9,0,b60g40
sc2.6,0.5,5.0,0.2,0.24,0.0,0,67,5.0,141.8,4294.9,0,b60g40
sc2.6,0.5,5.0,0.2,0.28,0.0,0,67,5.0,141.8,4294.9,0,b60g40
sc2.6,0.5,5.5,0.16,,0.0,8,147,0.0,138.9,6174.0,1,b60g40
sc2.6,0.5,5.5,0.16,0.24,0.0,8,145,0.0,138.9,6174.0,1,b60g40
sc2.6,0.5,5.5,0.16,0.28,0.0,8,145,0.0,138.9,6174.0,1,b60g40
sc2.6,0.5,5.5,0.18,,0.0,0,91,5.5,141.4,3890.3,0,b60g40
sc2.6,0.5,5.5,0.18,0.24,0.0,0,86,5.5,141.4,3890.3,0,b60g40
sc2.6,0.5,5.5,0.18,0.28,0.0,0,85,5.5,141.4,3890.3,0,b60g40
sc2.6,0.5,5.5,0.2,,0.0,0,73,5.5,142.3,4165.3,0,b60g40
sc2.6,0.5,5.5,0.2,0.24,0.0,0,72,5.5,142.3,4165.3,0,b60g40
sc2.6,0.5,5.5,0.2,0.28,0.0,0,70,5.5,142.3,4165.3,0,b60g40
sc2.6,0.5,6.0,0.16,,0.0,2,152,0.0,140.4,4817.3,1,b60g40
sc2.6,0.5,6.0,0.16,0.24,0.0,2,149,0.0,140.4,4817.3,1,b60g40
sc2.6,0.5,6.0,0.16,0.28,0.0,2,149,0.0,140.4,4817.3,1,b60g40
sc2.6,0.5,6.0,0.18,,0.0,13,105,0.0,141.6,3416.2,2,b60g40
sc2.6,0.5,6.0,0.18,0.24,0.0,13,101,0.0,141.6,3416.2,2,b60g40
sc2.6,0.5,6.0,0.18,0.28,0.0,13,100,0.0,141.6,3416.2,2,b60g40
sc2.6,0.5,6.0,0.2,,0.0,5,81,0.0,142.8,3679.5,1,b60g40
sc2.6,0.5,6.0,0.2,0.24,0.0,5,81,0.0,142.8,3679.5,1,b60g40
sc2.6,0.5,6.0,0.2,0.28,0.0,5,79,0.0,142.8,3679.5,1,b60g40
sc2.6,0.5,6.37,0.16,,0.0,6,171,0.0,141.5,3521.7,1,b60g40
sc2.6,0.5,6.37,0.16,0.24,0.0,6,164,0.0,141.5,3521.7,1,b60g40
sc2.6,0.5,6.37,0.16,0.28,0.0,6,162,0.0,141.5,3521.7,1,b60g40
sc2.6,0.5,6.37,0.18,,0.0,18,114,0.0,142.3,3025.0,3,b60g40
sc2.6,0.5,6.37,0.18,0.24,0.0,18,113,0.0,142.3,3025.0,3,b60g40
sc2.6,0.5,6.37,0.18,0.28,0.0,18,112,0.0,142.3,3025.0,3,b60g40
sc2.6,0.5,6.37,0.2,,0.0,11,87,0.0,143.2,3540.2,2,b60g40
sc2.6,0.5,6.37,0.2,0.24,0.0,11,85,0.0,143.2,3540.2,2,b60g40
sc2.6,0.5,6.37,0.2,0.28,0.0,11,84,0.0,143.2,3540.2,2,b60g40
sc2.6,0.5,6.6,0.16,,0.0,9,185,0.0,142.2,3311.8,2,b60g40
sc2.6,0.5,6.6,0.16,0.24,0.0,9,177,0.0,142.2,3311.8,2,b60g40
sc2.6,0.5,6.6,0.16,0.28,0.0,9,175,0.0,142.2,3311.8,2,b60g40
sc2.6,0.5,6.6,0.18,,0.0,20,121,0.0,142.8,3639.2,3,b60g40
sc2.6,0.5,6.6,0.18,0.24,0.0,20,117,0.0,142.8,3639.2,3,b60g40
sc2.6,0.5,6.6,0.18,0.28,0.0,20,115,0.0,142.8,3639.2,3,b60g40
sc2.6,0.5,6.6,0.2,,0.0,13,94,0.0,143.4,3487.4,2,b60g40
sc2.6,0.5,6.6,0.2,0.24,0.0,13,91,0.0,143.4,3487.4,2,b60g40
sc2.6,0.5,6.6,0.2,0.28,0.0,13,88,0.0,143.4,3487.4,2,b60g40
sc2.6,0.6,5.0,0.16,,0.0,0,137,5.0,137.4,4655.3,0,b60g40
sc2.6,0.6,5.0,0.16,0.24,0.0,0,134,5.0,137.4,4655.3,0,b60g40
sc2.6,0.6,5.0,0.16,0.28,0.0,0,134,5.0,137.4,4655.3,0,b60g40
sc2.6,0.6,5.0,0.18,,0.0,0,87,5.0,140.7,4000.1,0,b60g40
sc2.6,0.6,5.0,0.18,0.24,0.0,0,83,5.0,140.7,4000.1,0,b60g40
sc2.6,0.6,5.0,0.18,0.28,0.0,0,82,5.0,140.7,4000.1,0,b60g40
sc2.6,0.6,5.0,0.2,,0.0,0,69,5.0,141.8,4515.9,0,b60g40
sc2.6,0.6,5.0,0.2,0.24,0.0,0,69,5.0,141.8,4515.9,0,b60g40
sc2.6,0.6,5.0,0.2,0.28,0.0,0,69,5.0,141.8,4515.9,0,b60g40
sc2.6,0.6,5.5,0.16,,0.0,0,146,5.5,138.9,4047.7,0,b60g40
sc2.6,0.6,5.5,0.16,0.24,0.0,0,143,5.5,138.9,4047.7,0,b60g40
sc2.6,0.6,5.5,0.16,0.28,0.0,0,143,5.5,138.9,4047.7,0,b60g40
sc2.6,0.6,5.5,0.18,,0.0,0,100,5.5,141.4,4813.0,0,b60g40
sc2.6,0.6,5.5,0.18,0.24,0.0,0,96,5.5,141.4,4813.0,0,b60g40
sc2.6,0.6,5.5,0.18,0.28,0.0,0,93,5.5,141.4,4813.0,0,b60g40
sc2.6,0.6,5.5,0.2,,0.0,2,81,0.0,142.3,4779.4,1,b60g40
sc2.6,0.6,5.5,0.2,0.24,0.0,2,81,0.0,142.3,4779.4,1,b60g40
sc2.6,0.6,5.5,0.2,0.28,0.0,2,80,0.0,142.3,4779.4,1,b60g40
sc2.6,0.6,6.0,0.16,,0.0,6,173,0.0,139.2,3514.9,2,b60g40
sc2.6,0.6,6.0,0.16,0.24,0.0,6,168,0.0,139.2,3514.9,2,b60g40
sc2.6,0.6,6.0,0.16,0.28,0.0,6,166,0.0,139.2,3514.9,2,b60g40
sc2.6,0.6,6.0,0.18,,0.0,11,113,0.0,141.6,4609.7,2,b60g40
sc2.6,0.6,6.0,0.18,0.24,0.0,11,110,0.0,142.2,4609.7,2,b60g40
sc2.6,0.6,6.0,0.18,0.28,0.0,11,109,0.0,142.2,4609.7,2,b60g40
sc2.6,0.6,6.0,0.2,,0.0,11,93,0.0,141.6,4609.7,2,b60g40
sc2.6,0.6,6.0,0.2,0.24,0.0,11,91,0.0,142.2,4609.7,2,b60g40
sc2.6,0.6,6.0,0.2,0.28,0.0,11,90,0.0,142.2,4609.7,2,b60g40
sc2.6,0.6,6.37,0.16,,0.0,12,194,0.0,140.7,3187.8,2,b60g40
sc2.6,0.6,6.37,0.16,0.24,0.0,12,190,0.0,140.7,3187.8,2,b60g40
sc2.6,0.6,6.37,0.16,0.28,0.0,12,189,0.0,140.7,3187.8,2,b60g40
sc2.6,0.6,6.37,0.18,,0.0,14,124,0.0,142.3,4779.4,3,b60g40
sc2.6,0.6,6.37,0.18,0.24,0.0,14,120,0.0,142.3,4779.4,3,b60g40
sc2.6,0.6,6.37,0.18,0.28,0.0,14,117,0.0,142.3,4779.4,3,b60g40
sc2.6,0.6,6.37,0.2,,0.0,18,103,0.0,142.8,4779.4,4,b60g40
sc2.6,0.6,6.37,0.2,0.24,0.0,18,103,0.0,142.8,4779.4,4,b60g40
sc2.6,0.6,6.37,0.2,0.28,0.0,18,102,0.0,142.8,4779.4,4,b60g40
sc2.6,0.6,6.6,0.16,,0.0,23,216,0.0,141.3,2904.7,4,b60g40
sc2.6,0.6,6.6,0.16,0.24,0.0,23,210,0.0,141.6,2904.7,4,b60g40
sc2.6,0.6,6.6,0.16,0.28,0.0,23,209,0.0,141.6,2904.7,4,b60g40
sc2.6,0.6,6.6,0.18,,0.0,30,139,0.0,142.8,4779.4,5,b60g40
sc2.6,0.6,6.6,0.18,0.24,0.0,30,134,0.0,142.8,4779.4,5,b60g40
sc2.6,0.6,6.6,0.18,0.28,0.0,30,133,0.0,142.8,4779.4,5,b60g40
sc2.6,0.6,6.6,0.2,,0.0,33,118,0.0,143.1,4779.4,5,b60g40
sc2.6,0.6,6.6,0.2,0.24,0.0,33,117,0.0,143.1,4779.4,5,b60g40
sc2.6,0.6,6.6,0.2,0.28,0.0,33,117,0.0,143.1,4779.4,5,b60g40
sc2.6,0.45,5.0,0.16,,0.0,0,135,5.0,137.4,5481.2,0,b50g50
sc2.6,0.45,5.0,0.16,0.24,0.0,0,134,5.0,137.4,5481.2,0,b50g50
sc2.6,0.45,5.0,0.16,0.28,0.0,0,134,5.0,137.4,5481.2,0,b50g50
sc2.6,0.45,5.0,0.18,,0.0,13,98,0.0,139.6,5374.2,2,b50g50
sc2.6,0.45,5.0,0.18,0.24,0.0,13,97,0.0,139.6,5374.2,2,b50g50
sc2.6,0.45,5.0,0.18,0.28,0.0,13,97,0.0,139.6,5374.2,2,b50g50
sc2.6,0.45,5.0,0.2,,0.0,13,81,0.0,141.8,4856.4,2,b50g50
sc2.6,0.45,5.0,0.2,0.24,0.0,13,80,0.0,141.8,4856.4,2,b50g50
sc2.6,0.45,5.0,0.2,0.28,0.0,13,80,0.0,141.8,4856.4,2,b50g50
sc2.6,0.45,5.5,0.16,,0.0,0,151,5.5,138.9,4753.9,0,b50g50
sc2.6,0.45,5.5,0.16,0.24,0.0,0,146,5.5,138.9,4753.9,0,b50g50
sc2.6,0.45,5.5,0.16,0.28,0.0,0,146,5.5,138.9,4753.9,0,b50g50
sc2.6,0.45,5.5,0.18,,0.0,15,103,0.0,140.6,5178.4,2,b50g50
sc2.6,0.45,5.5,0.18,0.24,0.0,15,101,0.0,140.6,5178.4,2,b50g50
sc2.6,0.45,5.5,0.18,0.28,0.0,15,101,0.0,140.6,5178.4,2,b50g50
sc2.6,0.45,5.5,0.2,,0.0,15,83,0.0,142.3,4438.6,2,b50g50
sc2.6,0.45,5.5,0.2,0.24,0.0,15,81,0.0,142.3,4438.6,2,b50g50
sc2.6,0.45,5.5,0.2,0.28,0.0,15,81,0.0,142.3,4438.6,2,b50g50
sc2.6,0.45,6.0,0.16,,0.0,7,174,0.0,140.4,3749.3,2,b50g50
sc2.6,0.45,6.0,0.16,0.24,0.0,7,171,0.0,140.4,3749.3,2,b50g50
sc2.6,0.45,6.0,0.16,0.28,0.0,7,171,0.0,140.4,3749.3,2,b50g50
sc2.6,0.45,6.0,0.18,,0.0,19,109,0.0,141.6,4924.5,3,b50g50
sc2.6,0.45,6.0,0.18,0.24,0.0,19,108,0.0,141.6,4924.5,3,b50g50
sc2.6,0.45,6.0,0.18,0.28,0.0,19,107,0.0,141.6,4924.5,3,b50g50
sc2.6,0.45,6.0,0.2,,0.0,19,88,0.0,142.8,4384.8,3,b50g50
sc2.6,0.45,6.0,0.2,0.24,0.0,19,88,0.0,142.8,4384.8,3,b50g50
sc2.6,0.45,6.0,0.2,0.28,0.0,19,87,0.0,142.8,4384.8,3,b50g50
sc2.6,0.45,6.37,0.16,,0.0,9,165,0.0,141.5,4270.2,2,b50g50
sc2.6,0.45,6.37,0.16,0.24,0.0,9,164,0.0,141.5,4270.2,2,b50g50
sc2.6,0.45,6.37,0.16,0.28,0.0,9,164,0.0,141.5,4270.2,2,b50g50
sc2.6,0.45,6.37,0.18,,0.0,23,115,0.0,142.3,4758.1,3,b50g50
sc2.6,0.45,6.37,0.18,0.24,0.0,23,114,0.0,142.3,4758.1,3,b50g50
sc2.6,0.45,6.37,0.18,0.28,0.0,23,113,0.0,142.3,4758.1,3,b50g50
sc2.6,0.45,6.37,0.2,,0.0,23,95,0.0,143.2,4384.8,3,b50g50
sc2.6,0.45,6.37,0.2,0.24,0.0,23,92,0.0,143.2,4384.8,3,b50g50
sc2.6,0.45,6.37,0.2,0.28,0.0,23,91,0.0,143.2,4384.8,3,b50g50
sc2.6,0.45,6.6,0.16,,0.0,21,180,0.0,142.2,3879.5,3,b50g50
sc2.6,0.45,6.6,0.16,0.24,0.0,21,175,0.0,142.2,3879.5,3,b50g50
sc2.6,0.45,6.6,0.16,0.28,0.0,21,175,0.0,142.2,3879.5,3,b50g50
sc2.6,0.45,6.6,0.18,,0.0,23,125,0.0,142.8,4654.6,3,b50g50
sc2.6,0.45,6.6,0.18,0.24,0.0,23,118,0.0,142.8,4654.6,3,b50g50
sc2.6,0.45,6.6,0.18,0.28,0.0,23,117,0.0,142.8,4654.6,3,b50g50
sc2.6,0.45,6.6,0.2,,0.0,23,105,0.0,143.4,4384.8,3,b50g50
sc2.6,0.45,6.6,0.2,0.24,0.0,23,103,0.0,143.4,4384.8,3,b50g50
sc2.6,0.45,6.6,0.2,0.28,0.0,23,101,0.0,143.4,4384.8,3,b50g50
sc2.6,0.5,5.0,0.16,,0.0,0,139,5.0,137.4,6900.3,0,b50g50
sc2.6,0.5,5.0,0.16,0.24,0.0,0,137,5.0,137.4,6900.3,0,b50g50
sc2.6,0.5,5.0,0.16,0.28,0.0,0,137,5.0,137.4,6900.3,0,b50g50
sc2.6,0.5,5.0,0.18,,0.0,0,83,5.0,140.7,4090.9,0,b50g50
sc2.6,0.5,5.0,0.18,0.24,0.0,0,80,5.0,141.8,4090.9,0,b50g50
sc2.6,0.5,5.0,0.18,0.28,0.0,0,79,5.0,141.8,4090.9,0,b50g50
sc2.6,0.5,5.0,0.2,,0.0,0,69,5.0,141.8,4274.6,0,b50g50
sc2.6,0.5,5.0,0.2,0.24,0.0,0,67,5.0,141.8,4274.6,0,b50g50
sc2.6,0.5,5.0,0.2,0.28,0.0,0,67,5.0,141.8,4274.6,0,b50g50
sc2.6,0.5,5.5,0.16,,0.0,8,152,0.0,138.9,6220.5,1,b50g50
sc2.6,0.5,5.5,0.16,0.24,0.0,8,149,0.0,138.9,6220.5,1,b50g50
sc2.6,0.5,5.5,0.16,0.28,0.0,8,149,0.0,138.9,6220.5,1,b50g50
sc2.6,0.5,5.5,0.18,,0.0,0,90,5.5,141.4,3899.6,0,b50g50
sc2.6,0.5,5.5,0.18,0.24,0.0,0,87,5.5,141.4,3899.6,0,b50g50
sc2.6,0.5,5.5,0.18,0.28,0.0,0,87,5.5,141.4,3899.6,0,b50g50
sc2.6,0.5,5.5,0.2,,0.0,0,76,5.5,142.3,3924.5,0,b50g50
sc2.6,0.5,5.5,0.2,0.24,0.0,0,73,5.5,142.3,3924.5,0,b50g50
sc2.6,0.5,5.5,0.2,0.28,0.0,0,73,5.5,142.3,3924.5,0,b50g50
sc2.6,0.5,6.0,0.16,,0.0,4,154,0.0,140.4,4564.6,1,b50g50
sc2.6,0.5,6.0,0.16,0.24,0.0,4,151,0.0,140.4,4564.6,1,b50g50
sc2.6,0.5,6.0,0.16,0.28,0.0,4,151,0.0,140.4,4564.6,1,b50g50
sc2.6,0.5,6.0,0.18,,0.0,13,105,0.0,141.6,3193.2,2,b50g50
sc2.6,0.5,6.0,0.18,0.24,0.0,13,105,0.0,141.6,3193.2,2,b50g50
sc2.6,0.5,6.0,0.18,0.28,0.0,13,104,0.0,141.6,3193.2,2,b50g50
sc2.6,0.5,6.0,0.2,,0.0,9,81,0.0,142.8,3677.0,2,b50g50
sc2.6,0.5,6.0,0.2,0.24,0.0,9,80,0.0,142.8,3677.0,2,b50g50
sc2.6,0.5,6.0,0.2,0.28,0.0,9,79,0.0,142.8,3677.0,2,b50g50
sc2.6,0.5,6.37,0.16,,0.0,6,170,0.0,141.5,4114.3,1,b50g50
sc2.6,0.5,6.37,0.16,0.24,0.0,6,166,0.0,141.5,4114.3,1,b50g50
sc2.6,0.5,6.37,0.16,0.28,0.0,6,165,0.0,141.5,4114.3,1,b50g50
sc2.6,0.5,6.37,0.18,,0.0,17,112,0.0,142.3,3039.7,3,b50g50
sc2.6,0.5,6.37,0.18,0.24,0.0,17,111,0.0,142.3,3039.7,3,b50g50
sc2.6,0.5,6.37,0.18,0.28,0.0,17,111,0.0,142.3,3039.7,3,b50g50
sc2.6,0.5,6.37,0.2,,0.0,12,85,0.0,143.2,3538.6,2,b50g50
sc2.6,0.5,6.37,0.2,0.24,0.0,12,84,0.0,143.2,3538.6,2,b50g50
sc2.6,0.5,6.37,0.2,0.28,0.0,12,83,0.0,143.2,3538.6,2,b50g50
sc2.6,0.5,6.6,0.16,,0.0,12,184,0.0,142.2,3322.7,2,b50g50
sc2.6,0.5,6.6,0.16,0.24,0.0,12,179,0.0,142.2,3322.7,2,b50g50
sc2.6,0.5,6.6,0.16,0.28,0.0,12,177,0.0,142.2,3322.7,2,b50g50
sc2.6,0.5,6.6,0.18,,0.0,13,115,0.0,142.8,3624.4,2,b50g50
sc2.6,0.5,6.6,0.18,0.24,0.0,13,110,0.0,142.8,3624.4,2,b50g50
sc2.6,0.5,6.6,0.18,0.28,0.0,13,109,0.0,142.8,3624.4,2,b50g50
sc2.6,0.5,6.6,0.2,,0.0,13,99,0.0,143.4,3485.8,2,b50g50
sc2.6,0.5,6.6,0.2,0.24,0.0,13,96,0.0,143.4,3485.8,2,b50g50
sc2.6,0.5,6.6,0.2,0.28,0.0,13,92,0.0,143.4,3485.8,2,b50g50
sc2.6,0.6,5.0,0.16,,0.0,0,136,5.0,137.4,4661.0,0,b50g50
sc2.6,0.6,5.0,0.16,0.24,0.0,0,133,5.0,137.4,4661.0,0,b50g50
sc2.6,0.6,5.0,0.16,0.28,0.0,0,133,5.0,137.4,4661.0,0,b50g50
sc2.6,0.6,5.0,0.18,,0.0,0,86,5.0,140.7,4022.7,0,b50g50
sc2.6,0.6,5.0,0.18,0.24,0.0,0,84,5.0,140.7,4022.7,0,b50g50
sc2.6,0.6,5.0,0.18,0.28,0.0,0,84,5.0,140.7,4022.7,0,b50g50
sc2.6,0.6,5.0,0.2,,0.0,0,71,5.0,141.8,4351.6,0,b50g50
sc2.6,0.6,5.0,0.2,0.24,0.0,0,70,5.0,141.8,4351.6,0,b50g50
sc2.6,0.6,5.0,0.2,0.28,0.0,0,70,5.0,141.8,4351.6,0,b50g50
sc2.6,0.6,5.5,0.16,,0.0,0,147,5.5,138.9,4053.4,0,b50g50
sc2.6,0.6,5.5,0.16,0.24,0.0,0,143,5.5,138.9,4053.4,0,b50g50
sc2.6,0.6,5.5,0.16,0.28,0.0,0,143,5.5,138.9,4053.4,0,b50g50
sc2.6,0.6,5.5,0.18,,0.0,0,102,5.5,140.6,4781.4,0,b50g50
sc2.6,0.6,5.5,0.18,0.24,0.0,0,99,5.5,141.4,4781.4,0,b50g50
sc2.6,0.6,5.5,0.18,0.28,0.0,0,98,5.5,141.4,4781.4,0,b50g50
sc2.6,0.6,5.5,0.2,,0.0,4,82,0.0,142.3,4781.4,1,b50g50
sc2.6,0.6,5.5,0.2,0.24,0.0,4,82,0.0,142.3,4781.4,1,b50g50
sc2.6,0.6,5.5,0.2,0.28,0.0,4,82,0.0,142.3,4781.4,1,b50g50
sc2.6,0.6,6.0,0.16,,0.0,10,176,0.0,139.2,3445.8,2,b50g50
sc2.6,0.6,6.0,0.16,0.24,0.0,10,169,0.0,139.2,3445.8,2,b50g50
sc2.6,0.6,6.0,0.16,0.28,0.0,10,168,0.0,139.2,3445.8,2,b50g50
sc2.6,0.6,6.0,0.18,,0.0,12,116,0.0,141.6,4437.2,2,b50g50
sc2.6,0.6,6.0,0.18,0.24,0.0,12,111,0.0,141.6,4437.2,2,b50g50
sc2.6,0.6,6.0,0.18,0.28,0.0,12,109,0.0,142.2,4437.2,2,b50g50
sc2.6,0.6,6.0,0.2,,0.0,13,96,0.0,141.6,4437.2,2,b50g50
sc2.6,0.6,6.0,0.2,0.24,0.0,13,96,0.0,141.6,4437.2,2,b50g50
sc2.6,0.6,6.0,0.2,0.28,0.0,13,93,0.0,142.2,4437.2,2,b50g50
sc2.6,0.6,6.37,0.16,,0.0,13,196,0.0,140.7,3035.8,2,b50g50
sc2.6,0.6,6.37,0.16,0.24,0.0,13,191,0.0,141.1,3035.8,2,b50g50
sc2.6,0.6,6.37,0.16,0.28,0.0,13,190,0.0,141.1,3035.8,2,b50g50
sc2.6,0.6,6.37,0.18,,0.0,16,124,0.0,142.3,4781.4,4,b50g50
sc2.6,0.6,6.37,0.18,0.24,0.0,16,119,0.0,142.3,4781.4,4,b50g50
sc2.6,0.6,6.37,0.18,0.28,0.0,16,118,0.0,142.3,4781.4,4,b50g50
sc2.6,0.6,6.37,0.2,,0.0,20,104,0.0,142.3,4606.1,4,b50g50
sc2.6,0.6,6.37,0.2,0.24,0.0,20,102,0.0,142.8,4519.4,4,b50g50
sc2.6,0.6,6.37,0.2,0.28,0.0,20,102,0.0,142.8,4519.4,4,b50g50
sc2.6,0.6,6.6,0.16,,0.0,31,220,0.0,141.3,3712.3,5,b50g50
sc2.6,0.6,6.6,0.16,0.24,0.0,31,217,0.0,141.6,3712.3,5,b50g50
sc2.6,0.6,6.6,0.16,0.28,0.0,31,217,0.0,141.6,3712.3,5,b50g50
sc2.6,0.6,6.6,0.18,,0.0,33,139,0.0,142.8,4781.4,5,b50g50
sc2.6,0.6,6.6,0.18,0.24,0.0,33,134,0.0,142.8,4781.4,5,b50g50
sc2.6,0.6,6.6,0.18,0.28,0.0,33,133,0.0,142.8,4781.4,5,b50g50
sc2.6,0.6,6.6,0.2,,0.0,36,117,0.0,143.1,4781.4,5,b50g50
sc2.6,0.6,6.6,0.2,0.24,0.0,36,115,0.0,143.1,4781.4,5,b50g50
sc2.6,0.6,6.6,0.2,0.28,0.0,36,115,0.0,143.1,4781.4,5,b50g50
sc2.6,0.45,5.0,0.16,,0.01,0,145,5.0,137.4,4224.4,0,bond100
sc2.6,0.45,5.0,0.16,0.24,0.01,0,139,5.0,137.4,4224.4,0,bond100
sc2.6,0.45,5.0,0.16,0.28,0.01,0,139,5.0,137.4,4224.4,0,bond100
sc2.6,0.45,5.0,0.18,,0.01,14,101,0.0,139.6,5294.2,2,bond100
sc2.6,0.45,5.0,0.18,0.24,0.01,14,100,0.0,139.6,5294.2,2,bond100
sc2.6,0.45,5.0,0.18,0.28,0.01,14,100,0.0,139.6,5294.2,2,bond100
sc2.6,0.45,5.0,0.2,,0.01,14,87,0.0,141.8,5294.2,2,bond100
sc2.6,0.45,5.0,0.2,0.24,0.01,14,87,0.0,141.8,5294.2,2,bond100
sc2.6,0.45,5.0,0.2,0.28,0.01,14,86,0.0,141.8,5294.2,2,bond100
sc2.6,0.45,5.5,0.16,,0.01,0,160,5.5,138.9,3211.5,0,bond100
sc2.6,0.45,5.5,0.16,0.24,0.01,0,153,5.5,138.9,3211.5,0,bond100
sc2.6,0.45,5.5,0.16,0.28,0.01,0,151,5.5,138.9,3211.5,0,bond100
sc2.6,0.45,5.5,0.18,,0.01,15,102,0.0,140.6,5277.9,2,bond100
sc2.6,0.45,5.5,0.18,0.24,0.01,15,101,0.0,140.6,5277.9,2,bond100
sc2.6,0.45,5.5,0.18,0.28,0.01,15,100,0.0,140.6,5277.9,2,bond100
sc2.6,0.45,5.5,0.2,,0.01,15,90,0.0,142.3,5294.2,2,bond100
sc2.6,0.45,5.5,0.2,0.24,0.01,15,90,0.0,142.3,5294.2,2,bond100
sc2.6,0.45,5.5,0.2,0.28,0.01,15,90,0.0,142.3,5294.2,2,bond100
sc2.6,0.45,6.0,0.16,,0.01,8,189,0.0,140.4,3101.2,1,bond100
sc2.6,0.45,6.0,0.16,0.24,0.01,8,181,0.0,140.4,3101.2,1,bond100
sc2.6,0.45,6.0,0.16,0.28,0.01,8,179,0.0,140.4,3101.2,1,bond100
sc2.6,0.45,6.0,0.18,,0.01,16,109,0.0,141.6,4663.3,2,bond100
sc2.6,0.45,6.0,0.18,0.24,0.01,16,109,0.0,141.6,4663.3,2,bond100
sc2.6,0.45,6.0,0.18,0.28,0.01,16,107,0.0,141.6,4663.3,2,bond100
