CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.237031,0.291375,0.241433,-5.434402,0.847675,-0.567114,0.125253,0.057440,-0.048997,84.905764,realistic
