CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.180790,0.189610,0.181608,-0.881978,0.844452,-0.345727,0.103656,0.048151,-0.018487,17.624117,scenarioD
