CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.253284,0.153455,0.243062,9.982886,0.549829,-0.619006,0.090882,0.052249,-0.067198,27.115499,realistic
