CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.247210,0.163742,0.238656,8.346878,0.582229,-0.541912,0.136725,0.082660,-0.048489,84.905764,realistic
