section,scenario,convention,config,seed,p_labor0,floor_M,term_real_med_M
2_floor_decay,Sb_run-5pp,lagged,,20260629,0.974,3.6,
2_floor_decay,Sb_run-5pp,lagged,,20260630,0.98,3.6,
2_floor_decay,Sb_run-5pp,lagged,,20260631,0.979,3.6,
2_floor_decay,Sb_run-5pp,lagged,,20260632,0.9775,3.6,
2_floor_decay,Sb_run-5pp,lagged,,20260633,0.9745,3.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260629,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260630,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260631,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260632,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260633,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260629,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260630,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260631,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260632,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260633,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260629,1.0,2.0,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260630,1.0,2.0,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260631,1.0,2.0,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260632,1.0,2.0,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260633,1.0,2.0,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260629,1.0,2.4,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260630,1.0,2.4,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260631,1.0,2.4,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260632,1.0,2.4,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260633,1.0,2.4,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260629,0.9995,2.8,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260630,1.0,2.8,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260631,0.9995,2.8,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260632,0.9995,2.8,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260633,0.9995,2.8,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260629,0.999,3.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260630,0.9995,3.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260631,0.999,3.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260632,0.9985,3.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260633,0.999,3.2,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260629,0.997,3.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260630,0.999,3.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260631,0.9975,3.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260632,0.9975,3.6,
2_floor_decay,Sc_run-2_bond-1,lookahead,,20260633,0.9965,3.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260629,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260630,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260631,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260632,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260633,1.0,1.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260629,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260630,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260631,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260632,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260633,1.0,1.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260629,1.0,2.0,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260630,1.0,2.0,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260631,0.9995,2.0,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260632,0.9995,2.0,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260633,0.9995,2.0,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260629,0.9995,2.4,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260630,1.0,2.4,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260631,0.999,2.4,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260632,0.9995,2.4,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260633,0.9985,2.4,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260629,0.9965,2.8,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260630,0.9985,2.8,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260631,0.998,2.8,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260632,0.998,2.8,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260633,0.9965,2.8,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260629,0.992,3.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260630,0.994,3.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260631,0.9935,3.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260632,0.992,3.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260633,0.9915,3.2,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260629,0.986,3.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260630,0.9875,3.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260631,0.983,3.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260632,0.9845,3.6,
2_floor_decay,Sc_run-2_bond-1,lagged,,20260633,0.9825,3.6,
3_worst10_front,,lookahead,FA1_F202020thr20,20260629,1.0,,3750.2
3_worst10_front,,lookahead,FA1_F202020thr20,20260630,1.0,,3963.1
3_worst10_front,,lookahead,FA1_F202020thr20,20260631,1.0,,3929.0
3_worst10_front,,lookahead,FA1_F202020thr20,20260632,1.0,,3989.0
3_worst10_front,,lookahead,FA1_F202020thr20,20260633,1.0,,3897.4
3_worst10_front,,lookahead,FA2_F202020thr26,20260629,1.0,,3893.1
3_worst10_front,,lookahead,FA2_F202020thr26,20260630,1.0,,4110.3
3_worst10_front,,lookahead,FA2_F202020thr26,20260631,1.0,,4074.9
3_worst10_front,,lookahead,FA2_F202020thr26,20260632,1.0,,4135.7
3_worst10_front,,lookahead,FA2_F202020thr26,20260633,1.0,,4048.8
3_worst10_front,,lookahead,NB0_noHOLD_thr20,20260629,1.0,,1792.0
3_worst10_front,,lookahead,NB0_noHOLD_thr20,20260630,1.0,,1905.9
3_worst10_front,,lookahead,NB0_noHOLD_thr20,20260631,1.0,,1905.4
3_worst10_front,,lookahead,NB0_noHOLD_thr20,20260632,1.0,,1913.2
3_worst10_front,,lookahead,NB0_noHOLD_thr20,20260633,1.0,,1854.3
3_worst10_front,,lookahead,NC1_hold_thr20,20260629,1.0,,1792.0
3_worst10_front,,lookahead,NC1_hold_thr20,20260630,1.0,,1905.9
3_worst10_front,,lookahead,NC1_hold_thr20,20260631,1.0,,1905.4
3_worst10_front,,lookahead,NC1_hold_thr20,20260632,1.0,,1913.2
3_worst10_front,,lookahead,NC1_hold_thr20,20260633,1.0,,1854.3
3_worst10_front,,lagged,FA1_F202020thr20,20260629,1.0,,3750.2
3_worst10_front,,lagged,FA1_F202020thr20,20260630,1.0,,3963.1
3_worst10_front,,lagged,FA1_F202020thr20,20260631,1.0,,3929.0
3_worst10_front,,lagged,FA1_F202020thr20,20260632,1.0,,3989.0
3_worst10_front,,lagged,FA1_F202020thr20,20260633,1.0,,3897.4
3_worst10_front,,lagged,FA2_F202020thr26,20260629,1.0,,3893.1
3_worst10_front,,lagged,FA2_F202020thr26,20260630,1.0,,4110.3
3_worst10_front,,lagged,FA2_F202020thr26,20260631,1.0,,4074.9
3_worst10_front,,lagged,FA2_F202020thr26,20260632,1.0,,4135.7
3_worst10_front,,lagged,FA2_F202020thr26,20260633,1.0,,4048.8
3_worst10_front,,lagged,NB0_noHOLD_thr20,20260629,1.0,,1792.0
3_worst10_front,,lagged,NB0_noHOLD_thr20,20260630,1.0,,1905.9
3_worst10_front,,lagged,NB0_noHOLD_thr20,20260631,1.0,,1905.4
3_worst10_front,,lagged,NB0_noHOLD_thr20,20260632,1.0,,1913.2
3_worst10_front,,lagged,NB0_noHOLD_thr20,20260633,1.0,,1854.3
3_worst10_front,,lagged,NC1_hold_thr20,20260629,1.0,,1792.0
3_worst10_front,,lagged,NC1_hold_thr20,20260630,1.0,,1905.9
3_worst10_front,,lagged,NC1_hold_thr20,20260631,1.0,,1905.4
3_worst10_front,,lagged,NC1_hold_thr20,20260632,1.0,,1913.2
3_worst10_front,,lagged,NC1_hold_thr20,20260633,1.0,,1854.3
4_c5_stress,,lookahead,C5_40M_FA1,20260629,0.997,,8567.3
4_c5_stress,,lookahead,C5_40M_FA1,20260630,0.999,,7855.6
4_c5_stress,,lookahead,C5_40M_FA1,20260631,0.9975,,7840.5
4_c5_stress,,lookahead,C5_40M_FA1,20260632,0.9975,,9123.1
4_c5_stress,,lookahead,C5_40M_FA1,20260633,0.997,,8574.9
4_c5_stress,,lookahead,C5_49M_hold,20260629,0.9435,,9275.2
4_c5_stress,,lookahead,C5_49M_hold,20260630,0.955,,9142.2
4_c5_stress,,lookahead,C5_49M_hold,20260631,0.951,,9263.5
4_c5_stress,,lookahead,C5_49M_hold,20260632,0.9495,,10703.6
4_c5_stress,,lookahead,C5_49M_hold,20260633,0.938,,9219.0
4_c5_stress,,lagged,C5_49M_noHOLD,20260629,0.9125,,8960.7
4_c5_stress,,lagged,C5_49M_noHOLD,20260630,0.934,,9049.3
4_c5_stress,,lagged,C5_49M_noHOLD,20260631,0.9255,,9036.3
4_c5_stress,,lagged,C5_49M_noHOLD,20260632,0.9285,,10460.0
4_c5_stress,,lagged,C5_49M_noHOLD,20260633,0.9095,,8916.8
4_c5_stress,,lookahead,C5_60M_hold,20260629,0.9745,,14956.7
4_c5_stress,,lookahead,C5_60M_hold,20260630,0.979,,14193.1
4_c5_stress,,lookahead,C5_60M_hold,20260631,0.9785,,14352.2
4_c5_stress,,lookahead,C5_60M_hold,20260632,0.979,,16628.7
4_c5_stress,,lookahead,C5_60M_hold,20260633,0.974,,14827.2
4_c5_stress,,lagged,C5_60M_noHOLD,20260629,0.959,,14719.4
4_c5_stress,,lagged,C5_60M_noHOLD,20260630,0.9675,,14133.1
4_c5_stress,,lagged,C5_60M_noHOLD,20260631,0.966,,14262.9
4_c5_stress,,lagged,C5_60M_noHOLD,20260632,0.9625,,16440.2
4_c5_stress,,lagged,C5_60M_noHOLD,20260633,0.952,,14509.0
