date,close
2013-11-26,4017.750000
2013-11-27,4044.750000
2013-11-29,4059.889893
2013-12-02,4045.260010
2013-12-03,4037.199951
2013-12-04,4038.000000
2013-12-05,4033.169922
2013-12-06,4062.520020
2013-12-09,4068.750000
2013-12-10,4060.489990
2013-12-11,4003.810059
2013-12-12,3998.399902
2013-12-13,4000.979980
2013-12-16,4029.520020
2013-12-17,4023.679932
2013-12-18,4070.060059
2013-12-19,4058.139893
2013-12-20,4104.740234
2013-12-23,4148.899902
2013-12-24,4155.419922
2013-12-26,4167.180176
2013-12-27,4156.589844
2013-12-30,4154.200195
2013-12-31,4176.589844
2014-01-02,4143.069824
2014-01-03,4131.910156
2014-01-06,4113.680176
2014-01-07,4153.180176
2014-01-08,4165.609863
2014-01-09,4156.189941
2014-01-10,4174.669922
2014-01-13,4113.299805
2014-01-14,4183.020020
2014-01-15,4214.879883
2014-01-16,4218.689941
2014-01-17,4197.580078
2014-01-21,4225.759766
2014-01-22,4243.000000
2014-01-23,4218.879883
2014-01-24,4128.169922
2014-01-27,4083.610107
2014-01-28,4097.959961
2014-01-29,4051.429932
2014-01-30,4123.129883
2014-01-31,4103.879883
2014-02-03,3996.959961
2014-02-04,4031.520020
2014-02-05,4011.550049
2014-02-06,4057.120117
2014-02-07,4125.859863
2014-02-10,4148.169922
2014-02-11,4191.049805
2014-02-12,4201.290039
2014-02-13,4240.669922
2014-02-14,4244.020020
2014-02-18,4272.779785
2014-02-19,4237.950195
2014-02-20,4267.549805
2014-02-21,4263.410156
2014-02-24,4292.970215
2014-02-25,4287.589844
2014-02-26,4292.060059
2014-02-27,4318.930176
2014-02-28,4308.120117
2014-03-03,4277.299805
2014-03-04,4351.970215
2014-03-05,4357.970215
2014-03-06,4352.129883
2014-03-07,4336.220215
2014-03-10,4334.450195
2014-03-11,4307.189941
2014-03-12,4323.330078
2014-03-13,4260.419922
2014-03-14,4245.399902
2014-03-17,4279.950195
2014-03-18,4333.310059
2014-03-19,4307.600098
2014-03-20,4319.290039
2014-03-21,4276.790039
2014-03-24,4226.390137
2014-03-25,4234.270020
2014-03-26,4173.580078
2014-03-27,4151.229980
2014-03-28,4155.759766
2014-03-31,4198.990234
2014-04-01,4268.040039
2014-04-02,4276.459961
2014-04-03,4237.740234
2014-04-04,4127.729980
2014-04-07,4079.750000
2014-04-08,4112.990234
2014-04-09,4183.899902
2014-04-10,4054.110107
2014-04-11,3999.729980
2014-04-14,4022.689941
2014-04-15,4034.159912
2014-04-16,4086.229980
2014-04-17,4095.520020
2014-04-21,4121.549805
2014-04-22,4161.459961
2014-04-23,4126.970215
2014-04-24,4148.339844
2014-04-25,4075.560059
2014-04-28,4074.399902
2014-04-29,4103.540039
2014-04-30,4114.560059
2014-05-01,4127.450195
2014-05-02,4123.899902
2014-05-05,4138.060059
2014-05-06,4080.760010
2014-05-07,4067.669922
2014-05-08,4051.500000
2014-05-09,4071.870117
2014-05-12,4143.859863
2014-05-13,4130.169922
2014-05-14,4100.629883
2014-05-15,4069.290039
2014-05-16,4090.590088
2014-05-19,4125.810059
2014-05-20,4096.890137
2014-05-21,4131.540039
2014-05-22,4154.339844
2014-05-23,4185.810059
2014-05-27,4237.069824
2014-05-28,4225.080078
2014-05-29,4247.950195
2014-05-30,4242.620117
2014-06-02,4237.200195
2014-06-03,4234.080078
2014-06-04,4251.640137
2014-06-05,4296.229980
2014-06-06,4321.399902
2014-06-09,4336.240234
2014-06-10,4338.000000
2014-06-11,4331.930176
2014-06-12,4297.629883
2014-06-13,4310.649902
2014-06-16,4321.100098
2014-06-17,4337.229980
2014-06-18,4362.839844
2014-06-19,4359.330078
2014-06-20,4368.040039
2014-06-23,4368.680176
2014-06-24,4350.350098
2014-06-25,4379.759766
2014-06-26,4379.049805
2014-06-27,4397.930176
2014-06-30,4408.180176
2014-07-01,4458.649902
2014-07-02,4457.729980
2014-07-03,4485.930176
2014-07-07,4451.529785
2014-07-08,4391.459961
2014-07-09,4419.029785
2014-07-10,4396.200195
2014-07-11,4415.490234
2014-07-14,4440.419922
2014-07-15,4416.390137
2014-07-16,4425.970215
2014-07-17,4363.450195
2014-07-18,4432.149902
2014-07-21,4424.700195
2014-07-22,4456.020020
2014-07-23,4473.700195
2014-07-24,4472.109863
2014-07-25,4449.560059
2014-07-28,4444.910156
2014-07-29,4442.700195
2014-07-30,4462.899902
2014-07-31,4369.770020
2014-08-01,4352.640137
2014-08-04,4383.890137
2014-08-05,4352.839844
2014-08-06,4355.049805
2014-08-07,4334.970215
2014-08-08,4370.899902
2014-08-11,4401.330078
2014-08-12,4389.250000
2014-08-13,4434.129883
2014-08-14,4453.000000
2014-08-15,4464.930176
2014-08-18,4508.310059
2014-08-19,4527.509766
2014-08-20,4526.479980
2014-08-21,4532.100098
2014-08-22,4538.549805
2014-08-25,4557.350098
2014-08-26,4570.640137
2014-08-27,4569.620117
2014-08-28,4557.700195
2014-08-29,4580.270020
2014-09-02,4598.189941
2014-09-03,4572.560059
2014-09-04,4562.290039
2014-09-05,4582.899902
2014-09-08,4592.290039
2014-09-09,4552.290039
2014-09-10,4586.520020
2014-09-11,4591.810059
2014-09-12,4567.600098
2014-09-15,4518.899902
2014-09-16,4552.759766
2014-09-17,4562.189941
2014-09-18,4593.430176
2014-09-19,4579.790039
2014-09-22,4527.689941
2014-09-23,4508.689941
2014-09-24,4555.220215
2014-09-25,4466.750000
2014-09-26,4512.189941
2014-09-29,4505.850098
2014-09-30,4493.390137
2014-10-01,4422.089844
2014-10-02,4430.200195
2014-10-03,4475.620117
2014-10-06,4454.799805
2014-10-07,4385.200195
2014-10-08,4468.589844
2014-10-09,4378.339844
2014-10-10,4276.240234
2014-10-13,4213.660156
2014-10-14,4227.169922
2014-10-15,4215.319824
2014-10-16,4217.390137
2014-10-17,4258.439941
2014-10-20,4316.069824
2014-10-21,4419.479980
2014-10-22,4382.850098
2014-10-23,4452.790039
2014-10-24,4483.720215
2014-10-27,4485.930176
2014-10-28,4564.290039
2014-10-29,4549.229980
2014-10-30,4566.140137
2014-10-31,4630.740234
2014-11-03,4638.910156
2014-11-04,4623.640137
2014-11-05,4620.720215
2014-11-06,4638.470215
2014-11-07,4632.529785
2014-11-10,4651.620117
2014-11-11,4660.560059
2014-11-12,4675.140137
2014-11-13,4680.140137
2014-11-14,4688.540039
2014-11-17,4671.000000
2014-11-18,4702.439941
2014-11-19,4675.709961
2014-11-20,4701.870117
2014-11-21,4712.970215
2014-11-24,4754.890137
2014-11-25,4758.250000
2014-11-26,4787.319824
2014-11-28,4791.629883
2014-12-01,4727.350098
2014-12-02,4755.810059
2014-12-03,4774.470215
2014-12-04,4769.439941
2014-12-05,4780.759766
2014-12-08,4740.689941
2014-12-09,4766.470215
2014-12-10,4684.020020
2014-12-11,4708.160156
2014-12-12,4653.600098
2014-12-15,4605.160156
2014-12-16,4547.830078
2014-12-17,4644.310059
2014-12-18,4748.399902
2014-12-19,4765.379883
2014-12-22,4781.419922
2014-12-23,4765.419922
2014-12-24,4773.470215
2014-12-26,4806.859863
2014-12-29,4806.910156
2014-12-30,4777.439941
2014-12-31,4736.049805
2015-01-02,4726.810059
2015-01-05,4652.569824
2015-01-06,4592.740234
2015-01-07,4650.470215
2015-01-08,4736.189941
2015-01-09,4704.069824
2015-01-12,4664.709961
2015-01-13,4661.500000
2015-01-14,4639.319824
2015-01-15,4570.819824
2015-01-16,4634.379883
2015-01-20,4654.850098
2015-01-21,4667.419922
2015-01-22,4750.399902
2015-01-23,4757.879883
2015-01-26,4771.759766
2015-01-27,4681.500000
2015-01-28,4637.990234
2015-01-29,4683.410156
2015-01-30,4635.240234
2015-02-02,4676.689941
2015-02-03,4727.740234
2015-02-04,4716.700195
2015-02-05,4765.100098
2015-02-06,4744.399902
2015-02-09,4726.009766
2015-02-10,4787.640137
2015-02-11,4801.180176
2015-02-12,4857.609863
2015-02-13,4893.839844
2015-02-17,4899.270020
2015-02-18,4906.359863
2015-02-19,4924.700195
2015-02-20,4955.970215
2015-02-23,4960.970215
2015-02-24,4968.120117
2015-02-25,4967.140137
2015-02-26,4987.890137
2015-02-27,4963.529785
2015-03-02,5008.100098
2015-03-03,4979.899902
2015-03-04,4967.140137
2015-03-05,4982.810059
2015-03-06,4927.370117
2015-03-09,4942.439941
2015-03-10,4859.790039
2015-03-11,4849.939941
2015-03-12,4893.290039
2015-03-13,4871.759766
2015-03-16,4929.509766
2015-03-17,4937.430176
2015-03-18,4982.830078
2015-03-19,4992.379883
2015-03-20,5026.419922
2015-03-23,5010.970215
2015-03-24,4994.729980
2015-03-25,4876.520020
2015-03-26,4863.359863
2015-03-27,4891.220215
2015-03-30,4947.439941
2015-03-31,4900.879883
2015-04-01,4880.229980
2015-04-02,4886.939941
2015-04-06,4917.319824
2015-04-07,4910.229980
2015-04-08,4950.819824
2015-04-09,4974.560059
2015-04-10,4995.979980
2015-04-13,4988.250000
2015-04-14,4977.290039
2015-04-15,5011.020020
2015-04-16,5007.790039
2015-04-17,4931.810059
2015-04-20,4994.600098
2015-04-21,5014.100098
2015-04-22,5035.169922
2015-04-23,5056.060059
2015-04-24,5092.080078
2015-04-27,5060.250000
2015-04-28,5055.419922
2015-04-29,5023.640137
2015-04-30,4941.419922
2015-05-01,5005.390137
2015-05-04,5016.930176
2015-05-05,4939.330078
2015-05-06,4919.640137
2015-05-07,4945.540039
2015-05-08,5003.549805
2015-05-11,4993.569824
2015-05-12,4976.189941
2015-05-13,4981.689941
2015-05-14,5050.799805
2015-05-15,5048.290039
2015-05-18,5078.439941
2015-05-19,5070.029785
2015-05-20,5071.740234
2015-05-21,5090.790039
2015-05-22,5089.359863
2015-05-26,5032.750000
2015-05-27,5106.589844
2015-05-28,5097.979980
2015-05-29,5070.029785
2015-06-01,5082.930176
2015-06-02,5076.520020
2015-06-03,5099.229980
2015-06-04,5059.120117
2015-06-05,5068.459961
2015-06-08,5021.629883
2015-06-09,5013.870117
