label,lev_scale,v7_map,s0_min9_at,s0_MaxDD_FULL,s0_W10Y_star_at,s0_Worst5Y_at,s0_VETO,CAGR_IS_at,CAGR_OOS_at,min9_at,IS_OOS_gap_pp,Sharpe_OOS,Sharpe_FULL,MaxDD_FULL,Worst10Y_at,P10_5Y_at,Worst5Y_at,Trades_yr,Worst1D,Worst1D_date,wfa_WFE,wfa_CI95_lo,wfa_t_p,cpcv_p10_at,cpcv_worst_at,cpcv_med_at,regime_min_at,mm_v7_P_min,mm_v7_CI95_min,mm_v7_P_maxdd,mm_v7_CI95_dd,mm_v7_P_w10y,mm_v7_CI95_w10y,mm_v7_P_sharpe,mm_v7_CI95_shp,mm_b3a_P_min,mm_b3a_CI95_min,mm_b3a_P_maxdd,mm_b3a_CI95_dd,mm_b3a_P_w10y,mm_b3a_CI95_w10y,mm_b3a_P_sharpe,mm_b3a_CI95_shp,s1_veto_maxdd,s1_veto_wfe,s1_veto_w10y,s1_veto_reg,VETO_s1,regime_trend_bull,regime_trend_bear,regime_vol_calm,regime_vol_highvol,regime_rate_rate_up,regime_rate_rate_down
Bext_str_sc1.35,1.350000,strong,0.238321,-0.450414,0.174340,0.003281,0,0.267727,0.238321,0.238321,3.554400,0.881900,1.078800,-0.450414,0.174340,0.089596,0.003281,35.230000,-0.187050,2016-06-24,0.944872,0.265492,0.000000,0.177175,0.126695,0.260344,-0.053964,0.887500,-3.930500,0.007800,-22.269600,0.906000,-1.976800,0.519600,-0.227900,0.849900,-2.020900,0.000000,-10.910400,0.657100,-1.716800,0.176600,-0.071100,0,0,0,0,0,0.418691,-0.053964,0.220970,0.306576,0.214135,0.307554
Bext_str_sc1.40,1.400000,strong,0.243414,-0.464781,0.178682,0.002234,0,0.274877,0.243414,0.243414,3.803000,0.877300,1.073600,-0.464781,0.178682,0.090545,0.002234,35.230000,-0.194465,2016-06-24,0.935630,0.273458,0.000000,0.180527,0.128440,0.266374,-0.058589,0.884800,-4.257600,0.004800,-23.769500,0.898300,-2.236600,0.503500,-0.231000,0.844500,-2.442500,0.000000,-12.815800,0.647100,-2.078500,0.157100,-0.081200,0,0,0,0,0,0.432667,-0.058589,0.226875,0.314696,0.219558,0.316071
Bext_str_sc1.50,1.500000,strong,0.253111,-0.492692,0.186984,-0.000209,0,0.288932,0.253111,0.253111,4.329900,0.868700,1.064100,-0.492692,0.186984,0.092045,-0.000209,35.230000,-0.209294,2016-06-24,0.916845,0.289364,0.000000,0.186914,0.131645,0.277899,-0.067842,0.876900,-4.936700,0.001200,-26.672500,0.875600,-2.865800,0.474400,-0.237300,0.836400,-3.349000,0.000000,-16.466500,0.624600,-2.840900,0.129800,-0.100600,0,0,0,0,0,0.460496,-0.067842,0.238455,0.330628,0.230108,0.332863
Bext_str_sc1.60,1.600000,strong,0.262127,-0.519521,0.193613,-0.003115,1,0.302649,0.262127,0.262127,4.898000,0.861000,1.055400,-0.519521,0.193613,0.093090,-0.003115,35.230000,-0.224123,2016-06-24,0.897643,0.305225,0.000000,0.192869,0.134468,0.288854,-0.077096,0.868900,-5.673700,0.000100,-29.432300,0.853500,-3.551500,0.449200,-0.245900,0.828100,-4.307100,0.000000,-19.825100,0.599900,-3.646800,0.115200,-0.117300,1,0,0,0,1,0.488126,-0.077096,0.249722,0.346126,0.240253,0.349312
