CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.162332,0.176551,0.163648,-1.421959,0.873449,-0.288589,0.103375,0.048210,-0.003950,31.229706,realistic
