CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.166706,0.181044,0.168034,-1.433767,0.891442,-0.287403,0.107500,0.052125,-0.000159,31.229706,scenarioD
