CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.178064,0.186798,0.178875,-0.873310,0.834576,-0.346361,0.101135,0.045580,-0.020793,17.624117,realistic
