CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.257742,0.154442,0.247152,10.329998,0.547872,-0.638403,0.092622,0.047186,-0.103407,104.692232,realistic
