glide,single,reserve_mode,run_M,res_M,bucket_y,draw,thr_M,labor,starts,saved88,ruin,termMed,floor
none,sc2.0,bond,18,22.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,22.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,22.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,22.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,14.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,14.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,14.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,14.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,14.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,14.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,18,7.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,18,7.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,18,7.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,18,7.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,18,7.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,18,7.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,16,24.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,24.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,24.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,24.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,24.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,24.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,16.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,16.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,16.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,16.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,16.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,16.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,16,9.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,16,9.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,16,9.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,16,9.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,16,9.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,16,9.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,22,18.000,0,run_first,20.000,12,1,0,1,4346.053,0.000
none,sc2.0,bond,22,18.000,0,run_first,22.000,12,1,0,1,5144.606,0.000
none,sc2.0,bond,22,18.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,22,18.000,0,reserve_first_on_down,20.000,29,4,0,4,3406.589,0.000
none,sc2.0,bond,22,18.000,0,reserve_first_on_down,22.000,21,3,0,3,4126.598,0.000
none,sc2.0,bond,22,18.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,22,10.800,1,run_first,20.000,26,3,0,3,3893.436,0.000
none,sc2.0,bond,22,10.800,1,run_first,22.000,18,2,0,2,4215.750,0.000
none,sc2.0,bond,22,10.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,22,10.800,1,reserve_first_on_down,20.000,26,3,0,3,4694.845,0.000
none,sc2.0,bond,22,10.800,1,reserve_first_on_down,22.000,18,2,0,2,4838.734,0.000
none,sc2.0,bond,22,10.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,22,3.600,2,run_first,20.000,23,2,0,2,5115.765,0.000
none,sc2.0,bond,22,3.600,2,run_first,22.000,23,2,0,2,5182.508,0.000
none,sc2.0,bond,22,3.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,22,3.600,2,reserve_first_on_down,20.000,23,2,0,2,5319.818,0.000
none,sc2.0,bond,22,3.600,2,reserve_first_on_down,22.000,23,2,0,2,5319.818,0.000
none,sc2.0,bond,22,3.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,19,21.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,21.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,21.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,21.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,21.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,21.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,13.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,13.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,13.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,13.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,13.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,13.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,bond,19,6.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,19,6.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,19,6.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,19,6.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,19,6.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,bond,19,6.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,20,20.000,0,run_first,20.000,12,1,0,1,5003.184,0.000
none,sc2.0,sofr,20,20.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,20.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,20.000,0,reserve_first_on_down,20.000,22,2,0,2,4442.714,0.000
none,sc2.0,sofr,20,20.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,20.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,12.800,1,run_first,20.000,22,2,0,2,3691.504,0.000
none,sc2.0,sofr,20,12.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,12.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,12.800,1,reserve_first_on_down,20.000,22,2,0,2,5149.616,0.000
none,sc2.0,sofr,20,12.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,12.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,20,5.600,2,run_first,20.000,24,3,0,3,5198.859,0.000
none,sc2.0,sofr,20,5.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,20,5.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,20,5.600,2,reserve_first_on_down,20.000,24,3,0,3,5512.326,0.000
none,sc2.0,sofr,20,5.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,20,5.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,18,22.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,22.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,22.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,22.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,22.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,22.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,14.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,14.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,14.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,14.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,14.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,14.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,18,7.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,18,7.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,18,7.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,18,7.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,18,7.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,18,7.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,16,24.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,24.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,24.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,24.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,24.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,24.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,16.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,16.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,16.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,16.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,16.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,16.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,16,9.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,16,9.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,16,9.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,16,9.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,16,9.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,16,9.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,22,18.000,0,run_first,20.000,14,2,0,2,4066.758,0.000
none,sc2.0,sofr,22,18.000,0,run_first,22.000,14,2,0,2,5375.166,0.000
none,sc2.0,sofr,22,18.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,22,18.000,0,reserve_first_on_down,20.000,32,4,0,4,3136.949,0.000
none,sc2.0,sofr,22,18.000,0,reserve_first_on_down,22.000,26,3,0,3,4052.831,0.000
none,sc2.0,sofr,22,18.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,22,10.800,1,run_first,20.000,31,3,0,3,3707.422,0.000
none,sc2.0,sofr,22,10.800,1,run_first,22.000,26,3,0,3,4419.869,0.000
none,sc2.0,sofr,22,10.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,22,10.800,1,reserve_first_on_down,20.000,32,4,0,4,5232.118,0.000
none,sc2.0,sofr,22,10.800,1,reserve_first_on_down,22.000,26,3,0,3,5977.961,0.000
none,sc2.0,sofr,22,10.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,22,3.600,2,run_first,20.000,26,3,0,3,5144.169,0.000
none,sc2.0,sofr,22,3.600,2,run_first,22.000,28,3,0,3,5799.275,0.000
none,sc2.0,sofr,22,3.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,22,3.600,2,reserve_first_on_down,20.000,26,3,0,3,5308.442,0.000
none,sc2.0,sofr,22,3.600,2,reserve_first_on_down,22.000,28,3,0,3,6004.557,0.000
none,sc2.0,sofr,22,3.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,19,21.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,21.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,21.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,21.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,21.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,21.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,13.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,13.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,13.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,13.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,13.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,13.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,sofr,19,6.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,19,6.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,19,6.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,19,6.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,19,6.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,sofr,19,6.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,20,20.000,0,run_first,20.000,25,3,0,3,4830.396,0.000
none,sc2.0,cash,20,20.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,20.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,20.000,0,reserve_first_on_down,20.000,42,5,0,5,5195.652,0.000
none,sc2.0,cash,20,20.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,20.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,12.800,1,run_first,20.000,25,3,0,3,3068.233,0.000
none,sc2.0,cash,20,12.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,12.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,12.800,1,reserve_first_on_down,20.000,25,3,0,3,5172.994,0.000
none,sc2.0,cash,20,12.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,12.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,20,5.600,2,run_first,20.000,25,3,0,3,5192.652,0.000
none,sc2.0,cash,20,5.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,20,5.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,20,5.600,2,reserve_first_on_down,20.000,25,3,0,3,5373.398,0.000
none,sc2.0,cash,20,5.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,20,5.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,18,22.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,22.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,22.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,22.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,22.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,22.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,14.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,14.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,14.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,14.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,14.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,14.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,18,7.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,18,7.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,18,7.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,18,7.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,18,7.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,18,7.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,16,24.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,24.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,24.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,24.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,24.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,24.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,16.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,16.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,16.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,16.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,16.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,16.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,16,9.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,16,9.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,16,9.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,16,9.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,16,9.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,16,9.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,22,18.000,0,run_first,20.000,21,2,0,2,3750.382,0.000
none,sc2.0,cash,22,18.000,0,run_first,22.000,21,2,0,2,5288.524,0.000
none,sc2.0,cash,22,18.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,22,18.000,0,reserve_first_on_down,20.000,46,5,0,5,2917.347,0.000
none,sc2.0,cash,22,18.000,0,reserve_first_on_down,22.000,38,4,0,4,4457.705,0.000
none,sc2.0,cash,22,18.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,22,10.800,1,run_first,20.000,35,4,0,4,3588.944,0.000
none,sc2.0,cash,22,10.800,1,run_first,22.000,28,3,0,3,4398.904,0.000
none,sc2.0,cash,22,10.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,22,10.800,1,reserve_first_on_down,20.000,36,4,0,4,4915.191,0.000
none,sc2.0,cash,22,10.800,1,reserve_first_on_down,22.000,28,3,0,3,5763.567,0.000
none,sc2.0,cash,22,10.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,22,3.600,2,run_first,20.000,28,3,0,3,5142.165,0.000
none,sc2.0,cash,22,3.600,2,run_first,22.000,28,3,0,3,5795.661,0.000
none,sc2.0,cash,22,3.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,22,3.600,2,reserve_first_on_down,20.000,28,3,0,3,5274.899,0.000
none,sc2.0,cash,22,3.600,2,reserve_first_on_down,22.000,28,3,0,3,5956.471,0.000
none,sc2.0,cash,22,3.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,19,21.000,0,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,21.000,0,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,21.000,0,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,21.000,0,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,21.000,0,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,21.000,0,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,13.800,1,run_first,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,13.800,1,run_first,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,13.800,1,run_first,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,13.800,1,reserve_first_on_down,20.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,13.800,1,reserve_first_on_down,22.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,13.800,1,reserve_first_on_down,25.000,34,3,0,3,8299.043,0.000
none,sc2.0,cash,19,6.600,2,run_first,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,19,6.600,2,run_first,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,19,6.600,2,run_first,25.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,19,6.600,2,reserve_first_on_down,20.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,19,6.600,2,reserve_first_on_down,22.000,31,3,0,3,7619.452,0.000
none,sc2.0,cash,19,6.600,2,reserve_first_on_down,25.000,31,3,0,3,7619.452,0.000
none,sc2.4,bond,20,20.000,0,run_first,20.000,10,1,0,1,10901.966,0.000
none,sc2.4,bond,20,20.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,20.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,20.000,0,reserve_first_on_down,20.000,13,1,0,1,8970.638,0.000
none,sc2.4,bond,20,20.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,20.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,12.800,1,run_first,20.000,13,1,0,1,11147.261,0.000
none,sc2.4,bond,20,12.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,12.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,12.800,1,reserve_first_on_down,20.000,13,1,0,1,12131.848,0.000
none,sc2.4,bond,20,12.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,12.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,20,5.600,2,run_first,20.000,16,2,0,2,14592.586,0.000
none,sc2.4,bond,20,5.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,20,5.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,20,5.600,2,reserve_first_on_down,20.000,16,2,0,2,14592.586,0.000
none,sc2.4,bond,20,5.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,20,5.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,18,22.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,22.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,22.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,22.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,22.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,22.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,14.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,14.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,14.800,1,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,14.800,1,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,14.800,1,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,14.800,1,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,18,7.600,2,run_first,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,18,7.600,2,run_first,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,18,7.600,2,run_first,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,18,7.600,2,reserve_first_on_down,20.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,18,7.600,2,reserve_first_on_down,22.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,18,7.600,2,reserve_first_on_down,25.000,31,3,0,3,17524.341,0.000
none,sc2.4,bond,16,24.000,0,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,24.000,0,run_first,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,24.000,0,run_first,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,24.000,0,reserve_first_on_down,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,24.000,0,reserve_first_on_down,22.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,24.000,0,reserve_first_on_down,25.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,16.800,1,run_first,20.000,36,3,0,3,18766.983,0.000
none,sc2.4,bond,16,16.800,1,run_first,22.000,36,3,0,3,18766.983,0.000
