label,CAGR_IS_at,CAGR_OOS_at,CAGR_FULL_at,IS_OOS_gap_pp,Sharpe_FULL,MaxDD,Worst1D,Worst1D_date,Worst10Y_at,Worst5Y_at,P10_5Y_at,Trades_yr
P09_STR_S1.4,0.27487653438236803,0.24341439208769897,0.27198251243624655,3.8029907282326914,1.0736387522695279,-0.46478105729224395,-0.19446451091678352,2016-06-24,0.1786820948612956,0.002233982688616242,0.09054535385188192,35.22909864074721
P09_STR_S1.6,0.30264864162326194,0.2621271841955305,0.29888885824581035,4.8980366768683,1.0554200146669859,-0.5195206983694407,-0.2241231147265601,2016-06-24,0.19361256225295922,-0.0031149825423872203,0.09308976740342295,35.22909864074721
B1_STR_S1.4,0.24687853883743038,0.20745915856117572,0.24321787638545775,4.764822951318104,1.0845141488570955,-0.39194731900471,-0.15027534212757887,2016-06-24,0.1310297119783926,-0.007687452006138656,0.08150056613770447,35.22909864074721
B1_STR_S2.0,0.2971633440621725,0.24067776569804983,0.2918558980473528,6.827701965928035,1.0856766233348767,-0.47076566763718364,-0.2105535802581755,2020-06-11,0.130826228788532,-0.01634022397091332,0.09202953395099775,35.22909864074721
A0_P09C1,0.1988383106070749,0.17767178964924063,0.19691769520604727,2.5585060990975794,1.1280167611724512,-0.34987921443897807,-0.13818362426119146,2000-01-04,0.114915778717598,-0.005808714222779608,0.07017765899206764,29.201306097653582
A7,0.1932924280507332,0.16605180170476797,0.19079337087315193,3.2927144138722664,1.1362929226100986,-0.2824617555071811,-0.10273289138637975,2000-01-04,0.10862809307382706,-0.008725233363406606,0.07040272468809158,29.201306097653582
