CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.185893,0.192257,0.186484,-0.636353,0.840365,-0.345727,0.110188,0.052199,-0.008631,25.201914,scenarioD
