CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.237242,0.294419,0.241892,-5.717686,0.853356,-0.567229,0.124965,0.057869,-0.047463,84.905764,scenarioD
