claim,b1_scale,cut,cf_scale,b1_CAGR_OOS_pct,cf_CAGR_OOS_pct,cagr_gap_pp,maxdd_gap_pp,b1_MaxDD_pct,cf_MaxDD_pct,b1_beats_cf,b1_Worst5Y_pct,cf_Worst5Y_pct,b1_P10_5Y_pct,cf_P10_5Y_pct,window,brake_maxdd_pct,twin_maxdd_pct,dd_edge_pp,brake_shallower,n_windows,n_shallower,n_deeper,binom_p_onesided,mean_dd_edge_pp,a7_tpy,b1_tpy,a7_MaxDD_pct,a7_avg_lev,b1_avg_lev,a7_CAGR_OOS_pct,b1_deeper,scale,MaxDD_pct,CAGR_OOS_pct,Worst1D_pct,crossing_scale,worst_day_pct,MaxDD_stress_pct,daily,stress_3day,stress_gap15x
1_equal_risk,1.4,eqvol,1.2156005859374999,20.745915856117573,22.382802717216325,-1.6368868610987546,1.8460464873928828,-39.194731900471005,-41.04077838786389,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.4,eqMaxDD,1.155615234375,20.745915856117573,21.699308579474188,-0.9533927233566164,-0.005415435777611499,-39.194731900471005,-39.18931646469339,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.4,eqAvgLev,1.24518886546427,20.745915856117573,22.711838870599866,-1.9659230144822932,2.7442473818444,-39.194731900471005,-41.9389792823154,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_tail_eqvol,1.4,eqvol_tail,,,,,,,,,-0.7687452006138656,0.5521011139086811,8.150056613770447,8.623628436818601,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.6,eqvol,1.3164550781250002,22.3027034164465,23.481137663454476,-1.1784342470079756,1.4418912183768118,-42.61991162065753,-44.06180283903435,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.6,eqMaxDD,1.26767578125,22.3027034164465,22.958008816992912,-0.6553054005464104,-0.00496493477404325,-42.61991162065753,-42.614946685883496,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.6,eqAvgLev,1.3447835843601919,22.3027034164465,23.778042000630506,-1.475338584184005,2.2699501470519357,-42.61991162065753,-44.88986176770947,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_tail_eqvol,1.6,eqvol_tail,,,,,,,,,-1.0348742872272123,0.39189333095673823,8.56682524737579,8.873833890026601,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.8,eqvol,1.406103515625,23.237803464856103,24.40250600785588,-1.1647025429997764,1.4962985636334136,-45.15530589651977,-46.65160446015319,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.8,eqMaxDD,1.3540283203125,23.237803464856103,23.873740076740173,-0.6359366118840665,0.002841666181119251,-45.15530589651977,-45.15814756270089,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,1.8,eqAvgLev,1.42780112136845,23.237803464856103,24.61764244822091,-1.3798389833648033,2.1097491902942744,-45.15530589651977,-47.265055086814044,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_tail_eqvol,1.8,eqvol_tail,,,,,,,,,-1.6495928452369562,0.2098128474941161,8.77283940470964,9.062615693966718,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,2.0,eqvol,1.4898193359374998,24.067776569804984,25.21549507598196,-1.1477185061769757,1.9134361129832134,-47.07656676371836,-48.990002876701574,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,2.0,eqMaxDD,1.4212646484375,24.067776569804984,24.553153056815535,-0.4853764870105526,0.004234189859830817,-47.07656676371836,-47.0808009535782,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_equal_risk,2.0,eqAvgLev,1.4996673302557364,24.067776569804984,25.30801934708707,-1.2402427772820857,2.1835331652198198,-47.07656676371836,-49.26009992893818,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_tail_eqvol,2.0,eqvol_tail,,,,,,,,,-1.634022397091332,0.006071576113053436,9.202953395099774,9.19682628433776,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_crisis_window,,,,,,,,,,,,,,,dotcom_2000,-6.128818528270874,-6.128818528270874,0.0,False,,,,,,,,,,,,,,,,,,,,,,
1_crisis_window,,,,,,,,,,,,,,,gfc_2008,-17.020908793259736,-14.61983654606187,-2.4010722471978663,False,,,,,,,,,,,,,,,,,,,,,,
1_crisis_window,,,,,,,,,,,,,,,covid_2020,-13.197319790579742,-13.197319790579742,0.0,False,,,,,,,,,,,,,,,,,,,,,,
1_crisis_window,,,,,,,,,,,,,,,bear_2022,-10.498504916011065,-10.498504916011065,0.0,False,,,,,,,,,,,,,,,,,,,,,,
1_crisis_window,,,,,,,,,,,,,,,tri_2015,-39.569031037743926,-35.65691704519652,-3.9121139925474058,False,,,,,,,,,,,,,,,,,,,,,,
1_crisis_signtest,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,1.0,-1.2626372479490544,,,,,,,,,,,,,,,,,
2_turnover,,,,,,,,-32.93923580319357,,,,,,,,,,,,,,,,,29.201306097653582,35.22909864074721,-28.24617555071811,,,,,,,,,,,,,,
2_eqavglev,1.00400390625,,,18.1325555097594,,,,-33.02496719002217,,,,,,,,,,,,,,,,,,,-28.24617555071811,0.9787780113766855,0.9787502880919847,16.605180170476796,True,,,,,,,,,,
2_eqcagr,0.8036132812499999,,,16.60138022884634,,,,-27.51754658378569,,,,,,,,,,,,,,,,,,,-28.24617555071811,,,16.605180170476796,False,,,,,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,-43.57668732027029,23.306329736963608,-17.963520901189554,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,-43.87186333041279,23.41276504272443,-18.11181392023844,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,-44.16591184045738,23.518574135612106,-18.26010693928731,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,-44.45884891329751,23.623752626628725,-18.408399958336197,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,-44.750665783327705,23.72830046896014,-18.55669297738508,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,-45.04136019344597,23.832106922012738,-18.704985996433955,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,-45.33094149370513,23.935264701361145,-18.853279015482837,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,-45.61940343270487,24.037775191881167,-19.001572034531723,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,-45.906747737439616,24.139638235926327,-19.149865053580605,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,-46.19298354531347,24.240861073982835,-19.29815807262948,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,-46.478105729224396,24.341439208769895,-19.44645109167835,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,-46.762153789849826,24.441364988313914,-19.594744110727248,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,-47.04509756779976,24.540643909257255,-19.74303712977613,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,-47.32693200427077,24.63927436061552,-19.891330148825016,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,-47.607658913469876,24.737251552226798,-20.039623167873888,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,-47.88728700637542,24.834575400470282,-20.187916186922784,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,-48.165841666095425,24.931236395043378,-20.336209205971656,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,-48.44329391877883,25.02723621316888,-20.48450222502054,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,-48.71965086017273,25.122566055741274,-20.632795244069424,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,-48.99496745869616,25.21719842110306,-20.781088263118306,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,-49.269205364289604,25.311133516888983,-20.929381282167192,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,-49.54234754550125,25.404399352887907,-21.077674301216078,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,-49.81439592946783,25.496983092604435,-21.22596732026496,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,-50.08535245593786,25.588820435810337,-21.374260339313842,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,-50.35521907715359,25.679984486714545,-21.522553358362718,,,,,,
3_sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,-50.6239977577337,25.77047264520795,-21.6708463774116,,,,,,
3_crossing_daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,,,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,-7.125878858467138,-22.618022462479647,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,-7.259733616766805,-22.728122165804876,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,-7.393588375066473,-22.838129654561712,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,-7.527443133366118,-23.047182567423498,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,-7.661297891665775,-23.301861155408965,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,-7.795152649965431,-23.556015413336905,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,-7.929007408265088,-23.809645385181188,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,,,,,-8.062862166564743,-24.062751118252756,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,-8.196716924864411,-24.3153326631946,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,-8.330571683164067,-24.567390073975538,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,-8.464426441463734,-24.818923407884586,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,-8.598281199763381,-25.069932725524946,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,-8.732135958063036,-25.32041809080885,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,,,-8.865990716362704,-25.57037957095106,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,-8.999845474662349,-25.819817236463205,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,-9.133700232962006,-26.068731161148218,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,-9.267554991261651,-26.320658644359295,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,,,,,-9.401409749561317,-26.657724089631273,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,-9.535264507860974,-26.993727410146917,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,,-9.669119266160632,-27.328670474772167,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,-9.802974024460298,-27.662555151486366,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,-9.936828782759955,-27.995383307382127,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,-10.07068354105961,-28.3271568086653,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,,,-10.204538299359267,-28.657877520655216,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,,-10.338393057658923,-28.98754730778439,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,-10.472247815958568,-29.31616803359861,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,-10.606102574258225,-29.643741560757142,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,-10.739957332557882,-29.970269751032408,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,-10.873812090857538,-30.29575446531021,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,-11.007666849157216,-30.620197563589624,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,-11.14152160745686,-30.943600904983015,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,-11.275376365756529,-31.26596634771619,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,-11.409231124056163,-31.587295749128042,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,-11.54308588235583,-31.90759096567105,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,-11.676940640655486,-32.226853852910764,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,-11.810795398955133,-32.54508626552616,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,-11.944650157254788,-32.86229005730947,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,-12.078504915554456,-33.17846708116641,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,-12.212359673854124,-33.49361918911568,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,-12.346214432153769,-33.80774823228951,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,-12.480069190453424,-34.120856060933505,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,-12.613923948753081,-34.43294452440636,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,-12.747778707052737,-34.74401547118029,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,-12.881633465352394,-35.05407074884067,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,-13.01548822365205,-35.3631122040863,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,-13.149342981951706,-35.67114168272916,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,-13.283197740251362,-35.97816102969469,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,-13.41705249855104,-36.28417208902155,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,-13.550907256850685,-36.58917670386161,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,-13.684762015150342,-36.89317671648029,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,-13.818616773449977,-37.19617396825613,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,-13.952495341273464,-37.49823735151261,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,,-14.086373909096928,-37.79930117378355,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,-14.220252476920392,-38.099367275352556,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,,,-14.354131044743855,-38.398437495614836,,,
3_stress_3day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,-14.488009612567353,-38.696513673076936,,,
