label,labor_years_total,starts_with_labor,saved_1988,fails,topup_events_total,ruin_total,terminal_median_M,min_total_floor_M
sc2.4_g3_18_rescash_bkt0_run15_thr20_10,17,2,0,1987;1988,58,2,2374.900,0.000
sc2.4_g3_18_rescash_bkt0_run15_thr12_6,280,28,0,1975;1976;1977;1978;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,149,28,1565.900,0.000
sc2.4_g3_18_rescash_bkt0_run18_thr15_ALL,19,2,0,1987;1988,29,2,6725.000,0.000
sc2.4_g3_18_rescash_bkt0_run18_thr18_ALL,19,2,0,1987;1988,29,2,6725.000,0.000
sc2.4_g3_18_rescash_bkt0_run18_thr20_ALL,30,3,0,1988;2000;2004,31,3,13562.600,0.000
sc2.4_g3_18_rescash_bkt0_run18_thr20_10,21,3,0,1988;2000;2004,51,3,4514.900,0.000
sc2.4_g3_18_rescash_bkt0_run18_thr12_6,244,27,0,1975;1978;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,115,27,1247.000,0.000
sc2.4_g3_18_rescash_bkt0_run20_thr15_ALL,26,3,0,1986;1988;2003,28,3,6684.600,0.000
sc2.4_g3_18_rescash_bkt0_run20_thr18_ALL,23,3,0,1985;1988;2003,28,3,6914.300,0.000
sc2.4_g3_18_rescash_bkt0_run20_thr20_ALL,11,1,0,1988,28,1,6796.400,0.000
sc2.4_g3_18_rescash_bkt0_run20_thr20_10,13,1,0,1988,44,1,2705.600,0.000
sc2.4_g3_18_rescash_bkt0_run20_thr12_6,221,22,0,1975;1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,101,22,2027.100,0.000
sc2.4_g3_18_rescash_bkt0_run22_thr15_ALL,29,3,0,1986;1987;1988,25,3,5034.200,0.000
sc2.4_g3_18_rescash_bkt0_run22_thr18_ALL,17,2,0,1986;1988,25,2,6773.500,0.000
sc2.4_g3_18_rescash_bkt0_run22_thr20_ALL,12,1,0,1988,25,1,6988.200,0.000
sc2.4_g3_18_rescash_bkt0_run22_thr20_10,13,1,0,1988,36,1,2885.600,0.000
sc2.4_g3_18_rescash_bkt0_run22_thr12_6,206,21,0,1975;1977;1979;1980;1981;1983;1984;1985;1986;1987;1988;1989;1990;1993;1994;1999;2000;2001;2002;2004;2005,70,21,945.100,0.000
sc2.4_g3_18_rescash_bkt0_run25_thr15_ALL,25,3,0,1984;1988;2002,17,3,2372.400,0.000
sc2.4_g3_18_rescash_bkt0_run25_thr18_ALL,16,2,0,1988;2002,20,2,5682.200,0.000
sc2.4_g3_18_rescash_bkt0_run25_thr20_ALL,12,1,0,1988,20,1,4718.900,0.000
sc2.4_g3_18_rescash_bkt0_run25_thr20_10,17,2,0,1987;1988,27,2,2374.900,0.000
sc2.4_g3_18_rescash_bkt0_run25_thr12_6,150,14,0,1977;1979;1984;1986;1987;1988;1989;1990;1992;2000;2001;2002;2004;2005,47,14,1847.600,0.000
sc2.4_g3_18_rescash_bkt2_run15_thr15_ALL,18,2,0,1988;2005,15,2,2981.300,0.000
sc2.4_g3_18_rescash_bkt2_run15_thr18_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_rescash_bkt2_run15_thr20_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_rescash_bkt2_run15_thr20_10,24,3,0,1988;2000;2004,36,3,11777.200,0.000
sc2.4_g3_18_rescash_bkt2_run15_thr12_6,96,9,0,1986;1987;1988;1989;1993;2000;2001;2004;2005,20,9,3001.600,0.000
sc2.4_g3_18_rescash_bkt2_run18_thr15_ALL,45,5,0,1987;1988;2000;2001;2004,9,5,6011.400,0.000
sc2.4_g3_18_rescash_bkt2_run18_thr18_ALL,24,3,0,1988;1989;2001,13,3,6545.600,0.000
sc2.4_g3_18_rescash_bkt2_run18_thr20_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_rescash_bkt2_run18_thr20_10,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_rescash_bkt2_run18_thr12_6,76,8,0,1986;1987;1988;1989;1990;2000;2001;2004,16,8,6040.600,0.000
sc2.4_g3_18_rescash_bkt2_run20_thr15_ALL,40,4,0,1987;1988;2000;2004,6,4,7021.400,0.000
sc2.4_g3_18_rescash_bkt2_run20_thr18_ALL,32,3,0,1987;1988;2004,7,3,7502.100,0.000
sc2.4_g3_18_rescash_bkt2_run20_thr20_ALL,13,1,0,1988,11,1,6860.200,0.000
sc2.4_g3_18_rescash_bkt2_run20_thr20_10,13,1,0,1988,11,1,6860.200,0.000
sc2.4_g3_18_rescash_bkt2_run20_thr12_6,48,5,0,1987;1988;1989;2000;2004,6,5,7502.100,0.000
sc2.4_g3_18_rescash_bkt2_run22_thr15_ALL,27,3,0,1988;2000;2004,4,3,8403.700,0.000
sc2.4_g3_18_rescash_bkt2_run22_thr18_ALL,27,3,0,1988;2000;2004,7,3,10413.900,0.000
sc2.4_g3_18_rescash_bkt2_run22_thr20_ALL,21,2,0,1988;2004,7,2,9983.500,0.000
sc2.4_g3_18_rescash_bkt2_run22_thr20_10,21,2,0,1988;2004,7,2,9983.500,0.000
sc2.4_g3_18_rescash_bkt2_run22_thr12_6,46,4,0,1988;1990;2000;2004,4,4,9983.500,0.000
sc2.4_g3_18_rescash_bkt2_run25_thr15_ALL,27,3,0,1988;2000;2004,3,3,11366.500,0.000
sc2.4_g3_18_rescash_bkt2_run25_thr18_ALL,24,3,0,1988;2000;2004,3,3,11366.500,0.000
sc2.4_g3_18_rescash_bkt2_run25_thr20_ALL,24,3,0,1988;2000;2004,5,3,11777.200,0.000
sc2.4_g3_18_rescash_bkt2_run25_thr20_10,24,3,0,1988;2000;2004,5,3,11777.200,0.000
sc2.4_g3_18_rescash_bkt2_run25_thr12_6,27,3,0,1988;2000;2004,3,3,11366.500,0.000
sc2.4_g3_18_rescash_bkt3_run15_thr15_ALL,24,2,0,1987;1988,11,2,7007.400,0.000
sc2.4_g3_18_rescash_bkt3_run15_thr18_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_rescash_bkt3_run15_thr20_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_rescash_bkt3_run15_thr20_10,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_rescash_bkt3_run15_thr12_6,45,4,0,1987;1988;2000;2004,7,4,7447.300,0.000
sc2.4_g3_18_rescash_bkt3_run18_thr15_ALL,14,2,0,1988;2000,4,2,7724.700,0.000
sc2.4_g3_18_rescash_bkt3_run18_thr18_ALL,13,1,0,1988,9,1,7215.000,0.000
sc2.4_g3_18_rescash_bkt3_run18_thr20_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_rescash_bkt3_run18_thr20_10,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_rescash_bkt3_run18_thr12_6,15,2,0,1988;2000,2,2,7177.200,0.000
sc2.4_g3_18_resbond_bkt0_run15_thr15_ALL,11,1,1,1987,31,1,8362.100,0.000
sc2.4_g3_18_resbond_bkt0_run15_thr18_ALL,30,3,0,1988;2000;2004,31,3,13562.600,0.000
sc2.4_g3_18_resbond_bkt0_run15_thr20_ALL,30,3,0,1988;2000;2004,31,3,13562.600,0.000
sc2.4_g3_18_resbond_bkt0_run15_thr20_10,10,1,0,1988,59,1,3089.900,0.000
sc2.4_g3_18_resbond_bkt0_run15_thr12_6,186,24,0,1975;1976;1977;1978;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1996;1998;1999;2000;2001;2002;2003;2004;2005,193,24,83.400,0.000
sc2.4_g3_18_resbond_bkt0_run18_thr15_ALL,7,1,1,1987,29,1,7452.400,0.000
sc2.4_g3_18_resbond_bkt0_run18_thr18_ALL,7,1,1,1987,29,1,6933.200,0.000
sc2.4_g3_18_resbond_bkt0_run18_thr20_ALL,30,3,0,1988;2000;2004,31,3,13562.600,0.000
sc2.4_g3_18_resbond_bkt0_run18_thr20_10,12,1,0,1988,51,1,4143.900,0.000
sc2.4_g3_18_resbond_bkt0_run18_thr12_6,149,20,0,1977;1979;1983;1984;1986;1987;1988;1989;1990;1991;1994;1996;1997;1999;2000;2001;2002;2003;2004;2005,174,20,64.800,0.000
sc2.4_g3_18_resbond_bkt0_run20_thr15_ALL,0,0,1,,28,0,7228.800,3.910
sc2.4_g3_18_resbond_bkt0_run20_thr18_ALL,0,0,1,,28,0,7228.800,3.910
sc2.4_g3_18_resbond_bkt0_run20_thr20_ALL,0,0,1,,28,0,7065.700,14.670
sc2.4_g3_18_resbond_bkt0_run20_thr20_10,12,1,0,1988,49,1,2975.100,0.000
sc2.4_g3_18_resbond_bkt0_run20_thr12_6,147,18,0,1975;1977;1981;1983;1984;1986;1987;1988;1990;1992;1993;1999;2000;2001;2002;2003;2004;2005,138,18,281.200,0.000
sc2.4_g3_18_resbond_bkt0_run22_thr15_ALL,20,2,0,1987;1988,25,2,5768.800,0.000
sc2.4_g3_18_resbond_bkt0_run22_thr18_ALL,9,1,0,1988,25,1,7968.700,0.000
sc2.4_g3_18_resbond_bkt0_run22_thr20_ALL,9,1,0,1988,25,1,8450.800,0.000
sc2.4_g3_18_resbond_bkt0_run22_thr20_10,6,1,0,1988,39,1,3342.100,0.000
sc2.4_g3_18_resbond_bkt0_run22_thr12_6,151,18,0,1975;1977;1979;1980;1984;1986;1987;1988;1989;1990;1993;1994;1999;2000;2001;2002;2004;2005,119,18,629.700,0.000
sc2.4_g3_18_resbond_bkt0_run25_thr15_ALL,11,1,0,1988,17,1,2624.500,0.000
sc2.4_g3_18_resbond_bkt0_run25_thr18_ALL,13,2,0,1988;2002,20,2,6890.200,0.000
sc2.4_g3_18_resbond_bkt0_run25_thr20_ALL,11,1,0,1988,20,1,5831.800,0.000
sc2.4_g3_18_resbond_bkt0_run25_thr20_10,10,1,0,1988,28,1,3089.900,0.000
sc2.4_g3_18_resbond_bkt0_run25_thr12_6,116,12,0,1977;1979;1984;1986;1987;1988;1989;1990;2000;2001;2004;2005,70,12,1831.700,0.000
sc2.4_g3_18_resbond_bkt2_run15_thr15_ALL,11,1,0,1988,15,1,2995.300,0.000
sc2.4_g3_18_resbond_bkt2_run15_thr18_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_resbond_bkt2_run15_thr20_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_resbond_bkt2_run15_thr20_10,22,3,0,1988;2000;2004,36,3,11774.000,0.000
sc2.4_g3_18_resbond_bkt2_run15_thr12_6,77,8,0,1986;1987;1988;1989;2000;2001;2004;2005,32,8,3024.400,0.000
sc2.4_g3_18_resbond_bkt2_run18_thr15_ALL,24,3,0,1988;2001;2004,9,3,6042.700,0.000
sc2.4_g3_18_resbond_bkt2_run18_thr18_ALL,15,2,0,1988;2001,13,2,6333.900,0.000
sc2.4_g3_18_resbond_bkt2_run18_thr20_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_resbond_bkt2_run18_thr20_10,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_resbond_bkt2_run18_thr12_6,55,6,0,1987;1988;1990;2000;2001;2004,19,6,6013.200,0.000
sc2.4_g3_18_resbond_bkt2_run20_thr15_ALL,20,2,0,1988;2004,6,2,5746.400,0.000
sc2.4_g3_18_resbond_bkt2_run20_thr18_ALL,20,2,0,1988;2004,7,2,7034.200,0.000
sc2.4_g3_18_resbond_bkt2_run20_thr20_ALL,12,1,0,1988,11,1,6876.000,0.000
sc2.4_g3_18_resbond_bkt2_run20_thr20_10,12,1,0,1988,11,1,6876.000,0.000
sc2.4_g3_18_resbond_bkt2_run20_thr12_6,37,5,0,1987;1988;1989;2000;2004,12,5,7519.900,0.000
sc2.4_g3_18_resbond_bkt2_run22_thr15_ALL,20,2,0,1988;2004,4,2,6829.500,0.000
sc2.4_g3_18_resbond_bkt2_run22_thr18_ALL,20,2,0,1988;2004,7,2,9998.200,0.000
sc2.4_g3_18_resbond_bkt2_run22_thr20_ALL,20,2,0,1988;2004,7,2,9998.200,0.000
sc2.4_g3_18_resbond_bkt2_run22_thr20_10,20,2,0,1988;2004,7,2,9998.200,0.000
sc2.4_g3_18_resbond_bkt2_run22_thr12_6,42,4,0,1988;1990;2000;2004,5,4,9998.200,0.000
sc2.4_g3_18_resbond_bkt2_run25_thr15_ALL,27,3,0,1988;2000;2004,3,3,11368.700,0.000
sc2.4_g3_18_resbond_bkt2_run25_thr18_ALL,22,3,0,1988;2000;2004,3,3,11368.700,0.000
sc2.4_g3_18_resbond_bkt2_run25_thr20_ALL,22,3,0,1988;2000;2004,5,3,11774.000,0.000
sc2.4_g3_18_resbond_bkt2_run25_thr20_10,22,3,0,1988;2000;2004,5,3,11774.000,0.000
sc2.4_g3_18_resbond_bkt2_run25_thr12_6,27,3,0,1988;2000;2004,3,3,11368.700,0.000
sc2.4_g3_18_resbond_bkt3_run15_thr15_ALL,23,2,0,1987;1988,11,2,7021.300,0.000
sc2.4_g3_18_resbond_bkt3_run15_thr18_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_resbond_bkt3_run15_thr20_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_resbond_bkt3_run15_thr20_10,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_resbond_bkt3_run15_thr12_6,42,4,0,1987;1988;2000;2004,7,4,7460.700,0.000
sc2.4_g3_18_resbond_bkt3_run18_thr15_ALL,13,1,0,1988,4,1,7212.400,0.000
sc2.4_g3_18_resbond_bkt3_run18_thr18_ALL,13,1,0,1988,9,1,7212.400,0.000
sc2.4_g3_18_resbond_bkt3_run18_thr20_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_resbond_bkt3_run18_thr20_10,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_resbond_bkt3_run18_thr12_6,14,1,0,1988,2,1,6942.200,0.000
sc2.4_g3_18_ressofr_bkt0_run15_thr15_ALL,0,0,1,,31,0,6742.400,15.240
sc2.4_g3_18_ressofr_bkt0_run15_thr18_ALL,30,3,0,1988;2000;2004,31,3,13562.600,0.000
sc2.4_g3_18_ressofr_bkt0_run15_thr20_ALL,30,3,0,1988;2000;2004,31,3,13562.600,0.000
sc2.4_g3_18_ressofr_bkt0_run15_thr20_10,11,1,0,1988,58,1,2766.700,0.000
sc2.4_g3_18_ressofr_bkt0_run15_thr12_6,225,25,0,1975;1976;1977;1981;1983;1984;1985;1986;1987;1988;1989;1990;1991;1993;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,169,25,62.700,0.000
sc2.4_g3_18_ressofr_bkt0_run18_thr15_ALL,0,0,1,,29,0,7106.700,15.660
sc2.4_g3_18_ressofr_bkt0_run18_thr18_ALL,0,0,1,,29,0,6823.100,15.660
sc2.4_g3_18_ressofr_bkt0_run18_thr20_ALL,30,3,0,1988;2000;2004,31,3,13562.600,0.000
sc2.4_g3_18_ressofr_bkt0_run18_thr20_10,17,2,0,1988;2004,51,2,4185.700,0.000
sc2.4_g3_18_ressofr_bkt0_run18_thr12_6,195,24,0,1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,149,24,485.100,0.000
sc2.4_g3_18_ressofr_bkt0_run20_thr15_ALL,9,2,0,1988;2003,28,2,6958.800,0.000
sc2.4_g3_18_ressofr_bkt0_run20_thr18_ALL,9,2,0,1988;2003,28,2,7396.600,0.000
sc2.4_g3_18_ressofr_bkt0_run20_thr20_ALL,5,1,0,1988,28,1,7154.200,0.000
sc2.4_g3_18_ressofr_bkt0_run20_thr20_10,13,1,0,1988,49,1,2964.800,0.000
sc2.4_g3_18_ressofr_bkt0_run20_thr12_6,170,21,0,1975;1977;1981;1983;1984;1985;1986;1987;1988;1990;1992;1993;1996;1997;1999;2000;2001;2002;2003;2004;2005,117,21,1214.700,0.000
sc2.4_g3_18_ressofr_bkt0_run22_thr15_ALL,21,2,0,1987;1988,25,2,6506.900,0.000
sc2.4_g3_18_ressofr_bkt0_run22_thr18_ALL,10,1,0,1988,25,1,7217.400,0.000
sc2.4_g3_18_ressofr_bkt0_run22_thr20_ALL,10,1,0,1988,25,1,7613.900,0.000
sc2.4_g3_18_ressofr_bkt0_run22_thr20_10,10,1,0,1988,39,1,2896.700,0.000
sc2.4_g3_18_ressofr_bkt0_run22_thr12_6,173,20,0,1975;1977;1979;1980;1981;1984;1985;1986;1987;1988;1989;1990;1993;1994;1999;2000;2001;2002;2004;2005,107,20,793.300,0.000
sc2.4_g3_18_ressofr_bkt0_run25_thr15_ALL,13,2,0,1988;2002,17,2,2373.200,0.000
sc2.4_g3_18_ressofr_bkt0_run25_thr18_ALL,15,2,0,1988;2002,20,2,7255.700,0.000
sc2.4_g3_18_ressofr_bkt0_run25_thr20_ALL,11,1,0,1988,20,1,6249.800,0.000
sc2.4_g3_18_ressofr_bkt0_run25_thr20_10,11,1,0,1988,27,1,2766.700,0.000
sc2.4_g3_18_ressofr_bkt0_run25_thr12_6,122,13,0,1979;1984;1986;1987;1988;1989;1990;1992;2000;2001;2002;2004;2005,55,13,1839.500,0.000
sc2.4_g3_18_ressofr_bkt2_run15_thr15_ALL,16,2,0,1988;2005,15,2,2997.500,0.000
sc2.4_g3_18_ressofr_bkt2_run15_thr18_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_ressofr_bkt2_run15_thr20_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_ressofr_bkt2_run15_thr20_10,24,3,0,1988;2000;2004,36,3,11796.000,0.000
sc2.4_g3_18_ressofr_bkt2_run15_thr12_6,86,9,0,1986;1987;1988;1989;1993;2000;2001;2004;2005,26,9,3012.200,0.000
sc2.4_g3_18_ressofr_bkt2_run18_thr15_ALL,26,3,0,1988;2001;2004,9,3,6022.500,0.000
sc2.4_g3_18_ressofr_bkt2_run18_thr18_ALL,16,2,0,1988;2001,13,2,6552.200,0.000
sc2.4_g3_18_ressofr_bkt2_run18_thr20_ALL,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_ressofr_bkt2_run18_thr20_10,19,2,0,1988;2000,31,2,10385.000,0.000
sc2.4_g3_18_ressofr_bkt2_run18_thr12_6,66,7,0,1987;1988;1989;1990;2000;2001;2004,17,7,6022.500,0.000
sc2.4_g3_18_ressofr_bkt2_run20_thr15_ALL,24,3,0,1988;2000;2004,6,3,6382.600,0.000
sc2.4_g3_18_ressofr_bkt2_run20_thr18_ALL,24,3,0,1987;1988;2004,7,3,7508.200,0.000
sc2.4_g3_18_ressofr_bkt2_run20_thr20_ALL,13,1,0,1988,11,1,6865.800,0.000
sc2.4_g3_18_ressofr_bkt2_run20_thr20_10,13,1,0,1988,11,1,6865.800,0.000
sc2.4_g3_18_ressofr_bkt2_run20_thr12_6,40,5,0,1987;1988;1989;2000;2004,11,5,7508.200,0.000
sc2.4_g3_18_ressofr_bkt2_run22_thr15_ALL,24,3,0,1988;2000;2004,4,3,8407.300,0.000
sc2.4_g3_18_ressofr_bkt2_run22_thr18_ALL,24,3,0,1988;2000;2004,7,3,10417.800,0.000
sc2.4_g3_18_ressofr_bkt2_run22_thr20_ALL,20,2,0,1988;2004,7,2,9989.000,0.000
sc2.4_g3_18_ressofr_bkt2_run22_thr20_10,20,2,0,1988;2004,7,2,9989.000,0.000
sc2.4_g3_18_ressofr_bkt2_run22_thr12_6,44,4,0,1988;1990;2000;2004,4,4,9989.000,0.000
sc2.4_g3_18_ressofr_bkt2_run25_thr15_ALL,27,3,0,1988;2000;2004,3,3,11367.700,0.000
sc2.4_g3_18_ressofr_bkt2_run25_thr18_ALL,24,3,0,1988;2000;2004,3,3,11367.700,0.000
sc2.4_g3_18_ressofr_bkt2_run25_thr20_ALL,24,3,0,1988;2000;2004,5,3,11796.000,0.000
sc2.4_g3_18_ressofr_bkt2_run25_thr20_10,24,3,0,1988;2000;2004,5,3,11796.000,0.000
sc2.4_g3_18_ressofr_bkt2_run25_thr12_6,27,3,0,1988;2000;2004,3,3,11367.700,0.000
sc2.4_g3_18_ressofr_bkt3_run15_thr15_ALL,23,2,0,1987;1988,11,2,7012.600,0.000
sc2.4_g3_18_ressofr_bkt3_run15_thr18_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_ressofr_bkt3_run15_thr20_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_ressofr_bkt3_run15_thr20_10,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_ressofr_bkt3_run15_thr12_6,44,4,0,1987;1988;2000;2004,7,4,7451.400,0.000
sc2.4_g3_18_ressofr_bkt3_run18_thr15_ALL,13,1,0,1988,4,1,7227.400,0.000
sc2.4_g3_18_ressofr_bkt3_run18_thr18_ALL,13,1,0,1988,9,1,7227.400,0.000
sc2.4_g3_18_ressofr_bkt3_run18_thr20_ALL,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_ressofr_bkt3_run18_thr20_10,13,1,0,1988,31,1,7262.000,0.000
sc2.4_g3_18_ressofr_bkt3_run18_thr12_6,14,1,0,1988,2,1,6941.800,0.000
sc2.4_g2_hi_early_rescash_bkt0_run15_thr15_ALL,37,3,0,1988;1989;2000,31,3,2335.400,0.000
sc2.4_g2_hi_early_rescash_bkt0_run15_thr18_ALL,46,4,0,1988;1990;2000;2004,31,4,5275.900,0.000
sc2.4_g2_hi_early_rescash_bkt0_run15_thr20_ALL,46,4,0,1988;1990;2000;2004,31,4,5275.900,0.000
sc2.4_g2_hi_early_rescash_bkt0_run15_thr20_10,40,4,0,1986;1988;2000;2004,54,4,1486.400,0.000
sc2.4_g2_hi_early_rescash_bkt0_run15_thr12_6,338,31,0,1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005,155,31,0.000,0.000
sc2.4_g2_hi_early_rescash_bkt0_run18_thr15_ALL,34,4,0,1983;1988;2000;2004,27,4,1733.800,0.000
sc2.4_g2_hi_early_rescash_bkt0_run18_thr18_ALL,40,4,0,1988;1989;2000;2004,28,4,2305.300,0.000
sc2.4_g2_hi_early_rescash_bkt0_run18_thr20_ALL,46,4,0,1988;1990;2000;2004,31,4,5275.900,0.000
sc2.4_g2_hi_early_rescash_bkt0_run18_thr20_10,38,4,0,1986;1988;2000;2004,52,4,2654.600,0.000
sc2.4_g2_hi_early_rescash_bkt0_run18_thr12_6,264,26,0,1975;1976;1977;1978;1979;1980;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1996;1999;2000;2001;2002;2003;2004;2005,105,26,974.500,0.000
sc2.4_g2_hi_early_rescash_bkt0_run20_thr15_ALL,43,5,0,1986;1987;1988;2000;2004,24,5,2150.800,0.000
sc2.4_g2_hi_early_rescash_bkt0_run20_thr18_ALL,30,3,0,1988;2000;2004,24,3,2308.400,0.000
sc2.4_g2_hi_early_rescash_bkt0_run20_thr20_ALL,30,3,0,1988;2000;2004,24,3,2448.000,0.000
sc2.4_g2_hi_early_rescash_bkt0_run20_thr20_10,44,5,0,1988;1989;2000;2004;2005,39,5,792.700,0.000
sc2.4_g2_hi_early_rescash_bkt0_run20_thr12_6,247,23,0,1975;1976;1977;1979;1980;1981;1983;1984;1986;1987;1988;1989;1990;1991;1992;1993;1996;1999;2000;2001;2002;2004;2005,93,23,717.900,0.000
sc2.4_g2_hi_early_rescash_bkt0_run22_thr15_ALL,50,7,0,1980;1986;1988;1999;2000;2002;2004,21,7,1458.800,0.000
sc2.4_g2_hi_early_rescash_bkt0_run22_thr18_ALL,37,4,0,1986;1988;2000;2004,21,4,2219.900,0.000
sc2.4_g2_hi_early_rescash_bkt0_run22_thr20_ALL,30,3,0,1988;2000;2004,22,3,2048.300,0.000
sc2.4_g2_hi_early_rescash_bkt0_run22_thr20_10,42,5,0,1987;1988;1989;2000;2004,32,5,1367.000,0.000
sc2.4_g2_hi_early_rescash_bkt0_run22_thr12_6,213,21,0,1975;1977;1979;1980;1981;1984;1986;1987;1988;1989;1990;1991;1992;1993;1994;1999;2000;2001;2002;2004;2005,63,21,1292.100,0.000
sc2.4_g2_hi_early_rescash_bkt0_run25_thr15_ALL,56,6,0,1984;1987;1988;2000;2004;2005,15,6,1735.000,0.000
sc2.4_g2_hi_early_rescash_bkt0_run25_thr18_ALL,32,3,0,1988;2000;2004,16,3,1771.100,0.000
sc2.4_g2_hi_early_rescash_bkt0_run25_thr20_ALL,32,3,0,1988;2000;2004,17,3,2021.500,0.000
sc2.4_g2_hi_early_rescash_bkt0_run25_thr20_10,40,4,0,1986;1988;2000;2004,23,4,1486.400,0.000
sc2.4_g2_hi_early_rescash_bkt0_run25_thr12_6,178,15,0,1975;1977;1979;1984;1986;1987;1988;1989;1990;1992;1993;2000;2001;2004;2005,45,15,1729.400,0.000
sc2.4_g2_hi_early_rescash_bkt2_run15_thr15_ALL,69,8,0,1979;1986;1987;1988;1989;2000;2001;2004,16,8,2522.600,0.000
sc2.4_g2_hi_early_rescash_bkt2_run15_thr18_ALL,36,3,0,1988;2000;2004,31,3,4565.900,0.000
sc2.4_g2_hi_early_rescash_bkt2_run15_thr20_ALL,36,3,0,1988;2000;2004,31,3,4565.900,0.000
sc2.4_g2_hi_early_rescash_bkt2_run15_thr20_10,37,3,0,1988;2000;2004,36,3,4404.300,0.000
sc2.4_g2_hi_early_rescash_bkt2_run15_thr12_6,115,12,0,1975;1979;1986;1987;1988;1989;1992;1993;2000;2001;2004;2005,26,12,2164.000,0.000
sc2.4_g2_hi_early_rescash_bkt2_run18_thr15_ALL,43,4,0,1988;1989;2000;2004,8,4,2330.000,0.000
sc2.4_g2_hi_early_rescash_bkt2_run18_thr18_ALL,44,4,0,1988;1989;2000;2004,11,4,2816.500,0.000
sc2.4_g2_hi_early_rescash_bkt2_run18_thr20_ALL,36,3,0,1988;2000;2004,31,3,4565.900,0.000
sc2.4_g2_hi_early_rescash_bkt2_run18_thr20_10,36,3,0,1988;2000;2004,31,3,4565.900,0.000
sc2.4_g2_hi_early_rescash_bkt2_run18_thr12_6,72,7,0,1987;1988;1989;1990;1993;2000;2004,15,7,2775.700,0.000
sc2.4_g2_hi_early_rescash_bkt2_run20_thr15_ALL,45,4,0,1988;1989;2000;2004,6,4,2636.700,0.000
sc2.4_g2_hi_early_rescash_bkt2_run20_thr18_ALL,40,4,0,1988;1989;2000;2004,7,4,2636.700,0.000
sc2.4_g2_hi_early_rescash_bkt2_run20_thr20_ALL,40,4,0,1988;1989;2000;2004,10,4,3479.200,0.000
sc2.4_g2_hi_early_rescash_bkt2_run20_thr20_10,40,4,0,1988;1989;2000;2004,10,4,3479.200,0.000
sc2.4_g2_hi_early_rescash_bkt2_run20_thr12_6,61,5,0,1988;1989;1990;2000;2004,5,5,3019.900,0.000
sc2.4_g2_hi_early_rescash_bkt2_run22_thr15_ALL,43,4,0,1988;1989;2000;2004,5,4,3415.200,0.000
sc2.4_g2_hi_early_rescash_bkt2_run22_thr18_ALL,42,4,0,1988;1989;2000;2004,6,4,3415.200,0.000
sc2.4_g2_hi_early_rescash_bkt2_run22_thr20_ALL,34,3,0,1988;2000;2004,7,3,3301.500,0.000
sc2.4_g2_hi_early_rescash_bkt2_run22_thr20_10,34,3,0,1988;2000;2004,7,3,3301.500,0.000
