CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.215054,0.191424,0.212926,2.362991,0.817727,-0.482463,0.122836,0.065509,-0.028079,17.624117,realistic
