label,scale,kind,CAGR_IS,CAGR_OOS,min9,IS_OOS_gap_pp,Sharpe_FULL,Sharpe_OOS,MaxDD,Worst1D,Worst1D_date,Worst10Y,Worst5Y,P10_5Y,Trades_yr,max_eff_lev,WFE,CI95_lo,Regime_min
P09_STR_sc2.6,2.600000,scale,0.417162,0.311695,0.311695,12.748297,0.999363,0.813146,-0.747971,-0.372416,,0.212046,-0.056860,0.084303,35.229099,12.480000,0.692086,0.458134,-0.169314
