CAGR_IS,CAGR_OOS,CAGR_FULL,IS_OOS_gap_pp,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Worst5Y,Trades_yr,basis
0.237734,0.316373,0.244229,-7.863839,0.841633,-0.659538,0.119155,0.007554,-0.118331,104.692232,scenarioD
