Category,Strategy,Sharpe,CAGR,MaxDD,Worst5Y,Trades,Trades/Year
T3-Inter,"Inter DD∪MV(7v(S1,S3-5,S7,S8,S11) 5/7) × S+T",0.8334163853907902,0.23119390737112733,-0.7050170321645651,-0.06788457238729073,786,16.58477769404672
T3-Inter,"Inter DD∪MV(5v(S1,S3,S7,S9,S13) 4/5) × S+T",0.8330492145166424,0.22819200286278107,-0.6464361868706141,-0.047297914360544535,752,15.867370007535794
T4-Super,Union DD∩MV(11v(S1-S11) 8/11) × S+T,0.8314280352973287,0.22188427390435117,-0.5244568260676236,-0.05318447033041107,730,15.403165033911076
T2-Union,Union DD∩MV(11v(S1-S11) 8/11) × S+T,0.8314280352973287,0.22188427390435117,-0.5244568260676236,-0.05318447033041107,730,15.403165033911076
T4-Super,Union DD∩MV(13v(All) 8/13) × S+T,0.8305821338216002,0.22232106610304547,-0.5244568260676237,-0.07538910010904354,750,15.825169555388092
T2-Union,Union DD∩MV(13v(All) 9/13) × A+S,0.8267439885586653,0.2185318219401844,-0.525448065489889,-0.0667664059376819,752,15.867370007535794
T3-Inter,"Inter DD∪MV(7v(S1,S3-5,S7,S8,S11) 5/7) × A+S",0.8257247551697948,0.22718707910501745,-0.7047508242294314,-0.0702851146796667,800,16.88018085908063
T3-Inter,"Inter DD∪MV(5v(S1,S3,S7,S9,S13) 4/5) × A+S",0.824899722496847,0.22398117861259315,-0.6455797984849246,-0.04946309020399675,766,16.162773172569704
T2-Union,"Union DD∩MV(7v(S1,S3-5,S7,S8,S11) 4/7) × A+S",0.8248403139030516,0.2181621956856814,-0.5254480654898888,-0.08411636142641865,751,15.846269781461944
T2-Union,Union DD∩MV(11v(S1-S11) 8/11) × A+S,0.8202530979036071,0.21620421438941229,-0.5254480654898888,-0.0554493191843618,750,15.825169555388092
T1-Replace,"Replace 5v(S1,S3,S7,S9,S13) th=4/5=67% × S+T",0.8182034086228427,0.2197776921842154,-0.6155863834096177,-0.060948785347022416,735,15.508666164280331
T1-Replace,"Replace 3v(S1,S5,S7) th=3/3=67% × S+T",0.8182028699071686,0.21218741290371068,-0.5244568260676237,-0.08007813448096457,729,15.382064807837226
T1-Replace,"Replace 3v(S1,S5,S7) th=3/3=82% × S+T",0.8182028699071686,0.21218741290371068,-0.5244568260676237,-0.08007813448096457,729,15.382064807837226
T2-Union,"Union DD∩MV(3v(S1,S5,S7) 3/3) × S+T",0.8182028699071686,0.21218741290371068,-0.5244568260676237,-0.08007813448096457,729,15.382064807837226
T1-Replace,"Replace 5v(S1,S3,S7,S9,S13) th=4/5=67% × A+S",0.8146733813713418,0.2165312018104919,-0.6235981258515457,-0.061609505495967776,753,15.888470233609645
T4-Super,Union DD∩MV(13v(All) 10/13) × S+T,0.8072571125149764,0.21194517824719483,-0.5190888927329693,-0.05359564841177811,734,15.48756593820648
T1-Replace,"Replace 3v(S1,S5,S7) th=3/3=67% × A+S",0.8072374385963289,0.20710685976979337,-0.5254480654898888,-0.08227865181254201,749,15.804069329314242
T1-Replace,"Replace 3v(S1,S5,S7) th=3/3=82% × A+S",0.8072374385963289,0.20710685976979337,-0.5254480654898888,-0.08227865181254201,749,15.804069329314242
T2-Union,"Union DD∩MV(3v(S1,S5,S7) 3/3) × A+S",0.8072374385963289,0.20710685976979337,-0.5254480654898888,-0.08227865181254201,749,15.804069329314242
T1-Replace,Replace 11v(S1-S11) th=8/11=67% × S+T,0.7923807079892974,0.21133709616642093,-0.6317260767863004,-0.04076882876939636,757,15.972871137905049
T3-Inter,"Inter DD∪MV(7v(S1,S3-5,S7,S8,S11) 4/7) × S+T",0.7917264262094339,0.2198420344014631,-0.7706427219644868,-0.11125325807814301,818,17.259984928409946
T2-Union,"Union DD∩MV(7v(S1,S3-5,S7,S8,S11) 5/7) × S+T",0.787729824449593,0.2051826593492907,-0.5367142359874169,-0.07391393651799827,727,15.339864355689524
T1-Replace,"Replace 5v(S1,S3,S7,S9,S13) th=5/5=82% × S+T",0.7864228554297263,0.19585052767833333,-0.5190888927329695,-0.08989366821489497,674,14.221552373775433
T3-Inter,"Inter DD∪MV(7v(S1,S3-5,S7,S8,S11) 4/7) × A+S",0.7832179221874194,0.2155319438360921,-0.7685034292960926,-0.11205479475203628,835,17.61868877166541
T1-Replace,Replace 11v(S1-S11) th=8/11=67% × A+S,0.780844269238488,0.2057408542876893,-0.6317260767863004,-0.043063376704825185,777,16.394875659382063
T2-Union,"Union DD∩MV(7v(S1,S3-5,S7,S8,S11) 5/7) × A+S",0.7786114534319027,0.20039757269004,-0.5367142359874167,-0.07574356665714921,753,15.888470233609645
T1-Replace,"Replace 5v(S1,S3,S7,S9,S13) th=5/5=82% × A+S",0.7759404417228558,0.19093238192105422,-0.5190888927329697,-0.09169172785549229,703,14.833458929917105
T4-Super,Union DD∩MV(13v(All) 11/13) × S+T,0.7719610298799897,0.19694265719860748,-0.5323899752676948,-0.07045386860219538,700,14.770158251695554
T1-Replace,Replace 13v(All) th=11/13=82% × S+T,0.7719610298799897,0.19694265719860748,-0.5323899752676948,-0.07045386860219538,700,14.770158251695554
T1-Replace,"Replace 7v(S1,S3-5,S7,S8,S11) th=4/7=50% × S+T",0.7693469869006435,0.2100836599519169,-0.7706427219644868,-0.10387427189119758,806,17.006782215523735
T1-Replace,"Replace 7v(S1,S3-5,S7,S8,S11) th=6/7=82% × S+T",0.7682460509248368,0.19806340705965542,-0.5652509466139967,-0.08104930817710143,712,15.023360964581762
T1-Replace,Replace 13v(All) th=11/13=82% × A+S,0.7674718267230382,0.1931744658897281,-0.5323899752676936,-0.07132633402748267,721,15.21326299924642
T1-Replace,"Replace 7v(S1,S3-5,S7,S8,S11) th=5/7=67% × S+T",0.7649374604705135,0.20314513712654692,-0.7050170321645649,-0.0728599574241835,770,16.247174076865107
T1-Replace,"Replace 7v(S1,S3-5,S7,S8,S11) th=6/7=82% × A+S",0.7618990443875205,0.19366483011690638,-0.5720384796087528,-0.07962338177524908,732,15.445365486058778
T4-Super,Union DD∩MV(11v(S1-S11) 9/11) × S+T,0.7613561542464867,0.195297715395655,-0.5367142359874167,-0.08724179374441932,732,15.445365486058778
T1-Replace,Replace 13v(All) th=9/13=67% × S+T,0.7610467883887085,0.20354016029998312,-0.7514033516201384,-0.10927522194450279,775,16.352675207234363
T1-Replace,"Replace 7v(S1,S3-5,S7,S8,S11) th=4/7=50% × A+S",0.7595760762289675,0.2052193040537167,-0.7685034292960925,-0.10468246347336341,830,17.513187641296156
T3-Inter,"Inter DD∪MV(5v(S1,S3,S7,S9,S13) 3/5) × S+T",0.7586320977712655,0.20726138356325663,-0.7848517721611045,-0.09067305059409336,809,17.07008289374529
T1-Replace,"Replace 7v(S1,S3-5,S7,S8,S11) th=5/7=67% × A+S",0.7559620859107847,0.19861313259054314,-0.7047508242294311,-0.0752476862582161,796,16.79577995478523
T1-Replace,"Replace 5v(S1,S3,S7,S9,S13) th=3/5=50% × S+T",0.754411622194683,0.20518503085141515,-0.7848517721611045,-0.10354346660808844,813,17.154483798040694
T1-Replace,Replace 11v(S1-S11) th=6/11=50% × S+T,0.7536298436606461,0.2091643322209773,-0.8179007423399521,-0.13559552928398677,863,18.209495101733232
T1-Replace,"Replace 5v(S1,S3,S7,S9,S13) th=3/5=50% × A+S",0.7514225472188538,0.20389629351949434,-0.8206105268186066,-0.10478534529248706,829,17.492087415222304
T1-Replace,Replace 13v(All) th=9/13=67% × A+S,0.7501558768142003,0.19830764845664794,-0.7525453225541051,-0.11254702246025816,799,16.85908063300678
T1-Replace,Replace 11v(S1-S11) th=10/11=82% × S+T,0.7479444669332753,0.1869713546369225,-0.5263482485189135,-0.06739169230420128,703,14.833458929917105
T3-Inter,"Inter DD∪MV(5v(S1,S3,S7,S9,S13) 3/5) × A+S",0.7476495321486977,0.20313712679004436,-0.8206105268186066,-0.09542009477643654,824,17.386586284853053
T1-Replace,Replace 11v(S1-S11) th=6/11=50% × A+S,0.7440767383746563,0.20494594257117438,-0.8206105268186066,-0.13788055307227376,868,18.314996232102487
T1-Replace,Replace 11v(S1-S11) th=10/11=82% × A+S,0.740367996403254,0.18213809009038395,-0.5263482485189135,-0.06826703186650618,721,15.21326299924642
T1-Replace,Replace 13v(All) th=7/13=50% × S+T,0.7287859214325089,0.1997525641834501,-0.8296431979641666,-0.1604640550334533,872,18.399397136397887
T1-Replace,Replace 13v(All) th=7/13=50% × A+S,0.7179211927619676,0.19445618356642003,-0.8186543783246656,-0.15224462487630497,880,18.568198944988694
