Strategy,CAGR_OOS_raw,CAGR_OOS_net,Sharpe_OOS,MaxDD_FULL,Worst10Y_star_net,P10_5Y_net,IS_OOS_gap,Trades_yr,WFA_WFE,WFA_CI95_lo
Ens2(Asym+Slope) max_lev=1.0 (v4 正規),0.06546257342954509,0.054157186998262656,0.33514387330180473,-0.5199380005912958,0.08935350189284279,0.04293086419122811,0.1108038534829221,16.704936854190585,,
