YearMonth,DH Dyn 2x3x,DH Dynamic CAGR25+,A2 Optimized,Ens2(Asym+Slope),DD Only,BH 3x,BH 1x
2024-08,3.2643941367049623,0.6856391500811965,-3.9631970673079,-2.6238180737768846,0.1746911625613023,0.1746911625612579,0.648992280787275
2024-09,1.338756301925037,-0.1159419764859448,-2.936818545736064,3.633899079439917,7.099966314186101,7.099966314186101,2.6846618834620584
2024-10,-4.2007002196610905,-3.3666539372606,-4.273316852217701,-3.549192754100472,-2.2977454503991024,-2.29774545039908,-0.5168984162214452
2024-11,5.310702565041003,5.056127625763174,12.025915985798852,6.488452348318652,18.939692064796954,18.93969206479693,6.206190647809318
2024-12,-4.4027545341566725,-3.2283249075735543,-3.5486478847033154,-7.055650447923689,0.4345098831721294,0.4345098831721516,0.48193527792455
2025-01,-0.2814978554845693,-1.314262862641713,-1.1278094478777256,-2.452604907667888,3.7797530559519066,3.779753055951929,1.6397589430455106
2025-02,-3.952128824422596,-4.35716038747791,-7.455858091749135,-6.592736399640553,-12.270705412502236,-12.270705412502302,-3.974844289359336
2025-03,3.910806179183246,1.7311527630957224,-3.380748124290922,-6.084784433724688,-24.34068432968929,-24.3406843296893,-8.21333525116098
2025-04,3.9793496053698307,1.6283524968434104,-1.5030589224330426,-7.269736994936848,-28.455455778165877,-5.297081145716465,0.8500394479722617
2025-05,-1.5125657692511618,-0.3918405973913907,0.1421239525864148,0.6185142367373331,1.2888598299236165,29.969569326839935,9.557475679331915
2025-06,16.6545114027689,15.376405966036334,20.464041143820037,20.46404114382005,20.46404114382005,20.46404114382008,6.5709745816834975
2025-07,9.077487319247668,8.61806946888597,11.213728321469764,11.213728321469697,11.213728321469652,11.213728321469674,3.695280853886485
2025-08,4.38239756440888,3.8771710541715576,4.04108750757084,2.2154072875168795,4.041087507570751,4.0410875075708175,1.5770025485695616
2025-09,12.858510861413874,10.837868827441756,12.531494405941256,10.158262841978626,17.4282216809446,17.428221680944556,5.613740689554225
2025-10,9.337656105849067,7.6937971803909155,9.941891513153278,8.394271948323473,13.496362035901388,13.496362035901388,4.699694231776186
2025-11,-7.80670888665459,-7.870962326308007,-11.531536545673726,-11.069827385275932,-5.561704375399501,-5.561704375399468,-1.514318549655147
2025-12,-1.6628364710209564,-1.6187727043098563,-3.016021812315839,-2.4852356319472024,-2.0290250379493613,-2.0290250379493613,-0.5294053873229787
2026-01,5.040178580008736,3.758905710757121,2.1131754048626217,2.372445330678508,2.37244533067853,2.37244533067853,0.9458315570577414
2026-02,-5.133061165671194,-5.557860855081776,-9.308439113318167,-9.883374050230842,-10.546424571906243,-10.546424571906233,-3.382556700330619
2026-03,-8.695476094268805,-5.928830177989141,-4.096163768438366,-8.125817834443616,-16.549462218680144,-16.549462218680144,-5.559022116255175
