strategy,verdict,n_windows,mean_CAGR,median_CAGR,std_CAGR,min_CAGR,max_CAGR,P05_CAGR,P25_CAGR,P75_CAGR,P95_CAGR,WFA_CI95_lo,WFA_CI95_hi,t_stat,t_pvalue,mean_Sharpe,std_Sharpe,mean_CAGR_IS,mean_CAGR_postIS,WFA_WFE,n_windows_IS,n_windows_postIS,crit_alpha,crit_beta
E4-vzt065,PASS,49,0.421865,0.385169,0.530469,-0.402749,1.693722,-0.300837,-0.064267,0.784871,1.381230,0.269497,0.574234,5.566876,0.000001,0.874721,1.127356,0.414082,0.509425,1.230252,45,4,True,True
E4-vzt070-REF,PASS,49,0.417431,0.396494,0.530362,-0.404136,1.739548,-0.297793,-0.069786,0.808450,1.372811,0.265093,0.569769,5.509477,0.000001,0.866975,1.149048,0.413026,0.466993,1.130664,45,4,True,True
