Strategy,CAGR,Sharpe,MaxDD,Worst5Y,Worst10Y,WinRate,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,WF_avg,WF1,WF2,WF3,corr_coeff,macd_coeff
MA5+MACD_cc0.08_mc3.0,0.3127190329666998,1.052713116642905,-0.34288077009472495,0.05312944949423404,0.1494850990726282,0.8461538461538461,0.22140090703506177,0.6404221571278031,-0.3281577979040432,0.8871933423617447,0.639796742157489,1.0020296719902542,1.0197536129374911,0.08,3.0
MA5+MACD_cc0.08_mc5.0,0.31319099871480827,1.0544911921019866,-0.3458051014459602,0.053199397901646295,0.14927793230096764,0.8461538461538461,0.2213315584356086,0.6402354391085991,-0.32866512303699924,0.8872361658541056,0.6409138275848555,1.0014122802961813,1.0193823896812797,0.08,5.0
MA5+MACD_cc0.08_mc7.0,0.3132804035803316,1.0549200297905805,-0.34872589776647944,0.053105908637650856,0.14908654497759932,0.8461538461538461,0.22126176855323854,0.6400418891220899,-0.32917276603761003,0.8871520643597925,0.6414523270203482,1.000904602332057,1.0190992637269725,0.08,7.0
MA5+MACD_cc0.1_mc3.0,0.31274325903960354,1.0531225818729817,-0.34425461494009557,0.05360238890211111,0.14957653347510003,0.8461538461538461,0.2213908510395206,0.6405042162394945,-0.3281692457157165,0.8884327318917254,0.6432630855858965,1.0017843510658422,1.020250759023438,0.1,3.0
MA5+MACD_cc0.1_mc5.0,0.3129400890114271,1.0539069709170017,-0.34717607660595895,0.05350895994858473,0.1493691283108598,0.8461538461538461,0.22132145776988188,0.6403174916935584,-0.32867651635893014,0.8879660562363313,0.6428640691937256,1.0011595041955097,1.0198745953197585,0.1,5.0
MA5+MACD_cc0.1_mc7.0,0.31299672811725276,1.054227118344405,-0.3500939994374399,0.05341544401334519,0.14916947278347226,0.8461538461538461,0.2212516232927908,0.6401239344115454,-0.3291841048398111,0.8878456563525795,0.6434014113636328,1.0005926361438657,1.0195429215502403,0.1,7.0
MA5+MACD_cc0.12_mc3.0,0.31245465890399093,1.0524004411073262,-0.3456289039195978,0.053911389752741457,0.14966689755167195,0.8269230769230769,0.221380546736218,0.6405827689418508,-0.32818075982476325,0.8891516112073269,0.6451994992731107,1.0015202306437443,1.0207351037051258,0.12,3.0
MA5+MACD_cc0.12_mc5.0,0.3127523536259498,1.0534899812899954,-0.3485474872896456,0.0538179341365308,0.1494592547663378,0.8269230769230769,0.22131110885611927,0.6403960388565316,-0.3286879759669211,0.8886825647797031,0.6448057367955661,1.000887946494004,1.0203540110495393,0.12,5.0
MA5+MACD_cc0.12_mc7.0,0.3127680234153172,1.0536727949788502,-0.35146252803029376,0.05372439153902109,0.14925140395821979,0.8461538461538461,0.22124122984401717,0.6402024753170931,-0.3291955099167404,0.888526068403053,0.6453418635809439,1.0002622296156563,1.019974112012559,0.12,7.0
