Strategy,Sharpe,CAGR,MaxDD,Worst5Y,OOS_Sharpe,Y2022,Trades,Rebalances
Original: MD(40/120),0.8728427692993649,0.23211208003561223,-0.5057982661457524,-0.009113114308973103,0.7146707244116912,-15.243889076732387,34,1009
A2: VIX+MD(60/180),0.9119444963486277,0.23824355236294648,-0.46039732668497385,-0.0037072236277004844,0.7729679920310214,-18.9580807907879,34,997
A2+VixReentry(88-95),0.8716895402279503,0.2269454594846021,-0.5588940074083191,0.004450823399807957,0.8034730134176329,-18.9580807907879,38,1024
A2+VixReentry(90-94),0.8986557739830285,0.23526144603714183,-0.4679105152051249,0.004450823399808845,0.8034730134176329,-18.95808079078791,36,1014
A2+VixExitReentry,0.8951692746970518,0.2340434278957002,-0.4783384501910426,-0.0046602409941587375,0.8202202159850257,-18.609399009649806,42,1013
