strategy,case,is_cfd,spread_rt,CAGR_IS,CAGR_OOS,IS_OOS_gap,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,Trades_yr,WFA_WFE,WFA_CI95_lo,yr_cost_approx
F8 R5_CALM_BOOST,measured (GMO 2026/4),True,0.0002,0.21210176028361238,0.2037063424148502,0.00839541786876219,0.8003375101845862,-0.6572066553901994,0.11417343801440039,0.06604998019933779,105.99192873032364,1.2421932351125982,0.2061983323377107,0.0063656024008601686
F8 R5_CALM_BOOST,optimistic,True,0.0003,0.20871890284419936,0.20055907834612863,0.008159824498070734,0.7923604705142396,-0.6581627763077815,0.11084851734550893,0.06109876931487393,105.99192873032364,1.2427368806417516,0.2022063265834607,0.00954840360129025
F8 R5_CALM_BOOST,moderate,True,0.0005,0.20198632787839288,0.19429305453285384,0.007693273345539042,0.7764114327193004,-0.6600672427296466,0.10422766961161001,0.05126640795081017,105.99192873032364,1.2438920482209377,0.19426270579299737,0.01591400600215042
F8 R5_CALM_BOOST,conservative (base),True,0.001,0.18534661080378934,0.17879304739761803,0.006553563406171303,0.7365691804742228,-0.665769055669855,0.08784340384660427,0.0270890394619428,105.99192873032364,1.247212187009872,0.17463719864317986,0.03182801200430084
F7v3+E4 A:tilt=2.0,measured (GMO 2026/4),True,0.0002,0.207441247670068,0.19841650254490406,0.009024745125163935,0.7926478874519942,-0.6467277973893264,0.11268171320223508,0.058218804264429706,106.07598906701612,1.235964277898208,0.19967969172228617,0.0061648879369982585
F7v3+E4 A:tilt=2.0,optimistic,True,0.0003,0.2041759533003331,0.19535311866297378,0.008822834637359334,0.7848483381375463,-0.6480028524204244,0.10949709330382063,0.05385952664611692,106.07598906701612,1.2366749319660362,0.19582215142049453,0.009247331905497386
F7v3+E4 A:tilt=2.0,moderate,True,0.0005,0.19767642506611716,0.18925350758171544,0.008422917484401715,0.7692541640463947,-0.650539483180745,0.10242046745385736,0.0451954062293385,106.07598906701612,1.238169126487201,0.18814510931551828,0.015412219842495647
F7v3+E4 A:tilt=2.0,conservative (base),True,0.001,0.18160734295585512,0.17416175073093032,0.007445592224924802,0.7302983613677104,-0.6568031514237677,0.0810461777678313,0.023849118258696404,106.07598906701612,1.242368622136289,0.16917251987687168,0.030824439684991295
NDX 1x B&H,benchmark,False,,0.0991272855526324,0.08268472440230679,0.016442561150325607,0.5163821655961847,-0.7793238629207799,-0.048539611210459535,-0.0007506810349622835,0.0,,,0.0
