CAGR,MaxDD,Sharpe,Sortino,Calmar,Trades,Worst5Y,WinRate,OOS_Sharpe,SlopeBase,SlopeSens,AsymEWMA
0.2918733224038308,-0.4251739465100651,1.0510019650176061,1.1384653539490122,0.6864797920935668,34,0.008813781288038669,0.7115384615384616,0.7643588184222956,0.9,0.35,30/10
0.2921721552499321,-0.43305736993784105,1.049872200821604,1.1365185499119588,0.6746730930635566,34,0.029421475215755333,0.7307692307692307,0.7372329622696769,0.9,0.35,25/7
0.2862966404816716,-0.4735559493356067,1.0380972777971422,1.12014310615268,0.6045677197875823,34,0.01632224347421296,0.6923076923076923,0.7399858414942486,0.9,0.35,15/3
0.28725151221768375,-0.4639753743558838,1.0347055713188922,1.1171619616896489,0.6191093926406377,34,0.009793023367677955,0.6923076923076923,0.7253829358294909,0.9,0.35,20/5
0.2605295595865533,-0.42699111010848584,1.0286171115049056,1.1011258440521012,0.6101521868227197,34,0.005654562834994881,0.7115384615384616,0.6248822972206148,0.7,0.35,25/7
0.25865534458883577,-0.43274558024390614,1.0285214877399882,1.0952746045826094,0.5977076517871106,34,0.005912518099551178,0.6923076923076923,0.671287992748526,0.7,0.35,20/5
0.2619488170037403,-0.4276522546121852,1.0265450302076025,1.0969026384745753,0.612527618359659,34,-0.0021755592639303156,0.7115384615384616,0.6038341006736443,0.7,0.35,30/10
0.28245860189449457,-0.5005944848088912,1.0261634276469036,1.100206501365821,0.5642463320432445,34,-0.009846898260522652,0.7115384615384616,0.7327518729863313,0.9,0.45,20/5
0.25397603811240477,-0.4071808515619408,1.0199908679456193,1.0989587783631507,0.623742587938887,34,0.013868548156222626,0.6538461538461539,0.7829510988679181,0.7,0.15,15/3
0.25376198822538854,-0.43792156668624155,1.0167470375998249,1.07992644041696,0.5794690363062248,34,0.0053867367978832625,0.6730769230769231,0.6408387395888837,0.7,0.35,15/3
0.28251339944727194,-0.4753100972146515,1.0153083263424894,1.1059215087340615,0.5943770206078497,34,0.009966764765605873,0.7115384615384616,0.7491617150026073,0.9,0.25,25/7
0.27842094194559586,-0.4725358087234619,1.0151880996089697,1.091380773208901,0.5892060174185313,34,-0.007481962970954492,0.7307692307692307,0.6987560725236244,0.9,0.45,30/10
0.28010153846189234,-0.47811840924768345,1.014206756161481,1.1052806900595447,0.5858413586346329,34,-0.014034082859877395,0.6923076923076923,0.7491810760719945,0.9,0.25,20/5
0.2823376211051871,-0.4580962758546767,1.0138431135212111,1.1057085134830562,0.6163281301041486,34,0.009352290276799957,0.7115384615384616,0.7301084001120546,0.9,0.25,30/10
0.2755731774019534,-0.48241506275554186,1.0130362386546883,1.0831283854342477,0.5712366770388281,34,-0.004176563051190185,0.7115384615384616,0.7323560476818011,0.9,0.45,15/3
0.2777407535745775,-0.4812099172039145,1.0130012964924824,1.0860048476606414,0.5771717158041941,34,-0.011808568291364119,0.7307692307692307,0.7102372961851724,0.9,0.45,25/7
0.2769285648381039,-0.453172978496075,1.0102644168266546,1.094996936222909,0.611087990632483,34,-0.010012478460860175,0.6923076923076923,0.7838355264564613,0.9,0.25,15/3
0.2522680227517451,-0.42914486432466736,1.0071643249555489,1.081419612380537,0.5878388481911158,34,0.019388170381760883,0.6730769230769231,0.7588943722512407,0.7,0.15,25/7
0.25297428723597526,-0.4300193144035518,1.0069768984857386,1.0857860089317735,0.5882858717331274,34,0.014431126541571748,0.6730769230769231,0.7667770824618925,0.7,0.15,30/10
0.2538089417801448,-0.4309889542609327,1.0060764384292356,1.0719485581670358,0.5888989480377305,34,0.0044532139745443455,0.6923076923076923,0.6466041192395009,0.7,0.25,25/7
0.25742518178022644,-0.43009602699750066,1.0042618311290537,1.068085063124136,0.5985295506617697,34,-0.0037242968828953282,0.6923076923076923,0.581931672597181,0.7,0.45,25/7
0.2832246417697306,-0.46578198877195154,1.0032163428216447,1.1016041632333122,0.6080626743779016,34,0.014357830049778197,0.6923076923076923,0.7839193100387642,0.9,0.15,20/5
0.25103656225760385,-0.4418691065799219,1.0008288031980124,1.062910560252655,0.568124266936499,34,0.0019922866887895907,0.6923076923076923,0.6775954815909897,0.7,0.25,20/5
0.24851441611499148,-0.43674021097161186,0.9993998595506688,1.0726273752491098,0.5690211477485065,34,0.01276756414238811,0.6538461538461539,0.7837656719698944,0.7,0.15,20/5
0.280559852922009,-0.45962877863536167,0.9991053085119644,1.1008030876764738,0.6104053226497077,34,0.010176873220442806,0.6923076923076923,0.7994045144571249,0.9,0.15,15/3
0.25419798483506395,-0.4203767731768306,0.9924862204449079,1.0558711523469213,0.604690841775257,34,0.0016028464283504018,0.6730769230769231,0.6003106009077078,0.7,0.45,30/10
0.2481560247557113,-0.4756124480884425,0.9911504612669895,1.047888093020192,0.5217609962756178,34,-0.005514670704396596,0.6923076923076923,0.6633265891755337,0.7,0.25,15/3
0.24973705845729222,-0.43085336086169734,0.9904912882225719,1.0554895428707363,0.5796335392575876,34,0.0018330815299409942,0.6923076923076923,0.6185506008647113,0.7,0.25,30/10
0.2510725755227954,-0.42446170739786826,0.9893888699495613,1.044104402524421,0.5915081882461851,34,-0.01905337268149654,0.6730769230769231,0.5700257957063593,0.7,0.45,15/3
0.2513607129885682,-0.4200128112772052,0.9855093580997144,1.040987894129522,0.5984596332293114,34,-0.005915475491122035,0.6730769230769231,0.5448377908356945,0.7,0.45,20/5
0.2779742908486613,-0.4667007110809986,0.9840120729415072,1.0762423686231617,0.5956157431275422,34,0.005917707685459295,0.6923076923076923,0.7249619941291292,0.9,0.15,25/7
0.2774226065904817,-0.46783730507789323,0.9802743106564735,1.0722727487775754,0.5929894935255149,34,-0.006682348726372411,0.6923076923076923,0.7510844604611359,0.9,0.15,30/10
0.22967854610073113,-0.3788447823332416,0.9644254678022255,1.000029408916769,0.6062602860363535,34,-0.014897214785756008,0.6730769230769231,0.47367641310779773,0.5,0.45,25/7
0.2292095848770077,-0.36685987274519605,0.9614679772343914,0.9995592064082591,0.6247878329179003,34,-0.014271624648606318,0.6730769230769231,0.47129607374037324,0.5,0.45,30/10
0.22603830961605054,-0.38029533663273934,0.9581968800508336,0.9950016197656321,0.5943757070950921,34,-0.015728159132341712,0.6538461538461539,0.4776139420313272,0.5,0.45,20/5
0.22046872655450156,-0.39687381368211966,0.9548019652490741,0.9973233342156159,0.5555134124598312,34,-0.02080591291560896,0.6730769230769231,0.5352021337205756,0.5,0.35,30/10
0.22279421333975447,-0.3937238385069455,0.9490787233470267,0.9780351543114607,0.5658641706446339,34,-0.016112435312636397,0.6346153846153846,0.4674225805675153,0.5,0.45,15/3
0.21719343034313643,-0.3956102517105059,0.9481998808216023,0.9890748873041557,0.5490085997621497,34,-0.021412888844724032,0.6923076923076923,0.5272124717653961,0.5,0.35,25/7
0.19715628345322656,-0.3791541059950677,0.9462844695123132,0.9939074263030511,0.5199898414282009,34,-0.013119841501548213,0.6730769230769231,0.6165880552818149,0.5,0.15,25/7
0.19804226767889288,-0.3812699673256444,0.9438588879174523,0.9909462960267189,0.5194279241767398,34,-0.01904790001245804,0.6730769230769231,0.6311667598040843,0.5,0.15,30/10
0.2141586374856541,-0.38872625733880617,0.9369606946424159,0.9730032731400557,0.5509240331532265,34,-0.01984671754345413,0.6923076923076923,0.5187272294080418,0.5,0.35,20/5
0.21290790110556923,-0.4013457727018022,0.9330302260662143,0.9661311892662586,0.5304849722779033,34,-0.026888323021290406,0.7115384615384616,0.5029692127569055,0.5,0.35,15/3
0.1917023671206468,-0.38654353993973745,0.9267492422878266,0.9613905162701492,0.49593990666752163,34,-0.013177716767159176,0.6730769230769231,0.5207739466701694,0.5,0.15,15/3
0.2039979648073551,-0.37274941448615045,0.9265661422063387,0.9685777383742439,0.5472791019365496,34,-0.013503999018354307,0.6730769230769231,0.4983286392288569,0.5,0.25,30/10
0.19070018924278132,-0.3890583996168821,0.9194023669482059,0.9563232109821606,0.49015826269416035,34,-0.01689936810163173,0.6730769230769231,0.5785467218935216,0.5,0.15,20/5
0.20264696079178646,-0.3719104288456962,0.9177509935279308,0.953516350975318,0.544881092527426,34,-0.014980503240895948,0.6730769230769231,0.5040890861859122,0.5,0.25,25/7
0.1997179834514684,-0.3673750578565893,0.9172757925746624,0.9520017923400554,0.5436351194245514,34,-0.015522064306556449,0.6730769230769231,0.5006130487683517,0.5,0.25,15/3
0.20099014144004634,-0.3802570275536689,0.9139343936806594,0.9510091089919964,0.5285639103978924,34,-0.017896218418958165,0.6730769230769231,0.5128241873417113,0.5,0.25,20/5
