ym,DH Dyn 2x3x [A],DH Dyn 2x3x [B],DH Dyn CAGR25+,A2 Optimized,Ens2(Asym+Slope),DD Only,BH 3x,BH 1x
2024-02,11.684698689179207,11.774452621601172,10.706225444938022,16.202090063066834,17.01588517542334,18.59044304179649,18.590443041796533,6.119160898679077
2024-03,2.320812211174239,1.8587114323266096,1.8547037669403466,0.9302151256766367,0.1264680496255277,4.9156460348396935,4.915646034839671,1.786859743638325
2024-04,-4.7996497133138245,-3.7502017348571948,-3.170582642138753,-5.753190683091203,-3.9816992469835832,-13.56178223997505,-13.56178223997503,-4.405759714657853
2024-05,5.6405404118707425,3.3212059922519854,3.7307309221417118,5.662137159968883,5.945293932955975,21.492887675047932,21.49288767504791,6.879624349054803
2024-06,12.563373343194995,12.192261541805616,11.595808046531285,15.387559884806734,17.902692503744653,18.450728559349884,18.450728559349884,5.9610332468520655
2024-07,0.14936519052217712,-1.4518590717469637,-1.2591220483731846,-5.022954579430272,-6.008568581202455,-3.6367079711306483,-3.636707971130626,-0.7511544933297865
2024-08,3.3745299655899563,0.20924038744301043,0.4571604305015464,-3.9631970673079,-2.6238180737768846,0.17469116256130235,0.17469116256125794,0.648992280787275
2024-09,1.3924340870262064,-1.5608970160165603,0.16811024670184693,-2.936818545736064,3.6338990794399173,7.099966314186101,7.099966314186101,2.6846618834620584
2024-10,-3.9224926279324612,-3.641208420189923,-3.491442095175401,-4.273316852217701,-3.549192754100472,-2.2977454503991024,-2.29774545039908,-0.5168984162214452
2024-11,7.473235945410206,7.550099693887469,5.568647828771756,12.025915985798852,6.488452348318652,18.939692064796954,18.93969206479693,6.206190647809318
2024-12,-3.067151337202889,-3.4331797117385765,-2.98970722567915,-3.5486478847033154,-7.055650447923689,0.43450988317212946,0.43450988317215167,0.48193527792455004
2025-01,2.012719723845513,-0.3961470389613697,-0.8981655051958026,-1.1278094478777256,-2.452604907667888,3.7797530559519066,3.779753055951929,1.6397589430455106
2025-02,-3.884197719437399,-3.474451061538497,-4.724185864380659,-7.455858091749135,-6.592736399640553,-12.270705412502236,-12.270705412502302,-3.974844289359336
2025-03,3.888691009831402,-1.4998042092610353,2.1711134947622446,-3.380748124290922,-6.084784433724688,-24.34068432968929,-24.3406843296893,-8.21333525116098
2025-04,4.815903530501098,-0.7212312837153734,1.9118110528439036,-1.5030589224330426,-7.269736994936848,-28.455455778165874,-5.297081145716465,0.8500394479722617
2025-05,-3.0109214935682638,0.549965698918653,-0.6216466388790032,0.14212395258641486,0.6185142367373331,1.2888598299236165,29.969569326839938,9.557475679331917
2025-06,16.817531595601377,16.817531595601398,15.476267904407614,20.464041143820033,20.464041143820054,20.464041143820054,20.464041143820076,6.5709745816834975
2025-07,8.7559218375713,8.755921837571346,8.490463642041401,11.213728321469763,11.213728321469695,11.213728321469652,11.213728321469674,3.6952808538864845
2025-08,4.905465413286292,4.90546541328627,4.196596434885813,4.04108750757084,2.2154072875168795,4.041087507570751,4.0410875075708175,1.5770025485695616
2025-09,12.291005222209627,11.544194699233179,10.639905718344188,12.531494405941256,10.158262841978626,17.4282216809446,17.428221680944556,5.613740689554225
2025-10,9.483226283125589,8.19556569943487,7.1230059863745865,9.941891513153278,8.394271948323473,13.496362035901388,13.496362035901388,4.699694231776186
2025-11,-6.502930880048741,-8.375749377908681,-7.420076129851571,-11.531536545673726,-11.069827385275932,-5.561704375399501,-5.561704375399468,-1.514318549655147
2025-12,-2.4427680919955064,-2.0631587049132594,-2.0033053104197007,-3.016021812315839,-2.4852356319472024,-2.0290250379493613,-2.0290250379493613,-0.5294053873229787
2026-01,3.810799164336065,3.5187431731745322,2.706073591448588,2.1131754048626217,2.3724453306785076,2.37244533067853,2.37244533067853,0.9458315570577414
2026-02,-3.594209644319646,-4.537834936798224,-4.542526094247867,-9.308439113318167,-9.883374050230842,-10.546424571906243,-10.546424571906233,-3.382556700330619
2026-03,-10.403205871589694,-4.5879241932986865,-6.676742193858798,-4.096163768438366,-8.125817834443616,-16.549462218680144,-16.549462218680144,-5.559022116255175
