indicator,horizon,IC,IC_pval,IC_abs,hit_rate_high,hit_rate_low,spread,spread_t,WF_avg_IC,WF_stable,WF_IC_1,WF_IC_2,WF_IC_3,WF_IC_4,WF_IC_5,WF_IC_6,WF_IC_7,asset
TF4_DualM_42_252,21,-0.1641960401685733,1.3354505208474366e-78,0.1641960401685733,0.43810114799875893,0.5737552349930201,-0.04647378778184254,-11.349077588182423,-0.07575764625750699,4,0.054483397835420604,-0.13067026553207317,-0.18660720963946834,0.1020321427413891,-0.1739546721108912,0.030910187132547656,-0.22649710422947358,Gold
TF4_DualM_42_252,63,-0.2207025004267384,1.4984834935748512e-141,0.2207025004267384,0.4264591439688716,0.612822906940554,-0.13047190580982468,-18.283473664550414,-0.09943240498383508,6,-0.06184813466798642,-0.16662380960572187,-0.12564939306362408,0.40096489919411943,-0.3189888153971546,-0.00840738470460465,-0.41547419664187335,Gold
TF4_DualM_63_126,5,-0.0575563292008379,5.980902249147071e-11,0.0575563292008379,0.4990703439727301,0.5405112316034082,-0.007599691324333732,-4.085066291969967,-0.0156580535321491,4,0.12901853048234097,-0.05282996811892105,0.0255109383627658,0.0039564511006504564,-0.09668567402489363,-0.0007269685573602546,-0.117849683969626,Gold
TF4_DualM_63_126,21,-0.08284666376834474,4.412835628004647e-21,0.08284666376834474,0.48541731306236424,0.5264464091825656,-0.030112942824834187,-7.4565058119271415,-0.004427140678105031,4,0.20716609160883484,-0.10810714271589512,0.12822592547887587,0.14078172925997998,-0.2122076328347311,-0.03724254726003491,-0.14960640828376476,Gold
TF4_DualM_63_126,63,-0.11858804139300201,1.797749700285598e-41,0.11858804139300201,0.4790661478599222,0.5602240896358543,-0.08644741745755158,-12.268108677795391,-0.003699360971931635,3,0.07299230281673609,-0.2277526467223176,0.19782743976588968,0.3157636701719307,-0.28924385017362414,0.03615792607601024,-0.13164036873814638,Gold
TF4_DualM_63_189,5,-0.07815043623236305,6.000756752321107e-19,0.07815043623236305,0.4907034397273009,0.5488768396591789,-0.009284731858038677,-5.04621999085886,-0.011667037904475595,5,0.11732258704331568,-0.02948418493139177,-0.06005245261010124,0.04884561048984762,-0.05242026418806794,-0.022899904382908173,-0.08298065675202335,Gold
TF4_DualM_63_189,21,-0.12427129766569121,1.5250218920658696e-45,0.12427129766569121,0.4557865342848278,0.5560725919032108,-0.03453911734607615,-8.502104273727278,-0.01315139226550883,4,0.12333734955466513,-0.11442649506037031,-0.02927291189327016,0.14223886149784387,-0.07619328235152482,0.013010187818684382,-0.1507534554245899,Gold
TF4_DualM_63_189,63,-0.18312023326811455,2.6170177883969725e-97,0.18312023326811455,0.4345525291828794,0.6047307812013695,-0.10360777820100611,-14.520782914925036,-0.0883990524187301,5,-0.22070762793906623,-0.18557850042984034,-0.0209453356344098,0.3193116277917474,-0.26358360543450693,0.07158706267878637,-0.31887698796382113,Gold
TF4_DualM_63_252,5,-0.1004054833361249,2.774501533107212e-30,0.1004054833361249,0.4838859621939882,0.555693261037955,-0.009679552105870185,-5.211517205594968,-0.04911919834376256,5,0.04137576279050542,-0.04717030467641733,-0.12937420488057377,0.03062168912145577,-0.10456483504359232,-0.02364432439554831,-0.11107817132216743,Gold
TF4_DualM_63_252,21,-0.15987353956052416,1.4589840037642429e-74,0.15987353956052416,0.43763574309649395,0.5742205677059097,-0.044853379605742635,-11.08541681175708,-0.07777899868072592,5,0.01222784146187913,-0.10297333100357381,-0.17597243090632467,0.14445976725087095,-0.17517658565862712,-0.00661593181590026,-0.24040232009340562,Gold
