window,NQ_Gold_mean,NQ_Gold_std,NQ_Bond_mean,NQ_Bond_std,Gold_Bond_mean,Gold_Bond_std
63,-0.004882430765635401,0.17397241348885165,0.010091073085586405,0.3505749029278919,0.010035513644647479,0.14768344917463233
126,-0.005790669929192147,0.14059695307343742,0.006122195580222185,0.33159377150334807,0.009836743569841077,0.1176211592894341
252,-0.006638019234072234,0.11840788253950418,-4.8752286610561365e-05,0.3143927877621124,0.009873987622027732,0.10015927596841945
