strategy,verdict,n_windows,mean_CAGR,median_CAGR,std_CAGR,min_CAGR,max_CAGR,P05_CAGR,P25_CAGR,P75_CAGR,P95_CAGR,WFA_CI95_lo,WFA_CI95_hi,t_stat,t_pvalue,mean_Sharpe,std_Sharpe,mean_CAGR_IS,mean_CAGR_postIS,WFA_WFE,n_windows_IS,n_windows_postIS,mean_Trades_yr,crit_alpha,crit_beta
REF-E4,PASS,49,0.417431,0.396494,0.530362,-0.404136,1.739548,-0.297793,-0.069786,0.808450,1.372811,0.265093,0.569769,5.509477,0.000001,0.866975,1.149048,0.413026,0.466993,1.130664,45,4,27.774340,True,True
E4-lmax5,PASS,49,0.367901,0.351032,0.428064,-0.346243,1.220097,-0.253017,-0.004815,0.684221,1.086238,0.244946,0.490855,6.016173,0.000000,0.933559,1.157442,0.362550,0.428100,1.180804,45,4,27.774340,True,True
F10-eps015-lmax5,PASS,49,0.381974,0.396423,0.439575,-0.393370,1.221647,-0.246321,0.014705,0.767605,1.083093,0.255713,0.508234,6.082726,0.000000,0.937433,1.155941,0.373496,0.477350,1.278060,45,4,52.086096,True,True
