strategy,verdict,n_windows,mean_CAGR,median_CAGR,std_CAGR,min_CAGR,max_CAGR,P05_CAGR,P25_CAGR,P75_CAGR,P95_CAGR,WFA_CI95_lo,WFA_CI95_hi,t_stat,t_pvalue,mean_Sharpe,std_Sharpe,mean_CAGR_IS,mean_CAGR_postIS,WFA_WFE,n_windows_IS,n_windows_postIS,crit_alpha,crit_beta
E4-RegimeKLT,PASS,49,0.417431,0.396494,0.530362,-0.404136,1.739548,-0.297793,-0.069786,0.808450,1.372811,0.265093,0.569769,5.509477,0.000001,0.866975,1.149048,0.413026,0.466993,1.130664,45,4,True,True
REF-N750,PASS,49,0.411579,0.357877,0.537168,-0.385663,1.770582,-0.293230,-0.029753,0.635390,1.416132,0.257287,0.565872,5.363422,0.000001,0.870663,1.160713,0.406763,0.465770,1.145066,45,4,True,True
