Strategy,CAGR,Sharpe,MaxDD,Worst5Y,Worst10Y,WinRate,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,WF_avg,WF1,WF2,WF3
Baseline Dyn 2x3x,0.31400363648805163,1.055238826890283,-0.33392777160171494,0.05161651639562903,0.14934440139777982,0.8461538461538461,0.2215415718748417,0.6403261117258615,-0.3273519535251955,0.8850441479464011,0.6332924679661461,1.0036918765397138,1.0181480993333434
