date,DH-REF (現行),DH-Z1 (DH base + binary vz),DH-Z2 (F10 e tilt + binary vz),DH-Z3 (DH base + composite),DH-Z4 (Fixed bull 80/10/10 + binary vz),"DH-Z5 (Regime preset switch, always IN)"
7411,703.717261,114.004172,113.693403,6.887976,139.114487,844.042152
7412,736.149665,119.258313,118.933221,6.887976,145.661704,883.765741
7413,758.686734,122.909381,122.574337,6.887976,150.235090,911.513611
7414,756.742422,122.594397,122.260212,6.887976,149.837268,909.099926
7415,756.352475,122.531224,122.197212,6.887976,149.593749,907.622435
7416,777.323896,125.928654,125.585380,6.887976,153.740827,932.783791
7417,764.383034,123.832198,123.494638,6.887976,151.068575,916.570575
7418,722.509225,117.048523,116.729456,6.887976,142.302024,863.381727
7419,727.251959,117.816859,117.495697,6.887976,143.039298,867.854954
7420,726.180271,117.643243,117.322554,6.887976,142.809980,866.463624
7421,746.780462,120.980532,120.650746,6.887976,146.907103,891.321887
7422,751.283414,121.710022,121.378248,6.887976,147.753281,896.455861
7423,794.169280,128.657653,128.306940,6.887976,156.669473,950.552614
7424,794.650529,128.735617,128.384691,6.887976,156.988604,952.488861
7425,807.183582,130.766006,130.409546,6.887976,159.541854,967.980060
7426,829.836385,134.435824,134.069360,6.887976,164.162297,996.013438
7427,820.066514,132.853078,132.490928,6.887976,162.301635,984.724340
7428,837.098302,135.612275,135.242604,6.887976,165.670976,1005.166967
7429,869.748987,140.901778,140.517688,6.887976,172.396395,1045.971752
7430,878.189888,142.269227,141.881410,6.887976,174.268349,1057.329363
7431,859.729828,139.278646,138.898981,6.887976,170.391604,1033.808191
7432,834.718822,135.226793,134.858173,6.887976,165.224938,1002.460745
7433,860.819068,139.455106,139.074959,6.887976,170.554043,1034.793748
7434,877.923560,142.226081,141.838382,6.887976,174.166257,1056.709947
7435,886.720732,143.651248,143.259663,6.887976,175.954743,1067.561138
7436,859.447332,139.232881,138.853340,6.887976,170.238347,1032.878340
7437,902.470213,146.202708,145.804168,6.887976,179.095033,1086.614057
7438,901.442782,146.036261,145.638175,6.887976,178.987613,1085.962311
7439,907.845063,147.073449,146.672536,6.887976,180.416926,1094.634309
7440,873.275651,141.473107,141.087460,6.887976,173.383092,1051.958293
7441,869.216611,140.815531,140.431677,6.887976,172.533311,1046.802460
7442,833.602698,135.045978,134.677850,6.887976,165.145068,1001.976149
7443,828.758036,134.261129,133.895141,6.887976,164.121149,995.763779
7444,818.644135,132.622648,132.261127,6.887976,162.285274,984.625070
7445,844.952430,136.884666,136.511526,6.887976,167.927355,1018.856977
7446,833.702171,135.062092,134.693921,6.887976,165.670724,1005.165435
7447,832.735718,134.905524,134.537780,6.887976,165.407494,1003.568355
7448,850.419021,137.770269,137.394715,6.887976,169.068226,1025.778928
7449,892.894850,144.651473,144.257161,6.887976,177.778288,1078.625038
7450,871.619837,141.204861,140.819945,6.887976,173.539910,1052.909741
7451,929.836005,150.636043,150.225418,6.887976,185.686059,1126.603449
7452,955.642334,154.816741,154.394720,6.887976,191.128107,1159.621706
7453,957.533608,155.123133,154.700276,6.887976,191.486423,1161.795694
7454,921.076536,149.216985,148.810228,6.887976,183.944567,1116.037385
7455,940.808507,152.413619,151.998149,6.887976,188.035113,1140.855743
7456,961.831520,155.819407,155.394652,6.887976,192.470832,1167.768349
7457,956.617640,154.974743,154.552291,6.887976,191.503516,1161.899406
7458,948.080870,153.591763,153.173081,6.887976,189.818897,1151.678401
7459,895.707609,145.107147,144.711594,6.887976,178.810745,1084.889209
7460,905.861804,146.752155,146.352118,6.887976,180.951552,1097.878020
7461,873.090168,141.443059,141.057493,6.887976,174.267919,1057.326755
7462,901.910548,146.112041,145.713748,6.887976,180.143251,1092.973855
7463,916.714465,148.510317,148.105487,6.887976,183.184332,1111.424846
7464,900.316079,145.853732,145.456144,6.887976,179.667017,1090.084426
7465,929.568744,150.592746,150.182239,6.887976,185.812047,1127.367850
7466,931.780736,150.951095,150.539612,6.887976,186.369625,1130.750811
7467,925.848169,149.990003,149.581139,6.887976,185.186435,1123.572102
7468,912.805234,147.877011,147.473907,6.887976,182.527915,1107.442200
7469,920.649695,149.147835,148.741267,6.887976,184.420204,1118.923191
7470,901.773620,146.089858,145.691626,6.887976,180.407364,1094.576293
7471,897.566473,145.408289,145.011914,6.887976,179.618084,1089.787533
7472,853.862251,138.328082,137.951008,6.887976,170.536810,1034.689189
7473,837.527459,135.681800,135.298144,6.887976,166.947593,1012.912517
7474,836.222064,135.470322,135.087264,6.887976,166.699724,1011.408634
7475,829.730842,134.418726,133.946887,6.887976,165.279667,1002.792795
7476,846.693542,137.166731,137.035055,6.887976,168.822348,1024.287121
7477,873.467013,141.504108,141.686044,6.887976,174.354276,1057.850706
7478,866.656770,140.400830,140.850745,6.887976,173.166260,1050.642719
7479,885.239667,143.411311,143.925772,6.887976,176.866993,1073.095980
7480,887.448907,143.769214,144.297865,6.887976,177.303651,1075.745295
7481,927.773958,150.301986,150.854658,6.887976,185.652886,1126.402179
7482,952.350212,154.283408,154.850720,6.887976,190.718629,1157.137300
7483,953.613355,154.488041,155.056105,6.887976,190.906123,1158.274872
7484,972.574665,157.559826,158.123680,6.887976,194.837909,1182.129998
7485,958.275296,155.243288,155.798852,6.887976,191.877638,1164.169296
7486,956.924033,155.024380,155.561778,6.887976,191.617810,1162.592857
7487,963.967397,156.165425,156.745657,6.887976,193.089989,1171.524932
7488,974.509496,157.873274,158.578864,6.887976,195.270424,1184.754173
7489,999.284529,161.886899,162.626360,6.887976,200.186917,1214.583753
7490,1011.359207,163.843031,164.579226,6.887976,202.662797,1229.605532
7491,1041.879437,168.787394,170.120127,6.887976,209.230249,1269.451894
7492,1049.756101,170.063436,171.619697,6.887976,211.107933,1280.844271
7493,1072.043233,173.674014,175.447274,6.887976,215.597170,1308.081588
7494,1059.141369,171.583875,172.925038,6.887976,212.993235,1292.282867
7495,1101.682094,178.475592,180.411085,6.887976,221.562187,1344.272826
7496,1081.339041,175.179961,176.856266,6.887976,217.479001,1319.499123
7497,1016.724356,164.712200,165.415790,6.887976,204.511149,1240.028248
7498,1036.286348,167.881298,168.994061,6.887976,208.840165,1266.276702
7499,1038.935391,168.310450,169.339044,6.887976,209.550873,1268.849962
7500,1032.232868,167.224623,168.306159,6.887976,208.416995,1259.390031
7501,1045.306234,169.342545,170.838783,6.887976,211.792272,1272.589027
7502,1045.657999,169.399532,170.042107,6.887976,211.553061,1271.151687
7503,1067.689792,172.968744,173.930152,6.887976,216.193514,1299.034620
7504,1066.357805,172.752958,173.302293,6.887976,215.767417,1296.474340
7505,1038.425033,168.227771,168.373887,6.887976,209.569903,1259.235553
7506,1075.751016,174.274685,174.412142,6.887976,217.130915,1304.667145
7507,1025.144434,166.076277,163.874671,6.887976,205.889416,1236.337933
7508,993.132017,160.890175,158.740932,6.887976,199.460060,1197.730528
7509,978.148466,158.462798,155.671843,6.887976,195.959088,1180.777537
7510,984.596430,159.507386,157.723770,6.887976,199.210965,1184.091395
7511,979.592292,158.696701,155.425926,6.887976,195.673528,1183.867001
7512,1002.319018,162.378495,159.673023,6.887976,201.527737,1208.323018
7513,999.190625,161.871687,159.649157,6.887976,201.424452,1203.958801
7514,996.133214,161.376377,160.194889,6.887976,203.044965,1197.765783
7515,987.355200,159.954314,158.718971,6.887976,202.799409,1184.779566
7516,989.769169,160.345384,159.714706,6.887976,204.094203,1187.163312
7517,982.130526,159.107903,158.602741,6.887976,202.362898,1177.092758
7518,992.944960,160.859871,160.928647,6.887976,205.052114,1192.735233
7519,990.692504,160.494967,160.544877,6.887976,204.990215,1192.375179
7520,1003.125143,162.509090,162.940664,6.887976,207.912825,1209.375249
7521,1011.338574,163.839688,165.002187,6.887976,209.779471,1220.233045
7522,1007.420463,163.204943,164.344421,6.887976,208.907807,1215.162802
7523,1019.202789,165.113713,166.250084,6.887976,211.351096,1229.374786
7524,973.262925,157.671326,158.760679,6.887976,201.854229,1174.133959
7525,989.192565,160.251973,161.425018,6.887976,205.158028,1193.351306
7526,1005.256775,162.854420,164.301045,6.887976,208.556406,1213.118795
7527,976.473567,158.191459,159.108548,6.887976,201.565939,1171.729182
7528,966.923993,156.644402,157.607829,6.887976,199.349539,1158.141920
7529,960.896773,155.667975,155.459553,6.887976,197.420292,1155.207455
7530,969.270045,157.024469,157.360596,6.887976,199.473205,1167.220101
7531,994.583832,161.125373,161.636845,6.887976,205.519541,1190.890607
7532,990.243594,160.422242,161.101203,6.887976,205.243770,1181.446381
7533,994.885051,161.174171,161.867625,6.887976,205.598373,1183.487580
7534,992.339496,160.761784,160.978110,6.887976,205.203766,1181.216104
7535,1025.906434,166.199723,167.678122,6.887976,212.559194,1223.556213
7536,1011.990058,163.945231,165.403575,6.887976,209.675838,1206.958727
7537,1013.721643,164.225752,165.686592,6.887976,210.034608,1209.023917
7538,1032.639114,167.290436,168.778537,6.887976,213.954149,1231.586002
7539,1024.502414,165.972268,167.448643,6.887976,212.268293,1221.881697
7540,988.604884,160.156767,161.581412,6.887976,204.830626,1179.068196
7541,976.831767,158.249489,159.663561,6.887976,202.410393,1165.136590
7542,1030.664814,166.970594,168.434931,6.887976,213.565199,1229.347087
7543,1034.407559,167.576929,168.651898,6.887976,213.914189,1231.355981
7544,999.551655,161.930174,161.550359,6.887976,206.225823,1187.099378
7545,976.489392,158.194023,157.822971,6.887976,201.467655,1159.709899
7546,952.303502,154.275841,153.022896,6.887976,196.162477,1129.171660
7547,965.562264,156.423798,156.142321,6.887976,199.200533,1146.659645
7548,954.031252,154.555741,153.332770,6.887976,196.401853,1130.549582
7549,963.235818,156.046907,154.835877,6.887976,198.480046,1142.512300
7550,1000.984355,162.162276,162.705167,6.887976,207.303760,1193.304318
7551,996.852784,161.492950,161.918495,6.887976,206.425039,1188.246126
7552,1003.487377,162.567772,163.342672,6.887976,208.036404,1197.521640
7553,1011.472858,163.861443,165.062240,6.887976,209.660316,1206.869378
7554,1032.100975,167.203256,169.607350,6.887976,214.560076,1235.073906
7555,1024.778918,166.017062,167.820122,6.887976,212.850221,1225.231453
7556,1004.458146,162.725040,164.036462,6.887976,208.445375,1199.875805
7557,1012.692728,164.059065,165.436988,6.887976,210.264010,1210.344428
7558,991.781770,160.671431,160.607347,6.887976,205.227252,1181.351298
7559,1005.383327,162.874922,163.080502,6.887976,208.070295,1197.716728
7560,973.957250,157.783809,156.912576,6.887976,200.897005,1156.425061
7561,969.498130,157.061419,156.215678,6.887976,200.003899,1151.284068
7562,987.521009,159.981176,159.732715,6.887976,204.609269,1177.793995
7563,995.441800,161.264366,160.776166,6.887976,206.031798,1185.982508
7564,976.852814,158.252898,157.264642,6.887976,201.744262,1160.590544
7565,984.680466,159.521000,158.538916,6.887976,203.111179,1167.757762
7566,985.487223,159.651697,157.955805,6.887976,203.026355,1170.822476
7567,1009.995867,163.622166,161.978635,6.887976,208.321478,1201.358656
7568,1005.039122,162.819159,161.176614,6.887976,207.360134,1195.814728
7569,1010.060874,163.632697,162.217872,6.887976,208.429592,1201.982132
7570,1025.476220,166.130027,165.783269,6.887976,211.906855,1222.034985
7571,1022.576454,165.660257,165.314479,6.887976,211.160131,1217.728743
7572,1026.440579,166.286256,165.922640,6.887976,211.992755,1222.530356
7573,1060.753632,171.845067,171.469296,6.887976,219.392852,1265.205604
7574,1063.003913,172.209618,172.022733,6.887976,219.942999,1268.378219
7575,1057.053604,171.245652,170.981781,6.887976,218.613290,1260.709987
7576,1054.068437,170.762046,170.741261,6.887976,218.386116,1259.399911
7577,1086.807976,176.065943,176.316676,6.887976,225.752214,1301.879092
7578,1102.976535,178.685295,178.954371,6.887976,228.741511,1319.117917
7579,1122.122059,181.786924,182.135785,6.887976,232.972484,1343.517303
7580,1145.777028,185.619095,186.160063,6.887976,238.112232,1373.157455
7581,1136.973142,184.192841,184.729652,6.887976,235.979514,1360.858395
7582,1168.313761,189.270109,189.821717,6.887976,242.592646,1398.995332
7583,1149.290328,186.188260,186.730886,6.887976,238.543365,1375.643735
7584,1165.550106,188.822390,189.372693,6.887976,242.047960,1395.854209
7585,1161.093039,188.100332,188.648531,6.887976,241.157489,1390.718995
7586,1191.672467,193.054285,193.616922,6.887976,247.921073,1429.723567
7587,1195.948038,193.746940,194.311595,6.887976,248.994988,1435.916676
7588,1193.163757,193.295879,193.859219,6.887976,248.254249,1431.644945
7589,1169.400444,189.446155,189.998276,6.887976,243.002061,1401.356364
7590,1171.150257,189.729630,190.282577,6.887976,243.509393,1404.282072
7591,1197.611400,194.016409,194.581850,6.887976,249.486092,1438.748800
7592,1156.386303,187.337828,187.883804,6.887976,240.493290,1386.888662
7593,1115.803785,180.763346,181.240149,6.887976,231.621781,1335.728002
7594,1105.931078,179.163940,179.636524,6.887976,229.479025,1323.371048
7595,1098.847109,178.016317,178.247864,6.887976,228.140021,1315.649216
7596,1094.885661,177.374551,177.608025,6.887976,227.303631,1310.825879
7597,1098.162539,177.905414,178.021918,6.887976,227.996090,1314.032691
7598,1055.098195,170.775373,170.418971,6.887976,218.021736,1257.860529
7599,1056.160822,170.947367,170.681312,6.887976,218.474503,1257.474945
7600,1064.929907,170.947367,170.681312,6.887976,218.474503,1266.673399
7601,1077.220323,170.947367,170.681312,6.887976,218.474503,1285.063639
7602,1079.969060,170.776420,170.510630,6.887976,218.256028,1288.016059
7603,1082.138204,170.776420,170.510630,6.887976,218.256028,1290.005217
7604,1077.415493,170.031110,169.892436,6.887976,216.803323,1287.065307
7605,1071.234382,169.055645,168.409380,6.887976,214.958125,1282.930033
7606,1084.635343,171.170503,170.818641,6.887976,217.992392,1296.335004
7607,1085.127134,171.076944,170.653321,6.887976,217.604085,1297.601364
7608,1069.306670,168.411674,167.228263,6.887976,213.859606,1276.570150
7609,1060.611591,168.243262,167.061035,6.887976,213.645746,1264.543990
7610,1038.819486,164.618169,163.171573,6.887976,209.228575,1237.558958
7611,1042.938977,164.453551,163.008402,6.887976,209.019346,1245.086919
7612,1054.858399,166.333039,164.759311,6.887976,211.352363,1259.619064
7613,1048.977135,166.333039,164.759311,6.887976,211.352363,1246.836648
7614,1048.037156,166.333039,164.759311,6.887976,211.352363,1246.129386
7615,1066.981767,166.333039,164.759311,6.887976,211.352363,1269.152968
7616,1054.588455,166.333039,164.759311,6.887976,211.352363,1254.093328
7617,1047.058389,166.333039,164.759311,6.887976,211.352363,1243.495619
7618,1061.613924,166.166706,164.594552,6.887976,211.141011,1260.651773
7619,1063.656598,166.166706,164.594552,6.887976,211.141011,1266.347699
7620,1039.148353,162.337976,160.337025,6.887976,205.312684,1230.631687
7621,1030.651244,161.010539,158.845363,6.887976,203.283842,1218.470929
7622,1015.963475,158.569568,155.706994,6.887976,199.529680,1206.537665
7623,1000.394458,156.139586,153.317818,6.887976,196.496530,1187.852447
7624,1014.092113,156.139586,153.317818,6.887976,196.496530,1201.997940
7625,1000.070391,156.139586,153.317818,6.887976,196.496530,1188.158767
7626,1006.122710,155.983447,153.164501,6.887976,196.300034,1197.028554
7627,1017.603469,155.827463,153.011336,6.887976,196.103734,1208.972801
7628,1015.475492,155.501602,152.818963,6.887976,195.287107,1208.244442
7629,1011.267990,155.501602,152.818963,6.887976,195.287107,1205.652537
7630,1008.790055,155.501602,152.818963,6.887976,195.287107,1207.454931
7631,1008.171067,155.501602,152.818963,6.887976,195.287107,1208.010698
7632,1012.732974,155.501602,152.818963,6.887976,195.287107,1213.823316
7633,1026.515667,155.501602,152.818963,6.887976,195.287107,1225.590392
7634,1021.645765,155.501602,152.818963,6.887976,195.287107,1219.172698
7635,1023.573259,155.501602,152.818963,6.887976,195.287107,1222.787459
7636,1021.267559,155.346101,152.666144,6.887976,195.091819,1221.454957
7637,1030.470548,155.190754,152.513477,6.887976,194.896728,1229.864712
7638,1033.512208,155.648834,153.605273,6.887976,196.428584,1231.510285
7639,1039.058327,155.648834,153.605273,6.887976,196.428584,1234.004906
7640,1036.730813,155.648834,153.605273,6.887976,196.428584,1228.070608
7641,1027.379153,155.648834,153.605273,6.887976,196.428584,1217.390309
7642,1025.805844,155.648834,153.605273,6.887976,196.428584,1216.374817
7643,1030.192930,155.493185,153.451668,6.887976,196.232156,1221.779201
7644,1032.901724,155.493185,153.420978,6.887976,196.232156,1224.023279
7645,1004.759819,151.117917,148.922368,6.887976,190.544837,1189.037506
7646,992.454431,149.267162,147.088478,6.887976,188.722455,1177.665481
7647,972.800577,149.117894,146.941389,6.887976,188.533732,1151.281740
7648,973.346055,148.968777,146.794448,6.887976,188.345199,1153.855643
7649,985.968843,150.751702,149.018276,6.887976,190.718978,1168.182921
7650,963.681264,150.600950,148.869258,6.887976,190.528259,1142.707755
7651,964.876461,150.787731,149.347243,6.887976,191.506734,1140.257894
7652,971.049184,150.787731,149.347243,6.887976,191.506734,1146.638644
7653,975.436404,150.787731,149.347243,6.887976,191.506734,1151.699440
7654,975.061000,150.787731,149.347243,6.887976,191.506734,1152.035891
7655,975.927902,150.787731,149.347243,6.887976,191.506734,1153.433475
7656,958.629498,150.787731,149.347243,6.887976,191.506734,1135.454745
7657,934.673688,150.787731,149.347243,6.887976,191.506734,1103.893496
7658,936.915856,150.787731,149.347243,6.887976,191.506734,1107.315073
7659,937.770762,150.787731,149.347243,6.887976,191.506734,1108.073242
7660,938.965350,150.787731,149.347243,6.887976,191.506734,1109.370242
7661,944.134145,150.787731,149.347243,6.887976,191.506734,1115.946495
7662,939.251427,150.787731,149.347243,6.887976,191.506734,1110.148632
7663,924.332546,150.787731,149.347243,6.887976,191.506734,1090.394998
7664,905.824696,150.787731,149.347243,6.887976,191.506734,1065.421351
7665,920.443029,150.787731,149.347243,6.887976,191.506734,1081.828398
7666,919.240392,150.787731,149.347243,6.887976,191.506734,1080.997978
7667,911.861809,150.787731,149.347243,6.887976,191.506734,1069.383947
7668,904.970885,150.787731,149.347243,6.887976,191.506734,1062.573823
7669,907.838354,150.787731,149.347243,6.887976,191.506734,1072.057386
7670,910.171072,150.636944,149.197895,6.887976,191.315227,1071.784138
7671,910.823523,150.636944,149.197895,6.887976,191.315227,1072.740357
7672,913.558810,151.089320,149.223425,6.887976,191.562939,1076.889131
7673,919.173989,152.017989,150.390084,6.887976,192.921342,1082.936534
7674,926.959758,153.305642,151.736951,6.887976,194.666183,1092.730950
7675,964.372087,159.493096,158.126884,6.887976,202.938562,1139.166776
7676,977.486934,161.662101,160.224359,6.887976,205.678028,1154.544380
7677,987.777098,163.363944,162.134740,6.887976,207.851477,1166.744727
7678,992.512434,164.147100,162.912003,6.887976,208.838422,1172.284804
7679,995.831206,164.695976,163.456750,6.887976,209.548949,1176.273242
7680,992.796537,164.194086,162.958636,6.887976,208.910840,1172.691312
7681,957.103969,158.291055,157.105927,6.887976,201.382583,1130.432507
7682,974.410505,161.153304,159.946746,6.887976,205.070739,1151.135448
7683,1016.475627,168.110263,167.109921,6.887976,214.229293,1202.545691
7684,1018.493727,168.444027,167.557536,6.887976,214.721270,1205.307332
7685,984.774212,162.867310,161.023402,6.887976,207.389575,1164.151903
7686,992.826641,164.199065,162.530379,6.887976,209.170357,1174.148074
7687,967.160214,159.954212,158.190356,6.887976,203.417082,1141.852880
7688,995.923910,164.711308,162.771203,6.887976,209.555806,1176.311735
7689,1002.165344,165.743550,163.832843,6.887976,210.525632,1181.755713
7690,994.547831,164.483725,161.906837,6.887976,208.483661,1170.293403
7691,995.637961,164.664016,162.541244,6.887976,208.834886,1171.562778
7692,993.413744,164.296163,161.811488,6.887976,207.637381,1164.844781
7693,1004.401492,166.113377,163.795958,6.887976,210.456670,1174.073685
7694,1021.853071,168.999613,166.737767,6.887976,214.617191,1190.265602
7695,1020.557306,168.785313,166.419067,6.887976,214.041743,1190.852936
7696,1031.979112,170.674313,168.211116,6.887976,216.201891,1202.871237
7697,1023.857518,169.331120,167.084310,6.887976,214.780385,1194.962479
7698,1031.592070,170.610302,168.300976,6.887976,216.864901,1206.559991
7699,1045.510973,172.912286,170.625719,6.887976,219.845462,1223.142785
7700,1011.118953,167.224347,164.438963,6.887976,212.477730,1182.151317
7701,1002.873852,165.860727,162.808362,6.887976,210.705580,1171.582406
7702,971.291023,160.492066,156.580775,6.887976,203.075700,1130.329709
7703,971.767806,160.570847,156.669084,6.887976,203.287684,1130.027475
7704,968.262627,160.570847,156.669084,6.887976,203.287684,1129.249252
7705,976.112190,160.570847,156.669084,6.887976,203.287684,1139.400706
7706,978.923495,160.570847,156.669084,6.887976,203.287684,1145.012496
7707,971.380313,160.570847,156.669084,6.887976,203.287684,1134.582898
7708,963.957578,160.570847,156.669084,6.887976,203.287684,1125.910998
7709,965.875358,160.570847,156.669084,6.887976,203.287684,1129.389445
7710,956.111718,160.570847,156.669084,6.887976,203.287684,1123.019711
7711,959.042368,160.570847,156.669084,6.887976,203.287684,1124.574939
7712,971.088990,160.410277,156.512415,6.887976,203.084396,1132.131938
7713,944.423640,160.249866,156.355902,6.887976,202.881312,1100.182059
7714,946.715446,160.638740,156.883807,6.887976,204.037781,1098.652994
7715,943.042654,160.638740,156.883807,6.887976,204.037781,1094.164352
7716,940.684762,160.638740,156.883807,6.887976,204.037781,1091.449759
7717,930.974997,160.638740,156.883807,6.887976,204.037781,1081.032687
7718,922.554773,160.638740,156.883807,6.887976,204.037781,1071.593079
7719,932.398876,160.638740,156.883807,6.887976,204.037781,1082.750453
7720,939.310057,160.638740,156.883807,6.887976,204.037781,1090.700534
7721,948.988267,160.638740,156.883807,6.887976,204.037781,1101.479515
7722,939.708919,160.638740,156.883807,6.887976,204.037781,1091.781750
7723,940.802856,160.638740,156.883807,6.887976,204.037781,1093.730292
7724,932.999898,160.638740,156.883807,6.887976,204.037781,1086.184313
7725,928.424510,160.638740,156.883807,6.887976,204.037781,1084.526707
7726,932.751592,160.638740,156.883807,6.887976,204.037781,1090.806960
7727,934.778287,160.638740,156.883807,6.887976,204.037781,1093.227377
7728,930.109310,160.638740,156.883807,6.887976,204.037781,1087.767074
7729,926.536748,160.638740,156.883807,6.887976,204.037781,1083.706370
7730,928.158031,160.638740,156.883807,6.887976,204.037781,1085.595319
7731,935.157871,160.638740,156.883807,6.887976,204.037781,1092.811301
7732,938.180501,160.638740,156.883807,6.887976,204.037781,1095.937900
7733,942.647565,160.638740,156.883807,6.887976,204.037781,1100.545761
7734,943.936770,160.638740,156.883807,6.887976,204.037781,1101.891676
7735,943.434284,160.638740,156.883807,6.887976,204.037781,1101.400054
7736,948.087485,160.638740,156.883807,6.887976,204.037781,1106.196447
7737,944.231645,160.638740,156.883807,6.887976,204.037781,1102.268214
7738,944.531586,160.638740,156.883807,6.887976,204.037781,1102.599839
7739,948.278882,160.638740,156.883807,6.887976,204.037781,1106.466865
7740,949.632387,160.638740,156.883807,6.887976,204.037781,1107.878465
7741,952.807112,160.638740,156.883807,6.887976,204.037781,1111.156801
7742,960.704730,160.638740,156.883807,6.887976,204.037781,1119.272566
7743,960.726526,160.638740,156.883807,6.887976,204.037781,1119.319426
7744,954.450987,160.638740,156.883807,6.887976,204.037781,1112.920812
7745,944.842233,160.638740,156.883807,6.887976,204.037781,1103.102568
7746,943.685892,160.638740,156.883807,6.887976,204.037781,1101.941218
7747,944.894028,160.638740,156.883807,6.887976,204.037781,1103.205121
7748,943.579169,160.638740,156.883807,6.887976,204.037781,1101.880974
7749,947.621474,160.638740,156.883807,6.887976,204.037781,1106.052592
7750,950.936843,160.638740,156.883807,6.887976,204.037781,1109.476901
7751,955.819649,160.638740,156.883807,6.887976,204.037781,1114.506470
7752,954.660095,160.638740,156.883807,6.887976,204.037781,1113.343584
7753,963.435924,160.638740,156.883807,6.887976,204.037781,1122.359729
7754,959.714045,160.638740,156.883807,6.887976,204.037781,1118.575949
7755,964.399828,160.638740,156.883807,6.887976,204.037781,1123.399256
7756,966.317189,160.638740,156.883807,6.887976,204.037781,1125.386803
7757,975.492907,160.638740,156.883807,6.887976,204.037781,1134.800197
7758,978.507281,160.638740,156.883807,6.887976,204.037781,1137.906512
7759,979.507094,160.638740,156.883807,6.887976,204.037781,1138.953732
7760,982.232235,160.638740,156.883807,6.887976,204.037781,1141.763451
7761,977.750327,160.638740,156.883807,6.887976,204.037781,1137.212318
7762,972.199066,160.638740,156.883807,6.887976,204.037781,1131.565766
7763,973.428846,160.638740,156.883807,6.887976,204.037781,1132.848780
7764,971.971563,160.638740,156.883807,6.887976,204.037781,1131.384365
7765,972.476653,160.638740,156.883807,6.887976,204.037781,1131.926451
7766,969.181040,160.638740,156.883807,6.887976,204.037781,1128.582017
7767,974.263841,160.638740,156.883807,6.887976,204.037781,1133.807227
7768,970.200527,160.638740,156.883807,6.887976,204.037781,1129.678489
7769,980.856573,160.638740,156.883807,6.887976,204.037781,1140.604273
7770,985.953453,160.638740,156.883807,6.887976,204.037781,1145.836920
7771,984.558639,160.638740,156.883807,6.887976,204.037781,1144.438748
7772,973.832396,160.638740,156.883807,6.887976,204.037781,1133.511204
7773,982.164656,160.638740,156.883807,6.887976,204.037781,1142.057253
7774,987.623545,160.638740,156.883807,6.887976,204.037781,1147.659702
7775,988.718623,160.638740,156.883807,6.887976,204.037781,1148.804087
7776,986.913302,160.638740,156.883807,6.887976,204.037781,1146.987811
7777,1000.815425,160.638740,156.883807,6.887976,204.037781,1161.208533
7778,1007.188153,160.638740,156.883807,6.887976,204.037781,1167.731259
7779,999.878506,160.638740,156.883807,6.887976,204.037781,1160.313077
7780,1010.006489,160.638740,156.883807,6.887976,204.037781,1170.665602
7781,1006.584314,160.638740,156.883807,6.887976,204.037781,1167.208469
7782,995.170063,160.638740,156.883807,6.887976,204.037781,1155.608147
7783,998.011151,160.638740,156.883807,6.887976,204.037781,1158.533615
7784,1005.624873,160.638740,156.883807,6.887976,204.037781,1166.325454
7785,1002.875400,160.638740,156.883807,6.887976,204.037781,1163.551883
7786,999.590397,160.478101,156.726923,6.887976,203.833743,1160.063340
7787,996.941396,160.478101,156.726923,6.887976,203.833743,1157.390052
7788,1011.421853,162.809027,159.096722,6.887976,206.931737,1174.980795
7789,1016.091615,163.560721,160.215280,6.887976,208.472121,1183.727260
7790,1018.671261,163.975967,160.589522,6.887976,208.974385,1186.579172
7791,1021.064123,164.361147,160.966747,6.887976,209.498220,1189.553560
7792,1011.057000,162.750296,159.389163,6.887976,207.413432,1177.715912
7793,1039.955844,167.402156,163.944953,6.887976,213.436161,1211.913615
7794,1072.643550,172.663911,169.098041,6.887976,220.163601,1250.112749
7795,1083.024674,174.334965,170.734584,6.887976,222.317126,1262.340695
7796,1064.682229,171.382374,167.842970,6.887976,218.498105,1240.655881
7797,1095.124900,176.282744,172.642138,6.887976,224.746606,1276.135547
7798,1101.466526,177.303558,173.641870,6.887976,226.049408,1283.532998
7799,1057.896510,170.290073,166.773228,6.887976,217.028762,1232.312797
7800,1077.782260,173.491091,169.908139,6.887976,221.119517,1255.540543
7801,1076.417673,173.271433,169.693017,6.887976,220.835313,1253.926802
7802,1098.291617,176.792492,173.141358,6.887976,225.373977,1279.697827
7803,1096.605471,176.521072,172.875544,6.887976,225.032398,1277.758305
7804,1097.550230,176.673150,173.024481,6.887976,225.290280,1279.222590
7805,1084.472472,174.568018,170.962824,6.887976,222.580385,1263.835508
7806,1131.752571,182.178716,178.416346,6.887976,232.431731,1319.772521
7807,1138.215957,183.219131,179.435273,6.887976,233.772106,1327.383315
7808,1145.785233,184.437560,180.628540,6.887976,235.312526,1336.129982
7809,1154.350568,185.816326,181.978831,6.887976,237.028894,1345.875711
7810,1108.996105,178.515598,174.828879,6.887976,227.593659,1292.301423
7811,1123.008116,180.771118,177.037817,6.887976,230.499113,1308.798907
7812,1119.877719,180.267216,176.544322,6.887976,229.932714,1305.582833
7813,1117.027441,179.808406,176.094987,6.887976,229.358238,1302.320894
7814,1143.527209,184.074085,180.272571,6.887976,234.840434,1333.449398
