date,DH-REF (現行),DH-Z1 (DH base + binary vz),DH-Z2 (F10 e tilt + binary vz),DH-Z3 (DH base + composite),DH-Z4 (Fixed bull 80/10/10 + binary vz),"DH-Z5 (Regime preset switch, always IN)"
1383,2.932843,2.124470,2.125478,1.000000,2.175410,3.045967
1384,2.935726,2.126559,2.126229,1.000000,2.173251,3.041116
1385,2.927636,2.120699,2.117625,1.000000,2.165810,3.030704
1386,2.946212,2.134155,2.131401,1.000000,2.182520,3.043123
1387,2.961688,2.145365,2.143254,1.000000,2.195997,3.052685
1388,2.947427,2.135035,2.132095,1.000000,2.189486,3.028725
1389,2.943288,2.132037,2.126382,1.000000,2.176949,3.009566
1390,2.940076,2.129710,2.124284,1.000000,2.175195,3.007140
1391,2.972673,2.153322,2.151392,1.000000,2.197481,3.044625
1392,3.002549,2.174964,2.176945,1.000000,2.219355,3.073878
1393,3.010672,2.180848,2.187203,1.000000,2.227775,3.076711
1394,3.000713,2.173634,2.181681,1.000000,2.221117,3.067515
1395,2.994425,2.169079,2.179899,1.000000,2.216762,3.061501
1396,2.992539,2.167713,2.175978,1.000000,2.214015,3.057707
1397,2.981008,2.159360,2.166360,1.000000,2.206812,3.047759
1398,2.993406,2.168341,2.180014,1.000000,2.215909,3.060323
1399,2.981752,2.159899,2.170276,1.000000,2.200417,3.038927
1400,2.987225,2.163864,2.173991,1.000000,2.197068,3.034302
1401,2.982534,2.160465,2.171596,1.000000,2.197563,3.034986
1402,2.991674,2.167086,2.176267,1.000000,2.205490,3.045934
1403,2.992100,2.167395,2.178218,1.000000,2.201555,3.040499
1404,3.008896,2.179561,2.193709,1.000000,2.213455,3.056934
1405,3.025572,2.191641,2.205966,1.000000,2.230062,3.079869
1406,3.049610,2.209054,2.226308,1.000000,2.246345,3.102356
1407,3.052446,2.211108,2.232754,1.000000,2.252198,3.110440
1408,3.062125,2.218119,2.241227,1.000000,2.261461,3.123233
1409,3.053587,2.211935,2.236131,1.000000,2.264880,3.127955
1410,3.054563,2.212641,2.237072,1.000000,2.270678,3.135963
1411,3.086676,2.235903,2.260184,1.000000,2.294098,3.168307
1412,3.078090,2.229684,2.253897,1.000000,2.287716,3.159494
1413,3.062641,2.218493,2.242585,1.000000,2.276234,3.143636
1414,3.098112,2.244187,2.268558,1.000000,2.302597,3.180045
1415,3.144330,2.277666,2.302401,1.000000,2.336947,3.227485
1416,3.161883,2.290381,2.315254,1.000000,2.349993,3.245502
1417,3.221464,2.333540,2.358881,1.000000,2.394276,3.306659
1418,3.274918,2.372261,2.398023,1.000000,2.434004,3.361527
1419,3.262438,2.363220,2.388884,1.000000,2.424728,3.348717
1420,3.320027,2.404936,2.431053,1.000000,2.467530,3.407829
1421,3.326146,2.409368,2.435533,1.000000,2.472078,3.414110
1422,3.350018,2.426661,2.453014,1.000000,2.489820,3.438613
1423,3.353304,2.429041,2.455420,1.000000,2.492263,3.441986
1424,3.349677,2.426414,2.452764,1.000000,2.489567,3.438263
1425,3.415927,2.474403,2.501275,1.000000,2.538806,3.506265
1426,3.429588,2.484299,2.511278,1.000000,2.548959,3.520288
1427,3.448515,2.498009,2.525137,1.000000,2.563026,3.539715
1428,3.453559,2.501663,2.528830,1.000000,2.566775,3.544892
1429,3.455652,2.503179,2.530363,1.000000,2.568330,3.547040
1430,3.476706,2.518430,2.545780,1.000000,2.583978,3.568652
1431,3.480609,2.521257,2.548637,1.000000,2.586879,3.572658
1432,3.495096,2.531751,2.559246,1.000000,2.597646,3.587528
1433,3.392422,2.457377,2.484064,1.000000,2.521336,3.482139
1434,3.263407,2.363922,2.390090,1.000000,2.426619,3.351328
1435,3.327786,2.410556,2.437241,1.000000,2.474491,3.417442
1436,3.307138,2.395599,2.426439,1.000000,2.484384,3.431106
1437,3.344250,2.422483,2.456375,1.000000,2.509000,3.465102
1438,3.353026,2.428840,2.457550,1.000000,2.504247,3.458537
1439,3.346773,2.424310,2.454578,1.000000,2.505579,3.460377
1440,3.353104,2.428896,2.462663,1.000000,2.518117,3.477694
1441,3.435486,2.488571,2.525474,1.000000,2.571425,3.551315
1442,3.434574,2.487910,2.528760,1.000000,2.569357,3.548459
1443,3.426807,2.482285,2.514091,1.000000,2.551313,3.523538
1444,3.450321,2.499317,2.530144,1.000000,2.566947,3.545130
1445,3.484624,2.524166,2.556837,1.000000,2.594063,3.582580
1446,3.499642,2.535044,2.568826,1.000000,2.606890,3.600295
1447,3.475612,2.517638,2.550471,1.000000,2.587001,3.572826
1448,3.432821,2.486641,2.519070,1.000000,2.553012,3.525885
1449,3.441716,2.493084,2.531954,1.000000,2.563903,3.540927
1450,3.492985,2.530222,2.576760,1.000000,2.598032,3.588061
1451,3.497769,2.533687,2.580289,1.000000,2.596233,3.585577
1452,3.475030,2.517216,2.563514,1.000000,2.578587,3.561207
1453,3.580679,2.593745,2.641451,1.000000,2.643183,3.650417
1454,3.560392,2.579050,2.626485,1.000000,2.636340,3.640968
1455,3.543202,2.566598,2.613805,1.000000,2.635518,3.639831
1456,3.516138,2.546993,2.593840,1.000000,2.628473,3.630102
1457,3.476554,2.518320,2.564639,1.000000,2.591420,3.578929
1458,3.179378,2.302761,2.345116,1.000000,2.358750,3.259027
1459,2.983463,2.160864,2.200608,1.000000,2.188101,3.023247
1460,2.919584,2.160864,2.200608,1.000000,2.188101,2.981040
1461,2.860713,2.160864,2.200608,1.000000,2.188101,2.939598
1462,2.901130,2.160864,2.200608,1.000000,2.188101,2.965344
1463,2.897832,2.160864,2.200608,1.000000,2.188101,2.963187
1464,2.854341,2.160864,2.200608,1.000000,2.188101,2.933080
1465,2.793324,2.160864,2.200608,1.000000,2.188101,2.889419
1466,2.784833,2.160864,2.200608,1.000000,2.188101,2.878272
1467,2.761154,2.160864,2.200608,1.000000,2.188101,2.854801
1468,2.712401,2.160864,2.200608,1.000000,2.188101,2.818120
1469,2.748754,2.160864,2.200608,1.000000,2.188101,2.846211
1470,2.734127,2.160864,2.200608,1.000000,2.188101,2.835176
1471,2.698316,2.160864,2.200608,1.000000,2.188101,2.810916
1472,2.674739,2.160864,2.200608,1.000000,2.188101,2.793999
1473,2.696147,2.160864,2.200608,1.000000,2.188101,2.813181
1474,2.710617,2.160864,2.200608,1.000000,2.188101,2.824390
1475,2.687439,2.160864,2.200608,1.000000,2.188101,2.809103
1476,2.624359,2.160864,2.200608,1.000000,2.188101,2.763170
1477,2.651908,2.160864,2.200608,1.000000,2.188101,2.782850
1478,2.674713,2.160864,2.200608,1.000000,2.188101,2.799464
1479,2.695579,2.160864,2.200608,1.000000,2.188101,2.812649
1480,2.701093,2.160864,2.200608,1.000000,2.188101,2.818260
1481,2.726823,2.160864,2.200608,1.000000,2.188101,2.839770
1482,2.744981,2.160864,2.200608,1.000000,2.188101,2.855796
1483,2.725206,2.160864,2.200608,1.000000,2.188101,2.841603
1484,2.714740,2.160864,2.200608,1.000000,2.188101,2.835270
1485,2.728673,2.160864,2.200608,1.000000,2.188101,2.849367
1486,2.700758,2.160864,2.200608,1.000000,2.188101,2.829150
1487,2.716925,2.160864,2.200608,1.000000,2.188101,2.846675
1488,2.713391,2.160864,2.200608,1.000000,2.188101,2.844075
1489,2.732108,2.160864,2.200608,1.000000,2.188101,2.872514
1490,2.742175,2.160864,2.200608,1.000000,2.188101,2.881407
1491,2.783617,2.160864,2.200608,1.000000,2.188101,2.927674
1492,2.800657,2.160864,2.200608,1.000000,2.188101,2.947948
1493,2.833440,2.160864,2.200608,1.000000,2.188101,2.988377
1494,2.858341,2.160864,2.200608,1.000000,2.188101,3.017533
1495,2.870600,2.160864,2.200608,1.000000,2.188101,3.036198
1496,2.883833,2.160864,2.200608,1.000000,2.188101,3.039608
1497,2.925263,2.160864,2.200608,1.000000,2.188101,3.077544
1498,2.933498,2.158703,2.198380,1.000000,2.185913,3.096433
1499,2.980805,2.158703,2.198380,0.999000,2.185913,3.140464
1500,2.971843,2.152213,2.201612,0.999000,2.184553,3.138509
1501,2.990692,2.165864,2.216855,1.005336,2.198323,3.158293
1502,2.991404,2.166380,2.227398,1.005576,2.197298,3.156820
1503,3.015072,2.183519,2.253896,1.013532,2.215338,3.182737
1504,3.048943,2.208049,2.279428,1.024917,2.239557,3.217534
1505,3.099295,2.244514,2.317072,1.041844,2.276951,3.271256
1506,3.124427,2.262715,2.335861,1.050292,2.295536,3.297957
1507,3.105140,2.248747,2.321442,1.043809,2.279410,3.274789
1508,3.130171,2.266875,2.340155,1.052223,2.295849,3.298406
1509,3.129397,2.266314,2.339576,1.051963,2.297290,3.300477
1510,3.115539,2.256278,2.329216,1.047304,2.287398,3.286266
1511,3.119490,2.259139,2.332170,1.048632,2.289172,3.288814
1512,3.116191,2.256750,2.329703,1.047523,2.286888,3.285533
1513,3.156164,2.285699,2.359588,1.060960,2.314397,3.325054
1514,3.191794,2.311502,2.386226,1.072938,2.340295,3.362261
1515,3.219564,2.331613,2.406987,1.082273,2.359886,3.390408
1516,3.114353,2.254027,2.326892,1.046259,2.276826,3.274467
1517,3.093006,2.238576,2.310942,1.039088,2.254613,3.240556
1518,3.053836,2.238576,2.310942,1.039088,2.254613,3.256204
1519,3.144523,2.236338,2.308631,1.039088,2.252358,3.367785
1520,3.156688,2.236338,2.308631,1.039088,2.252358,3.412138
1521,3.144015,2.227360,2.302894,1.039088,2.263429,3.428908
1522,3.208743,2.273216,2.353270,1.039088,2.311822,3.502220
1523,3.224944,2.284693,2.374863,1.039088,2.331304,3.531734
1524,3.308846,2.344133,2.436648,1.038048,2.375891,3.599279
1525,3.388657,2.400675,2.495421,1.038048,2.419175,3.664851
1526,3.567749,2.527552,2.627306,1.092910,2.513316,3.807467
1527,3.490652,2.472933,2.570531,1.069293,2.476387,3.751522
1528,3.640329,2.578971,2.680754,1.115144,2.544572,3.854816
1529,3.696364,2.618669,2.722019,1.132309,2.590341,3.924153
1530,3.566495,2.526663,2.626382,1.092526,2.526535,3.827493
1531,3.457591,2.449511,2.546185,1.059165,2.510148,3.802667
1532,3.572452,2.530884,2.630770,1.094351,2.572565,3.897224
1533,3.537637,2.506219,2.605131,1.083686,2.565379,3.886338
1534,3.466600,2.455893,2.552819,1.061925,2.552895,3.867426
1535,3.525707,2.497768,2.596346,1.080031,2.569668,3.892836
1536,3.612436,2.559210,2.660214,1.106599,2.625463,3.977361
1537,3.570574,2.529554,2.629387,1.093775,2.614969,3.961462
1538,3.585620,2.540213,2.640466,1.098384,2.630960,3.985688
1539,3.553399,2.517386,2.616739,1.088514,2.610210,3.954253
1540,3.497802,2.477998,2.575797,1.071483,2.588193,3.920899
1541,3.573027,2.531291,2.631193,1.094527,2.635187,3.992091
1542,3.627652,2.569990,2.671419,1.111260,2.673045,4.049443
1543,3.659699,2.592693,2.695018,1.121077,2.714871,4.112806
1544,3.640523,2.579108,2.680897,1.115203,2.689493,4.074360
1545,3.623906,2.567336,2.668660,1.110112,2.683073,4.064635
1546,3.639473,2.578364,2.680124,1.114881,2.696674,4.085240
1547,3.550681,2.515460,2.614737,1.087682,2.627974,3.981165
1548,3.456460,2.448710,2.545352,1.058819,2.566294,3.887725
1549,3.309574,2.344649,2.437184,1.013823,2.471699,3.744420
1550,3.292226,2.332359,2.424410,1.008509,2.481944,3.759941
1551,3.273047,2.318772,2.410286,1.002634,2.457508,3.722922
1552,3.235209,2.291966,2.382422,0.991043,2.416806,3.661263
1553,3.106477,2.200766,2.287623,0.951608,2.320082,3.514734
1554,3.127502,2.215661,2.303106,0.958049,2.337539,3.541179
1555,3.091096,2.189870,2.276297,0.946897,2.306466,3.494106
1556,3.140219,2.224671,2.312471,0.961945,2.322269,3.518046
1557,3.167185,2.243775,2.332329,0.970205,2.342979,3.549421
1558,3.105807,2.200292,2.287130,0.951403,2.293980,3.475191
1559,3.035338,2.150368,2.234588,0.929816,2.235894,3.387195
1560,2.946047,2.085481,2.167122,0.902464,2.151187,3.260226
1561,2.780836,1.969290,2.039654,0.851281,2.027447,3.072693
1562,2.707446,1.969290,2.039654,0.828815,2.027447,2.985606
1563,2.736659,1.969290,2.039654,0.828815,2.027447,3.011408
1564,2.674513,1.969290,2.039654,0.828815,2.027447,2.952442
1565,2.669237,1.969290,2.039654,0.828815,2.027447,2.947559
1566,2.679413,1.969290,2.039654,0.828815,2.027447,2.957942
1567,2.484399,1.969290,2.039654,0.828815,2.027447,2.768590
1568,2.406862,1.969290,2.039654,0.828815,2.027447,2.688127
1569,2.415043,1.969290,2.039654,0.828815,2.027447,2.695488
1570,2.538897,1.969290,2.039654,0.828815,2.027447,2.817996
1571,2.633057,1.969290,2.039654,0.828815,2.027447,2.909502
1572,2.551655,1.969290,2.039654,0.828815,2.027447,2.829795
1573,2.501659,1.969290,2.039654,0.828815,2.027447,2.777317
1574,2.509155,1.969290,2.039654,0.828815,2.027447,2.782501
1575,2.455018,1.969290,2.039654,0.828815,2.027447,2.738505
1576,2.342080,1.969290,2.039654,0.828815,2.027447,2.645557
1577,2.378672,1.969290,2.039654,0.828815,2.027447,2.676701
1578,2.428680,1.969290,2.039654,0.828815,2.027447,2.718919
1579,2.416643,1.969290,2.039654,0.828815,2.027447,2.709425
1580,2.416870,1.969290,2.039654,0.828815,2.027447,2.710110
1581,2.396631,1.969290,2.039654,0.828815,2.027447,2.693773
1582,2.461714,1.969290,2.039654,0.828815,2.027447,2.748521
1583,2.557046,1.969290,2.039654,0.828815,2.027447,2.827974
1584,2.663056,1.969290,2.039654,0.828815,2.027447,2.915450
1585,2.648004,1.969290,2.039654,0.828815,2.027447,2.903742
1586,2.662561,1.969290,2.039654,0.828815,2.027447,2.916090
1587,2.671200,1.969290,2.039654,0.828815,2.027447,2.923612
1588,2.551130,1.969290,2.039654,0.828815,2.027447,2.826626
1589,2.716434,1.969290,2.039654,0.828815,2.027447,2.962976
1590,2.693199,1.969290,2.039654,0.828815,2.027447,2.944675
1591,2.696314,1.969290,2.039654,0.828815,2.027447,2.947691
1592,2.681932,1.969290,2.039654,0.828815,2.027447,2.936508
1593,2.643399,1.969290,2.039654,0.828815,2.027447,2.905668
1594,2.672010,1.969290,2.039654,0.828815,2.027447,2.929446
1595,2.677127,1.969290,2.039654,0.828815,2.027447,2.934055
1596,2.800051,1.969290,2.039654,0.828815,2.027447,3.034442
1597,2.809002,1.969290,2.039654,0.828815,2.027447,3.042073
1598,2.724359,1.969290,2.039654,0.828815,2.027447,2.974500
1599,2.747151,1.969290,2.039654,0.828815,2.027447,2.993368
1600,2.741646,1.969290,2.039654,0.828815,2.027447,2.989327
1601,2.802448,1.969290,2.039654,0.828815,2.027447,3.038901
1602,2.828996,1.969290,2.039654,0.828815,2.027447,3.060652
1603,2.884089,1.969290,2.039654,0.828815,2.027447,3.105260
1604,2.862708,1.969290,2.039654,0.828815,2.027447,3.088564
1605,2.846156,1.969290,2.039654,0.828815,2.027447,3.075688
1606,2.818892,1.969290,2.039654,0.828815,2.027447,3.054203
1607,2.812813,1.969290,2.039654,0.828815,2.027447,3.049680
1608,2.844334,1.969290,2.039654,0.828815,2.027447,3.075386
1609,2.883550,1.969290,2.039654,0.828815,2.027447,3.107192
1610,2.830100,1.969290,2.039654,0.828815,2.027447,3.064834
1611,2.814645,1.969290,2.039654,0.828815,2.027447,3.052797
1612,2.778858,1.969290,2.039654,0.828815,2.027447,3.024374
1613,2.804707,1.969290,2.039654,0.828815,2.027447,3.045594
1614,2.847340,1.969290,2.039654,0.828815,2.027447,3.080282
1615,2.825247,1.969290,2.039654,0.828815,2.027447,3.062897
1616,2.892501,1.969290,2.039654,0.828815,2.027447,3.117316
1617,2.904895,1.969290,2.039654,0.828815,2.027447,3.127561
1618,2.914906,1.969290,2.039654,0.828815,2.027447,3.135899
1619,2.881142,1.969290,2.039654,0.828815,2.027447,3.109302
1620,2.909173,1.969290,2.039654,0.828815,2.027447,3.132086
1621,3.008145,1.969290,2.039654,0.828815,2.027447,3.211482
1622,3.015597,1.969290,2.039654,0.828815,2.027447,3.217734
1623,3.091843,1.969290,2.039654,0.828815,2.027447,3.278431
1624,3.163651,1.967320,2.037614,0.827986,2.025420,3.335602
1625,3.278021,1.967320,2.037614,0.827986,2.025420,3.425410
1626,3.334387,2.001149,2.072651,0.842223,2.060247,3.484310
1627,3.359680,2.016328,2.088373,0.848612,2.075875,3.510740
1628,3.408334,2.045528,2.118616,0.860901,2.105937,3.561582
1629,3.419791,2.052404,2.125738,0.863795,2.113016,3.573554
1630,3.518653,2.111737,2.187190,0.888766,2.174101,3.676861
1631,3.515596,2.109902,2.185290,0.887994,2.172212,3.673667
1632,3.511406,2.107387,2.182686,0.886936,2.169624,3.669289
1633,3.527502,2.117047,2.192691,0.891002,2.179569,3.686108
1634,3.497908,2.099286,2.174295,0.883526,2.161283,3.655183
1635,3.496832,2.098641,2.173626,0.883255,2.160619,3.654059
1636,3.497456,2.099015,2.174014,0.883412,2.161004,3.654711
1637,3.532010,2.119753,2.195493,0.892140,2.182355,3.690819
1638,3.600910,2.161103,2.238321,0.909543,2.224926,3.762817
1639,3.608895,2.165896,2.243285,0.911560,2.229860,3.771161
1640,3.620638,2.172943,2.250584,0.914526,2.237116,3.783432
1641,3.575571,2.145896,2.222570,0.903143,2.209270,3.736338
1642,3.576173,2.146257,2.222944,0.903295,2.209641,3.736967
1643,3.645991,2.188159,2.266343,0.920930,2.252780,3.809924
1644,3.738675,2.243784,2.323956,0.944341,2.310048,3.906776
1645,3.871717,2.323630,2.406655,0.977946,2.392252,4.045800
1646,3.907524,2.345119,2.428912,0.986990,2.414376,4.083217
1647,3.914453,2.349278,2.433219,0.988740,2.418658,4.090457
1648,3.875979,2.326188,2.409304,0.979022,2.394886,4.050254
1649,3.918969,2.351988,2.436026,0.989881,2.421448,4.095176
1650,3.990632,2.394997,2.480572,1.007982,2.465727,4.170062
1651,3.999711,2.400446,2.486215,1.010275,2.471337,4.179549
1652,4.017622,2.411195,2.497349,1.014799,2.482403,4.198265
1653,4.103300,2.462615,2.550606,1.036441,2.535342,4.287795
1654,4.147327,2.489038,2.577973,1.047561,2.562545,4.333802
1655,4.195659,2.518045,2.608016,1.059769,2.592409,4.384307
1656,4.132600,2.480200,2.568819,1.043841,2.553446,4.318413
1657,4.162211,2.497971,2.587225,1.051321,2.571742,4.349355
1658,4.160998,2.497243,2.586471,1.051014,2.570992,4.348087
1659,4.154571,2.493385,2.582476,1.049391,2.567021,4.341371
1660,4.154105,2.493106,2.582187,1.049273,2.566734,4.340885
1661,4.216994,2.530849,2.621278,1.065158,2.605591,4.406601
1662,4.266635,2.560641,2.652135,1.077697,2.636263,4.458474
1663,4.179419,2.508299,2.597922,1.055667,2.582375,4.367337
1664,4.225233,2.535794,2.626400,1.067239,2.610682,4.415211
1665,4.194845,2.517556,2.607510,1.059564,2.591906,4.383456
1666,4.245587,2.548009,2.639051,1.072380,2.623258,4.436480
1667,4.284262,2.571220,2.663092,1.082149,2.647155,4.476894
1668,4.397637,2.639263,2.733566,1.110786,2.717207,4.595367
1669,4.409337,2.646285,2.740839,1.113742,2.724436,4.607593
1670,4.441961,2.665864,2.761117,1.121982,2.744594,4.641684
1671,4.411363,2.647501,2.742098,1.114254,2.725688,4.609710
1672,4.443861,2.667005,2.762299,1.122462,2.745768,4.643669
1673,4.558678,2.735912,2.833668,1.151463,2.816711,4.763648
1674,4.636070,2.782360,2.881776,1.171012,2.864530,4.844521
1675,4.424847,2.655593,2.750479,1.117659,2.734019,4.623800
1676,4.366182,2.620385,2.714013,1.102841,2.697771,4.562497
1677,4.451709,2.671714,2.767176,1.124444,2.750617,4.651869
1678,4.605666,2.764112,2.862876,1.163332,2.845744,4.812749
1679,4.724655,2.835525,2.936840,1.193387,2.919265,4.937089
1680,4.695614,2.818095,2.918788,1.186051,2.901320,4.906741
1681,4.726623,2.836705,2.938063,1.193884,2.920480,4.939144
1682,4.697967,2.819508,2.920251,1.186646,2.902775,4.909201
1683,4.613558,2.768849,2.867782,1.165325,2.850620,4.820996
1684,4.657993,2.795517,2.895403,1.176549,2.878075,4.867429
1685,4.721658,2.833726,2.934977,1.192630,2.917413,4.933956
1686,4.875125,2.925830,3.030372,1.231394,3.012237,5.094324
1687,4.896347,2.938566,3.043563,1.236754,3.025349,5.116500
1688,4.939385,2.964396,3.070316,1.247625,3.051942,5.161473
1689,4.870483,2.923044,3.027486,1.230221,3.009368,5.089473
1690,4.922474,2.954247,3.059804,1.243354,3.041493,5.143802
1691,5.033171,3.020682,3.128613,1.271314,3.109890,5.259476
1692,5.120538,3.073115,3.182920,1.293382,3.163872,5.350771
1693,5.231362,3.139627,3.251808,1.321375,3.232348,5.466578
1694,5.173052,3.104632,3.215563,1.306646,3.196320,5.405647
1695,5.279956,3.168791,3.282014,1.333649,3.262373,5.517357
1696,5.457457,3.275319,3.392349,1.378483,3.372047,5.702839
1697,5.430130,3.258918,3.375362,1.371581,3.355162,5.674283
1698,5.553922,3.333213,3.452311,1.402849,3.431651,5.803641
1699,5.588553,3.353997,3.473838,1.411596,3.453049,5.839830
1700,5.565967,3.340442,3.459798,1.405891,3.439093,5.816228
1701,5.555567,3.334200,3.453334,1.403265,3.432668,5.805361
1702,5.448977,3.270230,3.387077,1.376341,3.366808,5.693978
1703,5.193604,3.116966,3.228337,1.311837,3.209018,5.427122
1704,4.834061,2.899259,3.002851,1.220211,2.984881,5.053487
1705,4.951238,2.969536,3.075640,1.249789,3.057234,5.175982
1706,5.038992,2.969536,3.075640,1.249789,3.057234,5.272448
1707,5.072351,2.969536,3.075640,1.249789,3.057234,5.321702
1708,5.208852,2.969536,3.075640,1.249789,3.057234,5.466514
1709,5.312295,2.969536,3.075640,1.249789,3.057234,5.593076
1710,5.329737,2.969536,3.075640,1.248539,3.057234,5.606944
1711,5.346685,2.969536,3.075640,1.248539,3.057234,5.645234
1712,5.410818,2.969536,3.075640,1.263515,3.057234,5.694796
1713,5.414833,2.969536,3.075640,1.264452,3.057234,5.702987
1714,5.463432,2.969536,3.075640,1.275801,3.057234,5.763944
1715,5.461751,2.969536,3.075640,1.275409,3.057234,5.765250
1716,5.493930,2.969536,3.075640,1.282923,3.057234,5.796089
1717,5.379920,2.969536,3.075640,1.256300,3.057234,5.676789
1718,5.295113,2.969536,3.075640,1.236496,3.057234,5.599387
1719,5.278284,2.969536,3.075640,1.232566,3.057234,5.583915
1720,5.195897,2.969536,3.075640,1.213327,3.057234,5.508741
1721,5.239156,2.969536,3.075640,1.223429,3.057234,5.575854
1722,5.122252,2.969536,3.075640,1.196130,3.057234,5.437927
1723,5.092864,2.969536,3.075640,1.189267,3.057234,5.427063
1724,4.991841,2.969536,3.075640,1.165677,3.057234,5.324406
1725,4.938078,2.969536,3.075640,1.153122,3.057234,5.277180
1726,4.971751,2.969536,3.075640,1.160986,3.057234,5.319091
1727,4.932392,2.969536,3.075640,1.151795,3.057234,5.277786
1728,4.923668,2.969536,3.075640,1.149757,3.057234,5.263403
1729,4.925544,2.969536,3.075640,1.150195,3.057234,5.263214
1730,4.998349,2.969536,3.075640,1.167196,3.057234,5.344690
1731,4.865853,2.969536,3.075640,1.136257,3.057234,5.173112
1732,4.770357,2.969536,3.075640,1.113957,3.057234,5.042654
1733,4.786034,2.969536,3.075640,1.117617,3.057234,5.067066
1734,4.756925,2.969536,3.075640,1.109702,3.057234,5.013170
1735,4.918645,2.969536,3.075640,1.146319,3.057234,5.218385
1736,4.960745,2.969536,3.075640,1.146319,3.057234,5.259815
1737,4.937476,2.969536,3.075640,1.140942,3.057234,5.216805
1738,4.887785,2.969536,3.075640,1.129460,3.057234,5.148769
1739,4.992933,2.969536,3.075640,1.153757,3.057234,5.279624
1740,5.064992,2.969536,3.075640,1.170408,3.057234,5.371021
1741,5.097272,2.969536,3.075640,1.177868,3.057234,5.405650
1742,5.072421,2.969536,3.075640,1.172125,3.057234,5.373772
1743,5.052092,2.969536,3.075640,1.167427,3.057234,5.357933
1744,5.004197,2.969536,3.075640,1.156360,3.057234,5.282792
1745,5.067970,2.969536,3.075640,1.171096,3.057234,5.359952
1746,5.059760,2.969536,3.075640,1.169199,3.057234,5.340944
1747,5.025794,2.969536,3.075640,1.161351,3.057234,5.315441
1748,4.993642,2.969536,3.075640,1.153921,3.057234,5.278722
1749,5.020322,2.969536,3.075640,1.160086,3.057234,5.307506
1750,5.048679,2.969536,3.075640,1.166639,3.057234,5.337944
1751,4.989671,2.969536,3.075640,1.153003,3.057234,5.277274
1752,4.863731,2.969536,3.075640,1.123323,3.057234,5.154220
1753,4.797246,2.969536,3.075640,1.107967,3.057234,5.066934
1754,4.669871,2.969536,3.075640,1.107967,3.057234,4.958666
1755,4.450144,2.969536,3.075640,1.107967,3.057234,4.767492
1756,4.450350,2.969536,3.075640,1.107967,3.057234,4.771496
1757,4.587718,2.969536,3.075640,1.107967,3.057234,4.892704
1758,4.449705,2.969536,3.075640,1.107967,3.057234,4.773562
1759,4.572065,2.969536,3.075640,1.107967,3.057234,4.881171
1760,4.634182,2.969536,3.075640,1.107967,3.057234,4.938009
1761,4.734591,2.969536,3.075640,1.107967,3.057234,5.026545
1762,4.952993,2.969536,3.075640,1.107967,3.057234,5.254050
1763,4.920569,2.969536,3.075640,1.106859,3.057234,5.215727
1764,4.947466,2.969536,3.075640,1.106859,3.057234,5.233569
1765,4.999809,2.969536,3.075640,1.118570,3.057234,5.288321
1766,4.947612,2.969536,3.075640,1.106892,3.057234,5.224259
1767,4.899374,2.969536,3.075640,1.096100,3.057234,5.206899
1768,4.958283,2.969536,3.075640,1.109280,3.057234,5.281391
1769,4.987615,2.969536,3.075640,1.115842,3.057234,5.323718
1770,5.071228,2.969536,3.075640,1.134548,3.057234,5.387458
1771,5.087458,2.969536,3.075640,1.138179,3.057234,5.393804
1772,4.722929,2.969536,3.075640,1.056064,3.057234,4.996554
1773,4.622926,2.969536,3.075640,1.033703,3.057234,4.889830
1774,4.619229,2.969536,3.075640,1.033703,3.057234,4.886002
1775,4.578284,2.969536,3.075640,1.033703,3.057234,4.882854
1776,4.578954,2.969536,3.075640,1.032670,3.057234,4.875601
1777,4.590548,2.969536,3.075640,1.032670,3.057234,4.902400
1778,4.590918,2.969536,3.075640,1.032753,3.057234,4.918040
1779,4.629768,2.969536,3.075640,1.041492,3.057234,4.965204
1780,4.617304,2.969536,3.075640,1.038688,3.057234,4.961920
1781,4.539905,2.969536,3.075640,1.021277,3.057234,4.855380
1782,4.513564,2.969536,3.075640,1.015352,3.057234,4.824067
1783,4.438292,2.969536,3.075640,0.998419,3.057234,4.750703
1784,4.425861,2.969536,3.075640,0.995622,3.057234,4.746545
1785,4.336050,2.969536,3.075640,0.975419,3.057234,4.655595
1786,4.335148,2.969536,3.075640,0.975216,3.057234,4.670339
1787,4.354295,2.969536,3.075640,0.979523,3.057234,4.686541
1788,4.316095,2.966567,3.072440,0.970930,3.054177,4.665098
1789,4.329207,2.966567,3.072440,0.973879,3.054177,4.672708
1790,4.057662,2.778235,2.857667,0.912794,2.858986,4.378751
1791,4.040456,2.766455,2.857761,0.908923,2.849315,4.363939
1792,4.143625,2.766455,2.857761,0.932132,2.849315,4.445825
1793,4.137018,2.766455,2.857761,0.930645,2.849315,4.470251
1794,4.198314,2.766455,2.857761,0.944434,2.849315,4.535389
1795,4.184823,2.766455,2.857761,0.941399,2.849315,4.509362
1796,4.169377,2.766455,2.857761,0.937925,2.849315,4.494423
1797,4.097410,2.766455,2.857761,0.921735,2.849315,4.432149
1798,4.033230,2.766455,2.857761,0.907298,2.849315,4.369544
1799,3.985649,2.766455,2.857761,0.896594,2.849315,4.325810
1800,4.036757,2.766455,2.857761,0.908091,2.849315,4.358977
1801,4.070061,2.766455,2.857761,0.915583,2.849315,4.391850
1802,4.049757,2.766455,2.857761,0.911016,2.849315,4.341331
