strategy,verdict,n_windows,mean_CAGR,median_CAGR,std_CAGR,min_CAGR,max_CAGR,P05_CAGR,P25_CAGR,P75_CAGR,P95_CAGR,WFA_CI95_lo,WFA_CI95_hi,t_stat,t_pvalue,mean_Sharpe,std_Sharpe,mean_CAGR_IS,mean_CAGR_postIS,WFA_WFE,n_windows_IS,n_windows_postIS,crit_alpha,crit_beta
F7v3-A2,PASS,49,0.426191,0.402352,0.538597,-0.444011,1.710642,-0.297971,-0.069786,0.832768,1.404392,0.271487,0.580894,5.539084,0.000001,0.863656,1.139914,0.419235,0.504435,1.203227,45,4,True,True
REF-E4-sanity,PASS,49,0.417431,0.396494,0.530362,-0.404136,1.739548,-0.297793,-0.069786,0.808450,1.372811,0.265093,0.569769,5.509477,0.000001,0.866975,1.149048,0.413026,0.466993,1.130664,45,4,True,True
