strategy,verdict,n_windows,mean_CAGR,median_CAGR,std_CAGR,min_CAGR,max_CAGR,P05_CAGR,P25_CAGR,P75_CAGR,P95_CAGR,WFA_CI95_lo,WFA_CI95_hi,t_stat,t_pvalue,mean_Sharpe,std_Sharpe,mean_CAGR_IS,mean_CAGR_postIS,WFA_WFE,n_windows_IS,n_windows_postIS,mean_Trades_yr,crit_alpha,crit_beta
g16-S2-VZG-alone-lmax7,PASS,49,0.359200,0.323251,0.507347,-0.432566,1.561994,-0.299643,-0.132931,0.630650,1.228526,0.213473,0.504927,4.955974,0.000005,0.707537,1.104076,0.364411,0.300573,0.824818,45,4,27.774340,True,True
g16-S2-VZG-alone-lmax5,PASS,49,0.329075,0.323321,0.424731,-0.388236,1.392453,-0.275641,-0.066574,0.560992,0.942822,0.207078,0.451072,5.423500,0.000001,0.770348,1.102395,0.333788,0.276059,0.827049,45,4,27.774340,True,True
