strategy,case,year,return_pct
F7v3+E4 A:tilt=2.0,conservative (base),2006,37.695791587316826
F7v3+E4 A:tilt=2.0,conservative (base),2007,12.010116635618393
F7v3+E4 A:tilt=2.0,conservative (base),2008,16.52199766017053
F7v3+E4 A:tilt=2.0,conservative (base),2009,42.73773005565596
F7v3+E4 A:tilt=2.0,conservative (base),2010,64.12141168808844
F7v3+E4 A:tilt=2.0,conservative (base),2011,-16.659324339506682
F7v3+E4 A:tilt=2.0,conservative (base),2012,19.046721248390014
F7v3+E4 A:tilt=2.0,conservative (base),2013,18.454373040590955
F7v3+E4 A:tilt=2.0,conservative (base),2014,0.6396892090617433
F7v3+E4 A:tilt=2.0,conservative (base),2015,-31.71894169600982
F7v3+E4 A:tilt=2.0,conservative (base),2016,-12.59960393435137
F7v3+E4 A:tilt=2.0,conservative (base),2017,57.95830438448856
F7v3+E4 A:tilt=2.0,conservative (base),2018,-13.581057998825774
F7v3+E4 A:tilt=2.0,conservative (base),2019,38.92111762609483
F7v3+E4 A:tilt=2.0,conservative (base),2020,61.1752000295731
F7v3+E4 A:tilt=2.0,conservative (base),2021,16.167349131421762
F7v3+E4 A:tilt=2.0,conservative (base),2022,-22.36213854461076
F7v3+E4 A:tilt=2.0,conservative (base),2023,70.72898311767347
F7v3+E4 A:tilt=2.0,conservative (base),2024,41.158968728418124
F7v3+E4 A:tilt=2.0,conservative (base),2025,31.596773511282876
F7v3+E4 A:tilt=2.0,conservative (base),2026,-8.388718669081497
NDX 1x B&H,benchmark,1974,-29.245631108998506
NDX 1x B&H,benchmark,1975,23.060819479393423
NDX 1x B&H,benchmark,1976,21.005746339757792
NDX 1x B&H,benchmark,1977,6.232908898190001
NDX 1x B&H,benchmark,1978,11.120823540288454
NDX 1x B&H,benchmark,1979,23.378388846771507
NDX 1x B&H,benchmark,1980,30.245555746987336
NDX 1x B&H,benchmark,1981,-3.1336225483130886
NDX 1x B&H,benchmark,1982,15.604167285092652
NDX 1x B&H,benchmark,1983,17.22480678346514
NDX 1x B&H,benchmark,1984,-9.09752826345265
NDX 1x B&H,benchmark,1985,26.57856917231155
NDX 1x B&H,benchmark,1986,6.058378483815392
NDX 1x B&H,benchmark,1987,-5.317021316409238
NDX 1x B&H,benchmark,1988,10.484834574948303
NDX 1x B&H,benchmark,1989,16.65088328302879
NDX 1x B&H,benchmark,1990,-15.400424961474204
NDX 1x B&H,benchmark,1991,47.59753592095531
NDX 1x B&H,benchmark,1992,12.766757348109659
NDX 1x B&H,benchmark,1993,12.930411067527439
NDX 1x B&H,benchmark,1994,-2.0179082815155276
NDX 1x B&H,benchmark,1995,34.32897593217595
NDX 1x B&H,benchmark,1996,18.15972925689935
NDX 1x B&H,benchmark,1997,18.7106640782951
NDX 1x B&H,benchmark,1998,31.96983844292216
NDX 1x B&H,benchmark,1999,69.73666230846385
NDX 1x B&H,benchmark,2000,-33.25561003519838
NDX 1x B&H,benchmark,2001,-12.325792739403886
NDX 1x B&H,benchmark,2002,-26.90746968432487
NDX 1x B&H,benchmark,2003,36.9499671868211
NDX 1x B&H,benchmark,2004,6.957514439673607
NDX 1x B&H,benchmark,2005,2.0438947254985345
NDX 1x B&H,benchmark,2006,6.325303117572913
NDX 1x B&H,benchmark,2007,7.822474771698032
NDX 1x B&H,benchmark,2008,-32.73528804905245
NDX 1x B&H,benchmark,2009,32.28386211210606
NDX 1x B&H,benchmark,2010,12.344532448698027
NDX 1x B&H,benchmark,2011,-2.654782356826013
NDX 1x B&H,benchmark,2012,11.58123933912454
NDX 1x B&H,benchmark,2013,28.291982958975197
NDX 1x B&H,benchmark,2014,11.840793400089696
NDX 1x B&H,benchmark,2015,4.911144246342121
NDX 1x B&H,benchmark,2016,8.09956695651568
NDX 1x B&H,benchmark,2017,22.465992291276343
NDX 1x B&H,benchmark,2018,-4.387693945882482
NDX 1x B&H,benchmark,2019,28.62761381330606
NDX 1x B&H,benchmark,2020,34.54068798154174
NDX 1x B&H,benchmark,2021,19.196481232185967
NDX 1x B&H,benchmark,2022,-28.04024582756808
NDX 1x B&H,benchmark,2023,36.832076478328666
NDX 1x B&H,benchmark,2024,25.463689846440463
NDX 1x B&H,benchmark,2025,16.99671999350876
NDX 1x B&H,benchmark,2026,-6.506958087252003
