Category,Strategy,CAGR,Worst5Y,Sharpe,Sortino,Calmar,MaxDD,Trades,WinRate
Regime,DD(-15/90)+Regime(MA200)+VT(30%),0.31911389707587356,-0.08765428691764199,0.9416247469325256,0.9836772839096094,0.5718293024785829,-0.5580579653625315,215,0.6808510638297872
Regime,DD+Regime(MA200)+VT(25%),0.31168060928258434,-0.08131025570159145,0.9413113501336187,0.9861127068529407,0.5973526064820966,-0.5217698992193579,213,0.7021276595744681
Regime,DD(-15/90)+Regime(MA200)+VT(40%),0.318187024699645,-0.08920278263970882,0.9302453568156812,0.9638064337259955,0.5566104259451213,-0.5716512121729758,215,0.6808510638297872
Regime,DD+Regime(MA200)+VT(30%),0.31262333468321324,-0.08534324242604541,0.9300666111415554,0.969421306608271,0.5764515246304929,-0.5423237190388311,213,0.6808510638297872
Regime,DD+Regime(MA200)+VT(35%),0.31099438526871914,-0.08661707664211771,0.9204816072152321,0.9544796434677472,0.5608439536939508,-0.5545114344558432,213,0.6808510638297872
Regime,DD+Regime(MA200)+VT(40%),0.31066682930791134,-0.08689566061133813,0.9162723549026832,0.9465704237625475,0.5583506755271386,-0.5564009195737266,213,0.6808510638297872
R4-Top,DD+VT+VolSpike(1.5x) [R4 Top1],0.31722539927400395,-0.0781026292340048,0.901513056806255,1.0208481068239732,0.5428670685908394,-0.5843518931760764,30,0.723404255319149
R4-Top,DD+VT+Q3Q4weak(0.8x) [R4 Top2],0.30302687685524865,-0.06986908118950397,0.9006685085218247,1.014984830672162,0.5544568381501549,-0.54652924448771,30,0.7021276595744681
Baseline,DD(-18/92)+VT(25%) [Baseline],0.3001488127623655,-0.07968994945682051,0.8608582875623346,0.9619395216548418,0.4848988769767994,-0.618992592091993,30,0.7021276595744681
