CAGR,MaxDD,Sharpe,Sortino,Calmar,Trades,Worst5Y,WinRate,Strategy,Category,Delay,Rebalances,Rebal/Year
0.22323922151178555,-0.5565076295179351,0.8433020282705262,0.9017498247123888,0.401143146420405,0,-0.05627210543111072,0.7021276595744681,SoftDD Narrow(82-95) + S+T,P2-SoftDD,5,1011,21.33232856066315
0.19759951869106573,-0.5023461959271519,0.8030430748754991,0.8224037863085725,0.3933532697035109,0,-0.04462843385732107,0.6808510638297872,SoftDD Tight(85-98) + S+T,P2-SoftDD,5,1119,23.611152976639033
0.21782266253434113,-0.7503658718341414,0.8077858577294131,0.9054646368354434,0.2902886054797652,0,-0.12478629128834151,0.723404255319149,SoftDD UltraWide(70-95) + S+T,P2-SoftDD,5,967,20.403918613413715
0.22050021398312714,-0.5264330979186124,0.8328305060459077,0.894813342442946,0.41885704917667793,0,-0.05602983956095098,0.7021276595744681,SoftDD+Floor Med(80-95) Floor75 + S+T,P2-SoftFloor,5,943,19.897513187641295
0.23257787830849863,-0.5149149157291683,0.8694363900476116,0.9178203012891253,0.45168215408781925,0,-0.03755872998144638,0.6808510638297872,SoftDD+Floor Med(80-95) Floor78 + S+T,P2-SoftFloor,5,889,18.758100979653353
0.2120715500866872,-0.5193366851431704,0.8257213044153571,0.880254365274595,0.40835079853491085,0,-0.05015248828354213,0.7021276595744681,SoftDD+Floor Early(80-98) Floor75 + S+T,P2-SoftFloor,5,968,20.425018839487564
0.21874356887879132,-0.4855594562604416,0.8497289790579857,0.8883670450101265,0.4504980101993172,0,-0.04887050449779207,0.6808510638297872,SoftDD+Floor Early(80-98) Floor78 + S+T,P2-SoftFloor,5,911,19.22230595327807
0.20452765741404955,-0.46685391010421634,0.8297029521919042,0.8800765067293084,0.43809777103161157,0,-0.04513696756640939,0.6808510638297872,SoftDD+Floor Full(80-100) Floor75 + S+T,P2-SoftFloor,5,1031,21.754333082140164
0.21086401924678544,-0.45718798549225437,0.8509413878696428,0.8861432897588007,0.4612195113127221,0,-0.04075825805684963,0.6595744680851063,SoftDD+Floor Full(80-100) Floor78 + S+T,P2-SoftFloor,5,985,20.78372268274303
0.20947902147630804,-0.7134655125373054,0.7941771170199573,0.8716070760214715,0.29360777472107297,0,-0.09567799110356312,0.6808510638297872,SoftDD+Floor Wide(75-95) Floor72 + S+T,P2-SoftFloor,5,960,20.256217030896757
0.22800646060550367,-0.6066546741782822,0.8361406586758938,0.8800025316648937,0.3758422547627115,76,-0.05033780691280021,0.7021276595744681,AnticDD fwd=3d + S+T,P3-AnticDD,5,798,16.83798040693293
0.22976334460202508,-0.59437992319529,0.8425178077369121,0.8872423507647559,0.38655973332150023,80,-0.03949807660624183,0.7021276595744681,AnticDD fwd=5d + S+T,P3-AnticDD,5,794,16.75357950263753
0.23040309183315366,-0.6296087577929899,0.8438218936874843,0.8875204469089103,0.3659464532240644,90,-0.03824315957382496,0.7021276595744681,AnticDD fwd=7d + S+T,P3-AnticDD,5,810,17.09118311981914
0.2360547694757178,-0.6532798018550483,0.8598154269060204,0.9017282948810248,0.36133792718742946,104,-0.040759317653809135,0.723404255319149,AnticDD fwd=10d + S+T,P3-AnticDD,5,817,17.238884702336094
0.2039335247864602,-0.5244568260676233,0.7831519239576412,0.7976097128469967,0.38884711696013863,44,-0.07907125383108726,0.7021276595744681,DelayAdj Exit+3%/Re+2% + S+T,P3-DelayAdj,5,720,15.19216277317257
0.18932174230901122,-0.5244568260676237,0.7465052961180462,0.7383218996601879,0.3609863250871293,56,-0.08148588229420439,0.723404255319149,DelayAdj Exit+5%/Re+3% + S+T,P3-DelayAdj,5,712,15.023360964581762
0.17592225038708498,-0.5536421557192965,0.7142987660674761,0.6889999033080297,0.31775443500779904,52,-0.09977758918010304,0.723404255319149,DelayAdj Exit+5%/Re+5% + S+T,P3-DelayAdj,5,671,14.15825169555388
0.18901804538021216,-0.5244568260676238,0.7537799824081234,0.725995015399038,0.36040725563144843,70,-0.07245005953342032,0.6170212765957447,DelayAdj Exit+7%/Re+3% + S+T,P3-DelayAdj,5,696,14.68575734740015
0.17677037950170305,-0.5244285182413283,0.7278561592742451,0.6759204819853355,0.33707240043791425,60,-0.0849215983109688,0.6595744680851063,DelayAdj Exit+7%/Re+5% + S+T,P3-DelayAdj,5,642,13.546345139412207
0.16308777444025768,-0.5190602653678128,0.6957061392622813,0.6177902415045885,0.31419814869607016,106,-0.06840429405396842,0.6170212765957447,DelayAdj Exit+10%/Re+5% + S+T,P3-DelayAdj,5,628,13.250941974378296
0.22729019553455343,-0.5244568260676234,0.8470138423316909,0.8764589743069992,0.433382090264274,44,-0.07863661995145887,0.723404255319149,DelayAdj Exit+3%/Re+0% + S+T,P3-DelayAdj,5,727,15.339864355689524
0.2320907723967467,-0.5244568260676233,0.8615967954373861,0.874596300557609,0.44253551648276374,60,-0.0822432473113659,0.723404255319149,DelayAdj Exit+5%/Re+0% + S+T,P3-DelayAdj,5,723,15.255463451394121
0.21148770384903837,-0.5151352276832674,0.8121785174648194,0.850360544266952,0.41054793476301005,30,-0.027379890759599568,0.7021276595744681,PredVol fwd=3d + Ens2,P4-PredVol,5,878,18.525998492840994
0.2151345274880101,-0.5084918486575986,0.8227163109413571,0.8565652919086042,0.4230835323239852,30,-0.027548893628629667,0.723404255319149,PredVol fwd=5d + Ens2,P4-PredVol,5,879,18.547098718914846
0.21630763196965686,-0.5170914370219307,0.824578299325257,0.8584804879618322,0.418316020113253,30,-0.02673439092331742,0.7021276595744681,PredVol fwd=7d + Ens2,P4-PredVol,5,892,18.821401657874905
0.2145791043443963,-0.5170939815893186,0.8229352083537685,0.8590685880966075,0.4149711889604185,30,-0.022143458473496747,0.7021276595744681,PredVol fwd=10d + Ens2,P4-PredVol,5,874,18.44159758854559
0.24098529048196693,-0.5334955771699909,0.8709695470312678,0.9292501098015593,0.45171000622031465,30,-0.04931199731043645,0.7021276595744681,PersistVol win=3d + Ens2,P4-PersistVol,5,730,15.403165033911076
0.2391241349130977,-0.5334955771699912,0.8650492476247085,0.9218326410411728,0.4482214007875533,30,-0.04931199731043623,0.723404255319149,PersistVol win=5d + Ens2,P4-PersistVol,5,729,15.382064807837226
0.23714350240229676,-0.5334955771699906,0.8577507051561297,0.9129806032414736,0.44450884421621817,30,-0.04931199731043612,0.723404255319149,PersistVol win=7d + Ens2,P4-PersistVol,5,736,15.529766390354181
0.2383852743934891,-0.533495577169991,0.8543985653908458,0.9039808912240975,0.44683645862265686,30,-0.04931199731043623,0.723404255319149,PersistVol win=10d + Ens2,P4-PersistVol,5,735,15.508666164280331
0.23326898798607032,-0.5057982661457524,0.8634295186048484,0.9086643660556393,0.4611897738669804,30,-0.024459088704353427,0.7446808510638298,MomDecel 20/60 s=0.2 + Ens2(S+T),P5-MomDecel,5,938,19.79201205727204
0.21914521158319555,-0.5154857198819643,0.8347692316708828,0.8740619123384776,0.4251237291953991,30,-0.044961824546433826,0.7446808510638298,MomDecel 20/60 s=0.3 + Ens2(S+T),P5-MomDecel,5,1075,22.6827430293896
0.22549862236816365,-0.5057982661457524,0.8646451358207926,0.9004959612561186,0.4458271952699483,30,-0.011404204978253452,0.7446808510638298,MomDecel 20/60 s=0.5 + Ens2(S+T),P5-MomDecel,5,1177,24.83496608892238
0.22111367404701365,-0.5057982661457524,0.8438338655053675,0.887815786186253,0.4371578331652423,30,-0.055508574540858,0.723404255319149,MomDecel 10/40 s=0.3 + Ens2(S+T),P5-MomDecel,5,1230,25.953278070836472
0.23049318781382055,-0.5057982661457524,0.8684953759174106,0.9084434282202369,0.4557018148168205,30,-0.02630580993455034,0.7446808510638298,MomDecel 20/120 s=0.3 + Ens2(S+T),P5-MomDecel,5,987,20.82592313489073
0.2363436228968776,-0.5057982661457524,0.8872041219843012,0.9387482181097969,0.46726855095381464,30,-0.05429457223548495,0.7021276595744681,MomDecel 30/90 s=0.3 + Ens2(S+T),P5-MomDecel,5,916,19.327807083647322
0.24031245994984562,-0.5614665955502187,0.8721090288148472,1.002294784451809,0.4280084725509758,30,-0.052946639004953555,0.7446808510638298,SigPred fwd=3d + Ens2(S+T),P5-SigPred,5,525,11.077618688771665
0.23681399412598458,-0.60351651081619,0.8620538719953227,0.8950290753011715,0.39239024928368504,30,-0.08970486069274308,0.7021276595744681,SigPred fwd=5d + Ens2(S+T),P5-SigPred,5,663,13.989449886963074
0.24967907580397397,-0.631618830845036,0.8988144977158091,0.9173116097924224,0.39530024060544716,30,-0.09770107628269487,0.7872340425531915,SigPred fwd=7d + Ens2(S+T),P5-SigPred,5,741,15.635267520723435
0.20126464819402412,-0.6768861135646075,0.7816027679170569,0.848579903615561,0.29733901192643364,0,-0.07087321505221356,0.723404255319149,SoftDD(0.75-0.95)+PredVol+S+T,P6-ComboA,5,1128,23.801055011303692
0.19620305784175152,-0.6215972815221098,0.7773733433796102,0.824255955687497,0.3156433653656072,0,-0.07336141660313267,0.6808510638297872,SoftDD(0.8-0.95)+PredVol+S+T,P6-ComboA,5,1144,24.138658628485302
0.18236306680131853,-0.5984979333480429,0.7676107105848333,0.7926375713087932,0.3047012473061781,0,-0.0523277174752661,0.6595744680851063,SoftDD(0.8-1.0)+PredVol+S+T,P6-ComboA,5,1180,24.898266767143934
0.20584092937178844,-0.492677809941669,0.8100394468343012,0.8378574256784286,0.4178002849289258,0,-0.03025388753357483,0.6808510638297872,SoftDD(0.8-0.95)F0.78+PredVol+S+T,P6-ComboB,5,1031,21.754333082140164
0.19101161008528056,-0.5038927427599951,0.7976681333036858,0.8056889418685217,0.37907196090787854,0,-0.02330593985741758,0.6595744680851063,SoftDD(0.8-1.0)F0.78+PredVol+S+T,P6-ComboB,5,1095,23.104747550866616
0.19539730263694066,-0.5382945967949279,0.7765002082680214,0.8180967741408254,0.36299324533510124,0,-0.04886519116908983,0.7021276595744681,SoftDD(0.8-0.95)F0.75+PredVol+S+T,P6-ComboB,5,1093,23.062547098718913
0.21469248375937178,-0.6214858400420599,0.8163366871258441,0.8475013093478063,0.34545032231923767,80,-0.04767001448679353,0.7021276595744681,AnticDD(fwd=5)+PredVol(fwd=5)+S+T,P6-ComboC,5,918,19.370007535795025
0.21601938818961375,-0.5895589411474196,0.8198051041432556,0.857526979117296,0.36640846760663065,80,-0.04031242384108835,0.6808510638297872,AnticDD(fwd=5)+PredVol(fwd=3)+S+T,P6-ComboC,5,928,19.581009796533532
0.2128886321214034,-0.6568135728941976,0.8073554850944896,0.8348995311967585,0.32412337519659695,90,-0.06891035610086604,0.7021276595744681,AnticDD(fwd=7)+PredVol(fwd=5)+S+T,P6-ComboC,5,934,19.70761115297664
0.21081274335871347,-0.6309306415482663,0.8046648309206624,0.8332548885528676,0.334129822640079,76,-0.052470738317328625,0.723404255319149,AnticDD(fwd=3)+PredVol(fwd=5)+S+T,P6-ComboC,5,918,19.370007535795025
0.17333020488143758,-0.4651738249891967,0.719626186311847,0.7007290790306487,0.3726138393222427,56,-0.072571075881942,0.7021276595744681,DelAdj(e+0.05/r+0.03)+MomDec+S+T,P6-ComboD,5,992,20.931424265259984
0.18998153875692125,-0.47133588992549363,0.7616509320533232,0.7645242388119414,0.40307038529773864,44,-0.07052399213693927,0.7021276595744681,DelAdj(e+0.03/r+0.02)+MomDec+S+T,P6-ComboD,5,1039,21.92313489073097
0.17755919634664363,-0.48263510281820093,0.7413519078465558,0.7020964121521793,0.36789532155833815,70,-0.06974450525225517,0.6808510638297872,DelAdj(e+0.07/r+0.03)+MomDec+S+T,P6-ComboD,5,959,20.23511680482291
0.20802330416638215,-0.5870539220612468,0.8240129771147551,0.8737927123475961,0.3543512722578817,0,-0.05400794329391656,0.723404255319149,SoftDD(0.8-0.95)+MomDec+PredVol+S+T,P6-ComboE,5,1429,30.15222305953278
0.18591585088202,-0.5411853006697869,0.7913838134225276,0.8112559769128654,0.34353455397241034,0,-0.062437064993572156,0.723404255319149,SoftDD(0.8-1.0)+MomDec+PredVol+S+T,P6-ComboE,5,1467,30.954031650339108
0.2075126004589476,-0.6674716477608581,0.8151915022349735,0.8846908501193808,0.3108935055969527,0,-0.09926571211073187,0.723404255319149,SoftDD(0.75-0.95)+MomDec+PredVol+S+T,P6-ComboE,5,1462,30.848530519969856
0.24031245994984562,-0.5614665955502187,0.8721090288148472,1.002294784451809,0.4280084725509758,30,-0.052946639004953555,0.7446808510638298,SigPred(fwd=3) on Ens2(S+T),P6-ComboF,5,525,11.077618688771665
0.23681399412598458,-0.60351651081619,0.8620538719953227,0.8950290753011715,0.39239024928368504,30,-0.08970486069274308,0.7021276595744681,SigPred(fwd=5) on Ens2(S+T),P6-ComboF,5,663,13.989449886963074
0.24967907580397397,-0.631618830845036,0.8988144977158091,0.9173116097924224,0.39530024060544716,30,-0.09770107628269487,0.7872340425531915,SigPred(fwd=7) on Ens2(S+T),P6-ComboF,5,741,15.635267520723435
0.4703835633563689,-0.47257384249037643,1.5563822040557327,1.895078126622628,0.9953652129316655,30,0.13980713019943414,0.8723404255319149,Ens2(S+T) [Baseline] d=0,P7,0,744,15.698568198944988
0.25237558454303244,-0.48236329713958453,0.9404087853779286,1.0298246136462816,0.5232064421974479,30,0.008828612132266045,0.7872340425531915,Ens2(S+T) [Baseline] d=1,P7,1,744,15.698568198944988
0.2384987379843868,-0.4794757785621672,0.8853599549013811,0.952876575666586,0.4974156123164079,30,-0.02091433132494569,0.6808510638297872,Ens2(S+T) [Baseline] d=3,P7,3,744,15.698568198944988
0.23513708557501523,-0.5244568260676239,0.8630376241651522,0.9160005042740409,0.44834402735888207,30,-0.04673446796584402,0.7021276595744681,Ens2(S+T) [Baseline] d=5,P7,5,744,15.698568198944988
0.22770902401458049,-0.6890862063729006,0.8256840456330039,0.8466209239053827,0.3304507069052478,30,-0.1349803507411379,0.723404255319149,Ens2(S+T) [Baseline] d=7,P7,7,744,15.698568198944988
0.211129341971253,-0.6589455296711448,0.7702676951681604,0.7878501075173882,0.3204048475397045,30,-0.11618655422006552,0.7021276595744681,Ens2(S+T) [Baseline] d=10,P7,10,744,15.698568198944988
0.33558650191147854,-0.5911389174004342,0.9073799032605157,1.0186884027743273,0.5676948210198012,30,-0.07506911244725212,0.7021276595744681,DD-Only [Baseline] d=0,P7,0,30,0.6330067822155236
0.28877560888885223,-0.6311328897099174,0.8175603687178273,0.8980149015910506,0.4575511965817213,30,-0.08756539080948744,0.6808510638297872,DD-Only [Baseline] d=1,P7,1,30,0.6330067822155236
0.2653951791369069,-0.7048782331456184,0.7675725653007444,0.8291138390428905,0.3765120933761049,30,-0.13687126422288365,0.6808510638297872,DD-Only [Baseline] d=3,P7,3,30,0.6330067822155236
0.2630333779749696,-0.7604727394106182,0.7562407257747636,0.8074497150300549,0.3458814029005508,30,-0.15468163678642655,0.6808510638297872,DD-Only [Baseline] d=5,P7,5,30,0.6330067822155236
0.2542401338743374,-0.8250482042826447,0.73616917734492,0.7748657703247299,0.30815185410335116,30,-0.209667261578239,0.7021276595744681,DD-Only [Baseline] d=7,P7,7,30,0.6330067822155236
0.24327974642999428,-0.7751193517795749,0.7141194099390733,0.7530731250426302,0.31386101491525803,30,-0.16545926690822765,0.6808510638297872,DD-Only [Baseline] d=10,P7,10,30,0.6330067822155236
0.5585627393330215,-0.35786815730065746,1.818895871940396,2.3240643246031913,1.5608059223435002,0,0.19676368692080737,0.9361702127659575,SoftDD(80-95)+S+T d=0,P7,0,992,20.931424265259984
0.2490016996571014,-0.600823329468224,0.9505611453394311,1.0521219962426134,0.41443413969542015,0,-0.05094793037455936,0.723404255319149,SoftDD(80-95)+S+T d=1,P7,1,992,20.931424265259984
0.23641958332574275,-0.5036726013628926,0.8947764178110279,0.980423295155472,0.46939139172155225,0,-0.03051133365911285,0.7021276595744681,SoftDD(80-95)+S+T d=3,P7,3,992,20.931424265259984
0.21954201500547432,-0.6082573216857373,0.8307635867860983,0.8980373892402457,0.3609360827700864,0,-0.05068564069664361,0.7021276595744681,SoftDD(80-95)+S+T d=5,P7,5,992,20.931424265259984
0.22962809446532062,-0.6987766700953809,0.8419733454004644,0.8853991039863146,0.3286144261713504,0,-0.11888500630391663,0.723404255319149,SoftDD(80-95)+S+T d=7,P7,7,992,20.931424265259984
0.2127011727099377,-0.6664692202403137,0.7845196250816868,0.8273446111042578,0.31914628050376054,0,-0.12360741678705478,0.7021276595744681,SoftDD(80-95)+S+T d=10,P7,10,992,20.931424265259984
0.5392112325734246,-0.3527170148999721,1.7774928798071297,2.2152372590138505,1.528736096630725,0,0.16992430102561773,0.8936170212765957,SoftDD(80-95)F78+S+T d=0,P7,0,889,18.758100979653353
0.25252732599462524,-0.478984428623774,0.964070932562754,1.0419982146194169,0.5272140614679082,0,0.0009840351769787592,0.723404255319149,SoftDD(80-95)F78+S+T d=1,P7,1,889,18.758100979653353
0.23746665843272097,-0.4728368823338857,0.9006346829151683,0.9630041113390416,0.5022168686600846,0,-0.02483058344888167,0.7021276595744681,SoftDD(80-95)F78+S+T d=3,P7,3,889,18.758100979653353
0.23257787830849863,-0.5149149157291683,0.8694363900476116,0.9178203012891253,0.45168215408781925,0,-0.03755872998144638,0.6808510638297872,SoftDD(80-95)F78+S+T d=5,P7,5,889,18.758100979653353
0.2405542066181714,-0.6905426291005649,0.8735928140063596,0.89589390353651,0.3483553317070293,0,-0.12899410257963018,0.723404255319149,SoftDD(80-95)F78+S+T d=7,P7,7,889,18.758100979653353
0.218929805572748,-0.6560057820858987,0.8027906101619217,0.8239990630283162,0.33373151815311425,0,-0.11881511534880207,0.7021276595744681,SoftDD(80-95)F78+S+T d=10,P7,10,889,18.758100979653353
0.5299808643210517,-0.4209766511630786,1.6866083375418401,2.061633987303637,1.2589317313841877,80,0.17072572664496288,0.8936170212765957,AnticDD(5d)+S+T d=0,P7,0,794,16.75357950263753
0.2590681871037437,-0.48858663477690956,0.9536898433397737,1.0377529431255554,0.5302400202208462,80,0.013456936122773211,0.7659574468085106,AnticDD(5d)+S+T d=1,P7,1,794,16.75357950263753
0.2452377019993588,-0.5227158377887293,0.8979087680713512,0.9580721589311616,0.4691606495735809,80,-0.0038222870394795105,0.7021276595744681,AnticDD(5d)+S+T d=3,P7,3,794,16.75357950263753
0.22976334460202508,-0.59437992319529,0.8425178077369121,0.8872423507647559,0.38655973332150023,80,-0.03949807660624183,0.7021276595744681,AnticDD(5d)+S+T d=5,P7,5,794,16.75357950263753
0.24193701300781023,-0.6890862063729009,0.8595762189963513,0.8774682646194727,0.35109832524623974,80,-0.12878082068793373,0.723404255319149,AnticDD(5d)+S+T d=7,P7,7,794,16.75357950263753
0.23081411372883331,-0.6589455296711451,0.8192404609835892,0.8360071484133572,0.35027798708039487,80,-0.12752660002872584,0.723404255319149,AnticDD(5d)+S+T d=10,P7,10,794,16.75357950263753
0.4356650689896939,-0.34064409262550377,1.5086707699668103,1.727018513592085,1.278945029199887,56,0.08904476713497878,0.8297872340425532,DelayAdj(+5/+3)+S+T d=0,P7,0,712,15.023360964581762
0.21121981084510555,-0.4536501267811077,0.838621709903486,0.856355803060189,0.46560068734869314,56,-0.033514402293749246,0.7659574468085106,DelayAdj(+5/+3)+S+T d=1,P7,1,712,15.023360964581762
0.197009841377489,-0.479475778562167,0.7806868256963233,0.7811661490268428,0.41088590954119586,56,-0.074056437309996,0.7021276595744681,DelayAdj(+5/+3)+S+T d=3,P7,3,712,15.023360964581762
0.18932174230901122,-0.5244568260676237,0.7465052961180462,0.7383218996601879,0.3609863250871293,56,-0.08148588229420439,0.723404255319149,DelayAdj(+5/+3)+S+T d=5,P7,5,712,15.023360964581762
0.18181744763314067,-0.6890862063729006,0.7113184316153506,0.6821503816322422,0.26385297797522556,56,-0.16494281786060683,0.7021276595744681,DelayAdj(+5/+3)+S+T d=7,P7,7,712,15.023360964581762
0.17126254525947116,-0.6589455296711451,0.6716112819002241,0.6432561548521782,0.25990394888169566,56,-0.15793185333505233,0.7021276595744681,DelayAdj(+5/+3)+S+T d=10,P7,10,712,15.023360964581762
0.5437420640373882,-0.4413740639419964,1.8500332299992908,2.454265947199963,1.2319302570276187,30,0.1799867605822698,0.8723404255319149,PredVol(5d)+Ens2 d=0,P7,0,879,18.547098718914846
0.24179612293797792,-0.47154185377386715,0.9369115752596705,1.0153152717167504,0.5127776484798183,30,-0.01671900132206139,0.7446808510638298,PredVol(5d)+Ens2 d=1,P7,1,879,18.547098718914846
0.2148168452908057,-0.489387577114853,0.8381375767963811,0.886925159595562,0.43895034393239396,30,-0.0261030447627012,0.6808510638297872,PredVol(5d)+Ens2 d=3,P7,3,879,18.547098718914846
0.2151345274880101,-0.5084918486575986,0.8227163109413571,0.8565652919086042,0.4230835323239852,30,-0.027548893628629667,0.723404255319149,PredVol(5d)+Ens2 d=5,P7,5,879,18.547098718914846
0.22778382638914385,-0.6829001089483315,0.8408502584572312,0.8597866349281,0.3335536536081854,30,-0.12056169113613346,0.7446808510638298,PredVol(5d)+Ens2 d=7,P7,7,879,18.547098718914846
0.21867028736075467,-0.6663357785504268,0.802396718443366,0.8179769344185934,0.32816831153275106,30,-0.1186378828809933,0.7446808510638298,PredVol(5d)+Ens2 d=10,P7,10,879,18.547098718914846
0.5836219408004604,-0.46424819007088564,1.9059732766809245,2.451611956795746,1.2571334757629269,30,0.18094323096975629,0.8723404255319149,MomDecel(20/60)+Ens2(S+T) d=0,P7,0,1075,22.6827430293896
