CAGR,MaxDD,Sharpe,Sortino,Calmar,Trades,Worst5Y,WinRate,Strategy,Rebalances
0.23211208003561223,-0.5057982661457524,0.8728427692993649,0.922090319679253,0.45890248261295163,34,-0.009113114308973103,0.7115384615384616,Baseline: MomDecel(40/120)+Ens2(S+T),1009
0.2166644276932248,-0.47619952349296657,0.8497245150351822,0.8870062772385329,0.4549866537118131,34,0.00107101102182372,0.6923076923076923,R3-1: CPPI V2 (vol-adjusted),1019
0.20260428810439524,-0.5648914917088076,0.8050891426616684,0.8896931370122133,0.3586605411448372,216,-0.05867568584237426,0.7115384615384616,R3-2: Soft DD (Th30%),629
0.230683849713323,-0.4784682409313164,0.8748152927789183,0.9210196038684384,0.48212990953027,34,-0.017463236566467644,0.7115384615384616,R3-3: CPPI + AsymHAR,1036
0.21265699082568457,-0.5343537084792462,0.82031194551055,0.8949770904498301,0.3979704593627686,192,-0.030906382740439886,0.6923076923076923,R3-4: Soft DD + CPPI hybrid,869
0.22775424301319824,-0.5057982661457524,0.85780244522054,0.9163873521210818,0.45028672151985566,34,-0.05429457223548495,0.6923076923076923,R3-5a: MomDecel(30/90),1054
0.23327511452164074,-0.5057982661457524,0.8787645591613973,0.9329329945998086,0.46120188647388416,34,-0.00401939117383443,0.6923076923076923,R3-5b: MomDecel(60/180),972
0.2173420109669344,-0.45741469445493377,0.8310055976101718,0.877316123210879,0.4751531019918901,34,-0.07138969693480512,0.7115384615384616,R3-6: CPPI+AsymHAR+MD(30/90),1090
