strategy,CAGR_FULL,CAGR_IS,CAGR_OOS,IS_OOS_gap,Sharpe_FULL,Sharpe_IS,Sharpe_OOS,MaxDD_FULL,Worst5Y,Worst10Y,Worst10Y_star,P10_5Y,WinRate,Trades_yr,EPS_F10,l_max
F10-eps015-lmax5,0.304439,0.301926,0.335594,-0.033668,0.997143,1.009619,0.937347,-0.542170,0.006232,0.148482,0.169040,0.127852,0.730769,27.115499,0.015000,5.000000
