regime,days,pct_days,nasdaq_ann_ret,gold_ann_ret,bond_ann_ret
DD (CASH),2800,21.263669501822598,-0.01212627689151309,0.06044215628658687,0.10970700473104164
Rally (HOLD),10368,78.7363304981774,0.1624000138304749,0.09709591060946385,0.049580024065921526
