indicator,horizon,IC,IC_pval,IC_abs,hit_rate_high,hit_rate_low,spread,spread_t,WF_avg_IC,WF_stable,WF_IC_1,WF_IC_2,WF_IC_3,WF_IC_4,WF_IC_5,WF_IC_6,WF_IC_7,asset,BH_pval,FDR_sig
VL4_VolTrend_21_63,5,-0.0298091253149627,0.0006257975762443,0.0298091253149627,0.5413373860182371,0.5578179607962316,-0.0023537385158842,-2.4136207344610243,-0.0236636785487913,3,0.0054617403051642,0.0613723933214174,0.0149335376672777,-0.1268539315775684,0.0004498016367518,-0.0539142507487228,-0.0670950404458591,Bond,0.0344188666934365,1.0
VL4_VolTrend_21_63,21,-0.0609460631111815,2.6829704629815367e-12,0.0609460631111815,0.5657334144856969,0.608245854252244,-0.0161193140119186,-7.408587926457564,-0.0492460040692367,5,0.1694700726088071,0.1894663510881246,-0.1793012798993285,-0.3223497517848777,-0.0052372058913867,-0.1029086673202012,-0.093861547285795,Bond,1.9853981426063373e-10,1.0
VL4_VolTrend_21_63,63,0.0084169391198057,0.335347747738302,0.0084169391198057,0.6366966875286216,0.6216422466422467,-0.0228687377435571,-5.20280999799312,0.0438666702743369,5,0.1954146261420634,0.2049810618090386,0.0941779421692704,-0.1831953097663512,0.0136757641538326,-0.0529410170748962,0.0349536244874006,Bond,1.0,0.0
VL4_VolTrend_21_126,5,-0.0159648873944948,0.0670323590757296,0.0159648873944948,0.5537993920972645,0.5453578483513144,-0.0019760750804903,-1.9675916972775087,-0.0098359265141544,3,0.0216894210230865,0.0700183020655872,0.0670846674260954,-0.1348627800947569,0.0010990031066176,-0.0429091007373448,-0.0509709983883661,Bond,1.0,1.0
VL4_VolTrend_21_126,21,-0.0261955141145058,0.002668158622961,0.0261955141145058,0.58338405356056,0.5905979005020539,-0.011514682233742,-5.176847192025072,-0.0103271705753428,5,0.1586313864675546,0.2123332952452273,-0.0108723460141465,-0.3057352945686357,-0.0102214392363086,-0.0705920206860332,-0.0458337752350573,Bond,0.101390027672518,1.0
VL4_VolTrend_21_126,63,0.0342083845270913,8.982538383528147e-05,0.0342083845270913,0.6476873759731339,0.6106532356532357,-0.0058011383067109,-1.323217723016477,0.0796526610351027,5,0.1961733005600559,0.1618290860727187,0.2178011333048239,-0.1906638378254506,0.0986599712187107,-0.0560401722732269,0.1298091461880873,Bond,0.003233713818070133,1.0
VL5_VoV_21_42,5,-0.008650403177063,0.321045993642297,0.008650403177063,0.5553191489361702,0.5438383224433977,-0.0021317632976425,-1.928856808045672,0.0051992363346171,3,0.0155191188483401,-0.0038729016260937,0.0569073931536217,0.0125712479354492,-0.058524358838581,-0.022138714635022,0.0359328695046059,Bond,1.0,0.0
VL5_VoV_21_42,21,-0.0244327817128763,0.0050879765809049,0.0244327817128763,0.5998174071819842,0.5741670470104975,-0.0134592625874732,-5.449399693630653,0.0218907269555695,3,-0.0376630295474048,0.0144236008422395,0.1040727350997633,0.0204708128877637,-0.0185530690632411,-0.0009944766794096,0.0714785151492761,Bond,0.1780791803316715,1.0
VL5_VoV_21_42,63,-0.0294223385791234,0.0007562392252808,0.0294223385791234,0.6270798351396734,0.6312576312576312,-0.0368741562782516,-8.082928943865843,0.0533322014259538,1,0.0667906829012317,-0.0778372716482637,0.1314077802466917,0.0587654541025563,0.0821828839767796,0.0925521507612662,0.0194637296414146,Bond,0.0249558944342664,1.0
VL5_VoV_21_63,5,-0.0056400481253645,0.5176462369429976,0.0056400481253645,0.5522796352583587,0.5468773742592311,-0.0013027223924984,-1.1946137263397942,0.0111628325893618,2,-0.0102697470332459,0.0029000824771093,0.0258757984494837,-0.007451919651144,0.0044826190344567,0.023477817077512,0.0391251777713608,Bond,1.0,0.0
VL5_VoV_21_63,21,-0.0186251851872183,0.0327291437324798,0.0186251851872183,0.592665855143031,0.5813175110299711,-0.0092523457610975,-3.7429728541292313,0.0361193220174391,1,-0.0050278000605606,0.0069416526270381,0.0310430533615503,0.018329266317866,0.0555481197564361,0.0751474992283018,0.0708534628914421,Bond,0.8836868807769547,1.0
VL5_VoV_21_63,63,-0.0224605268778722,0.0101376583702845,0.0224605268778722,0.6319645855594566,0.6263736263736264,-0.0365552390096364,-8.105061266581352,0.0584644532614927,1,0.1211886956379466,-0.0546351227738649,0.0722520434656188,0.022791588352491,0.0639197121271935,0.158522908113548,0.025211347907516,Bond,0.2737167759976815,1.0
MA2_YieldMom_21,5,0.0498977735463164,1.020017028160142e-08,0.0498977735463164,0.5618234486964476,0.5374129051802484,0.0063476124267983,5.442283461406817,0.0078590406913622,4,0.0734597894153994,0.0268711139548473,-0.0199396734070163,0.0233531391488577,-0.0649830832664217,-0.0159075936055689,0.0321595925994383,Bond,7.242120899937008e-07,1.0
MA2_YieldMom_21,21,0.0453606342054988,1.962502272217113e-07,0.0453606342054988,0.5981979230299328,0.5758678187054722,0.0155072578048171,6.311404639331935,0.0226778928753967,4,0.1722473935624505,0.0869346064243203,-0.0849499103178009,-0.0958990600412148,0.0466580338278096,-0.0119320987668832,0.0456862854390956,Bond,1.1186262951637545e-05,1.0
MA2_YieldMom_21,63,0.0168275619554794,0.054082448494604,0.0168275619554794,0.6381578947368421,0.6202223237399117,0.0018123609386169,0.3766175967115358,0.0085080567906988,4,0.049339905680535,0.1620297657095945,-0.1794830939956724,-0.0265421600865896,0.0620233879873295,0.0876558320930762,-0.0954672398533813,Bond,1.0,1.0
MA2_YieldMom_42,5,0.0329517756611822,0.0001562363736613,0.0329517756611822,0.567818541634952,0.5314016990291263,0.0024262536005132,2.080548028562609,0.0193718071438297,5,0.0923469022261172,0.0479758252969311,-0.0757114512551309,-0.0028804656889065,0.0073062927683256,0.0391438550214191,0.0274216916380523,Bond,0.008905473298694101,1.0
MA2_YieldMom_42,21,0.0173565928241053,0.046599464331784,0.0173565928241053,0.6005488641561214,0.5734892195566352,0.0011276011406177,0.4585490540522298,0.0141752897410428,4,0.1226380716891673,0.1162733801457835,-0.120306719959038,-0.0854531419609002,0.0401058378653695,0.0583868923467754,-0.032417291939858,Bond,1.0,1.0
