label,CAGR_IS,CAGR_OOS,CAGR_FULL,Sharpe_OOS,MaxDD_FULL,Worst10Y_star,P10_5Y,IS_OOS_gap,Trades_yr
S2+LT2-N1500,0.30788355527531364,0.30842187156313616,0.3079347652940767,0.8848064015301216,-0.6336663329399403,0.16597007577482992,0.09854259464243573,-0.0005383162878225267,27.115498519249755
P05_HY×CPI,0.2321621419286497,0.1360651772835022,0.2226791724739292,0.6094614797638502,-0.5514944246925406,0.13206806017965844,0.10213502972482869,0.0960969646451475,27.115498519249755
Hybrid_70_30,0.2987641279888458,0.3051242173405211,0.2993679392544577,0.881060943743828,-0.6212555276858251,0.16576752111136117,0.09819588542533611,-0.006360089351675313,27.115498519249755
