Strategy,Sharpe,CAGR,MaxDD,Worst5Y,OOS_Sharpe,Y2022
A2 100% (reference),0.9119444963486295,0.23824355236294648,-0.46039732668497385,-0.0037072236277004844,0.7729679920310222,-18.9580807907879
Static 70/15/15,1.0138701830135481,0.20040460074632027,-0.33917795778719456,0.018113839648122854,0.8854911097677322,-14.706035322160693
Static Best (50/25/25),1.1151751935784662,0.16918426665706376,-0.26261960430375053,0.01782117679287709,1.0023628652137355,-11.964723764837215
Dyn-Lev1 (aggressive),1.0764948456060295,0.23531228483020583,-0.3203918662470504,0.012922112682884235,0.8084826400501532,-17.521863686718298
Dyn-Lev2 (moderate),1.0529005157705649,0.22145836945190567,-0.32808708780022783,0.015513657459650165,0.8303720756032609,-16.55481358936709
Dyn-VIX,1.0477668559298867,0.2144069612735977,-0.32750804303293396,0.011034623361250384,0.8671660890756585,-14.723126774358475
Dyn-DD (CASH→Gold/Bond),1.0619818181922929,0.21268862134283917,-0.3234161656313557,0.012174183865180765,0.8173456027015794,-19.992132312272425
Dyn-Hybrid (lev+vix),1.1154970085180276,0.2214943292919973,-0.2885408930506096,0.012808523076599077,0.9052474573380368,-15.285077124507996
