label,maru_ratio,cagr,maxdd,sharpe,worst5y,tmf_maru_ratio
ベースライン（Goldスロット=Gold2x 100%）,0.0,0.31400363648805163,-0.33392777160171494,1.2967055991873957,0.05161651639562903,
"Gold→Maru 10% (Gold=15.7%, Maru=1.7%, TMF=17.4%avg)",0.1,0.3154387652102515,-0.3320717518376236,1.3031385788626106,0.05533265212312499,
"Gold→Maru 25% (Gold=13.1%, Maru=4.4%, TMF=17.4%avg)",0.25,0.3181354669961536,-0.339935075786325,1.3135147886665268,0.05966306685201017,
"Gold→Maru 50% (Gold=8.7%, Maru=8.7%, TMF=17.4%avg)",0.5,0.32113779435464695,-0.350795271025116,1.319482377247771,0.06980737420172711,
"Gold→Maru 75% (Gold=4.4%, Maru=13.1%, TMF=17.4%avg)",0.75,0.32421747807951173,-0.3621999988070739,1.3178370585847203,0.0779551596267205,
"Gold→Maru 100% (Gold=0.0%, Maru=17.4%, TMF=17.4%avg)",1.0,0.32760261182270933,-0.3778236375924966,1.3106102231349033,0.08716898614229218,
"TMF→Maru 25% (Gold=17.4%, Maru=4.4%, TMF=13.1%avg)",,0.31435247410701184,-0.3463559316784316,1.2805391921359213,0.05535283185654438,0.25
"TMF→Maru 50% (Gold=17.4%, Maru=8.7%, TMF=8.7%avg)",,0.31446054659660594,-0.36033580728651826,1.2605398557506482,0.05813850883326599,0.5
