pattern_id,tier,signal_id,strategy,method,direction,signal_name,cand_cagr_oos,base_cagr_oos,cagr_oos_diff,cand_cagr_is,base_cagr_is,cand_is_oos_gap,base_is_oos_gap,is_oos_gap_diff,cand_sharpe_oos,base_sharpe_oos,sharpe_diff,cand_maxdd,base_maxdd,maxdd_diff,cand_worst10y,base_worst10y,worst10y_diff,cand_p10_5y,base_p10_5y,p10_5y_diff,improved_axes,degraded_axes,n_improved,n_degraded,judgment
T1_M1_23_S2_defensive,1,23,S2,M1,defensive,BAA-10Y credit spread,0.1458063359682309,0.3423408795785974,-0.19653454361036649,0.15684812512809976,0.28975219670723273,0.011041789159868864,-0.052588682871364645,-0.04154689371149578,0.5927195664759064,0.9899685484027655,-0.3972489819268591,-0.5181849703181018,-0.5181849703181018,0.0,-0.0042196773584768366,0.15932573272697081,-0.16354541008544765,4.433322806085549e-05,0.11867000388796023,-0.11862567065989937,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL
T1_M1_23_S2_procyclical,1,23,S2,M1,procyclical,BAA-10Y credit spread,0.26972442864058355,0.3423408795785974,-0.07261645093801383,0.20651337644407253,0.28975219670723273,-0.06321105219651102,-0.052588682871364645,0.010622369325146375,1.0960837699363088,0.9899685484027655,0.10611522153354336,-0.4036201391461496,-0.5181849703181018,0.11456483117195226,0.11821609417753698,0.15932573272697081,-0.041109638549433836,0.10543767409881717,0.11867000388796023,-0.013232329789143057,sharpe|maxdd,cagr_oos|worst10y|p10_5y,2,3,MARGINAL
T1_M2_23_S2_defensive,1,23,S2,M2,defensive,BAA-10Y credit spread,0.2800534116820206,0.3423408795785974,-0.0622874678965768,0.25309850806222456,0.28975219670723273,-0.026954903619796022,-0.052588682871364645,-0.025633779251568622,0.8595729175444032,0.9899685484027655,-0.13039563085836225,-0.587995384513005,-0.5181849703181018,-0.06981041419490319,0.10208298285154171,0.15932573272697081,-0.0572427498754291,0.08735829463013478,0.11867000388796023,-0.03131170925782545,is_oos_gap,cagr_oos|sharpe|maxdd|worst10y|p10_5y,1,5,MARGINAL
T1_M2_23_S2_procyclical,1,23,S2,M2,procyclical,BAA-10Y credit spread,0.3377489301065806,0.3423408795785974,-0.004591949472016799,0.2663742974985499,0.28975219670723273,-0.07137463260803067,-0.052588682871364645,0.01878594973666603,1.0427889676487518,0.9899685484027655,0.05282041924598635,-0.48735854531372225,-0.5181849703181018,0.0308264250043796,0.13754981794885324,0.15932573272697081,-0.021775914778117578,0.11742757961057135,0.11867000388796023,-0.0012424242773888816,sharpe|maxdd,worst10y|is_oos_gap,2,2,MARGINAL
T1_M1_23_S3_defensive,1,23,S3,M1,defensive,BAA-10Y credit spread,0.08709902575648276,0.2111237540590425,-0.12402472830255973,0.10442558308517391,0.17563190540045204,0.01732655732869115,-0.03549184865859045,-0.018165291329899302,0.5194469878228857,0.9026733232043065,-0.3832263353814208,-0.29976268694787744,-0.3457269515654877,0.04596426461761027,-0.009707898570624485,0.08998175595938962,-0.0996896545300141,0.0,0.048150778386904576,-0.048150778386904576,maxdd|is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,2,4,MARGINAL
T1_M1_23_S3_procyclical,1,23,S3,M1,procyclical,BAA-10Y credit spread,0.1674399975352414,0.2111237540590425,-0.043683756523801076,0.12146292789760649,0.17563190540045204,-0.045977069637634926,-0.03549184865859045,0.010485220979044474,0.9702763977046156,0.9026733232043065,0.06760307450030911,-0.36972525010225143,-0.3457269515654877,-0.023998298536763718,0.05530207128413567,0.08998175595938962,-0.03467968467525395,0.042240777491475916,0.048150778386904576,-0.00591000089542866,sharpe,cagr_oos|worst10y,1,2,MARGINAL
T1_M2_23_S3_defensive,1,23,S3,M2,defensive,BAA-10Y credit spread,0.16095774333798651,0.2111237540590425,-0.050166010721055976,0.15708798015425351,0.17563190540045204,-0.0038697631837329993,-0.03549184865859045,-0.03162208547485745,0.7433376641107471,0.9026733232043065,-0.1593356590935594,-0.29815299944007867,-0.3457269515654877,0.04757395212540905,0.034871194028116115,0.08998175595938962,-0.055110561931273505,0.030768448310150288,0.048150778386904576,-0.01738233007675429,maxdd|is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,2,4,MARGINAL
T1_M2_23_S3_procyclical,1,23,S3,M2,procyclical,BAA-10Y credit spread,0.21656812344039222,0.2111237540590425,0.005444369381349734,0.16018154144447538,0.17563190540045204,-0.05638658199591684,-0.03549184865859045,0.020894733337326388,0.9697159499810035,0.9026733232043065,0.06704262677669703,-0.3962202279266238,-0.3457269515654877,-0.0504932763611361,0.07258639464529848,0.08998175595938962,-0.01739536131409114,0.048445931607352354,0.048150778386904576,0.0002951532204477775,cagr_oos|sharpe,maxdd|worst10y|is_oos_gap,2,3,MARGINAL
T1_M1_26_S1_defensive,1,26,S1,M1,defensive,2s10s spread,0.31597298662274564,0.36895406199288416,-0.05298107537013852,0.12236053099021249,0.31950509801781,-0.19361245563253315,-0.049448963975074145,0.144163491657459,0.8697553515482174,0.9442167047916198,-0.07446135324340242,-0.705842888220644,-0.6308742786041249,-0.07496860961651908,-0.04794115825692147,0.1600767266136327,-0.20801788487055417,-0.05738108497864911,0.10270304911622277,-0.16008413409487188,,cagr_oos|sharpe|maxdd|worst10y|p10_5y|is_oos_gap,0,6,FAIL
T1_M1_26_S1_procyclical,1,26,S1,M1,procyclical,2s10s spread,0.2204868534090465,0.36895406199288416,-0.14846720858383766,0.2550683763190835,0.31950509801781,0.03458152291003702,-0.049448963975074145,-0.014867441065037124,0.951134055154285,0.9442167047916198,0.0069173503626651645,-0.5499457470042484,-0.6308742786041249,0.08092853159987656,0.1270739464056061,0.1600767266136327,-0.033002780208026605,0.11421166690770991,0.10270304911622277,0.011508617791487138,maxdd|p10_5y|is_oos_gap,cagr_oos|worst10y,3,2,MARGINAL
T1_M2_26_S1_defensive,1,26,S1,M2,defensive,2s10s spread,0.37673934675042875,0.36895406199288416,0.007785284757544586,0.2333590913391288,0.31950509801781,-0.14338025541129995,-0.049448963975074145,0.0939312914362258,0.9141956664259935,0.9442167047916198,-0.030021038365626307,-0.6474464238406873,-0.6308742786041249,-0.016572145236562363,0.07272305231536635,0.1600767266136327,-0.08735367429826635,0.05022414474565857,0.10270304911622277,-0.052478904370564204,cagr_oos,sharpe|worst10y|p10_5y|is_oos_gap,1,4,MARGINAL
T1_M2_26_S1_procyclical,1,26,S1,M2,procyclical,2s10s spread,0.31618973954311125,0.36895406199288416,-0.052764322449772916,0.3272283459887637,0.31950509801781,0.011038606445652466,-0.049448963975074145,-0.03841035752942168,0.9559233014779331,0.9442167047916198,0.011706596686313353,-0.6302416026966304,-0.6308742786041249,0.0006326759074944954,0.15097600507062392,0.1600767266136327,-0.009100721543008783,0.10306371187943303,0.10270304911622277,0.0003606627632102566,is_oos_gap,cagr_oos,1,1,MARGINAL
T1_M1_26_S2_defensive,1,26,S2,M1,defensive,2s10s spread,0.2957427737996552,0.3423408795785974,-0.04659810577894219,0.10951068224090155,0.28975219670723273,-0.18623209155875364,-0.052588682871364645,0.133643408687389,0.9142352499604034,0.9899685484027655,-0.0757332984423621,-0.5960368938704275,-0.5181849703181018,-0.07785192355232562,-0.02448203960851203,0.15932573272697081,-0.18380777233548284,-0.03232455816151996,0.11867000388796023,-0.1509945620494802,,cagr_oos|sharpe|maxdd|worst10y|p10_5y|is_oos_gap,0,6,FAIL
T1_M1_26_S2_procyclical,1,26,S2,M1,procyclical,2s10s spread,0.19795719192019612,0.3423408795785974,-0.14438368765840126,0.23019332482961707,0.28975219670723273,0.032236132909420956,-0.052588682871364645,-0.02035254996194369,0.9942976382061036,0.9899685484027655,0.004329089803338126,-0.4036201391461496,-0.5181849703181018,0.11456483117195226,0.11978682601822954,0.15932573272697081,-0.03953890670874127,0.11803227074225635,0.11867000388796023,-0.000637733145703881,maxdd|is_oos_gap,cagr_oos|worst10y,2,2,MARGINAL
T1_M2_26_S2_defensive,1,26,S2,M2,defensive,2s10s spread,0.3542240045724767,0.3423408795785974,0.011883124993879335,0.2075639886127436,0.28975219670723273,-0.1466600159597331,-0.052588682871364645,0.09407133308836846,0.9583700380790493,0.9899685484027655,-0.03159851032371619,-0.5786204911065195,-0.5181849703181018,-0.06043552078841763,0.08508638575870675,0.15932573272697081,-0.07423934696826406,0.06902351498465667,0.11867000388796023,-0.04964648890330356,cagr_oos,sharpe|maxdd|worst10y|p10_5y|is_oos_gap,1,5,MARGINAL
T1_M2_26_S2_procyclical,1,26,S2,M2,procyclical,2s10s spread,0.2885091910291029,0.3423408795785974,-0.053831688549494494,0.30029540684700695,0.28975219670723273,0.011786215817904067,-0.052588682871364645,-0.04080246705346058,1.001507175973652,0.9899685484027655,0.011538627570886528,-0.47624768511960436,-0.5181849703181018,0.04193728519849749,0.1514208805870001,0.15932573272697081,-0.00790485213997072,0.12279111510571425,0.11867000388796023,0.00412111121775402,maxdd|is_oos_gap,cagr_oos,2,1,MARGINAL
T1_M1_26_S3_defensive,1,26,S3,M1,defensive,2s10s spread,0.16749945501650965,0.2111237540590425,-0.043624299042532844,0.07520359068898208,0.17563190540045204,-0.09229586432752757,-0.03549184865859045,0.05680401566893711,0.7866274408562169,0.9026733232043065,-0.11604588234808955,-0.34572695156548783,-0.3457269515654877,-1.1102230246251565e-16,-0.009709633230987502,0.08998175595938962,-0.09969138919037712,-0.004326895837670541,0.048150778386904576,-0.05247767422457512,,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap,0,5,FAIL
T1_M1_26_S3_procyclical,1,26,S3,M1,procyclical,2s10s spread,0.12852510100805192,0.2111237540590425,-0.08259865305099057,0.13616733986573637,0.17563190540045204,0.007642238857684447,-0.03549184865859045,-0.027849609800906006,0.9162040834544044,0.9026733232043065,0.013530760250097917,-0.31933776718071005,-0.3457269515654877,0.026389184384777664,0.06437342019066405,0.08998175595938962,-0.025608335768725565,0.03953183561787847,0.048150778386904576,-0.008618942769026104,maxdd|is_oos_gap,cagr_oos|worst10y,2,2,MARGINAL
T1_M2_26_S3_defensive,1,26,S3,M2,defensive,2s10s spread,0.21721385289651796,0.2111237540590425,0.006090098837475466,0.1365607375195086,0.17563190540045204,-0.08065311537700937,-0.03549184865859045,0.04516126671841891,0.8811936525088984,0.9026733232043065,-0.021479670695408126,-0.3755691863043552,-0.3457269515654877,-0.02984223473886749,0.03426955529210818,0.08998175595938962,-0.05571220066728144,0.03435931994793679,0.048150778386904576,-0.013791458438967785,cagr_oos,worst10y|p10_5y|is_oos_gap,1,3,MARGINAL
T1_M2_26_S3_procyclical,1,26,S3,M2,procyclical,2s10s spread,0.1792581747139428,0.2111237540590425,-0.031865579345099704,0.17606273446384257,0.17563190540045204,-0.003195440250100212,-0.03549184865859045,-0.03229640840849024,0.898443277923861,0.9026733232043065,-0.00423004528044546,-0.37854423384286184,-0.3457269515654877,-0.03281728227737413,0.08332947690336923,0.08998175595938962,-0.006652279056020394,0.0441820255696046,0.048150778386904576,-0.003968752817299977,is_oos_gap,cagr_oos,1,1,MARGINAL
T1_M1_28_S1_defensive,1,28,S1,M1,defensive,10Y real yield,0.35406367495597957,0.36895406199288416,-0.014890387036904595,0.13490600679239217,0.31950509801781,-0.2191576681635874,-0.049448963975074145,0.16970870418851325,0.9209960384608966,0.9442167047916198,-0.023220666330723172,-0.5549930430171786,-0.6308742786041249,0.07588123558694637,-0.030571323933524908,0.1600767266136327,-0.1906480505471576,0.0,0.10270304911622277,-0.10270304911622277,maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,1,4,MARGINAL
