pattern_id,tier,signal_id,strategy,method,direction,signal_name,cand_cagr_oos,base_cagr_oos,cagr_oos_diff,cand_cagr_is,base_cagr_is,cand_is_oos_gap,base_is_oos_gap,is_oos_gap_diff,cand_sharpe_oos,base_sharpe_oos,sharpe_diff,cand_maxdd,base_maxdd,maxdd_diff,cand_worst10y,base_worst10y,worst10y_diff,cand_p10_5y,base_p10_5y,p10_5y_diff,improved_axes,degraded_axes,n_improved,n_degraded,judgment
T1_M1_28_S1_procyclical,1,28,S1,M1,procyclical,10Y real yield,0.2050777668948911,0.36895406199288416,-0.16387629509799306,0.24879987254763258,0.31950509801781,0.04372210565274148,-0.049448963975074145,-0.005726858322332662,0.9594462182846919,0.9442167047916198,0.015229513493072111,-0.6308742786041254,-0.6308742786041249,-4.440892098500626e-16,0.09031220244372729,0.1600767266136327,-0.06976452416990542,0.06665487601125406,0.10270304911622277,-0.03604817310496872,is_oos_gap,cagr_oos|worst10y|p10_5y,1,3,MARGINAL
T1_M2_28_S1_defensive,1,28,S1,M2,defensive,10Y real yield,0.38213327217480075,0.36895406199288416,0.01317921018191659,0.21824009444116088,0.31950509801781,-0.16389317773363987,-0.049448963975074145,0.11444421375856573,0.9146468107269167,0.9442167047916198,-0.029569894064703117,-0.6302940132628148,-0.6308742786041249,0.000580265341310171,-0.0006518652706676287,0.1600767266136327,-0.16072859188430033,0.05778507152124863,0.10270304911622277,-0.044917977594974144,cagr_oos,worst10y|p10_5y|is_oos_gap,1,3,MARGINAL
T1_M2_28_S1_procyclical,1,28,S1,M2,procyclical,10Y real yield,0.3150329629417603,0.36895406199288416,-0.053921099051123855,0.3336108996514737,0.31950509801781,0.018577936709713416,-0.049448963975074145,-0.03087102726536073,0.9696031000359329,0.9442167047916198,0.025386395244313076,-0.6870137715864721,-0.6308742786041249,-0.05613949298234722,0.12405537886839069,0.1600767266136327,-0.036021347745242016,0.0868909513397611,0.10270304911622277,-0.01581209777646167,is_oos_gap,cagr_oos|maxdd|worst10y|p10_5y,1,4,MARGINAL
T1_M1_28_S2_defensive,1,28,S2,M1,defensive,10Y real yield,0.3279312115212236,0.3423408795785974,-0.014409668057373759,0.11948188551306527,0.28975219670723273,-0.20844932600815835,-0.052588682871364645,0.1558606431367937,0.9638591274174876,0.9899685484027655,-0.02610942098527791,-0.4376071393495017,-0.5181849703181018,0.08057783096860016,-0.030073344876685004,0.15932573272697081,-0.18939907760365582,0.0,0.11867000388796023,-0.11867000388796023,maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,1,4,MARGINAL
T1_M1_28_S2_procyclical,1,28,S2,M1,procyclical,10Y real yield,0.18462592190850247,0.3423408795785974,-0.1577149576700949,0.2251217783166597,0.28975219670723273,0.04049585640815723,-0.052588682871364645,-0.012092826463207418,1.0043898030959828,0.9899685484027655,0.014421254693217311,-0.5010959119781164,-0.5181849703181018,0.01708905833998542,0.08091726135072186,0.15932573272697081,-0.07840847137624896,0.07324727649397333,0.11867000388796023,-0.045422727393986895,is_oos_gap,cagr_oos|worst10y|p10_5y,1,3,MARGINAL
T1_M2_28_S2_defensive,1,28,S2,M2,defensive,10Y real yield,0.359353551496735,0.3423408795785974,0.0170126719181376,0.19854280966342563,0.28975219670723273,-0.16081074183330935,-0.052588682871364645,0.1082220589619447,0.9580193953636892,0.9899685484027655,-0.031949153039076306,-0.5053391210717669,-0.5181849703181018,0.012845849246334917,0.005076712188413879,0.15932573272697081,-0.15424902053855694,0.06225393772108272,0.11867000388796023,-0.05641606616687751,cagr_oos,sharpe|worst10y|p10_5y|is_oos_gap,1,4,MARGINAL
T1_M2_28_S2_procyclical,1,28,S2,M2,procyclical,10Y real yield,0.2874194511993091,0.3423408795785974,-0.05492142837928826,0.30455370098704004,0.28975219670723273,0.017134249787730926,-0.052588682871364645,-0.03545443308363372,1.0174422280669035,0.9899685484027655,0.02747367966413805,-0.5544965238359688,-0.5181849703181018,-0.03631155351786697,0.11791875254580808,0.15932573272697081,-0.041406980181162734,0.10728606404643361,0.11867000388796023,-0.011383939841526622,is_oos_gap,cagr_oos|worst10y|p10_5y,1,3,MARGINAL
T1_M1_28_S3_defensive,1,28,S3,M1,defensive,10Y real yield,0.21107705892884554,0.2111237540590425,-4.669513019694982e-05,0.06741931330482598,0.17563190540045204,-0.14365774562401956,-0.03549184865859045,0.10816589696542911,0.9065481398103212,0.9026733232043065,0.0038748166060147415,-0.2638423552037795,-0.3457269515654877,0.0818845963617082,-0.012100882762301923,0.08998175595938962,-0.10208263872169154,0.0,0.048150778386904576,-0.048150778386904576,maxdd,worst10y|p10_5y|is_oos_gap,1,3,MARGINAL
T1_M1_28_S3_procyclical,1,28,S3,M1,procyclical,10Y real yield,0.1089486674181952,0.2111237540590425,-0.10217508664084729,0.13996170835927213,0.17563190540045204,0.03101304094107693,-0.03549184865859045,-0.004478807717513522,0.888315294574033,0.9026733232043065,-0.014358028630273467,-0.34572695156548794,-0.3457269515654877,-2.220446049250313e-16,0.04163816363267503,0.08998175595938962,-0.04834359232671459,0.03190296321478775,0.048150778386904576,-0.016247815172116827,,cagr_oos|worst10y|p10_5y,0,3,FAIL
T1_M2_28_S3_defensive,1,28,S3,M2,defensive,10Y real yield,0.2328883396124779,0.2111237540590425,0.02176458555343541,0.1158520982598763,0.17563190540045204,-0.1170362413526016,-0.03549184865859045,0.08154439269401115,0.8953155011055274,0.9026733232043065,-0.00735782209877911,-0.3227316194280879,-0.3457269515654877,0.022995332137399793,0.026662016501610264,0.08998175595938962,-0.06331973945777936,0.024960189021144562,0.048150778386904576,-0.023190589365760014,cagr_oos|maxdd,worst10y|p10_5y|is_oos_gap,2,3,MARGINAL
T1_M2_28_S3_procyclical,1,28,S3,M2,procyclical,10Y real yield,0.16766062825113437,0.2111237540590425,-0.04346312580790812,0.1883023854370982,0.17563190540045204,0.020641757185963838,-0.03549184865859045,-0.014850091472626614,0.9008960319594581,0.9026733232043065,-0.001777291244848378,-0.39079045140292246,-0.3457269515654877,-0.04506349983743474,0.06101378666301005,0.08998175595938962,-0.02896796929637957,0.044813922668451536,0.048150778386904576,-0.00333685571845304,is_oos_gap,cagr_oos|worst10y,1,2,MARGINAL
T1_M1_41_S1_defensive,1,41,S1,M1,defensive,DXY,-0.01876321043978102,0.36895406199288416,-0.3877172724326652,0.3040855870554149,0.31950509801781,0.3228487974951959,-0.049448963975074145,0.27339983352012176,-0.15458278989606616,0.9442167047916198,-1.098799494687686,-0.6308742786041249,-0.6308742786041249,0.0,-0.044027573595989744,0.1600767266136327,-0.20410430020962245,-0.021892459751891292,0.10270304911622277,-0.12459550886811406,,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap,0,5,FAIL
T1_M1_41_S1_procyclical,1,41,S1,M1,procyclical,DXY,0.383622440635778,0.36895406199288416,0.014668378642893831,0.17442213878327673,0.31950509801781,-0.20920030185250127,-0.049448963975074145,0.15975133787742712,0.977650974618301,0.9442167047916198,0.033434269826681184,-0.4541551433628769,-0.6308742786041249,0.17671913524124805,0.08629309003713437,0.1600767266136327,-0.07378363657649833,0.0792626926419802,0.10270304911622277,-0.02344035647424257,cagr_oos|sharpe|maxdd,worst10y|p10_5y|is_oos_gap,3,3,MARGINAL
T1_M2_41_S1_defensive,1,41,S1,M2,defensive,DXY,0.15379539192126046,0.36895406199288416,-0.2151586700716237,0.35726501421866774,0.31950509801781,0.20346962229740728,-0.049448963975074145,0.15402065832233314,0.7714307255461872,0.9442167047916198,-0.1727859792454326,-0.705722000767478,-0.6308742786041249,-0.07484772216335311,0.08517611669452707,0.1600767266136327,-0.07490060991910563,0.08299199053748607,0.10270304911622277,-0.0197110585787367,,cagr_oos|sharpe|maxdd|worst10y|p10_5y|is_oos_gap,0,6,FAIL
T1_M2_41_S1_procyclical,1,41,S1,M2,procyclical,DXY,0.4426999717840532,0.36895406199288416,0.07374590979116902,0.2434295828834172,0.31950509801781,-0.19927038890063598,-0.049448963975074145,0.14982142492556183,0.9591476710966984,0.9442167047916198,0.014930966305078619,-0.5496554440394663,-0.6308742786041249,0.08121883456465862,0.12420818805811118,0.1600767266136327,-0.03586853855552152,0.10072610347363743,0.10270304911622277,-0.00197694564258534,cagr_oos|maxdd,worst10y|is_oos_gap,2,2,MARGINAL
T1_M1_41_S2_defensive,1,41,S2,M1,defensive,DXY,-0.01658522944316576,0.3423408795785974,-0.35892610902176314,0.2765198937284721,0.28975219670723273,0.29310512317163784,-0.052588682871364645,0.2405164403002732,-0.2027146254135174,0.9899685484027655,-1.1926831738162829,-0.5181849703181018,-0.5181849703181018,0.0,-0.03681509850104403,0.15932573272697081,-0.19614083122801484,-0.018967392558342486,0.11867000388796023,-0.1376373964463027,,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap,0,5,FAIL
T1_M1_41_S2_procyclical,1,41,S2,M1,procyclical,DXY,0.3544955559860776,0.3423408795785974,0.012154676407480247,0.15335269426327724,0.28975219670723273,-0.20114286172280038,-0.052588682871364645,0.14855417885143574,1.0235267398251864,0.9899685484027655,0.03355819142242089,-0.3968196568355612,-0.5181849703181018,0.12136531348254065,0.08663007799754308,0.15932573272697081,-0.07269565472942774,0.08137667639008254,0.11867000388796023,-0.037293327497877685,cagr_oos|sharpe|maxdd,worst10y|p10_5y|is_oos_gap,3,3,MARGINAL
T1_M2_41_S2_defensive,1,41,S2,M2,defensive,DXY,0.14074756385241205,0.3423408795785974,-0.20159331572618533,0.3299471805167744,0.28975219670723273,0.18919961666436236,-0.052588682871364645,0.1366109337929977,0.8503200118767273,0.9899685484027655,-0.13964853652603815,-0.587995384513005,-0.5181849703181018,-0.06981041419490319,0.0877378961025197,0.15932573272697081,-0.07158783662445112,0.10605506893614498,0.11867000388796023,-0.012614934951815246,,cagr_oos|sharpe|maxdd|worst10y|p10_5y|is_oos_gap,0,6,FAIL
T1_M2_41_S2_procyclical,1,41,S2,M2,procyclical,DXY,0.4163654305366813,0.3423408795785974,0.07402455095808391,0.21625196623364573,0.28975219670723273,-0.20011346430303556,-0.052588682871364645,0.14752478143167091,0.9970393582502476,0.9899685484027655,0.007070809847482096,-0.4737764779460044,-0.5181849703181018,0.04440849237209743,0.11762327299188535,0.15932573272697081,-0.04170245973508546,0.10723370740962745,0.11867000388796023,-0.011436296478332775,cagr_oos|maxdd,worst10y|p10_5y|is_oos_gap,2,3,MARGINAL
T1_M1_41_S3_defensive,1,41,S3,M1,defensive,DXY,-0.008343157155329628,0.2111237540590425,-0.21946691121437212,0.17160625789736117,0.17563190540045204,0.1799494150526908,-0.03549184865859045,0.14445756639410035,-0.15931794339845265,0.9026733232043065,-1.061991266602759,-0.3457269515654877,-0.3457269515654877,0.0,-0.025049117624245443,0.08998175595938962,-0.11503087358363506,-0.01337588873834794,0.048150778386904576,-0.06152666712525252,,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap,0,5,FAIL
T1_M1_41_S3_procyclical,1,41,S3,M1,procyclical,DXY,0.2165386376799041,0.2111237540590425,0.005414883620861621,0.09073274764805239,0.17563190540045204,-0.12580589003185172,-0.03549184865859045,0.09031404137326127,0.929715501463693,0.9026733232043065,0.027042178259386485,-0.26384235520377963,-0.3457269515654877,0.08188459636170808,0.04154813735742113,0.08998175595938962,-0.04843361860196849,0.03450000472940129,0.048150778386904576,-0.013650773657503286,cagr_oos|maxdd,worst10y|p10_5y|is_oos_gap,2,3,MARGINAL
T1_M2_41_S3_defensive,1,41,S3,M2,defensive,DXY,0.08274472563492496,0.2111237540590425,-0.12837902842411753,0.2038088462500416,0.17563190540045204,0.12106412061511662,-0.03549184865859045,0.08557227195652617,0.715760228784011,0.9026733232043065,-0.18691309442029547,-0.4025863515871487,-0.3457269515654877,-0.05685940002166101,0.03474283130462963,0.08998175595938962,-0.05523892465475999,0.05129054694907387,0.048150778386904576,0.0031397685621692914,,cagr_oos|sharpe|maxdd|worst10y|is_oos_gap,0,5,FAIL
T1_M2_41_S3_procyclical,1,41,S3,M2,procyclical,DXY,0.26193558241598613,0.2111237540590425,0.050811828356943645,0.12847396786123833,0.17563190540045204,-0.1334616145547478,-0.03549184865859045,0.09796976589615736,0.9216523471232438,0.9026733232043065,0.018979023918937354,-0.3313544528509317,-0.3457269515654877,0.014372498714556037,0.06538306822015216,0.08998175595938962,-0.024598687739237457,0.039470575194075194,0.048150778386904576,-0.008680203192829382,cagr_oos,worst10y|is_oos_gap,1,2,MARGINAL
