pattern_id,tier,signal_id,strategy,method,direction,signal_name,cand_cagr_oos,base_cagr_oos,cagr_oos_diff,cand_cagr_is,base_cagr_is,cand_is_oos_gap,base_is_oos_gap,is_oos_gap_diff,cand_sharpe_oos,base_sharpe_oos,sharpe_diff,cand_maxdd,base_maxdd,maxdd_diff,cand_worst10y,base_worst10y,worst10y_diff,cand_p10_5y,base_p10_5y,p10_5y_diff,cand_trades_yr,base_trades_yr,trades_yr_diff,cand_wfe,base_wfe,wfe_diff,cand_ci95_lo,base_ci95_lo,ci95_lo_diff,improved_axes,degraded_axes,n_improved,n_degraded,judgment,improved_axes_relaxed,degraded_axes_relaxed,n_improved_relaxed,n_degraded_relaxed,judgment_relaxed,improved_axes_full,degraded_axes_full,n_improved_full,n_degraded_full,judgment_full
T1_M2_6_S3_defensive,1,6,S3,M2,defensive,VIX level,0.13176518068858023,0.2111237540590425,-0.07935857337046226,0.15679799654884596,0.17563190540045204,0.025032815860265734,-0.03549184865859045,-0.010459032798324719,0.6858571504225975,0.9026733232043065,-0.21681617278170895,-0.367374405670741,-0.3457269515654877,-0.02164745410525326,0.020064243227403633,0.08998175595938962,-0.06991751273198599,0.03014859827606062,0.048150778386904576,-0.018002180110843955,64.56400712937723,68.73807401971064,-4.174066890333407,1.0306160443921475,1.023102865510121,0.007513178882026406,0.5870570256210865,0.6704755123961896,-0.0834184867751031,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL,is_oos_gap,cagr_oos|sharpe|worst10y,1,3,MARGINAL_RELAXED,is_oos_gap,cagr_oos|sharpe|worst10y|ci95_lo,1,4,MARGINAL_FULL
T1_M2_6_S3_procyclical,1,6,S3,M2,procyclical,VIX level,0.23016472277072553,0.2111237540590425,0.019040968711683037,0.1610955943448631,0.17563190540045204,-0.06906912842586244,-0.03549184865859045,0.033577279767271984,0.9519942151819897,0.9026733232043065,0.04932089197768319,-0.41684273115246895,-0.3457269515654877,-0.07111577958698123,0.07671590841637688,0.08998175595938962,-0.013265847543012743,0.053256174006234634,0.048150778386904576,0.005105395619330058,72.18455126860978,68.73807401971064,3.446477248899143,1.0796219875468889,1.023102865510121,0.05651912203676779,0.7090487508406808,0.6704755123961896,0.03857323844449112,cagr_oos|sharpe|p10_5y,maxdd|worst10y|is_oos_gap,3,3,MARGINAL,cagr_oos|sharpe|p10_5y,is_oos_gap,3,1,MARGINAL_RELAXED,cagr_oos|sharpe|p10_5y|wfe,is_oos_gap,4,1,MARGINAL_FULL
T1_M1_21_S1_defensive,1,21,S1,M1,defensive,ICE BofA HY OAS,0.19751955589425685,0.36895406199288416,-0.17143450609862732,0.31950509801781,0.31950509801781,0.12198554212355317,-0.049448963975074145,0.07253657814847903,0.674304502591674,0.9442167047916198,-0.2699122021999458,-0.6308742786041249,-0.6308742786041249,0.0,0.15259616260934572,0.1600767266136327,-0.0074805640042869825,0.09504061046933251,0.10270304911622277,-0.007662438646890257,3.7911249737890547,118.55881736213043,-114.76769238834137,0.9253758059318232,0.922425020804485,0.0029507851273382624,0.49074954312864705,0.5257857915346811,-0.03503624840603403,,cagr_oos|sharpe|is_oos_gap,0,3,FAIL,,cagr_oos|sharpe|is_oos_gap,0,3,FAIL_RELAXED,,cagr_oos|sharpe|is_oos_gap|wfe,0,4,FAIL_FULL
T1_M1_21_S1_procyclical,1,21,S1,M1,procyclical,ICE BofA HY OAS,0.2736436021858195,0.36895406199288416,-0.09531045980706465,0.16921409943093746,0.31950509801781,-0.10442950275488205,-0.049448963975074145,0.05498053877980791,0.9775825352136935,0.9442167047916198,0.03336583042207375,-0.392569577550282,-0.6308742786041249,0.23830470105384294,0.09399886034956229,0.1600767266136327,-0.06607786626407042,0.07129785448868256,0.10270304911622277,-0.03140519462754021,119.68849601593627,118.55881736213043,1.1296786538058399,0.9339574208169231,0.922425020804485,0.01153240001243816,0.5299199040369142,0.5257857915346811,0.004134112502233167,sharpe|maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,2,4,MARGINAL,sharpe|maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,2,4,MARGINAL_RELAXED,sharpe|maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap|wfe,2,5,MARGINAL_FULL
T1_M2_21_S1_defensive,1,21,S1,M2,defensive,ICE BofA HY OAS,0.29579450025063503,0.36895406199288416,-0.07315956174224914,0.37099922848910083,0.31950509801781,0.0752047282384658,-0.049448963975074145,0.025755764263391656,0.8034172869040201,0.9442167047916198,-0.14079941788759964,-0.705722000767478,-0.6308742786041249,-0.07484772216335311,0.17708857028178637,0.1600767266136327,0.01701184366815367,0.1024372086573544,0.10270304911622277,-0.00026584045886837715,126.44742084294401,118.55881736213043,7.888603480813586,0.9256147122038125,0.922425020804485,0.0031896913993275655,0.5102084281425658,0.5257857915346811,-0.01557736339211524,worst10y,cagr_oos|sharpe|maxdd|is_oos_gap,1,4,MARGINAL,worst10y,cagr_oos|sharpe,1,2,MARGINAL_RELAXED,worst10y,cagr_oos|sharpe|wfe,1,3,MARGINAL_FULL
T1_M2_21_S1_procyclical,1,21,S1,M2,procyclical,ICE BofA HY OAS,0.35919926227033083,0.36895406199288416,-0.009754799722553331,0.2324314688453577,0.31950509801781,-0.12676779342497313,-0.049448963975074145,0.07731882944989898,0.9953447540510569,0.9442167047916198,0.05112804925943715,-0.4904815381749854,-0.6308742786041249,0.14039274042913952,0.12420818805811118,0.1600767266136327,-0.03586853855552152,0.08880684458772592,0.10270304911622277,-0.013896204528496853,124.62844673935837,118.55881736213043,6.06962937722794,0.928534865544343,0.922425020804485,0.006109844739857984,0.5323153796888074,0.5257857915346811,0.006529588154126298,sharpe|maxdd,worst10y|p10_5y|is_oos_gap,2,3,MARGINAL,sharpe|maxdd,worst10y|is_oos_gap,2,2,MARGINAL_RELAXED,sharpe|maxdd,worst10y|is_oos_gap|wfe,2,3,MARGINAL_FULL
T1_M1_21_S2_defensive,1,21,S2,M1,defensive,ICE BofA HY OAS,0.1867052342533635,0.3423408795785974,-0.15563564532523388,0.28975219670723273,0.28975219670723273,0.10304696245386924,-0.052588682871364645,0.050458279582504595,0.7095035107249679,0.9899685484027655,-0.2804650376777976,-0.5181849703181018,-0.5181849703181018,0.0,0.14521095733071943,0.15932573272697081,-0.014114775396251389,0.10787525235764907,0.11867000388796023,-0.010794751530311161,3.8294191654434893,119.36299538687356,-115.53357622143008,0.9222680836978014,0.920915242156969,0.0013528415408324834,0.5598942688715987,0.5976195528092223,-0.037725283937623644,,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap,0,5,FAIL,,cagr_oos|sharpe|is_oos_gap,0,3,FAIL_RELAXED,,cagr_oos|sharpe|is_oos_gap|wfe,0,4,FAIL_FULL
T1_M1_21_S2_procyclical,1,21,S2,M1,procyclical,ICE BofA HY OAS,0.2474477212635613,0.3423408795785974,-0.09489315831503609,0.14828944338182315,0.28975219670723273,-0.09915827788173814,-0.052588682871364645,0.0465695950103735,1.013825072510827,0.9899685484027655,0.023856524108061605,-0.3693911526130518,-0.5181849703181018,0.14879381770505007,0.08663007799754308,0.15932573272697081,-0.07269565472942774,0.06994934327480555,0.11867000388796023,-0.04872066061315468,120.49267404067939,119.36299538687356,1.1296786538058257,0.9416304107719998,0.920915242156969,0.020715168615030866,0.6023655626116002,0.5976195528092223,0.004746009802377937,maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,1,4,MARGINAL,maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,1,4,MARGINAL_RELAXED,maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap|wfe,1,5,MARGINAL_FULL
T1_M2_21_S2_defensive,1,21,S2,M2,defensive,ICE BofA HY OAS,0.28422390429823263,0.3423408795785974,-0.05811697528036475,0.3426917984379698,0.28975219670723273,0.058467894139737187,-0.052588682871364645,0.005879211268372542,0.852686295336919,0.9899685484027655,-0.13728225306584652,-0.587995384513005,-0.5181849703181018,-0.06981041419490319,0.1800694673102774,0.15932573272697081,0.020743734583306583,0.13118737754100085,0.11867000388796023,0.01251737365304062,127.17501048437828,119.36299538687356,7.8120150975047125,0.9216168895335732,0.920915242156969,0.0007016473766042752,0.5814599656677764,0.5976195528092223,-0.01615958714144594,worst10y|p10_5y,cagr_oos|sharpe|maxdd,2,3,MARGINAL,worst10y|p10_5y,cagr_oos|sharpe,2,2,MARGINAL_RELAXED,worst10y|p10_5y,cagr_oos|sharpe|wfe,2,3,MARGINAL_FULL
T1_M2_21_S2_procyclical,1,21,S2,M2,procyclical,ICE BofA HY OAS,0.32545920830658925,0.3423408795785974,-0.016881671272008125,0.20611976609635807,0.28975219670723273,-0.11933944221023118,-0.052588682871364645,0.06675075933886654,1.0277880768509482,0.9899685484027655,0.037819528448182704,-0.4590841729216315,-0.5181849703181018,0.05910079739647034,0.11762327299188535,0.15932573272697081,-0.04170245973508546,0.09226996576523336,0.11867000388796023,-0.02640003812272687,125.27944799748376,119.36299538687356,5.916452610610193,0.9342421355311162,0.920915242156969,0.013326893374147275,0.6040127664272135,0.5976195528092223,0.006393213617991167,sharpe|maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,2,4,MARGINAL,sharpe|maxdd,worst10y|p10_5y|is_oos_gap,2,3,MARGINAL_RELAXED,sharpe|maxdd,worst10y|p10_5y|is_oos_gap|wfe,2,4,MARGINAL_FULL
T1_M1_21_S3_defensive,1,21,S3,M1,defensive,ICE BofA HY OAS,0.12172160127520582,0.2111237540590425,-0.08940215278383667,0.17563190540045204,0.17563190540045204,0.05391030412524622,-0.03549184865859045,0.01841845546665577,0.6372014190584112,0.9026733232043065,-0.2654719041458953,-0.3457269515654877,-0.3457269515654877,0.0,0.08745111239823067,0.08998175595938962,-0.0025306435611589517,0.04668740608746069,0.048150778386904576,-0.0014633722994438839,3.1209766198364437,68.73807401971064,-65.6170973998742,1.018045492444787,1.023102865510121,-0.005057373065334048,0.615270791590753,0.6704755123961896,-0.05520472080543659,,cagr_oos|sharpe|is_oos_gap,0,3,FAIL,,cagr_oos|sharpe,0,2,FAIL_RELAXED,,cagr_oos|sharpe|ci95_lo,0,3,FAIL_FULL
T1_M1_21_S3_procyclical,1,21,S3,M1,procyclical,ICE BofA HY OAS,0.15049116612611613,0.2111237540590425,-0.06063258793292636,0.08916188181878493,0.17563190540045204,-0.0613292843073312,-0.03549184865859045,0.025837435648740747,0.9665843405696253,0.9026733232043065,0.06391101736531879,-0.2638423552037801,-0.3457269515654877,0.08188459636170764,0.04971632033545781,0.08998175595938962,-0.04026543562393181,0.02838867732658721,0.048150778386904576,-0.019762101060317366,68.20195533654855,68.73807401971064,-0.536118683162087,1.0443080342773827,1.023102865510121,0.02120516876726164,0.6857487584147636,0.6704755123961896,0.015273246018573938,sharpe|maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap,2,4,MARGINAL,sharpe|maxdd,cagr_oos|worst10y,2,2,MARGINAL_RELAXED,sharpe|maxdd,cagr_oos|worst10y,2,2,MARGINAL_FULL
T1_M2_21_S3_defensive,1,21,S3,M2,defensive,ICE BofA HY OAS,0.18756789841352295,0.2111237540590425,-0.02355585564551954,0.20903943087396493,0.17563190540045204,0.021471532460441978,-0.03549184865859045,-0.014020316198148475,0.7836450278408057,0.9026733232043065,-0.11902829536350079,-0.4025863515871487,-0.3457269515654877,-0.05685940002166101,0.10312513704348913,0.08998175595938962,0.013143381084099515,0.05349029524666014,0.048150778386904576,0.005339516859755561,72.37602222688194,68.73807401971064,3.6379482071713056,1.017992655787165,1.023102865510121,-0.005110209722956061,0.6467905480022663,0.6704755123961896,-0.023684964393923313,worst10y|p10_5y|is_oos_gap,cagr_oos|sharpe|maxdd,3,3,MARGINAL,worst10y|p10_5y|is_oos_gap,cagr_oos|sharpe,3,2,MARGINAL_RELAXED,worst10y|p10_5y|is_oos_gap,cagr_oos|sharpe,3,2,MARGINAL_FULL
T1_M2_21_S3_procyclical,1,21,S3,M2,procyclical,ICE BofA HY OAS,0.19487921264918917,0.2111237540590425,-0.01624454140985332,0.12417812675314366,0.17563190540045204,-0.07070108589604551,-0.03549184865859045,0.03520923723745506,0.9561379765969023,0.9026733232043065,0.05346465339259576,-0.33135445285093157,-0.3457269515654877,0.014372498714556148,0.06703898609848102,0.08998175595938962,-0.022942769860908596,0.03734587680957699,0.048150778386904576,-0.010804901577327587,71.80160935206543,68.73807401971064,3.063535332354789,1.0391479431618809,1.023102865510121,0.016045077651759776,0.6840255235166055,0.6704755123961896,0.013550011120415872,sharpe,cagr_oos|worst10y|p10_5y|is_oos_gap,1,4,MARGINAL,sharpe,worst10y|is_oos_gap,1,2,MARGINAL_RELAXED,sharpe,worst10y|is_oos_gap,1,2,MARGINAL_FULL
T1_M1_23_S1_defensive,1,23,S1,M1,defensive,BAA-10Y credit spread,0.16857882013461545,0.36895406199288416,-0.20037524185826872,0.17515417126491872,0.31950509801781,0.006575351130303275,-0.049448963975074145,-0.04287361284477087,0.6061285143829915,0.9442167047916198,-0.33808819040862825,-0.630874278604125,-0.6308742786041249,-1.1102230246251565e-16,-0.005372518150366323,0.1600767266136327,-0.16544924476399903,0.0,0.10270304911622277,-0.10270304911622277,51.1418929544978,118.55881736213043,-67.41692440763262,0.9980812608572369,0.922425020804485,0.07565624005275196,0.2884527899288381,0.5257857915346811,-0.23733300160584297,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL_RELAXED,is_oos_gap|wfe,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,2,5,MARGINAL_FULL
T1_M1_23_S1_procyclical,1,23,S1,M1,procyclical,BAA-10Y credit spread,0.28933947565453555,0.36895406199288416,-0.07961458633834861,0.2298198933263953,0.31950509801781,-0.05951958232814025,-0.049448963975074145,0.010070618353066108,1.0260507494332112,0.9442167047916198,0.08183404464159139,-0.5437494112691693,-0.6308742786041249,0.08712486733495561,0.1348576910629764,0.1600767266136327,-0.0252190355506563,0.10814837480350499,0.10270304911622277,0.005445325687282218,75.32467498427343,118.55881736213043,-43.234142377857,0.9682668069811059,0.922425020804485,0.045841786176620936,0.542401149152562,0.5257857915346811,0.01661535761788091,sharpe|maxdd|p10_5y,cagr_oos|worst10y,3,2,MARGINAL,sharpe|maxdd|p10_5y,cagr_oos|worst10y,3,2,MARGINAL_RELAXED,sharpe|maxdd|p10_5y,cagr_oos|worst10y,3,2,MARGINAL_FULL
T1_M2_23_S1_defensive,1,23,S1,M2,defensive,BAA-10Y credit spread,0.30182631237074786,0.36895406199288416,-0.0671277496221363,0.2853397111464062,0.31950509801781,-0.016486601224341646,-0.049448963975074145,-0.0329623627507325,0.8242357192262513,0.9442167047916198,-0.11998098556536851,-0.665585687897314,-0.6308742786041249,-0.034711409293189055,0.0961484105850463,0.1600767266136327,-0.0639283160285864,0.06493343816258941,0.10270304911622277,-0.03776961095363336,105.2515857622143,118.55881736213043,-13.307231599916122,0.9451780312878585,0.922425020804485,0.022753010483373526,0.5044996438394369,0.5257857915346811,-0.021286147695244173,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL_RELAXED,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y|wfe,1,5,MARGINAL_FULL
T1_M2_23_S1_procyclical,1,23,S1,M2,procyclical,BAA-10Y credit spread,0.3656893563196464,0.36895406199288416,-0.0032647056732377777,0.28884887845378837,0.31950509801781,-0.07684047786585801,-0.049448963975074145,0.02739151389078387,0.9970279571616875,0.9442167047916198,0.052811252370067674,-0.6342888105442421,-0.6308742786041249,-0.0034145319401172047,0.1404970112577839,0.1600767266136327,-0.019579715355848792,0.10302723671913339,0.10270304911622277,0.0003241876029106139,127.61539368840428,118.55881736213043,9.056576326273856,0.9534915910042605,0.922425020804485,0.031066570199775545,0.5223683987721021,0.5257857915346811,-0.003417392762579019,sharpe,worst10y|is_oos_gap,1,2,MARGINAL,sharpe,,1,0,MARGINAL_RELAXED,sharpe,,1,0,MARGINAL_FULL
T1_M1_23_S2_defensive,1,23,S2,M1,defensive,BAA-10Y credit spread,0.1458063359682309,0.3423408795785974,-0.19653454361036649,0.15684812512809976,0.28975219670723273,0.011041789159868864,-0.052588682871364645,-0.04154689371149578,0.5927195664759064,0.9899685484027655,-0.3972489819268591,-0.5181849703181018,-0.5181849703181018,0.0,-0.0042196773584768366,0.15932573272697081,-0.16354541008544765,4.433322806085549e-05,0.11867000388796023,-0.11862567065989937,51.275922625288324,119.36299538687356,-68.08707276158523,1.0130234047477997,0.920915242156969,0.09210816259083077,0.35330419818161946,0.5976195528092223,-0.24431535462760284,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y,1,4,MARGINAL_RELAXED,is_oos_gap|wfe,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,2,5,MARGINAL_FULL
T1_M1_23_S2_procyclical,1,23,S2,M1,procyclical,BAA-10Y credit spread,0.26972442864058355,0.3423408795785974,-0.07261645093801383,0.20651337644407253,0.28975219670723273,-0.06321105219651102,-0.052588682871364645,0.010622369325146375,1.0960837699363088,0.9899685484027655,0.10611522153354336,-0.4036201391461496,-0.5181849703181018,0.11456483117195226,0.11821609417753698,0.15932573272697081,-0.041109638549433836,0.10543767409881717,0.11867000388796023,-0.013232329789143057,75.84164657160831,119.36299538687356,-43.521348815265256,0.9596267754483785,0.920915242156969,0.03871153329140953,0.6075991880832667,0.5976195528092223,0.00997963527404444,sharpe|maxdd,cagr_oos|worst10y|p10_5y,2,3,MARGINAL,sharpe|maxdd,cagr_oos|worst10y,2,2,MARGINAL_RELAXED,sharpe|maxdd,cagr_oos|worst10y,2,2,MARGINAL_FULL
