n_oos_days,years_oos,actual_cagr_baseline_pct,actual_cagr_candidate_pct,actual_diff_pp,block_size,n_resamples,seed,bootstrap_median_baseline_cagr_pct,bootstrap_P5_baseline_cagr_pct,bootstrap_P95_baseline_cagr_pct,bootstrap_median_candidate_cagr_pct,bootstrap_P5_candidate_cagr_pct,bootstrap_P95_candidate_cagr_pct,bootstrap_median_diff_pp,bootstrap_CI95_lo_diff_pp,bootstrap_CI95_hi_diff_pp,bootstrap_P5_diff_pp,bootstrap_P95_diff_pp,P_cand_gt_base
1226,4.865079,18.960957,18.517463,-0.443495,60,10000,42,19.994313,1.797852,42.151058,19.250937,3.946188,38.040125,-0.746162,-6.970541,4.163370,-5.800185,3.443573,0.391100
