pattern_id,signal,strategy,method,direction,cand_cagr_oos,base_cagr_oos,cagr_oos_diff,cand_cagr_is,base_cagr_is,cand_is_oos_gap,base_is_oos_gap,is_oos_gap_diff,cand_sharpe_oos,base_sharpe_oos,sharpe_diff,cand_maxdd,base_maxdd,maxdd_diff,cand_worst10y,base_worst10y,worst10y_diff,cand_p10_5y,base_p10_5y,p10_5y_diff,cand_trades_yr,base_trades_yr,trades_yr_diff,cand_wfe,base_wfe,wfe_diff,cand_ci95_lo,base_ci95_lo,ci95_lo_diff,improved_axes_full,degraded_axes_full,n_improved_full,n_degraded_full,judgment_full
G3_nasdaq_mom21_S2_M6_defensive,nasdaq_mom21,S2,M6,defensive,0.31843343249876255,0.3423408795785974,-0.02390744707983483,0.26392971558982903,0.28975219670723273,-0.05450371690893352,-0.052588682871364645,0.0019150340375688746,1.0010086326549605,0.9899685484027655,0.011040084252195048,-0.5189107744507077,-0.5181849703181018,-0.0007258041326058118,0.1287685362768376,0.15932573272697081,-0.030557196450133217,0.11155071305824937,0.11867000388796023,-0.007119290829710856,102.13060914237786,119.36299538687356,-17.2323862444957,0.9323511660454086,0.920915242156969,0.011435923888439614,0.6041502375824451,0.5976195528092223,0.006530684773222828,,cagr_oos|worst10y|wfe,0,3,FAIL_FULL
G3_nasdaq_mom21_S2_M6_procyclical,nasdaq_mom21,S2,M6,procyclical,0.3631872628176098,0.3423408795785974,0.020846383239012445,0.3141192570631357,0.28975219670723273,-0.04906800575447412,-0.052588682871364645,-0.003520677116890525,0.9729459576089561,0.9899685484027655,-0.01702259079380941,-0.517710183262728,-0.5181849703181018,0.0004747870553738487,0.16005339372819116,0.15932573272697081,0.0007276610012203477,0.1220008151123213,0.11867000388796023,0.0033308112243610744,102.13060914237786,119.36299538687356,-17.2323862444957,0.9144404532205774,0.920915242156969,-0.006474788936391529,0.5884988624366092,0.5976195528092223,-0.009120690372613094,cagr_oos,wfe,1,1,MARGINAL_FULL
G3_nasdaq_mom21_S3_M1_defensive,nasdaq_mom21,S3,M1,defensive,0.06827201523749937,0.2111237540590425,-0.14285173882154312,0.07272156370741656,0.17563190540045204,0.004449548469917186,-0.03549184865859045,-0.031042300188673266,0.5929609404778134,0.9026733232043065,-0.30971238272649304,-0.2609251310573206,-0.3457269515654877,0.08480182050816709,0.017962435228033202,0.08998175595938962,-0.07201932073135642,0.018489162163861872,0.048150778386904576,-0.029661616223042704,51.81204130845041,68.73807401971064,-16.926032711260227,1.0202730569898808,1.023102865510121,-0.0028298085202402845,0.4695891407983665,0.6704755123961896,-0.20088637159782313,maxdd|is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,2,5,MARGINAL_FULL
G3_nasdaq_mom21_S3_M1_procyclical,nasdaq_mom21,S3,M1,procyclical,0.2020473576196673,0.2111237540590425,-0.00907639643937519,0.15703429041216,0.17563190540045204,-0.04501306720750731,-0.03549184865859045,0.009521218548916854,0.9284414161674803,0.9026733232043065,0.02576809296317384,-0.34572695156548805,-0.3457269515654877,-3.3306690738754696e-16,0.05967296440999159,0.08998175595938962,-0.03030879154939803,0.04138767794951587,0.048150778386904576,-0.006763100437388703,30.328999790312437,68.73807401971064,-38.4090742293982,1.0090688628208744,1.023102865510121,-0.014034002689246705,0.6335613857211011,0.6704755123961896,-0.03691412667508853,,worst10y,0,1,FAIL_FULL
G3_nasdaq_mom21_S3_M2_defensive,nasdaq_mom21,S3,M2,defensive,0.14525169971771512,0.2111237540590425,-0.06587205434132737,0.12020530061700496,0.17563190540045204,-0.02504639910071016,-0.03549184865859045,-0.010445449557880293,0.8909178825597848,0.9026733232043065,-0.01175544064452172,-0.2579854451606226,-0.3457269515654877,0.08774150640486511,0.07507312023979207,0.08998175595938962,-0.014908635719597552,0.04474635646303482,0.048150778386904576,-0.0034044219238697562,61.921707905221226,68.73807401971064,-6.816366114489412,1.1091487836250604,1.023102865510121,0.08604591811493933,0.7399888995116803,0.6704755123961896,0.06951338711549071,maxdd|is_oos_gap|wfe|ci95_lo,cagr_oos,4,1,MARGINAL_FULL
G3_nasdaq_mom21_S3_M2_procyclical,nasdaq_mom21,S3,M2,procyclical,0.22991669274347548,0.2111237540590425,0.01879293868443299,0.19071119757001642,0.17563190540045204,-0.03920549517345906,-0.03549184865859045,0.003713646514868607,0.8775026049509675,0.9026733232043065,-0.025170718253338942,-0.41717982007113785,-0.3457269515654877,-0.07145286850565014,0.07852386131678779,0.08998175595938962,-0.011457894642601829,0.04528129155385976,0.048150778386904576,-0.002869486833044818,71.51440291465717,68.73807401971064,2.7763288949465306,1.007011722881961,1.023102865510121,-0.016091142628160027,0.6246598289259548,0.6704755123961896,-0.04581568347023479,cagr_oos,,1,0,MARGINAL_FULL
G3_nasdaq_mom21_S3_M4_vol_adj,nasdaq_mom21,S3,M4,vol_adj,0.12527043596334697,0.2111237540590425,-0.08585331809569552,0.12707441142568499,0.17563190540045204,0.0018039754623380144,-0.03549184865859045,-0.03368787319625244,0.7936564565108367,0.9026733232043065,-0.10901686669346977,-0.3150595188062766,-0.3457269515654877,0.030667432759211133,0.055863790384158785,0.08998175595938962,-0.034117965575230835,0.0352379190759021,0.048150778386904576,-0.01291285931100248,70.17410620675194,68.73807401971064,1.436032187041306,1.1038087777850298,1.023102865510121,0.08070591227490875,0.6184827230845513,0.6704755123961896,-0.05199278931163831,maxdd|is_oos_gap|wfe,cagr_oos|sharpe|worst10y|ci95_lo,3,4,MARGINAL_FULL
G3_nasdaq_mom21_S3_M4_reverse,nasdaq_mom21,S3,M4,reverse,0.16373219075347833,0.2111237540590425,-0.047391563305564155,0.17529896031834125,0.17563190540045204,0.011566769564862911,-0.03549184865859045,-0.02392507909372754,0.7194051840346165,0.9026733232043065,-0.18326813916968998,-0.4493213944960226,-0.3457269515654877,-0.10359444293053488,0.02444854427373122,0.08998175595938962,-0.0655332116856584,0.005647685948980685,0.048150778386904576,-0.04250309243792389,69.84860557768924,68.73807401971064,1.1105315579786037,0.9365566049097835,1.023102865510121,-0.08654626060033754,0.46407431135718746,0.6704755123961896,-0.20640120103900217,is_oos_gap,cagr_oos|sharpe|maxdd|worst10y|p10_5y|wfe|ci95_lo,1,7,MARGINAL_FULL
G3_nasdaq_mom21_S3_M5_stop_only,nasdaq_mom21,S3,M5,stop_only,0.1377968109105132,0.2111237540590425,-0.07332694314852928,0.1005628878452316,0.17563190540045204,-0.037233923065281616,-0.03549184865859045,0.001742074406691163,0.788979289285558,0.9026733232043065,-0.11369403391874844,-0.3037284872640773,-0.3457269515654877,0.04199846430141041,0.053970628405692,0.08998175595938962,-0.03601112755369762,0.03566613486588199,0.048150778386904576,-0.012484643521022583,29.505674669742085,68.73807401971064,-39.23239934996855,1.1456617412994405,1.023102865510121,0.12255887578931945,0.5666906867991617,0.6704755123961896,-0.10378482559702795,maxdd|wfe,cagr_oos|sharpe|worst10y|ci95_lo,2,4,MARGINAL_FULL
G3_nasdaq_mom21_S3_M5_filter_entry,nasdaq_mom21,S3,M5,filter_entry,0.18923757926523876,0.2111237540590425,-0.021886174793803725,0.13678265999060568,0.17563190540045204,-0.05245491927463308,-0.03549184865859045,0.01696307061604263,0.9025669730835453,0.9026733232043065,-0.00010635012076121164,-0.34572695156548794,-0.3457269515654877,-2.220446049250313e-16,0.02321571302415726,0.08998175595938962,-0.06676604293523236,0.014763050667844268,0.048150778386904576,-0.03338772771906031,30.06094044873139,68.73807401971064,-38.67713357097925,1.0008552015568761,1.023102865510121,-0.022247663953244956,0.5418334112058628,0.6704755123961896,-0.12864210119032682,,cagr_oos|worst10y|p10_5y|ci95_lo,0,4,FAIL_FULL
G3_nasdaq_mom21_S3_M6_defensive,nasdaq_mom21,S3,M6,defensive,0.19330533060103017,0.2111237540590425,-0.017818423458012322,0.1609061123326927,0.17563190540045204,-0.03239921826833747,-0.03549184865859045,-0.0030926303902529817,0.9163030232502435,0.9026733232043065,0.013629700045936999,-0.29294479121564276,-0.3457269515654877,0.05278216034984495,0.08929715155711992,0.08998175595938962,-0.0006846044022696951,0.047615539446515906,0.048150778386904576,-0.0005352389403886701,63.376887188089746,68.73807401971064,-5.361186831620891,1.0366305427789884,1.023102865510121,0.013527677268867278,0.7004652851193881,0.6704755123961896,0.02998977272319847,maxdd,,1,0,MARGINAL_FULL
G3_nasdaq_mom21_S3_M6_procyclical,nasdaq_mom21,S3,M6,procyclical,0.22756813088159578,0.2111237540590425,0.016444376822553286,0.18963916364285938,0.17563190540045204,-0.0379289672387364,-0.03549184865859045,0.002437118580145947,0.8850177517107239,0.9026733232043065,-0.017655571493582545,-0.3957054972109725,-0.3457269515654877,-0.04997854564548476,0.08652783712769718,0.08998175595938962,-0.0034539188316924374,0.04805953034317744,0.048150778386904576,-9.124804372713513e-05,63.376887188089746,68.73807401971064,-5.361186831620891,1.0139687935206108,1.023102865510121,-0.009134071989510328,0.641748125375462,0.6704755123961896,-0.028727387020727635,cagr_oos,,1,0,MARGINAL_FULL
G3_nfci_z52w_S1_M1_defensive,nfci_z52w,S1,M1,defensive,0.30998532562095904,0.36895406199288416,-0.05896873637192512,0.27662340988993406,0.31950509801781,-0.03336191573102498,-0.049448963975074145,-0.016087048244049162,0.9384971025815249,0.9442167047916198,-0.005719602210094932,-0.5223381456727587,-0.6308742786041249,0.10853613293136621,0.10189949492701778,0.1600767266136327,-0.05817723168661493,0.1099539242045203,0.10270304911622277,0.007250875088297526,53.87992765778989,118.55881736213043,-64.67888970434053,0.9078424508539001,0.922425020804485,-0.014582569950584823,0.5776720429069813,0.5257857915346811,0.051886251372300185,maxdd|p10_5y|is_oos_gap|ci95_lo,cagr_oos|worst10y|wfe,4,3,MARGINAL_FULL
G3_nfci_z52w_S1_M1_procyclical,nfci_z52w,S1,M1,procyclical,0.23398384507086578,0.36895406199288416,-0.13497021692201838,0.20125613987880286,0.31950509801781,-0.03272770519206292,-0.049448963975074145,-0.016721258783011228,0.8207772410342841,0.9442167047916198,-0.12343946375733572,-0.6133066712510074,-0.6308742786041249,0.017567607353117576,0.060123990734246346,0.1600767266136327,-0.09995273587938636,0.03261504032034357,0.10270304911622277,-0.0700880087958792,59.01134933948417,118.55881736213043,-59.54746802264626,0.9637715971550644,0.922425020804485,0.04134657635057948,0.4357305644361866,0.5257857915346811,-0.0900552270984945,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,1,5,MARGINAL_FULL
G3_nfci_z52w_S1_M2_defensive,nfci_z52w,S1,M2,defensive,0.37534423722454413,0.36895406199288416,0.006390175231659967,0.3577640805336837,0.31950509801781,-0.017580156690860438,-0.049448963975074145,-0.03186880728421371,0.981894206927835,0.9442167047916198,0.037677502136215235,-0.5641003383050923,-0.6308742786041249,0.06677394029903261,0.17251081075704744,0.1600767266136327,0.012434084143414736,0.16336407736911332,0.10270304911622277,0.06066102825289055,87.38734535542042,118.55881736213043,-31.171472006710005,0.9035112806506226,0.922425020804485,-0.01891374015386238,0.6174127303067972,0.5257857915346811,0.09162693877211614,cagr_oos|sharpe|maxdd|worst10y|p10_5y|is_oos_gap|ci95_lo,wfe,7,1,MARGINAL_FULL
G3_nfci_z52w_S1_M2_procyclical,nfci_z52w,S1,M2,procyclical,0.3161377739502349,0.36895406199288416,-0.05281628804264926,0.24753650914201608,0.31950509801781,-0.06860126480821882,-0.049448963975074145,0.019152300833144675,0.8699973481901626,0.9442167047916198,-0.07421935660145718,-0.6555537887199303,-0.6308742786041249,-0.02467951011580538,0.09415668976640923,0.1600767266136327,-0.06592003684722347,0.020019858035880442,0.10270304911622277,-0.08268319108034233,112.68065894317468,118.55881736213043,-5.878158418955749,0.9467191733539077,0.922425020804485,0.024294152549422687,0.42677053847951685,0.5257857915346811,-0.09901525305516423,,cagr_oos|sharpe|worst10y|p10_5y|wfe|ci95_lo,0,6,FAIL_FULL
G3_nfci_z52w_S1_M4_vol_adj,nfci_z52w,S1,M4,vol_adj,0.2775250866233967,0.36895406199288416,-0.09142897536948746,0.4105873090985461,0.31950509801781,0.13306222247514943,-0.049448963975074145,0.08361325850007528,0.7818702383508593,0.9442167047916198,-0.16234646644076045,-0.7331996470873439,-0.6308742786041249,-0.10232536848321894,0.16637400053627505,0.1600767266136327,0.0062972739226423435,0.1384671084361674,0.10270304911622277,0.03576405931994464,110.4021545397358,118.55881736213043,-8.156662822394622,0.9026460755995374,0.922425020804485,-0.019778945204947607,0.5564416033430293,0.5257857915346811,0.0306558118083482,worst10y|p10_5y,cagr_oos|sharpe|maxdd|is_oos_gap|wfe,2,5,MARGINAL_FULL
G3_nfci_z52w_S1_M4_reverse,nfci_z52w,S1,M4,reverse,0.19084054844679832,0.36895406199288416,-0.17811351354608584,0.1538847877371008,0.31950509801781,-0.03695576070969753,-0.049448963975074145,-0.012493203265376618,0.6613429971693379,0.9442167047916198,-0.2828737076222819,-0.8986130441659688,-0.6308742786041249,-0.26773876556184384,-0.019310617015393605,0.1600767266136327,-0.1793873436290263,-0.09152478167262822,0.10270304911622277,-0.19422783078885097,110.0766539106731,118.55881736213043,-8.482163451457325,1.0178044817347291,0.922425020804485,0.09537946093024419,0.2615817310171636,0.5257857915346811,-0.2642040605175175,is_oos_gap|wfe,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,2,6,MARGINAL_FULL
G3_nfci_z52w_S1_M5_stop_only,nfci_z52w,S1,M5,stop_only,0.3439316269507289,0.36895406199288416,-0.02502243504215529,0.31620865751265037,0.31950509801781,-0.027722969438078504,-0.049448963975074145,-0.02172599453699564,0.9368698888318993,0.9442167047916198,-0.007346815959720532,-0.5530846216695423,-0.6308742786041249,0.07778965693458262,0.12947730410996505,0.1600767266136327,-0.03059942250366765,0.13071206477993774,0.10270304911622277,0.02800901566371497,27.4377883204026,118.55881736213043,-91.12102904172782,0.9108688718138707,0.922425020804485,-0.011556148990614301,0.5586114685566554,0.5257857915346811,0.032825677021974364,maxdd|p10_5y|is_oos_gap,cagr_oos|worst10y|wfe,3,3,MARGINAL_FULL
G3_nfci_z52w_S1_M5_filter_entry,nfci_z52w,S1,M5,filter_entry,0.07924465550028259,0.36895406199288416,-0.2897094064926016,0.07260437092336769,0.31950509801781,-0.006640284576914901,-0.049448963975074145,-0.042808679398159244,0.41875139166033654,0.9442167047916198,-0.5254653131312832,-0.7674616883419029,-0.6308742786041249,-0.13658740973777794,-0.06722307559949714,0.1600767266136327,-0.22729980221312984,-0.09418580509336796,0.10270304911622277,-0.19688885420959074,58.130582931432166,118.55881736213043,-60.42823443069826,0.9788324931779834,0.922425020804485,0.05640747237349841,0.08898417687190774,0.5257857915346811,-0.43680161466277334,is_oos_gap|wfe,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,2,6,MARGINAL_FULL
G3_nfci_z52w_S1_M6_defensive,nfci_z52w,S1,M6,defensive,0.37871843612840816,0.36895406199288416,0.009764374135524001,0.3419513727822576,0.31950509801781,-0.03676706334615054,-0.049448963975074145,-0.012681900628923604,0.967323020008776,0.9442167047916198,0.023106315217156226,-0.6032354693249096,-0.6308742786041249,0.02763880927921536,0.18667850854722734,0.1600767266136327,0.026601781933594637,0.1393799139570445,0.10270304911622277,0.03667686484082172,90.2211155378486,118.55881736213043,-28.337701824281822,0.9139302107137712,0.922425020804485,-0.008494810090713734,0.5666288355081724,0.5257857915346811,0.040843043973491366,cagr_oos|maxdd|worst10y|p10_5y|is_oos_gap,wfe,5,1,MARGINAL_FULL
G3_nfci_z52w_S1_M6_procyclical,nfci_z52w,S1,M6,procyclical,0.3565070753612454,0.36895406199288416,-0.01244698663163879,0.2952469568445941,0.31950509801781,-0.06126011851665125,-0.049448963975074145,0.011811154541577107,0.9127153624929611,0.9442167047916198,-0.03150134229865864,-0.6578070172012807,-0.6308742786041249,-0.026932738597155725,0.1322704681813085,0.1600767266136327,-0.027806258432324205,0.06270120833201459,0.10270304911622277,-0.04000184078420818,90.2211155378486,118.55881736213043,-28.337701824281822,0.9327505434612862,0.922425020804485,0.0103255226568012,0.4804736578480515,0.5257857915346811,-0.04531213368662956,,worst10y|p10_5y|wfe,0,3,FAIL_FULL
G3_nfci_z52w_S2_M1_defensive,nfci_z52w,S2,M1,defensive,0.2809393801931839,0.3423408795785974,-0.061401499385413505,0.23955170020146954,0.28975219670723273,-0.04138767999171433,-0.052588682871364645,-0.011201002879650312,0.9677178740817022,0.9899685484027655,-0.022250674321063313,-0.41092005113173813,-0.5181849703181018,0.10726491918636372,0.10956567637015646,0.15932573272697081,-0.04976005635681435,0.12058360718080556,0.11867000388796023,0.0019136032928453311,54.109692807716506,119.36299538687356,-65.25330257915707,0.9120714330744838,0.920915242156969,-0.008843809082485166,0.6142538365212958,0.5976195528092223,0.01663428371207354,maxdd|is_oos_gap,cagr_oos|worst10y|wfe,2,3,MARGINAL_FULL
G3_nfci_z52w_S2_M1_procyclical,nfci_z52w,S2,M1,procyclical,0.2156663043242255,0.3423408795785974,-0.12667457525437187,0.1897499987662643,0.28975219670723273,-0.025916305557961206,-0.052588682871364645,-0.02667237731340344,0.8555427640675095,0.9899685484027655,-0.13442578433525598,-0.5489000460390966,-0.5181849703181018,-0.030715075720994744,0.06827401282960799,0.15932573272697081,-0.09105171989736283,0.050387570484141664,0.11867000388796023,-0.06828243340381857,59.183673201929125,119.36299538687356,-60.17932218494444,0.957584731852376,0.920915242156969,0.036669489695407065,0.5127430336122093,0.5976195528092223,-0.084876519197013,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,1,5,MARGINAL_FULL
G3_nfci_z52w_S2_M2_defensive,nfci_z52w,S2,M2,defensive,0.3445957374590638,0.3423408795785974,0.002254857880466421,0.30964677874747726,0.28975219670723273,-0.03494895871158654,-0.052588682871364645,-0.017639724159778103,1.0224236392978565,0.9899685484027655,0.03245509089509102,-0.43229291574702233,-0.5181849703181018,0.08589205457107951,0.1725278437744413,0.15932573272697081,0.013202111047470488,0.17325659527935017,0.11867000388796023,0.05458659139138994,88.15322918850913,119.36299538687356,-31.209766198364434,0.9106753625131631,0.920915242156969,-0.010239879643805905,0.6754553715977287,0.5976195528092223,0.07783581878850643,sharpe|maxdd|worst10y|p10_5y|is_oos_gap|ci95_lo,wfe,6,1,MARGINAL_FULL
G3_nfci_z52w_S2_M2_procyclical,nfci_z52w,S2,M2,procyclical,0.29596418665759083,0.3423408795785974,-0.046376692921006546,0.23647072833724692,0.28975219670723273,-0.05949345832034392,-0.052588682871364645,0.006904775448979272,0.9161944653101376,0.9899685484027655,-0.0737740830926279,-0.5674888943852856,-0.5181849703181018,-0.04930392406718376,0.10712027087704112,0.15932573272697081,-0.05220546184992969,0.052524585262802945,0.11867000388796023,-0.06614541862515728,113.96351436359824,119.36299538687356,-5.399481023275328,0.9364054189340846,0.920915242156969,0.015490176777115616,0.5021914456538598,0.5976195528092223,-0.09542810715536254,,cagr_oos|sharpe|worst10y|p10_5y|wfe|ci95_lo,0,6,FAIL_FULL
G3_nfci_z52w_S2_M4_vol_adj,nfci_z52w,S2,M4,vol_adj,0.26716093729279144,0.3423408795785974,-0.07517994228580593,0.35500605959116927,0.28975219670723273,0.08784512229837782,-0.052588682871364645,0.035256439427013175,0.838112152090128,0.9899685484027655,-0.15185639631263748,-0.5820835039683652,-0.5181849703181018,-0.06389853365026332,0.16995217952405395,0.15932573272697081,0.010626446797083133,0.15982536813511428,0.11867000388796023,0.04115536424715405,111.12974418117005,119.36299538687356,-8.23325120570351,0.9081267670871557,0.920915242156969,-0.012788475069813288,0.6304720169267038,0.5976195528092223,0.03285246411748155,worst10y|p10_5y,cagr_oos|sharpe|is_oos_gap|wfe,2,4,MARGINAL_FULL
G3_nfci_z52w_S2_M4_reverse,nfci_z52w,S2,M4,reverse,0.1845503732259801,0.3423408795785974,-0.15779050635261727,0.16874540851034547,0.28975219670723273,-0.01580496471563464,-0.052588682871364645,-0.036783718155730005,0.7139426748147507,0.9899685484027655,-0.2760258735880148,-0.7800742320814629,-0.5181849703181018,-0.261889261763361,0.03060255271853496,0.15932573272697081,-0.12872318000843586,-0.029898476558529865,0.11867000388796023,-0.1485684804464901,110.67021388131684,119.36299538687356,-8.692781505556724,0.9910129046924223,0.920915242156969,0.07009766253545335,0.3417189083066341,0.5976195528092223,-0.2559006445025882,is_oos_gap|wfe,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,2,6,MARGINAL_FULL
G3_nfci_z52w_S2_M5_stop_only,nfci_z52w,S2,M5,stop_only,0.3203813735629599,0.3423408795785974,-0.021959506015637453,0.2776264876093508,0.28975219670723273,-0.0427548859536091,-0.052588682871364645,-0.009833796917755544,0.9840173058534645,0.9899685484027655,-0.005951242549301017,-0.4567292595071305,-0.5181849703181018,0.06145571081097134,0.1359112804597158,0.15932573272697081,-0.023414452267255026,0.14496737476146646,0.11867000388796023,0.026297370873506226,27.61011218284756,119.36299538687356,-91.752883204026,0.9080222427170088,0.920915242156969,-0.01289299943996014,0.6096414730694848,0.5976195528092223,0.012021920260262497,maxdd|p10_5y|is_oos_gap,cagr_oos|worst10y|wfe,3,3,MARGINAL_FULL
G3_nfci_z52w_S2_M5_filter_entry,nfci_z52w,S2,M5,filter_entry,0.07852328126248853,0.3423408795785974,-0.26381759831610885,0.08472915667982872,0.28975219670723273,0.00620587541734019,-0.052588682871364645,-0.046382807454024455,0.4418026108145816,0.9899685484027655,-0.5481659375881839,-0.6676150098171497,-0.5181849703181018,-0.14943003949904787,-0.03450379928278091,0.15932573272697081,-0.19382953200975173,-0.043528384597251835,0.11867000388796023,-0.16219838848521206,58.073141643950514,119.36299538687356,-61.28985374292305,0.9746003244429832,0.920915242156969,0.05368508228601421,0.17615856659696266,0.5976195528092223,-0.42146098621225964,is_oos_gap|wfe,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,2,6,MARGINAL_FULL
G3_nfci_z52w_S2_M6_defensive,nfci_z52w,S2,M6,defensive,0.34948712831984596,0.3423408795785974,0.007146248741248584,0.30396421887098524,0.28975219670723273,-0.04552290944886073,-0.052588682871364645,-0.007065773422503918,1.0111314230282327,0.9899685484027655,0.021162874625467176,-0.48248332327940635,-0.5181849703181018,0.035701647038695494,0.17335624282579798,0.15932573272697081,0.014030510098827165,0.14573396405063757,0.11867000388796023,0.027063960162677342,90.96785227511009,119.36299538687356,-28.395143111763474,0.9165800790080783,0.920915242156969,-0.004335163148890708,0.6357181920315094,0.5976195528092223,0.03809863922228707,cagr_oos|maxdd|worst10y|p10_5y|is_oos_gap,wfe,5,1,MARGINAL_FULL
G3_nfci_z52w_S2_M6_procyclical,nfci_z52w,S2,M6,procyclical,0.33342072712305826,0.3423408795785974,-0.008920152455539121,0.2744970592146012,0.28975219670723273,-0.058923667908457045,-0.052588682871364645,0.0063349850370924,0.9600939902477145,0.9899685484027655,-0.029874558155051023,-0.551599518351243,-0.5181849703181018,-0.033414548033141145,0.1393677674608076,0.15932573272697081,-0.019957965266163225,0.08927687091143914,0.11867000388796023,-0.02939313297652109,90.96785227511009,119.36299538687356,-28.395143111763474,0.9266765076338731,0.920915242156969,0.005761265476904143,0.5541476075896339,0.5976195528092223,-0.043471945219588415,,p10_5y|wfe,0,2,FAIL_FULL
G3_nfci_z52w_S3_M1_defensive,nfci_z52w,S3,M1,defensive,0.16701162478387732,0.2111237540590425,-0.04411212927516517,0.14793585565065825,0.17563190540045204,-0.019075769133219067,-0.03549184865859045,-0.016416079525371385,0.8369899246856582,0.9026733232043065,-0.06568339851864824,-0.2811074874829922,-0.3457269515654877,0.06461946408249553,0.0676017730081695,0.08998175595938962,-0.022379982951220123,0.06129995435795488,0.048150778386904576,0.013149175971050302,27.188876074648775,68.73807401971064,-41.54919794506186,1.038813462695383,1.023102865510121,0.01571059718526202,0.717276564557977,0.6704755123961896,0.046801052161787315,maxdd|p10_5y|is_oos_gap,cagr_oos|sharpe|worst10y,3,3,MARGINAL_FULL
G3_nfci_z52w_S3_M1_procyclical,nfci_z52w,S3,M1,procyclical,0.15445545082881607,0.2111237540590425,-0.056668303230226424,0.12061629831164389,0.17563190540045204,-0.03383915251717218,-0.03549184865859045,-0.001652696141418275,0.9284374536170803,0.9026733232043065,0.02576413041277381,-0.3085873077123221,-0.3457269515654877,0.037139643853165594,0.04181849859002118,0.08998175595938962,-0.04816325736936844,0.03126657971914493,0.048150778386904576,-0.01688419866775965,41.74066890333403,68.73807401971064,-26.997405116376605,1.040981886632895,1.023102865510121,0.017879021122773953,0.6283876881812775,0.6704755123961896,-0.042087824214912084,maxdd,cagr_oos|worst10y,1,2,MARGINAL_FULL
G3_nfci_z52w_S3_M2_defensive,nfci_z52w,S3,M2,defensive,0.20205237295859613,0.2111237540590425,-0.009071381100446363,0.18783989709480187,0.17563190540045204,-0.01421247586379426,-0.03549184865859045,-0.021279372794796192,0.8912027205851077,0.9026733232043065,-0.011470602619198744,-0.3024941120138468,-0.3457269515654877,0.04323283955164092,0.09303712077226045,0.08998175595938962,0.003055364812870831,0.07665202129161552,0.048150778386904576,0.028501242904710948,51.08445166701615,68.73807401971064,-17.65362235269449,1.02592632617858,1.023102865510121,0.0028234606684589547,0.7660543176401106,0.6704755123961896,0.09557880524392093,maxdd|p10_5y|is_oos_gap|ci95_lo,,4,0,STANDARD_PASS_FULL
G3_nfci_z52w_S3_M2_procyclical,nfci_z52w,S3,M2,procyclical,0.19487405810787983,0.2111237540590425,-0.016249695951162657,0.14489371127296913,0.17563190540045204,-0.049980346834910705,-0.03549184865859045,0.014488498176320252,0.884100271127906,0.9026733232043065,-0.018573052076400476,-0.38968908870454266,-0.3457269515654877,-0.043962137139054946,0.04993084378611479,0.08998175595938962,-0.04005091217327483,0.014887489006594241,0.048150778386904576,-0.03326328938031033,70.76766617739568,68.73807401971064,2.0295921576850446,1.0279117481990456,1.023102865510121,0.004808882688924543,0.5682123068277228,0.6704755123961896,-0.1022632055684668,,worst10y|p10_5y|ci95_lo,0,3,FAIL_FULL
G3_nfci_z52w_S3_M4_vol_adj,nfci_z52w,S3,M4,vol_adj,0.15323208667047195,0.2111237540590425,-0.057891667388570545,0.209624608451642,0.17563190540045204,0.056392521781170046,-0.03549184865859045,0.020900673122579594,0.7278187949409766,0.9026733232043065,-0.17485452826332992,-0.32880280852071675,-0.3457269515654877,0.016924143044770967,0.07988196961643412,0.08998175595938962,-0.010099786342955497,0.07090701898513804,0.048150778386904576,0.022756240598233467,69.2550456070455,68.73807401971064,0.516971587334865,0.9830347712602762,1.023102865510121,-0.04006809424984492,0.6713423091903148,0.6704755123961896,0.0008667967941251575,p10_5y,cagr_oos|sharpe,1,2,MARGINAL_FULL
G3_nfci_z52w_S3_M4_reverse,nfci_z52w,S3,M4,reverse,0.14054249494888515,0.2111237540590425,-0.07058125911015734,0.10561547360979784,0.17563190540045204,-0.034927021339087316,-0.03549184865859045,-0.0005648273195031361,0.7872939266151334,0.9026733232043065,-0.11537939658917307,-0.5126000948748286,-0.3457269515654877,-0.1668731433093409,-0.005046612503591175,0.08998175595938962,-0.0950283684629808,-0.027375308840121543,0.048150778386904576,-0.07552608722702611,69.3507810861816,68.73807401971064,0.6127070664709606,1.079407105583949,1.023102865510121,0.05630424007382784,0.3974752017407679,0.6704755123961896,-0.27300031065542174,wfe,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,1,6,MARGINAL_FULL
