pattern_id,signal,strategy,method,direction,cand_cagr_oos,base_cagr_oos,cagr_oos_diff,cand_cagr_is,base_cagr_is,cand_is_oos_gap,base_is_oos_gap,is_oos_gap_diff,cand_sharpe_oos,base_sharpe_oos,sharpe_diff,cand_maxdd,base_maxdd,maxdd_diff,cand_worst10y,base_worst10y,worst10y_diff,cand_p10_5y,base_p10_5y,p10_5y_diff,cand_trades_yr,base_trades_yr,trades_yr_diff,cand_wfe,base_wfe,wfe_diff,cand_ci95_lo,base_ci95_lo,ci95_lo_diff,improved_axes_full,degraded_axes_full,n_improved_full,n_degraded_full,judgment_full
G3_nfci_z52w_S3_M5_stop_only,nfci_z52w,S3,M5,stop_only,0.18896887896360082,0.2111237540590425,-0.022154875095441673,0.16707881786961543,0.17563190540045204,-0.02189006109398539,-0.03549184865859045,-0.013601787564605061,0.8633120028979075,0.9026733232043065,-0.03936132030639894,-0.3230717890512086,-0.3457269515654877,0.022655162514279126,0.06613806802801836,0.08998175595938962,-0.02384368793137126,0.06069893007339098,0.048150778386904576,0.012548151686486403,11.679728454602643,68.73807401971064,-57.058345565108,1.0053497567883507,1.023102865510121,-0.017753108721770383,0.6740620200737302,0.6704755123961896,0.0035865076775405402,maxdd|p10_5y|is_oos_gap,cagr_oos|worst10y,3,2,MARGINAL_FULL
G3_nfci_z52w_S3_M5_filter_entry,nfci_z52w,S3,M5,filter_entry,0.08861745540291244,0.2111237540590425,-0.12250629865613005,0.06229914033777151,0.17563190540045204,-0.02631831506514093,-0.03549184865859045,-0.009173533593449523,0.6903821773991243,0.9026733232043065,-0.21229114580518216,-0.3626323284731394,-0.3457269515654877,-0.016905376907651704,-0.01993107711123876,0.08998175595938962,-0.10991283307062838,-0.005940478707188501,0.048150778386904576,-0.05409125709409308,41.03222635772699,68.73807401971064,-27.705847661983647,0.9831993601282993,1.023102865510121,-0.03990350538182175,0.24413483719086304,0.6704755123961896,-0.4263406752053266,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,1,5,MARGINAL_FULL
G3_nfci_z52w_S3_M6_defensive,nfci_z52w,S3,M6,defensive,0.21130437413387337,0.2111237540590425,0.00018062007483088394,0.18416881529061357,0.17563190540045204,-0.0271355588432598,-0.03549184865859045,-0.008356289815330653,0.9070849977844065,0.9026733232043065,0.004411674580100056,-0.3350105497174848,-0.3457269515654877,0.010716401848002932,0.09943878615613433,0.08998175595938962,0.009457030196744709,0.06398680714409788,0.048150778386904576,0.015836028757193303,53.32466187880059,68.73807401971064,-15.413412140910047,1.0239390700876108,1.023102865510121,0.0008362045774896743,0.7154677699081431,0.6704755123961896,0.04499225751195346,worst10y|p10_5y|is_oos_gap,,3,0,STANDARD_PASS_FULL
G3_nfci_z52w_S3_M6_procyclical,nfci_z52w,S3,M6,procyclical,0.21027726492393084,0.2111237540590425,-0.0008464891351116499,0.16671606608170642,0.17563190540045204,-0.043561198842224425,-0.03549184865859045,0.008069350183633972,0.8905190843987357,0.9026733232043065,-0.01215423880557076,-0.3686740570483017,-0.3457269515654877,-0.02294710548281398,0.072228706040661,0.08998175595938962,-0.017753049918728614,0.03167990533774278,0.048150778386904576,-0.016470873049161797,53.32466187880059,68.73807401971064,-15.413412140910047,1.0247568054936018,1.023102865510121,0.0016539399834807345,0.6203312427383167,0.6704755123961896,-0.050144269657872886,,ci95_lo,0,1,FAIL_FULL
G3_nas_gold_rel63_S1_M1_defensive,nas_gold_rel63,S1,M1,defensive,0.2512697480626995,0.36895406199288416,-0.11768431393018464,0.11900227919168005,0.31950509801781,-0.13226746887101948,-0.049448963975074145,0.08281850489594533,0.932458954522378,0.9442167047916198,-0.011757750269241751,-0.5549930430171786,-0.6308742786041249,0.07588123558694637,-0.0006387935832873337,0.1600767266136327,-0.16071552019692004,0.007728851132332428,0.10270304911622277,-0.09497419798389034,62.18976724680227,118.55881736213043,-56.36905011532816,0.924940688328447,0.922425020804485,0.0025156675239620396,0.2919409883087626,0.5257857915346811,-0.2338448032259185,maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap|wfe|ci95_lo,1,6,MARGINAL_FULL
G3_nas_gold_rel63_S1_M1_procyclical,nas_gold_rel63,S1,M1,procyclical,0.2548800558548123,0.36895406199288416,-0.11407400613807184,0.2782874256915382,0.31950509801781,0.023407369836725866,-0.049448963975074145,-0.02604159413834828,0.8028074641436302,0.9442167047916198,-0.14140924064798954,-0.5835873659526539,-0.6308742786041249,0.047286912651471,0.1162209387365003,0.1600767266136327,-0.0438557878771324,0.09564333678526368,0.10270304911622277,-0.007059712330959089,61.11752988047809,118.55881736213043,-57.44128748165234,0.9355057192932329,0.922425020804485,0.013080698488747933,0.5214839010527285,0.5257857915346811,-0.004301890481952619,maxdd|is_oos_gap,cagr_oos|sharpe|worst10y|wfe,2,4,MARGINAL_FULL
G3_nas_gold_rel63_S1_M2_defensive,nas_gold_rel63,S1,M2,defensive,0.31253318930510754,0.36895406199288416,-0.056420872687776624,0.22308451221711878,0.31950509801781,-0.08944867708798876,-0.049448963975074145,0.039999713112914614,0.9482243283580083,0.9442167047916198,0.004007623566388507,-0.6084965317706248,-0.6308742786041249,0.022377746833500134,0.088667098805012,0.1600767266136327,-0.0714096278086207,0.06770870601781147,0.10270304911622277,-0.034994343098411304,94.0505347032921,118.55881736213043,-24.508282658838326,0.9539422737634665,0.922425020804485,0.031517252958981556,0.46526148661062944,0.5257857915346811,-0.06052430492405164,maxdd,cagr_oos|worst10y|p10_5y|is_oos_gap|ci95_lo,1,5,MARGINAL_FULL
G3_nas_gold_rel63_S1_M2_procyclical,nas_gold_rel63,S1,M2,procyclical,0.3563935837200527,0.36895406199288416,-0.012560478272831466,0.3392349445885645,0.31950509801781,-0.017158639131488185,-0.049448963975074145,-0.03229032484358596,0.8954766318110698,0.9442167047916198,-0.04874007298054994,-0.6473328895394723,-0.6308742786041249,-0.016458610935347395,0.17557929275504147,0.1600767266136327,0.015502566141408769,0.10951084816623843,0.10270304911622277,0.0068077990500156615,113.77204340532607,118.55881736213043,-4.786773956804353,0.9205979256537272,0.922425020804485,-0.0018270951507577404,0.5262999535310897,0.5257857915346811,0.0005141619964086352,worst10y|p10_5y|is_oos_gap,wfe,3,1,MARGINAL_FULL
G3_nas_gold_rel63_S1_M4_vol_adj,nas_gold_rel63,S1,M4,vol_adj,0.22563811470557793,0.36895406199288416,-0.14331594728730623,0.2334372862479368,0.31950509801781,0.007799171542358874,-0.049448963975074145,-0.04164979243271527,0.7561660107717877,0.9442167047916198,-0.1880506940198321,-0.8344068382423672,-0.6308742786041249,-0.20353255963824224,0.06157473046791484,0.1600767266136327,-0.09850199614571786,0.0473797522549622,0.10270304911622277,-0.05532329686126057,111.26377385196058,118.55881736213043,-7.295043510169847,0.9788186977114207,0.922425020804485,0.05639367690693575,0.3965717022223515,0.5257857915346811,-0.12921408931232958,is_oos_gap|wfe,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,2,6,MARGINAL_FULL
G3_nas_gold_rel63_S1_M4_reverse,nas_gold_rel63,S1,M4,reverse,0.21964433568263209,0.36895406199288416,-0.14930972631025208,0.2972747288514379,0.31950509801781,0.07763039316880582,-0.049448963975074145,0.028181429193731677,0.6680836649805966,0.9442167047916198,-0.2761330398110232,-0.8005034968384954,-0.6308742786041249,-0.1696292182343705,0.08487819604831381,0.1600767266136327,-0.07519853056531889,0.062084072845896496,0.10270304911622277,-0.040618976270326276,111.91477511008597,118.55881736213043,-6.644042252044457,0.9411164386902402,0.922425020804485,0.018691417885755235,0.42977613649801627,0.5257857915346811,-0.09600965503666481,,cagr_oos|sharpe|maxdd|worst10y|p10_5y|wfe|ci95_lo,0,7,FAIL_FULL
G3_nas_gold_rel63_S1_M5_stop_only,nas_gold_rel63,S1,M5,stop_only,0.27538059463628994,0.36895406199288416,-0.09357346735659422,0.19453984060173668,0.31950509801781,-0.08084075403455326,-0.049448963975074145,0.03139179005947912,0.8413598427028511,0.9442167047916198,-0.10285686208876865,-0.6263469269863597,-0.6308742786041249,0.004527351617765185,0.058452504318680765,0.1600767266136327,-0.10162422229495194,0.020276001901514594,0.10270304911622277,-0.08242704721470817,34.06268347661984,118.55881736213043,-84.49613388551059,0.9188959664360937,0.922425020804485,-0.003529054368391238,0.32974302466813993,0.5257857915346811,-0.19604276686654115,,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap|wfe|ci95_lo,0,7,FAIL_FULL
G3_nas_gold_rel63_S1_M5_filter_entry,nas_gold_rel63,S1,M5,filter_entry,0.12988799069836854,0.36895406199288416,-0.23906607129451563,0.2236899557167744,0.31950509801781,0.09380196501840588,-0.049448963975074145,0.04435300104333173,0.5295659686774934,0.9442167047916198,-0.4146507361141264,-0.5711194754833153,-0.6308742786041249,0.05975480312080961,0.037038507191697434,0.1600767266136327,-0.12303821942193527,0.05114781719747383,0.10270304911622277,-0.051555231918748945,60.31335185573496,118.55881736213043,-58.24546550639547,0.9665828661054382,0.922425020804485,0.044157845300953236,0.43969053597761537,0.5257857915346811,-0.08609525555706571,maxdd,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap|ci95_lo,1,6,MARGINAL_FULL
G3_nas_gold_rel63_S1_M6_defensive,nas_gold_rel63,S1,M6,defensive,0.357527780519596,0.36895406199288416,-0.011426281473288169,0.29495746176551285,0.31950509801781,-0.06257031875408314,-0.049448963975074145,0.013121354779008998,0.9588412801222419,0.9442167047916198,0.014624575330622114,-0.6058002149860833,-0.6308742786041249,0.025074063618041653,0.14416528140447515,0.1600767266136327,-0.01591144520915755,0.0969929786190951,0.10270304911622277,-0.00571007049712767,95.42912560285176,118.55881736213043,-23.12969175927867,0.9283902819539911,0.922425020804485,0.005965261149506129,0.5215885172065267,0.5257857915346811,-0.004197274328154421,maxdd,wfe,1,1,MARGINAL_FULL
G3_nas_gold_rel63_S1_M6_procyclical,nas_gold_rel63,S1,M6,procyclical,0.3763356474621613,0.36895406199288416,0.007381585469277141,0.34144850666232185,0.31950509801781,-0.034887140799839456,-0.049448963975074145,-0.01456182317523469,0.9225017296835344,0.9442167047916198,-0.0217149751080854,-0.6562135361492423,-0.6308742786041249,-0.025339257545117344,0.17364637818447215,0.1600767266136327,0.013569651570839447,0.1059892685705194,0.10270304911622277,0.003286219454296621,95.42912560285176,118.55881736213043,-23.12969175927867,0.919993972374154,0.922425020804485,-0.0024310484303309288,0.5252066201295651,0.5257857915346811,-0.0005791714051159857,cagr_oos|worst10y|is_oos_gap,wfe,3,1,MARGINAL_FULL
G3_nas_gold_rel63_S2_M1_defensive,nas_gold_rel63,S2,M1,defensive,0.21424016770412146,0.3423408795785974,-0.12810071187447591,0.11440154459737539,0.28975219670723273,-0.09983862310674607,-0.052588682871364645,0.04724994023538143,0.9150036769935453,0.9899685484027655,-0.07496487140922015,-0.4376071393495008,-0.5181849703181018,0.08057783096860105,0.0211552825151633,0.15932573272697081,-0.13817045021180752,0.037938614912246524,0.11867000388796023,-0.0807313889757137,62.419532396728876,119.36299538687356,-56.94346299014469,0.9155148149926337,0.920915242156969,-0.0054004271643353086,0.34061299026247394,0.5976195528092223,-0.25700656254674836,maxdd,cagr_oos|sharpe|worst10y|p10_5y|is_oos_gap|wfe|ci95_lo,1,7,MARGINAL_FULL
G3_nas_gold_rel63_S2_M1_procyclical,nas_gold_rel63,S2,M1,procyclical,0.24339809657570188,0.3423408795785974,-0.0989427830028955,0.2516006732770222,0.28975219670723273,0.008202576701320297,-0.052588682871364645,-0.04438610617004435,0.8541131733488586,0.9899685484027655,-0.13585537505390688,-0.5042278899947866,-0.5181849703181018,0.013957080323315219,0.1257028550933521,0.15932573272697081,-0.03362287763361871,0.10546683481467287,0.11867000388796023,-0.013203169073287363,61.48132470119522,119.36299538687356,-57.881670685678344,0.9370953298948524,0.920915242156969,0.016180087737883486,0.5893506585621325,0.5976195528092223,-0.008268894247089764,is_oos_gap,cagr_oos|sharpe|worst10y|wfe,1,4,MARGINAL_FULL
G3_nas_gold_rel63_S2_M2_defensive,nas_gold_rel63,S2,M2,defensive,0.28728170305719547,0.3423408795785974,-0.05505917652140191,0.2047027740314984,0.28975219670723273,-0.08257892902569708,-0.052588682871364645,0.029990246154332434,0.9955219549103217,0.9899685484027655,0.005553406507556202,-0.4805408164117416,-0.5181849703181018,0.03764415390636022,0.0961781161673545,0.15932573272697081,-0.06314761655961632,0.0783000349996756,0.11867000388796023,-0.04036996888828463,94.54835919479976,119.36299538687356,-24.814636192073806,0.94873093112299,0.920915242156969,0.027815688966021046,0.5367173166685514,0.5976195528092223,-0.06090223614067092,maxdd,cagr_oos|worst10y|p10_5y|wfe|ci95_lo,1,5,MARGINAL_FULL
G3_nas_gold_rel63_S2_M2_procyclical,nas_gold_rel63,S2,M2,procyclical,0.3335856192450577,0.3423408795785974,-0.008755260333539683,0.3091552746811388,0.28975219670723273,-0.024430344563918904,-0.052588682871364645,-0.02815833830744574,0.9364124284499977,0.9899685484027655,-0.05355611995276777,-0.5381256610147026,-0.5181849703181018,-0.01994069069660076,0.1735877305641884,0.15932573272697081,0.0142619978372176,0.127954514055762,0.11867000388796023,0.009284510167801768,115.07404592157685,119.36299538687356,-4.28894946529671,0.9205392907358979,0.920915242156969,-0.0003759514210710524,0.5944104938293615,0.5976195528092223,-0.0032090589798607905,worst10y|p10_5y|is_oos_gap,sharpe|wfe,3,2,MARGINAL_FULL
G3_nas_gold_rel63_S2_M4_vol_adj,nas_gold_rel63,S2,M4,vol_adj,0.21522603544306573,0.3423408795785974,-0.12711484413553165,0.2171999364346051,0.28975219670723273,0.001973900991539379,-0.052588682871364645,-0.050614781879825266,0.8163832177505073,0.9899685484027655,-0.17358533065225823,-0.6902139654222113,-0.5181849703181018,-0.1720289951041094,0.0726797882102681,0.15932573272697081,-0.08664594451670271,0.07089060723505014,0.11867000388796023,-0.04777939665291009,111.85733382260432,119.36299538687356,-7.505661564269246,0.9688706036212952,0.920915242156969,0.04795536146432622,0.47375103461654594,0.5976195528092223,-0.12386851819267636,is_oos_gap,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,1,6,MARGINAL_FULL
G3_nas_gold_rel63_S2_M4_reverse,nas_gold_rel63,S2,M4,reverse,0.2192789901821317,0.3423408795785974,-0.12306188939646567,0.2816699366796822,0.28975219670723273,0.062390946497550503,-0.052588682871364645,0.009802263626185859,0.7204800973423582,0.9899685484027655,-0.2694884510604073,-0.6408096616716277,-0.5181849703181018,-0.12262469135352583,0.1232480288470652,0.15932573272697081,-0.03607770387990561,0.11013038952232401,0.11867000388796023,-0.008539614365636217,112.47004088907528,119.36299538687356,-6.892954497798286,0.9329694207328572,0.920915242156969,0.012054178575888197,0.49890271252634194,0.5976195528092223,-0.09871684028288036,,cagr_oos|sharpe|maxdd|worst10y|wfe|ci95_lo,0,6,FAIL_FULL
G3_nas_gold_rel63_S2_M5_stop_only,nas_gold_rel63,S2,M5,stop_only,0.26606926134116327,0.3423408795785974,-0.07627161823743411,0.1855561863337778,0.28975219670723273,-0.08051307500738547,-0.052588682871364645,0.027924392136020826,0.9089530672152292,0.9899685484027655,-0.08101548118753632,-0.5213773687787876,-0.5181849703181018,-0.0031923984606857525,0.06754490497313537,0.15932573272697081,-0.09178082775383545,0.04222764476663929,0.11867000388796023,-0.07644235912132094,34.15841895575593,119.36299538687356,-85.20457643111763,0.9146082823365352,0.920915242156969,-0.006306959820433722,0.4065943579646074,0.5976195528092223,-0.1910251948446149,,cagr_oos|sharpe|worst10y|p10_5y|wfe|ci95_lo,0,6,FAIL_FULL
G3_nas_gold_rel63_S2_M5_filter_entry,nas_gold_rel63,S2,M5,filter_entry,0.13776745339965668,0.3423408795785974,-0.2045734261789407,0.20654702691243432,0.28975219670723273,0.06877957351277764,-0.052588682871364645,0.01619089064141299,0.5875121040192935,0.9899685484027655,-0.40245644438347195,-0.4900247368637073,-0.5181849703181018,0.028160233454394556,0.06231379775146473,0.15932573272697081,-0.09701193497550609,0.07044434674133808,0.11867000388796023,-0.04822565714662215,60.27505766408052,119.36299538687356,-59.08793772279304,0.9651139145133601,0.920915242156969,0.04419867235639119,0.49705174667870566,0.5976195528092223,-0.10056780613051663,maxdd,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,1,5,MARGINAL_FULL
G3_nas_gold_rel63_S2_M6_defensive,nas_gold_rel63,S2,M6,defensive,0.32992991971960484,0.3423408795785974,-0.012410959858992543,0.26703106318099756,0.28975219670723273,-0.06289885653860727,-0.052588682871364645,0.010310173667242628,1.0057317765037939,0.9899685484027655,0.01576322810102837,-0.49940134045391515,-0.5181849703181018,0.01878362986418669,0.1429246649334106,0.15932573272697081,-0.01640106779356021,0.10904191631575215,0.11867000388796023,-0.00962808757220808,95.81206751939611,119.36299538687356,-23.550927867477455,0.926402864774271,0.920915242156969,0.005487622617302068,0.5945319455944107,0.5976195528092223,-0.003087607214811605,,wfe,0,1,FAIL_FULL
G3_nas_gold_rel63_S2_M6_procyclical,nas_gold_rel63,S2,M6,procyclical,0.3520801022395479,0.3423408795785974,0.009739222660950508,0.311070135320201,0.28975219670723273,-0.041009966919346885,-0.052588682871364645,-0.01157871595201776,0.9670114914029732,0.9899685484027655,-0.022957056999792336,-0.5366275057287311,-0.5181849703181018,-0.018442535410629235,0.17315819084387707,0.15932573272697081,0.013832458116906254,0.12704081285672758,0.11867000388796023,0.008370808968767351,95.81206751939611,119.36299538687356,-23.550927867477455,0.918771358148533,0.920915242156969,-0.0021438840084360145,0.5953694865643822,0.5976195528092223,-0.002250066244840143,cagr_oos|worst10y|p10_5y|is_oos_gap,wfe,4,1,MARGINAL_FULL
G3_nas_gold_rel63_S3_M1_defensive,nas_gold_rel63,S3,M1,defensive,0.12256077482162686,0.2111237540590425,-0.08856297923741563,0.07122493208653857,0.17563190540045204,-0.05133584273508829,-0.03549184865859045,0.015843994076497836,0.8467848298501948,0.9026733232043065,-0.055888493354111723,-0.27524674908516267,-0.3457269515654877,0.07048020248032505,0.006867956584842627,0.08998175595938962,-0.08311379937454699,0.010752801028607005,0.048150778386904576,-0.03739797735829757,45.378617110505346,68.73807401971064,-23.359456909205292,1.0164902876962518,1.023102865510121,-0.006612577813869258,0.412098809238896,0.6704755123961896,-0.2583767031572936,maxdd,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,1,5,MARGINAL_FULL
G3_nas_gold_rel63_S3_M1_procyclical,nas_gold_rel63,S3,M1,procyclical,0.17373503622741837,0.2111237540590425,-0.03738871783162412,0.15822722885327,0.17563190540045204,-0.015507807374148364,-0.03549184865859045,-0.01998404128444209,0.8573477533541174,0.9026733232043065,-0.045325569850189096,-0.34572695156548805,-0.3457269515654877,-3.3306690738754696e-16,0.07245939268315071,0.08998175595938962,-0.017522363276238906,0.03934386840090944,0.048150778386904576,-0.008806909985995134,30.00349916124974,68.73807401971064,-38.7345748584609,1.0366172519156809,1.023102865510121,0.013514386405559797,0.6808261904902935,0.6704755123961896,0.010350678094103838,is_oos_gap,cagr_oos,1,1,MARGINAL_FULL
G3_nas_gold_rel63_S3_M2_defensive,nas_gold_rel63,S3,M2,defensive,0.16771779058883385,0.2111237540590425,-0.04340596347020864,0.12255595783496087,0.17563190540045204,-0.04516183275387298,-0.03549184865859045,0.009669984095282524,0.9070840215834889,0.9026733232043065,0.004410698379182398,-0.27506200204448883,-0.3457269515654877,0.07066494952099889,0.056349828644575606,0.08998175595938962,-0.033631927314814014,0.03794850552642193,0.048150778386904576,-0.010202272860482649,57.36469909834347,68.73807401971064,-11.373374921367166,1.0459567635475868,1.023102865510121,0.022853898037465736,0.6331560240512615,0.6704755123961896,-0.03731948834492815,maxdd,cagr_oos|worst10y,1,2,MARGINAL_FULL
G3_nas_gold_rel63_S3_M2_procyclical,nas_gold_rel63,S3,M2,procyclical,0.21876228578821832,0.2111237540590425,0.007638531729175835,0.1902159355638271,0.17563190540045204,-0.028546350224391226,-0.03549184865859045,-0.0069454984341992265,0.8738823592073389,0.9026733232043065,-0.028790963996967567,-0.42710980464376336,-0.3457269515654877,-0.08138285307827564,0.09232336457531942,0.08998175595938962,0.002341608615929802,0.04543441686828826,0.048150778386904576,-0.002716361518616317,71.5526971063116,68.73807401971064,2.8146230866009603,1.0293942813807895,1.023102865510121,0.006291415870668393,0.6655054294868887,0.6704755123961896,-0.004970082909300899,cagr_oos|is_oos_gap,,2,0,MARGINAL_FULL
G3_nas_gold_rel63_S3_M4_vol_adj,nas_gold_rel63,S3,M4,vol_adj,0.12357677639195863,0.2111237540590425,-0.08754697766708386,0.12591892187560294,0.17563190540045204,0.002342145483644309,-0.03549184865859045,-0.033149703174946143,0.7213518728273967,0.9026733232043065,-0.18132145037690983,-0.45829142461385297,-0.3457269515654877,-0.11256447304836525,0.021464619056271284,0.08998175595938962,-0.06851713690311834,0.01795392501925277,0.048150778386904576,-0.030196853367651807,69.69542881107151,68.73807401971064,0.9573547913608706,1.0629244029506677,1.023102865510121,0.03982153744054662,0.51284469914922,0.6704755123961896,-0.1576308132469696,is_oos_gap,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,1,6,MARGINAL_FULL
G3_nas_gold_rel63_S3_M4_reverse,nas_gold_rel63,S3,M4,reverse,0.1542646122240383,0.2111237540590425,-0.05685914183500418,0.17305215431585586,0.17563190540045204,0.018787542091817544,-0.03549184865859045,-0.01670430656677291,0.7064992498592595,0.9026733232043065,-0.196174073345047,-0.4952900154265456,-0.3457269515654877,-0.1495630638610579,0.04196736071751883,0.08998175595938962,-0.04801439524187079,0.020640851244417877,0.048150778386904576,-0.0275099271424867,69.92519396099812,68.73807401971064,1.1871199412874773,1.0043228935646802,1.023102865510121,-0.0187799719454409,0.5271260927921864,0.6704755123961896,-0.14334941960400327,is_oos_gap,cagr_oos|sharpe|maxdd|worst10y|p10_5y|ci95_lo,1,6,MARGINAL_FULL
G3_nas_gold_rel63_S3_M5_stop_only,nas_gold_rel63,S3,M5,stop_only,0.16473087326119873,0.2111237540590425,-0.04639288079784376,0.11023636559769967,0.17563190540045204,-0.05449450766349906,-0.03549184865859045,0.019002659004908606,0.8539244811242813,0.9026733232043065,-0.04874884208002517,-0.31061685907007297,-0.3457269515654877,0.035110092495414746,0.04416083358242129,0.08998175595938962,-0.04582092237696833,0.015466270161484852,0.048150778386904576,-0.032684508225419726,25.17843101279094,68.73807401971064,-43.5596430069197,0.9815882002149479,1.023102865510121,-0.041514665295173225,0.4523588046555434,0.6704755123961896,-0.21811670774064623,maxdd,cagr_oos|worst10y|p10_5y|ci95_lo,1,4,MARGINAL_FULL
G3_nas_gold_rel63_S3_M5_filter_entry,nas_gold_rel63,S3,M5,filter_entry,0.1317242272247674,0.2111237540590425,-0.07939952683427509,0.1383708837371287,0.17563190540045204,0.006646656512361293,-0.03549184865859045,-0.02884519214622916,0.7137600746695697,0.9026733232043065,-0.1889132485347368,-0.3997999514416818,-0.3457269515654877,-0.05407299987619407,0.0456203304153362,0.08998175595938962,-0.04436142554405342,0.029350981070080138,0.048150778386904576,-0.018799797316824438,29.54396886139652,68.73807401971064,-39.194105158314116,1.0515978851097119,1.023102865510121,0.028495019599590776,0.5988256100440752,0.6704755123961896,-0.07164990235211444,is_oos_gap,cagr_oos|sharpe|worst10y|ci95_lo,1,4,MARGINAL_FULL
G3_nas_gold_rel63_S3_M6_defensive,nas_gold_rel63,S3,M6,defensive,0.19896211523559804,0.2111237540590425,-0.012161638823444454,0.16117328582333856,0.17563190540045204,-0.03778882941225947,-0.03549184865859045,0.00229698075366902,0.9138112246956572,0.9026733232043065,0.011137901491350743,-0.28701414948698933,-0.3457269515654877,0.05871280207849838,0.08318813154756644,0.08998175595938962,-0.006793624411823185,0.04829512278871499,0.048150778386904576,0.0001443444018104159,59.43258544768295,68.73807401971064,-9.305488572027684,1.0253007995062133,1.023102865510121,0.0021979339960922495,0.674016317551994,0.6704755123961896,0.0035408051558043496,maxdd,,1,0,MARGINAL_FULL
G3_nas_gold_rel63_S3_M6_procyclical,nas_gold_rel63,S3,M6,procyclical,0.2220753141179881,0.2111237540590425,0.010951560058945597,0.18942265106233536,0.17563190540045204,-0.03265266305565273,-0.03549184865859045,-0.0028391856029377216,0.8845517157522323,0.9026733232043065,-0.01812160745207414,-0.40085445638198025,-0.3457269515654877,-0.055127504816492534,0.09577239997585352,0.08998175595938962,0.005790644016463897,0.047856173270205096,0.048150778386904576,-0.0002946051166994798,59.43258544768295,68.73807401971064,-9.305488572027684,1.0244296945609144,1.023102865510121,0.0013268290507932878,0.6626615225925585,0.6704755123961896,-0.007813989803631127,cagr_oos|worst10y,,2,0,MARGINAL_FULL
G3_nasdaq_mom63_S1_M1_defensive,nasdaq_mom63,S1,M1,defensive,0.16333217079667395,0.36895406199288416,-0.20562189119621022,0.11431243590771722,0.31950509801781,-0.04901973488895672,-0.049448963975074145,-0.00042922908611742194,0.768302389170146,0.9442167047916198,-0.17591431562147375,-0.6274308489017926,-0.6308742786041249,0.003443429702332357,-0.036206741884480365,0.1600767266136327,-0.19628346849811307,0.01845460727571031,0.10270304911622277,-0.08424844184051246,63.778976200461315,118.55881736213043,-54.77984116166911,1.0679217521547564,0.922425020804485,0.1454967313502714,0.3778031200424794,0.5257857915346811,-0.14798267149220168,wfe,cagr_oos|sharpe|worst10y|p10_5y|ci95_lo,1,5,MARGINAL_FULL
G3_nasdaq_mom63_S1_M1_procyclical,nasdaq_mom63,S1,M1,procyclical,0.2969050790255501,0.36895406199288416,-0.07204898296733409,0.27929868371698197,0.31950509801781,-0.017606395308568112,-0.049448963975074145,-0.03184256866650603,0.8582875505407331,0.9442167047916198,-0.08592915425088665,-0.566890046564872,-0.6308742786041249,0.06398423203925296,0.09965299061830768,0.1600767266136327,-0.06042373599532502,0.055242191199486076,0.10270304911622277,-0.047460857916736696,60.14102799329,118.55881736213043,-58.417789368840424,0.9090895614973603,0.922425020804485,-0.013335459307124653,0.4941768009336746,0.5257857915346811,-0.03160899060100647,maxdd|is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y|wfe,2,5,MARGINAL_FULL
G3_nasdaq_mom63_S1_M2_defensive,nasdaq_mom63,S1,M2,defensive,0.32106503418334853,0.36895406199288416,-0.047889027809535634,0.22670720160233127,0.31950509801781,-0.09435783258101726,-0.049448963975074145,0.04490886860594312,1.0878905348313064,0.9442167047916198,0.1436738300396866,-0.5611600443403961,-0.6308742786041249,0.0697142342637288,0.03966165679597666,0.1600767266136327,-0.12041506981765604,0.08130323809977935,0.10270304911622277,-0.02139981101644342,94.01224051163766,118.55881736213043,-24.54657685049277,1.0193468439182458,0.922425020804485,0.09692182311376085,0.5808938005261375,0.5257857915346811,0.0551080089914564,sharpe|maxdd|wfe|ci95_lo,cagr_oos|worst10y|p10_5y|is_oos_gap,4,4,MARGINAL_FULL
G3_nasdaq_mom63_S1_M2_procyclical,nasdaq_mom63,S1,M2,procyclical,0.34861419662259174,0.36895406199288416,-0.02033986537029242,0.3369656341433138,0.31950509801781,-0.011648562479277924,-0.049448963975074145,-0.03780040149579622,0.8554951973548638,0.9442167047916198,-0.088721507436756,-0.6328030385730203,-0.6308742786041249,-0.0019287599688954105,0.11928275106674002,0.1600767266136327,-0.04079397554689268,0.07197229244080901,0.10270304911622277,-0.030730756675413765,113.71460211784442,118.55881736213043,-4.844215244286005,0.896612081349582,0.922425020804485,-0.025812939454902928,0.48347433672966433,0.5257857915346811,-0.042311454805016746,is_oos_gap,cagr_oos|sharpe|worst10y|p10_5y|wfe,1,5,MARGINAL_FULL
